"1splitHere46","13660431splitHere46","java.lang.NullPointerException"
"178splitHere46","13664470splitHere46","throws"
"179splitHere46","13664470splitHere46","getLables"
"180splitHere46","13664470splitHere46","getLableNames"
"181splitHere46","13664470splitHere46","String[]"
"182splitHere46","13664470splitHere46","String [] lables = st.setLabel();//change to getLables<newline46mondego>  for (int i = 0; i < 10; i = i+1) {<newline46mondego>    for (int e = 0; e < 8; e = e+1) {<newline46mondego>      label[i]= new JLabel(lables[i]);//use string array index to set the string<newline46mondego>"
"183splitHere46","13664709splitHere46","String"
"184splitHere46","13664709splitHere46","split()"
"185splitHere46","13664709splitHere46","String[] dataSplit = returned.split(<doubleQuotes46>[,\n]<doubleQuotes46>);<newline46mondego>"
"186splitHere46","13664709splitHere46","\s"
"187splitHere46","13664709splitHere46","\"
"188splitHere46","13664709splitHere46","String[] dataSplit = returned.split(<doubleQuotes46>[,\\s]<doubleQuotes46>);<newline46mondego>"
"189splitHere46","13664709splitHere46","<doubleQuotes46>1,2,3\n4,5,6<doubleQuotes46>"
"190splitHere46","13664710splitHere46","while (it.hasNext()) {<newline46mondego>        Map.Entry pairs = (Map.Entry) it.next();<newline46mondego>        out.println(pairs.getKey() + <doubleQuotes46> <doubleQuotes46> + pairs.getValue());<newline46mondego>        it.remove();   // <-----------<newline46mondego>    }<newline46mondego>"
"191splitHere46","13664710splitHere46","it.remove()"
"192splitHere46","13664718splitHere46","// m <= high (loop invariant)<newline46mondego>while (m != high)  {<newline46mondego>    // m < high, hence correct index<newline46mondego>    a[m] ...<newline46mondego><newline46mondego>    m = m + 1;<newline46mondego>    // m <= high (loop invariant)<newline46mondego>}<newline46mondego>"
"193splitHere46","13664718splitHere46","// k <= m<newline46mondego>if (...) {<newline46mondego>    swap(a, k, m);<newline46mondego>    // m <= old m // if call-by-reference<newline46mondego><newline46mondego>    k = k + 1;<newline46mondego>    // k - 1 <= m if call-by-value<newline46mondego>}<newline46mondego>m = m + 1;<newline46mondego>// k <= m again; if call-by-value<newline46mondego>"
"194splitHere46","13664744splitHere46","private int imageArra[] = { R.drawable.a, R.drawable.b, R.drawable.c,<newline46mondego>                              R.drawable.d, R.drawable.e};  <newline46mondego><newline46mondego>private String[] stringArray = new String[] { <doubleQuotes46>Image a<doubleQuotes46>, <doubleQuotes46>Image b<doubleQuotes46>,<doubleQuotes46>Image c<doubleQuotes46>,<doubleQuotes46>Image d<doubleQuotes46>,<doubleQuotes46>Image e<doubleQuotes46>}; <newline46mondego>"
"195splitHere46","13664744splitHere46","ImagePagerAdapter adapter = new ImagePagerAdapter(this, imageArra, stringArray );<newline46mondego>"
"196splitHere46","13664744splitHere46","int imageArray[];<newline46mondego>String[] stringArray;<newline46mondego>public ImagePagerAdapter(Activity act, int[] imgArra, String[] stringArra) {<newline46mondego>    imageArray = imgArra;<newline46mondego>    activity = act;<newline46mondego>    stringArray = stringArra;<newline46mondego>}<newline46mondego>"
"197splitHere46","13664744splitHere46","TextView txt=(TextView) layout.findViewById(R.id.image_text);<newline46mondego>txt.setText(stringArray[position]);<newline46mondego>"
"198splitHere46","13664974splitHere46","public String stringClean(String str) {<newline46mondego>      if (str.length() == 0)<newline46mondego>            return <doubleQuotes46><doubleQuotes46>;<newline46mondego>      if (str.length() == 1)<newline46mondego>            return str;<newline46mondego><newline46mondego>      if(str.charAt(0) == str.charAt(1)){<newline46mondego>         return stringClean(str.substring(1));   <newline46mondego>      }else{<newline46mondego>        return str.charAt(0)+ stringClean(str.substring(1));<newline46mondego>      }    <newline46mondego>    }<newline46mondego>"
"199splitHere46","13665083splitHere46","List#size()"
"200splitHere46","13665083splitHere46","int size = myList.size(); // amount of sublists that myList holds<newline46mondego>"
"201splitHere46","13665105splitHere46","Service"
"202splitHere46","13665105splitHere46","Activity"
"203splitHere46","13665105splitHere46","AsyncTask"
"204splitHere46","13665105splitHere46","Service"
"205splitHere46","13665105splitHere46","IntentService"
"206splitHere46","13665141splitHere46","pendingIntent"
"207splitHere46","13665141splitHere46","Service"
"208splitHere46","13665141splitHere46","onStart(...)"
"209splitHere46","13665141splitHere46","AlarmManager"
"210splitHere46","13665141splitHere46","AlarmManager"
"211splitHere46","13665141splitHere46","Service"
"212splitHere46","13665159splitHere46","PriceIncrease"
"213splitHere46","13665159splitHere46","priceIncrease"
"214splitHere46","13665159splitHere46","@RequestMapping(method=RequestMethod.GET)<newline46mondego>public String initializeForm(ModelMap model) {<newline46mondego>    Map<Integer, String> priority = new LinkedHashMap<Integer, String>();<newline46mondego>    priority.put(1, <doubleQuotes46>low<doubleQuotes46>);<newline46mondego>    priority.put(2, <doubleQuotes46>medium<doubleQuotes46>);<newline46mondego>    priority.put(3, <doubleQuotes46>high<doubleQuotes46>);<newline46mondego><newline46mondego>    PriceIncrease priceIncrease = new PriceIncrease();  //Not sure of constructor<newline46mondego>    model.addAttribute(<doubleQuotes46>priceIncrease<doubleQuotes46>, priceIncrease);<newline46mondego><newline46mondego>    model.addAttribute(<doubleQuotes46>priorityList<doubleQuotes46>, priority);<newline46mondego><newline46mondego>    return <doubleQuotes46>priceincrease<doubleQuotes46>;<newline46mondego><newline46mondego>  }<newline46mondego>}<newline46mondego>"
"215splitHere46","13665179splitHere46","ps.executeUpdate();"
"216splitHere46","13665214splitHere46","String input = <doubleQuotes46>315-045/10-20<doubleQuotes46>;<newline46mondego>String[] output = input.split(<doubleQuotes46>[/-]<doubleQuotes46>);<newline46mondego>"
"217splitHere46","13665344splitHere46","textSize = Math.min(Math.max(textSize,10),20);<newline46mondego>"
"218splitHere46","13665397splitHere46","text.replaceAll(<doubleQuotes46>(?<!action)\\?<doubleQuotes46>, <doubleQuotes46>!<doubleQuotes46>);<newline46mondego>"
"219splitHere46","13665397splitHere46","?"
"220splitHere46","13665397splitHere46","action"
"221splitHere46","13665501splitHere46","int maxcol = 0;<newline46mondego>for(int i = 0; i < test.length; i++)<newline46mondego>    if(test[i].length > maxcol)<newline46mondego>        maxcol = test[i].length;<newline46mondego><newline46mondego><newline46mondego>int[] result = new int[maxcol];<newline46mondego><newline46mondego>for (int j = 0; j < maxcol; j++)<newline46mondego>    for (int i = 0; i < test.length; i++)<newline46mondego>        if (test[i].length > j && result[j] < test[i][j])<newline46mondego>            result[j] = test[i][j];<newline46mondego>"
"222splitHere46","13665526splitHere46","barrier = new CyclicBarrier(numThreads + 1);<newline46mondego>"
"223splitHere46","13665526splitHere46","class MyRunnable implements Runnable {<newline46mondego>  private final Semaphore sem;<newline46mondego><newline46mondego>  public MyRunnable(Semaphore sem) {<newline46mondego>    this.sem = sem;<newline46mondego>  }<newline46mondego><newline46mondego>  public void run() {<newline46mondego>    // do work<newline46mondego><newline46mondego>    // signal complete<newline46mondego>    sem.release()<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"224splitHere46","13665526splitHere46","Semaphore sem = new Semaphore(0);<newline46mondego><newline46mondego>for (int i = 0; i < numJobs; ++i) {<newline46mondego>  threadPool.execute(new MyRunnable(sem));<newline46mondego>}<newline46mondego><newline46mondego>sem.acquire(numJobs);<newline46mondego>"
"225splitHere46","13665526splitHere46","barrier.await()"
"226splitHere46","13665526splitHere46","barrier.await()"
"227splitHere46","13665563splitHere46","="
"228splitHere46","13665563splitHere46","x = y"
"229splitHere46","13665563splitHere46","=="
"230splitHere46","13665563splitHere46","Object"
"231splitHere46","13665563splitHere46","boolean equals(Object o)"
"232splitHere46","13665572splitHere46","public @ interface MustOverrideToString { }<newline46mondego>"
"233splitHere46","13665580splitHere46","xsi:schemaLocation=<doubleQuotes46>http://www.springframework.org/schema/beans<newline46mondego>               http://www.springframework.org/schema/beans/spring-beans-3.0.xsd<newline46mondego>               http://www.springframework.org/schema/context<newline46mondego>               http://www.springframework.org/schema/context/spring-context-3.0.xsd<newline46mondego>               http://www.springframework.org/schema/mvc<newline46mondego>               http://www.springframework.org/schema/context/spring-mvc-3.0.xsd<doubleQuotes46>><newline46mondego>"
"234splitHere46","13665647splitHere46","public class Example implements Comparable<Example> {<newline46mondego><newline46mondego>    private String test;<newline46mondego><newline46mondego>    public String getTest() {<newline46mondego>        return test;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setTest(String test) {<newline46mondego>        this.test = test;<newline46mondego>    }<newline46mondego>    @Override<newline46mondego>    public int compareTo(Example o) {<newline46mondego>        return this.test.compareTo(o.test);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"235splitHere46","13665684splitHere46","public TicketManager(){<newline46mondego>   try{<newline46mondego>    BufferedReader br = new BufferedReader(new FileReader(<doubleQuotes46>seatAvailability.txt<doubleQuotes46>));<newline46mondego>       for (int i = 0; i < 15; i++)<newline46mondego>        String line = br.readLine();    <newline46mondego>         seats[i] = line.toCharArray();<newline46mondego>       }<newline46mondego>   }catch(IOException exception){<newline46mondego>       System.out.println(<doubleQuotes46>Error processing file: <doubleQuotes46> + exception);<newline46mondego>   }<newline46mondego> }<newline46mondego>"
"236splitHere46","13665684splitHere46","30"
"237splitHere46","13665684splitHere46","X0000xx00xx0xx0xx000xx0xxx0x00"
"238splitHere46","13665684splitHere46","returnSeats"
"239splitHere46","13665684splitHere46","seats[0].length"
"240splitHere46","13665684splitHere46","seats[i].length"
"241splitHere46","13665684splitHere46","public String returnSeats(){<newline46mondego>    StringBuilder result = new StringBuilder();<newline46mondego>    for (int i =0; i <seats.length; i++){<newline46mondego>        for (int j = 0; j < seats[i].length; j++){<newline46mondego>            //append seat character in the result string<newline46mondego>            result.append(seats[i][j]);<newline46mondego>        }<newline46mondego>        //append new line character in the string in between<newline46mondego>        result.append(System.lineSeparator());<newline46mondego>    }<newline46mondego>    return result.toString();<newline46mondego>}<newline46mondego>"
"242splitHere46","13665901splitHere46","return"
"243splitHere46","13665901splitHere46","this.dialog = new ProgressDialog(this);"
"244splitHere46","13665901splitHere46","unreachable"
"245splitHere46","13665901splitHere46","for (Dialog localObject = null; ; localObject = this.dialog)<newline46mondego>    {<newline46mondego>       this.dialog = new ProgressDialog(this);<newline46mondego>       return localObject;<newline46mondego>     }<newline46mondego>"
"246splitHere46","13665901splitHere46","localObject"
"247splitHere46","13665901splitHere46","null"
"248splitHere46","13665901splitHere46","increment"
"249splitHere46","13665901splitHere46","for"
"250splitHere46","13665901splitHere46","loop"
"251splitHere46","13665901splitHere46","protected Dialog onCreateDialog(int paramInt)<newline46mondego>    {<newline46mondego>       switch (paramInt)<newline46mondego>       {<newline46mondego>         default:<newline46mondego>         case 0:<newline46mondego>       }<newline46mondego>       for (Dialog localObject = null; ; localObject = this.dialog)<newline46mondego>       {<newline46mondego>          this.dialog = new ProgressDialog(this);<newline46mondego>          this.dialog.setMessage(getResources().getString(2131165201));<newline46mondego>          this.dialog.setIndeterminate(true);<newline46mondego>          this.dialog.setCancelable(false);<newline46mondego>          return localObject; // here problem cast<newline46mondego>       }<newline46mondego>      }<newline46mondego>"
"252splitHere46","13665901splitHere46","for"
"253splitHere46","13665901splitHere46","return"
"254splitHere46","13665935splitHere46","static int sum (int ... numbers)<newline46mondego>{<newline46mondego>   int total = 0;<newline46mondego>   for (int i = 0; i < numbers.length; i++)<newline46mondego>        total += numbers [i];<newline46mondego>   return total;<newline46mondego>}<newline46mondego>"
"255splitHere46","13665935splitHere46","public static void test(int some, String... args) {<newline46mondego>        System.out.print(<doubleQuotes46>\n<doubleQuotes46> + some);<newline46mondego>        for(String arg: args) {<newline46mondego>            System.out.print(<doubleQuotes46>, <doubleQuotes46> + arg);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
