"1splitHere46","5457590splitHere46","ObjectMapper objectMapper = new ObjectMapper();<newline46mondego>objectMapper.configure(SerializationConfig.Feature.INDENT_OUTPUT, true);<newline46mondego><newline46mondego>String originalJson = ...<newline46mondego>JsonNode tree = objectMapper .readTree(originalJson);<newline46mondego>String formattedJson = objectMapper.writeValueAsString(tree);<newline46mondego>"
"121splitHere46","5464018splitHere46","import java.util.Scanner;<newline46mondego><newline46mondego>class Test implements Runnable {<newline46mondego><newline46mondego>    volatile boolean keepRunning = true;<newline46mondego><newline46mondego>    public void run() {<newline46mondego>        System.out.println(<doubleQuotes46>Starting to loop.<doubleQuotes46>);<newline46mondego>        while (keepRunning) {<newline46mondego>            System.out.println(<doubleQuotes46>Running loop...<doubleQuotes46>);<newline46mondego>            try {<newline46mondego>                Thread.sleep(1000);<newline46mondego>            } catch (InterruptedException e) {<newline46mondego>            }<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>Done looping.<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        Test test = new Test();<newline46mondego>        Thread t = new Thread(test);<newline46mondego>        t.start();<newline46mondego><newline46mondego>        Scanner s = new Scanner(System.in);<newline46mondego>        while (!s.next().equals(<doubleQuotes46>stop<doubleQuotes46>));<newline46mondego><newline46mondego>        test.keepRunning = false;<newline46mondego>        t.interrupt();  // cancel current sleep.<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"122splitHere46","5464045splitHere46","doGet()"
"123splitHere46","5464045splitHere46","/WEB-INF"
"124splitHere46","5464045splitHere46","doGet()"
"125splitHere46","5464045splitHere46","/WEB-INF"
"126splitHere46","5464045splitHere46","/WEB-INF"
"127splitHere46","5464045splitHere46","request.getRequestDispatcher(<doubleQuotes46>/WEB-INF/products.jsp<doubleQuotes46>).forward(request, response);<newline46mondego>"
"128splitHere46","5464061splitHere46","<filter><newline46mondego>    <filter-name>PrimeFaces FileUpload Filter</filter-name><newline46mondego>    <filter-class>org.primefaces.webapp.filter.FileUploadFilter<newline46mondego>    </filter-class><newline46mondego>    <init-param><newline46mondego>        <param-name>uploadDirectory</param-name><newline46mondego>        <param-value>/uploaded</param-value><newline46mondego>    </init-param><newline46mondego></filter><newline46mondego><filter-mapping><newline46mondego>    <filter-name>PrimeFaces FileUpload Filter</filter-name><newline46mondego>    <servlet-name>Faces Servlet</servlet-name><newline46mondego></filter-mapping><newline46mondego>"
"129splitHere46","5464305splitHere46","ThreadFactory"
"130splitHere46","5464305splitHere46","RejectedExecutionHandler"
"131splitHere46","5464305splitHere46","ThreadPoolExecutor"
"132splitHere46","5464305splitHere46","RejectedExecutionHandler"
"133splitHere46","5464305splitHere46","ThreadPoolExecutor"
"134splitHere46","5464305splitHere46","ThreadPoolExecutor.AbortPolicy"
"135splitHere46","5464305splitHere46","ThreadPoolExecutor.DiscardPolicy"
"136splitHere46","5464305splitHere46","ThreadPoolExecutor"
"137splitHere46","5464305splitHere46","ThreadPoolExecutor"
"138splitHere46","5464305splitHere46","Context"
"139splitHere46","5464305splitHere46","RejectedExecutionHandler"
"140splitHere46","5464305splitHere46","Strategy"
"141splitHere46","5464305splitHere46","ThreadPoolExecutor.AbortPolicy"
"142splitHere46","5464305splitHere46","ThreadPoolExecutor.DiscardPolicy"
"143splitHere46","5464305splitHere46","ConcreteStrategyA"
"144splitHere46","5464305splitHere46","ConcreteStrategyB"
"145splitHere46","5464366splitHere46","+"
"146splitHere46","5464366splitHere46","+"
"147splitHere46","5464366splitHere46","+"
"148splitHere46","5464366splitHere46","Integer"
"149splitHere46","5464366splitHere46","Double"
"150splitHere46","5464366splitHere46","StringBuilder"
"151splitHere46","5464366splitHere46","append()"
"152splitHere46","5464366splitHere46","+"
"153splitHere46","5464366splitHere46","int"
"154splitHere46","5464366splitHere46","iadd"
"155splitHere46","5464366splitHere46","+"
"156splitHere46","5464366splitHere46","Integer i = 4"
"157splitHere46","5464366splitHere46","Integer i = Integer.valueOf(4)"
"158splitHere46","5464366splitHere46","i + p"
"159splitHere46","5464366splitHere46","i"
"160splitHere46","5464366splitHere46","p"
"161splitHere46","5464366splitHere46","Integer"
"162splitHere46","5464366splitHere46","i.intValue() + p.intValue()"
"163splitHere46","5464366splitHere46","int"
"164splitHere46","5464366splitHere46","iadd"
"165splitHere46","5464366splitHere46","+"
"166splitHere46","5464366splitHere46","Integer"
"167splitHere46","5464445splitHere46","public String findPath(int v, int w) {<newline46mondego>    Queue<Integer> q = new LinkedList<Integer>();<newline46mondego>    boolean[] visited = new boolean[g.numVertices()];<newline46mondego>    String[] pathTo = new String[g.numVertices()];<newline46mondego><newline46mondego>    q.add(v);<newline46mondego>    pathTo[v] = v+<doubleQuotes46> <doubleQuotes46>;<newline46mondego>    while(q.peek() != null) {<newline46mondego>        if(runBFS(q.poll(),w,visited,q,pathTo))<newline46mondego>        break;<newline46mondego>    }<newline46mondego>    return pathTo[w];<newline46mondego>}<newline46mondego><newline46mondego>private boolean runBFS(int v, int w, boolean[] visited, Queue<Integer> q, String[] pathTo) {<newline46mondego>    if(visited[v]) {<newline46mondego>    }<newline46mondego>    else if(v == w)<newline46mondego>        return true; <newline46mondego>    }<newline46mondego>    else {<newline46mondego>        visited[v] = true;<newline46mondego>        VertexIterator vi = g.adjacentVertices(v);<newline46mondego>        while(vi.hasNext()) {<newline46mondego>            int nextVertex = vi.next();<newline46mondego>            pathTo[nextVertex] = pathTo[v] + nextVertex + <doubleQuotes46> <doubleQuotes46>;<newline46mondego>            q.add(nextVertex);<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return false;<newline46mondego>}<newline46mondego>"
"168splitHere46","5464448splitHere46","hashCode()"
"169splitHere46","5464448splitHere46","equals()"
"170splitHere46","5464448splitHere46","Classname"
"171splitHere46","5464448splitHere46","private static final Map<Classname, Classname> cache = new HashMap<Classname, Classname>();<newline46mondego>public static Classname getClassName(Object o){<newline46mondego>   Classname newC = new Classname(a, b, ...);<newline46mondego>   Classname oldC = cache.get(newC);<newline46mondego>   if ( oldC == null ) {<newline46mondego>       cache.put(newC, newC);<newline46mondego>       return newC;<newline46mondego>   } else {<newline46mondego>       return oldC;<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"172splitHere46","5464448splitHere46","equals"
"173splitHere46","5464448splitHere46","hashCode"
"174splitHere46","5464448splitHere46","Classname newC = new Classname(a, b, ...);<newline46mondego>for ( Classname existing : name ) {<newline46mondego>    if ( newC.equals(existing) ) {<newline46mondego>        return existing;<newline46mondego>    }<newline46mondego>}<newline46mondego>name.add(newC);<newline46mondego>return newC;<newline46mondego>"
"175splitHere46","5464584splitHere46","node.pred"
"176splitHere46","5464716splitHere46","Runtime.getRuntime().exec(<doubleQuotes46>C:\\Windows\\System32\\cacls.exe<doubleQuotes46>+options)"
"177splitHere46","5464877splitHere46","Calendar calendar =<newline46mondego>   Calendar.getInstance(<newline46mondego>       TimeZone.getTimeZone(<doubleQuotes46>America/Chicago<doubleQuotes46>),<newline46mondego>       Locale.getDefault()<newline46mondego>   );<newline46mondego><newline46mondego>calendar.set( Calendar.HOUR_OF_DAY, 0 );<newline46mondego>calendar.set( Calendar.MINUTE, 15 );<newline46mondego>calendar.set( Calendar.SECOND, 0 );<newline46mondego>calendar.set( Calendar.MILLISECOND, 0 );<newline46mondego><newline46mondego>calendar.add( Calendar.DAY_OF_MONTH, 1 );<newline46mondego>"
"178splitHere46","5464943splitHere46","public class test extends JFrame implements ActionListener {<newline46mondego>    JPanel panel;<newline46mondego><newline46mondego>    test() {<newline46mondego><newline46mondego>        panel = new JPanel();<newline46mondego>        JButton b = new JButton(<doubleQuotes46>1<doubleQuotes46>);<newline46mondego>        b.addActionListener(this);<newline46mondego>        panel.add(b);<newline46mondego>        add(panel);<newline46mondego>        setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public void actionPerformed(ActionEvent e) {<newline46mondego>        this.remove(panel);<newline46mondego>        repaint();<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String a[]) {<newline46mondego>        new test();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"179splitHere46","5464947splitHere46","java.text.SimpleDateFormat"
"180splitHere46","5464947splitHere46","yyyy-dd-MM-HH.mm.ss"
"181splitHere46","5464947splitHere46","SimpleDateFormat sdf = new SimpleDateFormat(<doubleQuotes46>yyy-dd-MM-HH.mm.ss<doubleQuotes46>);<newline46mondego>Date date = sdf.parse(inputDateString);<newline46mondego>long timestamp = date.getTime();<newline46mondego>"
"182splitHere46","5464947splitHere46","DateTimeFormat"
"183splitHere46","5464947splitHere46","Minutes.minutesBetween(..)"
"184splitHere46","5465226splitHere46","public void run() {<newline46mondego>    while(running) {<newline46mondego>        gui.render();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"185splitHere46","5465226splitHere46","public void run() {<newline46mondego>    while(running) {<newline46mondego>        gui.render();<newline46mondego>        try { Thread.sleep(10); } catch(InterruptedException e) { /* we tried */}<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"186splitHere46","5465642splitHere46","HashMap<String, something>"
"187splitHere46","5465642splitHere46","Map<String, Boolean> map = new HashMap<String, Boolean>();<newline46mondego>map.put(<doubleQuotes46>bubby4j_falling<doubleQuotes46>, true);<newline46mondego><newline46mondego>if(map.get(<doubleQuotes46>bubby4j_falling<doubleQuotes46>)) {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"188splitHere46","5465642splitHere46","Set<String>"
"189splitHere46","5465642splitHere46","Set<String> fallingUsers = new HashSet<String>();<newline46mondego>fallingUsers.add(<doubleQuotes46>bubby4j<doubleQuotes46>);<newline46mondego><newline46mondego>if(fallingUsers.contains(<doubleQuotes46>bubby4j<doubleQuotes46>)) { ... }<newline46mondego>"
"190splitHere46","5465642splitHere46","User"
"191splitHere46","5465642splitHere46","Set<User>"
"192splitHere46","5465642splitHere46","falling"
"193splitHere46","5465642splitHere46","Map<String, User>"
"194splitHere46","5465673splitHere46","Sheet sheet = wb.createSheet(<doubleQuotes46>test<doubleQuotes46>);<newline46mondego>CellStyle cs = wb.createCellStyle();<newline46mondego>Font f = wb.createFont();<newline46mondego>f.setBoldweight(Font.BOLDWEIGHT_BOLD);<newline46mondego>cs.setFont(f);<newline46mondego>sheet.setDefaultColumnStyle(1,cs); //set bold for column 1<newline46mondego>"
"195splitHere46","5466030splitHere46","/XFDL/globalpage/global/xmlmodel/instances/instance/form_metadata/title/documentnbr/@number<newline46mondego>"
"196splitHere46","5466030splitHere46","instance"
"197splitHere46","5466030splitHere46","xforms:instance"
"198splitHere46","5466030splitHere46","xforms"
"199splitHere46","5466030splitHere46","@attr"
"200splitHere46","5466030splitHere46","[attr]"
"201splitHere46","5466030splitHere46","import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego>import java.util.Collections;<newline46mondego>import java.util.HashMap;<newline46mondego>import java.util.Iterator;<newline46mondego>import java.util.Map;<newline46mondego><newline46mondego>import javax.xml.XMLConstants;<newline46mondego>import javax.xml.namespace.NamespaceContext;<newline46mondego>import javax.xml.parsers.DocumentBuilder;<newline46mondego>import javax.xml.parsers.DocumentBuilderFactory;<newline46mondego>import javax.xml.parsers.ParserConfigurationException;<newline46mondego>import javax.xml.xpath.XPath;<newline46mondego>import javax.xml.xpath.XPathConstants;<newline46mondego>import javax.xml.xpath.XPathExpressionException;<newline46mondego>import javax.xml.xpath.XPathFactory;<newline46mondego><newline46mondego>import org.w3c.dom.Document;<newline46mondego>import org.w3c.dom.Node;<newline46mondego>import org.xml.sax.SAXException;<newline46mondego><newline46mondego>public class XPathNamespaceExample {<newline46mondego>    static public class MyNamespaceContext implements NamespaceContext {<newline46mondego>        final private Map<String, String> prefixMap;<newline46mondego>        MyNamespaceContext(Map<String, String> prefixMap)<newline46mondego>        {<newline46mondego>            if (prefixMap != null)<newline46mondego>            {<newline46mondego>                this.prefixMap = Collections.unmodifiableMap(new HashMap<String, String>(prefixMap));<newline46mondego>            }<newline46mondego>            else<newline46mondego>            {<newline46mondego>                this.prefixMap = Collections.emptyMap();<newline46mondego>            }<newline46mondego>        }<newline46mondego>        public String getPrefix(String namespaceURI) {<newline46mondego>            // TODO Auto-generated method stub<newline46mondego>            return null;<newline46mondego>        }<newline46mondego>        public Iterator getPrefixes(String namespaceURI) {<newline46mondego>            // TODO Auto-generated method stub<newline46mondego>            return null;<newline46mondego>        }<newline46mondego>        public String getNamespaceURI(String prefix) {<newline46mondego>                if (prefix == null) throw new NullPointerException(<doubleQuotes46>Invalid Namespace Prefix<doubleQuotes46>);<newline46mondego>                else if (prefix.equals(XMLConstants.DEFAULT_NS_PREFIX))<newline46mondego>                    return <doubleQuotes46>http://www.PureEdge.com/XFDL/6.5<doubleQuotes46>;<newline46mondego>                else if (<doubleQuotes46>custom<doubleQuotes46>.equals(prefix))<newline46mondego>                    return <doubleQuotes46>http://www.PureEdge.com/XFDL/Custom<doubleQuotes46>;<newline46mondego>                else if (<doubleQuotes46>designer<doubleQuotes46>.equals(prefix)) <newline46mondego>                    return <doubleQuotes46>http://www.PureEdge.com/Designer/6.1<doubleQuotes46>;<newline46mondego>                else if (<doubleQuotes46>pecs<doubleQuotes46>.equals(prefix)) <newline46mondego>                    return <doubleQuotes46>http://www.PureEdge.com/PECustomerService<doubleQuotes46>;<newline46mondego>                else if (<doubleQuotes46>xfdl<doubleQuotes46>.equals(prefix))<newline46mondego>                    return <doubleQuotes46>http://www.PureEdge.com/XFDL/6.5<doubleQuotes46>;      <newline46mondego>                else if (<doubleQuotes46>xforms<doubleQuotes46>.equals(prefix)) <newline46mondego>                    return <doubleQuotes46>http://www.w3.org/2003/xforms<doubleQuotes46>;<newline46mondego>                else    <newline46mondego>                    return XMLConstants.NULL_NS_URI;<newline46mondego>        }<newline46mondego><newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    protected static final String QUERY_FORM_NUMBER = <newline46mondego>        <doubleQuotes46>/XFDL/globalpage/global/xmlmodel/xforms:instances/instance<doubleQuotes46> + <newline46mondego>        <doubleQuotes46>/form_metadata/title/documentnbr[number]<doubleQuotes46>;<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        try<newline46mondego>        {<newline46mondego>            DocumentBuilderFactory dbfac = DocumentBuilderFactory.newInstance();<newline46mondego>            DocumentBuilder docBuilder = dbfac.newDocumentBuilder();<newline46mondego>            Document doc = docBuilder.parse(new File(args[0]));<newline46mondego>            System.out.println(extractNodeValue(doc, <doubleQuotes46>/XFDL/globalpage/@sid<doubleQuotes46>));<newline46mondego>            System.out.println(extractNodeValue(doc, <doubleQuotes46>/XFDL/globalpage/global/xmlmodel/instances/instance/@id<doubleQuotes46> ));<newline46mondego>            System.out.println(extractNodeValue(doc, <doubleQuotes46>/XFDL/globalpage/global/xmlmodel/instances/instance/form_metadata/title/documentnbr/@number<doubleQuotes46> ));<newline46mondego>        } catch (SAXException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        } catch (IOException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        } catch (ParserConfigurationException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private static String extractNodeValue(Document doc, String expression) {<newline46mondego>        try{<newline46mondego><newline46mondego>            XPath xPath = XPathFactory.newInstance().newXPath();<newline46mondego>            xPath.setNamespaceContext(new MyNamespaceContext(null));<newline46mondego><newline46mondego>            Node result = (Node)xPath.evaluate(expression, doc, XPathConstants.NODE);<newline46mondego>            if(result != null) {<newline46mondego>                return result.getNodeValue();<newline46mondego>            } else {<newline46mondego>                throw new RuntimeException(<doubleQuotes46>can't find expression<doubleQuotes46>);<newline46mondego>            }<newline46mondego><newline46mondego>        } catch (XPathExpressionException err) {<newline46mondego>            throw new RuntimeException(err);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
