"1splitHere46","11049972splitHere46","public static int count(List list) {<newline46mondego>  int sum = 0;<newline46mondego>  for(Object o: list) {<newline46mondego>     sum += o instanceof List ? count((List) o) : 1;<newline46mondego>  }<newline46mondego>  return sum;<newline46mondego>}<newline46mondego>"
"148splitHere46","11053433splitHere46","public static void main (String[] args) {<newline46mondego>    ArrayList<Hashtable> objArrlistHshTbl = new ArrayList<Hashtable>();<newline46mondego>    for(int i= 1; i< 3; i++){<newline46mondego>              if(i == 1){<newline46mondego>              Hashtable objHashTable = new Hashtable();<newline46mondego>    objHashTable.put(<doubleQuotes46>Key<doubleQuotes46> + i, <doubleQuotes46>Value1<doubleQuotes46>);<newline46mondego>    objHashTable.put(<doubleQuotes46>Key<doubleQuotes46> + i+1, <doubleQuotes46>Value2<doubleQuotes46>);<newline46mondego>              objArrlistHshTbl.add(objHashTable);<newline46mondego>              }else{<newline46mondego>                  Hashtable objHashTable = new Hashtable();<newline46mondego>                  objHashTable.put(<doubleQuotes46>Key<doubleQuotes46> + i, <doubleQuotes46>Value3<doubleQuotes46>);<newline46mondego>        objHashTable.put(<doubleQuotes46>Key<doubleQuotes46> + i+1, <doubleQuotes46>Value4<doubleQuotes46>);<newline46mondego>                  objArrlistHshTbl.add(objHashTable);<newline46mondego>              }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"149splitHere46","11053685splitHere46","1.2f"
"150splitHere46","11053685splitHere46","Double"
"151splitHere46","11053685splitHere46","Float"
"152splitHere46","11053685splitHere46","Float"
"153splitHere46","11053685splitHere46","Double"
"154splitHere46","11053685splitHere46","Number"
"155splitHere46","11053685splitHere46","foo(Number,Number)"
"156splitHere46","11053685splitHere46","f"
"157splitHere46","11053685splitHere46","double"
"158splitHere46","11053685splitHere46","Double"
"159splitHere46","11053685splitHere46","Integer"
"160splitHere46","11053782splitHere46","InputStream"
"161splitHere46","11053821splitHere46","<s:select label=<doubleQuotes46>Some label<doubleQuotes46>          <newline46mondego>list=<doubleQuotes46>yourList<doubleQuotes46><newline46mondego>name=<doubleQuotes46>somName<doubleQuotes46> /><newline46mondego>"
"162splitHere46","11053847splitHere46","private static final boolean isNumeric(final String s) {<newline46mondego>  if (s == null || s.isEmpty()) return false;<newline46mondego>  for (int x = 0; x < s.length(); x++) {<newline46mondego>    final char c = s.charAt(x);<newline46mondego>    if (x == 0 && (c == '-')) continue;  // negative<newline46mondego>    if ((c >= '0') && (c <= '9')) continue;  // 0 - 9<newline46mondego>    return false; // invalid<newline46mondego>  }<newline46mondego>  return true; // valid<newline46mondego>}<newline46mondego>"
"163splitHere46","11053883splitHere46","int[]"
"164splitHere46","11053883splitHere46","private static final int NUMBER_DICE_SIDES = 6;<newline46mondego>public static void main(String[] args) {<newline46mondego>    final static int TIMES_TO_ROLL = getInt(<doubleQuotes46>Times to roll?<doubleQuotes46>);<newline46mondego>    Random flip = new Random(NUMBER_DICE_SIDES);<newline46mondego>    int[] results = new int[NUMBER_DICE_SIDES];<newline46mondego>    for (int i = 0; i < TIMES_TO_ROLL; i++) {<newline46mondego>        int result = flip.nextInt;<newline46mondego>        System.out.println(result);<newline46mondego>        results[result]++;<newline46mondego>    }<newline46mondego><newline46mondego>    for(int i = 0; i < NUMBER_DICE_SIDES; ++i) {<newline46mondego>        System.out.println((i+1)+<doubleQuotes46>'s: <doubleQuotes46> + arraysCount(results, i));<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public static int arrayCount(int[] array, int item) {<newline46mondego>    return array[item];<newline46mondego>}<newline46mondego>"
"165splitHere46","11054165splitHere46","<ProductResponse><newline46mondego>  <product><newline46mondego>    <id>1</id><newline46mondego>    <name>Oranges</name><newline46mondego>  </product><newline46mondego>  <product><newline46mondego>    <id>2</id><newline46mondego>    <name>Apples</name><newline46mondego>  </product><newline46mondego></ProductResponse><newline46mondego>"
"166splitHere46","11054258splitHere46","java -jar yourjar.jar"
"167splitHere46","11054258splitHere46","java -version"
"168splitHere46","11054258splitHere46","javac -J-version"
"169splitHere46","11054258splitHere46","javaw.exe"
"170splitHere46","11054258splitHere46","java.exe"
"171splitHere46","11054315splitHere46","Worker"
"172splitHere46","11054315splitHere46","Worker"
"173splitHere46","11054315splitHere46","value"
"174splitHere46","11054315splitHere46","volatile"
"175splitHere46","11054315splitHere46","value = 1;"
"176splitHere46","11054315splitHere46","value"
"177splitHere46","11054315splitHere46","volatile"
"178splitHere46","11054315splitHere46","Worker"
"179splitHere46","11054315splitHere46","Worker"
"180splitHere46","11054867splitHere46","public class BookKeeping<K extends Money, T extends Transaction<K>> { ... }<newline46mondego>"
"181splitHere46","11054923splitHere46","useCachesOnly"
"182splitHere46","11054923splitHere46","resolve"
"183splitHere46","11054923splitHere46","true"
"184splitHere46","11054949splitHere46","UnsatisfiedLinkError"
"185splitHere46","11054949splitHere46","Exception"
"186splitHere46","11054949splitHere46","UnsatisfiedLinkError"
"187splitHere46","11054949splitHere46","Exception"
"188splitHere46","11054949splitHere46","Error"
"189splitHere46","11054949splitHere46","UnsatisfiedLinkError"
"190splitHere46","11054949splitHere46","Error"
"191splitHere46","11055203splitHere46","heapsize - nongarbage"
"192splitHere46","11055250splitHere46","Settings"
"193splitHere46","11055250splitHere46","Preferences"
"194splitHere46","11055250splitHere46","Compiler"
"195splitHere46","11055250splitHere46","Excludes"
"196splitHere46","11055309splitHere46","String s = <doubleQuotes46>cmd cd E:/My data/Final Project/Uji Coba bikin Jar & E: & jar cfm     <newline46mondego>D:/EditingDiniApp.jar META-INF/MANIFEST.MF EditingDini META-INF net org<doubleQuotes46>;<newline46mondego>FileOutputStream fos = new FileOutputStream(<doubleQuotes46>abc.bat<doubleQuotes46>);<newline46mondego>fos.write(s.getBytes());<newline46mondego>fos.close();<newline46mondego>Thread.sleep(2000);<newline46mondego>Runtime.getRuntime().exec(<doubleQuotes46>abc.bat<doubleQuotes46>);<newline46mondego>Thread.sleep(2000);<newline46mondego>"
"197splitHere46","11055331splitHere46","POST"
"198splitHere46","11055334splitHere46","EasyMock.replay();<newline46mondego>"
"199splitHere46","11055334splitHere46","EasyMock.replay(mockCollaborator);<newline46mondego>"
"200splitHere46","11055804splitHere46","revalidate()"
"201splitHere46","11055804splitHere46","repaint()"
"202splitHere46","11055804splitHere46","add()"
"203splitHere46","11055804splitHere46","setContentPane()"
"204splitHere46","11056083splitHere46","XML"
"205splitHere46","11056083splitHere46","ListView"
"206splitHere46","11056083splitHere46","android.R.id.list"
"207splitHere46","11056083splitHere46","<ListView<newline46mondego>   android:id=<doubleQuotes46>@android:id/list<doubleQuotes46><newline46mondego>   // next attributes<newline46mondego>/><newline46mondego>"
"208splitHere46","11056083splitHere46","Activity"
"209splitHere46","11056083splitHere46","ListActivity"
"210splitHere46","11056134splitHere46","Date"
"211splitHere46","11056134splitHere46","Date date = resultSet.getTimestamp(<doubleQuotes46>date_field<doubleQuotes46>);<newline46mondego><newline46mondego>Timestamp timestamp = resultSet.getTimestamp(<doubleQuotes46>date_time_field<doubleQuotes46>);<newline46mondego>"
"212splitHere46","11056134splitHere46","ResultSet.getTimeStamp()"
"213splitHere46","11056140splitHere46","JAVA_HOME = C:\Program Files\Java\jdk1.6.0_32<newline46mondego>MATLAB_JAVA = C:\Program Files\Java\jre6<newline46mondego>PATH = ...;C:\Program Files\Java\jdk1.6.0_32\bin<newline46mondego>"
"214splitHere46","11056140splitHere46","public class Student {<newline46mondego>    private String name;<newline46mondego>    public Student(String str) {<newline46mondego>        name = str;<newline46mondego>    }<newline46mondego>    public void setName(String str) {<newline46mondego>        name = str;<newline46mondego>    }<newline46mondego>    public String getName() {<newline46mondego>        return name;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego>        Student s = new Student(<doubleQuotes46>amro<doubleQuotes46>);<newline46mondego>        s.setName(<doubleQuotes46>unknown<doubleQuotes46>);<newline46mondego>        System.out.println(<doubleQuotes46>Hello <doubleQuotes46> + s.getName());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"215splitHere46","11056140splitHere46","javac Student.java"
"216splitHere46","11056140splitHere46","c:\work\Student.class"
"217splitHere46","11056140splitHere46","javaaddpath('C:\work')<newline46mondego><newline46mondego>javaMethod('main','Student','')<newline46mondego><newline46mondego>s = Student('me')<newline46mondego>char( s.getName() )<newline46mondego>"
"218splitHere46","11056140splitHere46","Hello unknown<newline46mondego><newline46mondego>s =<newline46mondego>Student@8d6877<newline46mondego><newline46mondego>ans =<newline46mondego>me<newline46mondego>"
"219splitHere46","11056239splitHere46","."
"220splitHere46","11056239splitHere46","'/"
"221splitHere46","11056239splitHere46","private static String clazz = <doubleQuotes46>annotations.FK<doubleQuotes46>;<newline46mondego>"
"222splitHere46","11056239splitHere46","Class.forName(clazz);<newline46mondego>"
"223splitHere46","11056239splitHere46","annotations/FK.class"
"224splitHere46","11056350splitHere46","NULL"
"225splitHere46","11056350splitHere46","returning()"
"226splitHere46","11056350splitHere46","<configuration><newline46mondego>  <generator><newline46mondego>    <generate><newline46mondego>      <relations>true</relations><newline46mondego>    </generate><newline46mondego>  </generator><newline46mondego></configuration><newline46mondego>"
"227splitHere46","11056592splitHere46","http_proxy"
"228splitHere46","11056607splitHere46","public class FinalWorkActivity extends Activity {<newline46mondego>    private String pref_file=<doubleQuotes46>pref.xml<doubleQuotes46>;<newline46mondego>    EditText text;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.main);<newline46mondego>        text = (EditText) findViewById(R.id.editText1);<newline46mondego>        SharedPreferences pref=getSharedPreferences(pref_file,Context.MODE_PRIVATE);<newline46mondego>        Boolean val= pref.getBoolean(<doubleQuotes46>firstuse<doubleQuotes46>, true);<newline46mondego>        if(val) {<newline46mondego>        text.setText(<doubleQuotes46>first use<doubleQuotes46>);<newline46mondego>        } else {<newline46mondego>        text.setText(<doubleQuotes46>Not first use<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"229splitHere46","11056607splitHere46","SharedPreferences pref = getSharedPreferences(pref_file,Context.MODE_PRIVATE);<newline46mondego>SharedPreferences.Editor editor = pref.edit();          <newline46mondego>editor.putBoolean(<doubleQuotes46>firstuse<doubleQuotes46>, authToken);<newline46mondego>editor.commit();<newline46mondego>"
"230splitHere46","11056888splitHere46","try {<newline46mondego>        String webadd=<doubleQuotes46>urls go here try the two you have had probelms with and success<doubleQuotes46>;<newline46mondego>        URL url = new URL(webadd);<newline46mondego><newline46mondego>        URLConnection con = url.openConnection();<newline46mondego>        con.setConnectTimeout(10000);<newline46mondego>        con.setReadTimeout(10000);<newline46mondego>        InputStream in = con.getInputStream();<newline46mondego>        Image img = ImageIO.read(in);<newline46mondego>        if (img != null) {<newline46mondego>            System.out.println(<doubleQuotes46>Loaded<doubleQuotes46>);<newline46mondego>        } else {<newline46mondego>            System.out.println(<doubleQuotes46>Could not load<doubleQuotes46>);<newline46mondego><newline46mondego>        }<newline46mondego>    } catch (IOException ex) {<newline46mondego>        ex.printStackTrace();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"231splitHere46","11056888splitHere46","Image img=new ImageIcon(url).getImage();<newline46mondego>"
"232splitHere46","11056916splitHere46","<active-tc id=<doubleQuotes46>Screen2TopComponent<doubleQuotes46>/><newline46mondego>"
"233splitHere46","11056928splitHere46","FontMetrics"
"234splitHere46","11056928splitHere46","Font font = myTextArea.getFont();<newline46mondego>FontMetrics fontMetrics = myTextArea.getFontMetrics(font);<newline46mondego><newline46mondego>int width = fontMetrics.stringWidth(<doubleQuotes46>my awesome string<doubleQuotes46>);<newline46mondego>"
"235splitHere46","11056928splitHere46","width"
"236splitHere46","11056928splitHere46","myTextArea.getWidth()"
"237splitHere46","11056928splitHere46","myTextArea.setFont(font)"
"238splitHere46","11056928splitHere46","myTextArea.getWidth()"
"239splitHere46","11057148splitHere46","DatePickerDialog.OnDateSetListener"
"240splitHere46","11057148splitHere46","int"
"241splitHere46","11057148splitHere46","QuestionID"
"242splitHere46","11057148splitHere46","public class TheSpecialListener implements<newline46mondego>            DatePickerDialog.OnDateSetListener {<newline46mondego><newline46mondego>        private int id;<newline46mondego><newline46mondego>        public TheSpecialListener(int id) {<newline46mondego>            this.id = id;<newline46mondego>        }<newline46mondego><newline46mondego>        public void onDateSet(DatePicker view, int year, int monthOfYear,<newline46mondego>                int dayOfMonth) {<newline46mondego>            mTempYear = year;<newline46mondego>            mTempMonth = monthOfYear;<newline46mondego>            mTempDay = dayOfMonth;<newline46mondego>            // id is the QuestionID so you now can identify the Button that started the dialog<newline46mondego>        }<newline46mondego><newline46mondego>    };<newline46mondego>"
