"1splitHere46","6843305splitHere46","MouseEvent me = new MouseEvent(tree, 0, 0, 0, 100, 100, 1, false);<newline46mondego>for(MouseListener ml: tree.getMouseListeners()){<newline46mondego>    ml.mousePressed(me);<newline46mondego>}<newline46mondego>"
"184splitHere46","6849486splitHere46","The program exits normally, when the last non-daemon thread exits or when the exit (equivalently, System.exit) method is invoked, or<newline46mondego><newline46mondego>The virtual machine is terminated in response to a user interrupt, such as typing ^C, or a system-wide event, such as user logoff or system shutdown.<newline46mondego>"
"185splitHere46","6849486splitHere46","package org.helios.util;<newline46mondego><newline46mondego>import java.io.BufferedWriter;<newline46mondego>import java.io.FileWriter;<newline46mondego><newline46mondego>public class ShutdownHook {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        Hook hook = new Hook();<newline46mondego>        System.out.println(<doubleQuotes46>Running Main Application...<doubleQuotes46>);<newline46mondego>        Runtime.getRuntime().addShutdownHook(hook);<newline46mondego>        for (int i = 0; i < 50; i++) {<newline46mondego>            //Pause for 4 seconds<newline46mondego>            try {<newline46mondego>                Thread.sleep(4000);<newline46mondego>            } catch (InterruptedException e) {<newline46mondego>                e.printStackTrace();<newline46mondego>            }<newline46mondego>            System.out.println(<doubleQuotes46>Going back to sleep<doubleQuotes46>);<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>Normal Exit...<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    private static class Hook extends Thread {<newline46mondego>        public void run() {<newline46mondego>            try {<newline46mondego>                FileWriter fstream = new FileWriter(<doubleQuotes46>c:\\out.txt<doubleQuotes46>);<newline46mondego>                BufferedWriter out = new BufferedWriter(fstream);<newline46mondego>                out.write(<doubleQuotes46>JVM Shutting down<doubleQuotes46>);<newline46mondego>                out.close();<newline46mondego>            } catch (Exception e) {<newline46mondego>                System.err.println(<doubleQuotes46>Error: <doubleQuotes46> + e.getMessage());<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"186splitHere46","6849654splitHere46","ChartPanel"
"187splitHere46","6849654splitHere46","SlidingCategoryDataset"
"188splitHere46","6849654splitHere46","BoxAndWhiskerCategoryDataset"
"189splitHere46","6849654splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.EventQueue;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.io.IOException;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego>import java.util.Random;<newline46mondego>import javax.swing.AbstractAction;<newline46mondego>import javax.swing.JButton;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import org.jfree.chart.ChartPanel;<newline46mondego>import org.jfree.chart.JFreeChart;<newline46mondego>import org.jfree.chart.axis.CategoryAxis;<newline46mondego>import org.jfree.chart.axis.NumberAxis;<newline46mondego>import org.jfree.chart.plot.CategoryPlot;<newline46mondego>import org.jfree.chart.renderer.category.BoxAndWhiskerRenderer;<newline46mondego>import org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset;<newline46mondego><newline46mondego>/** @see http://stackoverflow.com/questions/6844759 */<newline46mondego>public class BoxAndWhiskerDemo {<newline46mondego><newline46mondego>    private static final int COLS = 20;<newline46mondego>    private static final int VISIBLE = 4;<newline46mondego>    private static final int ROWS = 5;<newline46mondego>    private static final int VALUES = 10;<newline46mondego>    private static final Random rnd = new Random();<newline46mondego>    private List<String> columns;<newline46mondego>    private List<List<List<Double>>> data;<newline46mondego>    private DefaultBoxAndWhiskerCategoryDataset dataset;<newline46mondego>    private CategoryPlot plot;<newline46mondego>    private ChartPanel chartPanel;<newline46mondego>    private JPanel controlPanel;<newline46mondego>    private int start = 0;<newline46mondego><newline46mondego>    public BoxAndWhiskerDemo() {<newline46mondego>        createData();<newline46mondego>        createDataset(start);<newline46mondego>        createChartPanel();<newline46mondego>        createControlPanel();<newline46mondego>    }<newline46mondego><newline46mondego>    private void createData() {<newline46mondego>        columns = new ArrayList<String>(COLS);<newline46mondego>        data = new ArrayList<List<List<Double>>>();<newline46mondego>        for (int i = 0; i < COLS; i++) {<newline46mondego>            String name = <doubleQuotes46>Category<doubleQuotes46> + String.valueOf(i + 1);<newline46mondego>            columns.add(name);<newline46mondego>            List<List<Double>> list = new ArrayList<List<Double>>();<newline46mondego>            for (int j = 0; j < ROWS; j++) {<newline46mondego>                list.add(createValues());<newline46mondego>            }<newline46mondego>            data.add(list);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private List<Double> createValues() {<newline46mondego>        List<Double> list = new ArrayList<Double>();<newline46mondego>        for (int i = 0; i < VALUES; i++) {<newline46mondego>            list.add(rnd.nextGaussian());<newline46mondego>        }<newline46mondego>        return list;<newline46mondego>    }<newline46mondego><newline46mondego>    private void createDataset(int start) {<newline46mondego>        dataset = new DefaultBoxAndWhiskerCategoryDataset();<newline46mondego>        for (int i = start; i < start + VISIBLE; i++) {<newline46mondego>            List<List<Double>> list = data.get(i);<newline46mondego>            int row = 0;<newline46mondego>            for (List<Double> values : list) {<newline46mondego>                String category = columns.get(i);<newline46mondego>                dataset.add(values, <doubleQuotes46>s<doubleQuotes46> + row++, category);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private void createChartPanel() {<newline46mondego>        CategoryAxis xAxis = new CategoryAxis(<doubleQuotes46>Category<doubleQuotes46>);<newline46mondego>        NumberAxis yAxis = new NumberAxis(<doubleQuotes46>Value<doubleQuotes46>);<newline46mondego>        BoxAndWhiskerRenderer renderer = new BoxAndWhiskerRenderer();<newline46mondego>        plot = new CategoryPlot(dataset, xAxis, yAxis, renderer);<newline46mondego>        JFreeChart chart = new JFreeChart(<doubleQuotes46>BoxAndWhiskerDemo<doubleQuotes46>, plot);<newline46mondego>        chartPanel = new ChartPanel(chart);<newline46mondego>    }<newline46mondego><newline46mondego>    private void createControlPanel() {<newline46mondego>        controlPanel = new JPanel();<newline46mondego>        controlPanel.add(new JButton(new AbstractAction(<doubleQuotes46>\u22b2Prev<doubleQuotes46>) {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                start -= VISIBLE;<newline46mondego>                if (start < 0) {<newline46mondego>                    start = 0;<newline46mondego>                    return;<newline46mondego>                }<newline46mondego>                createDataset(start);<newline46mondego>                plot.setDataset(dataset);<newline46mondego>            }<newline46mondego>        }));<newline46mondego>        controlPanel.add(new JButton(new AbstractAction(<doubleQuotes46>Next\u22b3<doubleQuotes46>) {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                start += VISIBLE;<newline46mondego>                if (start > COLS - VISIBLE) {<newline46mondego>                    start = COLS - VISIBLE;<newline46mondego>                    return;<newline46mondego>                }<newline46mondego>                createDataset(start);<newline46mondego>                plot.setDataset(dataset);<newline46mondego>            }<newline46mondego>        }));<newline46mondego>    }<newline46mondego><newline46mondego>    public ChartPanel getChartPanel() {<newline46mondego>        return chartPanel;<newline46mondego>    }<newline46mondego><newline46mondego>    public JPanel getControlPanel() {<newline46mondego>        return controlPanel;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) throws IOException {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                JFrame frame = new JFrame();<newline46mondego>                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>                BoxAndWhiskerDemo demo = new BoxAndWhiskerDemo();<newline46mondego>                frame.add(demo.getChartPanel(), BorderLayout.CENTER);<newline46mondego>                frame.add(demo.getControlPanel(), BorderLayout.SOUTH);<newline46mondego>                frame.pack();<newline46mondego>                frame.setLocationRelativeTo(null);<newline46mondego>                frame.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"190splitHere46","6849907splitHere46","return (c >= 'A' && c <= 'Z')"
"191splitHere46","6849910splitHere46","<appender name=<doubleQuotes46>baseModuleAppender<doubleQuotes46> class=<doubleQuotes46>org.apache.log4j.DailyRollingFileAppender<doubleQuotes46>><newline46mondego>    <param name=<doubleQuotes46>File<doubleQuotes46> value=<doubleQuotes46>/var/log/camel/${module}.log<doubleQuotes46> /><newline46mondego>    <param name=<doubleQuotes46>DatePattern<doubleQuotes46> value=<doubleQuotes46>'.'yyyy-MM-dd<doubleQuotes46> /><newline46mondego>    <param name=<doubleQuotes46>Append<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46> /><newline46mondego>    <param name=<doubleQuotes46>Threshold<doubleQuotes46> value=<doubleQuotes46>DEBUG<doubleQuotes46> /><newline46mondego>    <layout class=<doubleQuotes46>org.apache.log4j.PatternLayout<doubleQuotes46>><newline46mondego>        <param name=<doubleQuotes46>ConversionPattern<doubleQuotes46> value=<doubleQuotes46>%d %p [%c] - %m%n<doubleQuotes46> /><newline46mondego>    </layout><newline46mondego></appender><newline46mondego><logger name=<doubleQuotes46>com.package.module.base<doubleQuotes46> additivity=<doubleQuotes46>false<doubleQuotes46>><newline46mondego>    <level value=<doubleQuotes46>DEBUG<doubleQuotes46> /><newline46mondego>    <appender-ref ref=<doubleQuotes46>baseModuleAppender<doubleQuotes46> /><newline46mondego></logger><newline46mondego>"
"192splitHere46","6849910splitHere46","String[] modules = new String[] {<doubleQuotes46>module1<doubleQuotes46>, <doubleQuotes46>module2<doubleQuotes46>, <doubleQuotes46>module3<doubleQuotes46>};<newline46mondego>Logger baseLogger = Logger.getLogger(<doubleQuotes46>com.package.module.base<doubleQuotes46>);<newline46mondego>DailyRollingFileAppender baseAppender = (DailyRollingFileAppender) baseLogger.getAppender(<doubleQuotes46>baseModuleAppender<doubleQuotes46>);<newline46mondego><newline46mondego>for (String module : modules) {<newline46mondego>    Logger logger = Logger.getLogger(<doubleQuotes46>com.package.<doubleQuotes46> + module);<newline46mondego>    logger.setLevel(baseLogger.getLevel());<newline46mondego>    logger.setAdditivity(baseLogger.getAdditivity());<newline46mondego><newline46mondego>    String filename = baseAppender.getFile().replaceAll(<doubleQuotes46>\\$\\{module}<doubleQuotes46>, module);<newline46mondego>    DailyRollingFileAppender appender = new DailyRollingFileAppender(baseAppender.getLayout(), filename, baseAppender.getDatePattern());<newline46mondego>    appender.setAppend(baseAppender.getAppend());<newline46mondego>    appender.setThreshold(baseAppender.getThreshold());<newline46mondego>    logger.addAppender(appender);<newline46mondego>}<newline46mondego>"
"193splitHere46","6849910splitHere46","modules"
"194splitHere46","6849987splitHere46","Logger.getRootLogger().setLevel(Level.OFF);<newline46mondego>"
"195splitHere46","6850029splitHere46","AbstractTableModel"
"196splitHere46","6850029splitHere46","JTable"
"197splitHere46","6850029splitHere46","SwingWorker"
"198splitHere46","6850029splitHere46","publish()"
"199splitHere46","6850029splitHere46","process()"
"200splitHere46","6850277splitHere46","JPanels"
"201splitHere46","6850277splitHere46","JPanel [] panel = new JPanel[10]; <newline46mondego>"
"202splitHere46","6850277splitHere46","Array"
"203splitHere46","6850277splitHere46","JComponents"
"204splitHere46","6850277splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.border.LineBorder;<newline46mondego><newline46mondego>public class AccessoryFileChooser2 extends JFrame {<newline46mondego><newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego>    private JFileChooser chooser = null;<newline46mondego>    private JLabel statusbar;<newline46mondego>    private JLabel file;<newline46mondego>    private JCheckBox checkBox;<newline46mondego>    private int count;<newline46mondego>    private int increment = 10;<newline46mondego>    private JPanel parentPanel = new JPanel();<newline46mondego>    private JPanel panels = new JPanel();<newline46mondego>    private JPanel[] panel = new JPanel[increment]; //array<newline46mondego>    private JButton accButton = new JButton(<doubleQuotes46>Browse<doubleQuotes46>);<newline46mondego>    private JButton addButton = new JButton(<doubleQuotes46>Add<doubleQuotes46>);<newline46mondego>    private JButton validate = new JButton(<doubleQuotes46>Validate<doubleQuotes46>);<newline46mondego>    private JButton delete = new JButton(<doubleQuotes46>Delete<doubleQuotes46>);<newline46mondego><newline46mondego>    public AccessoryFileChooser2() {<newline46mondego>        count = 0;<newline46mondego>        parentPanel.setLayout(new GridLayout(10, 1, 10, 10));<newline46mondego>        checkBox = new JCheckBox(<doubleQuotes46><doubleQuotes46>);<newline46mondego>        String fileName = <doubleQuotes46>Choose File Name<doubleQuotes46>;<newline46mondego>        file = new JLabel(fileName);<newline46mondego>        accButton.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>            public void actionPerformed(ActionEvent ae) {<newline46mondego>                int option = chooser.showOpenDialog(AccessoryFileChooser2.this);<newline46mondego>                if (option == JFileChooser.APPROVE_OPTION) {<newline46mondego>                    statusbar.setText((chooser.getSelectedFile().getPath()));<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego>        statusbar = new JLabel(<doubleQuotes46>Output of your selection will go here<doubleQuotes46>);<newline46mondego>        chooser = new JFileChooser();<newline46mondego>        panel[count] = new JPanel();<newline46mondego>        panel[count].add(checkBox);<newline46mondego>        panel[count].add(file);<newline46mondego>        panel[count].add(accButton);<newline46mondego>        panel[count].add(statusbar);<newline46mondego>        panel[count].setPreferredSize(new Dimension(450, 40));<newline46mondego>        panel[count].setBorder(new LineBorder(Color.BLACK, 1));<newline46mondego>        parentPanel.add(panel[count]);<newline46mondego>        addButton.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                if (count < increment - 1) {<newline46mondego>                    count += 1;<newline46mondego>                    panel[count] = new JPanel();<newline46mondego>                    System.out.println(<doubleQuotes46>You clicked the ADD button<doubleQuotes46>);<newline46mondego>                    panel[count].add(checkBox);<newline46mondego>                    panel[count].add(file);<newline46mondego>                    panel[count].add(accButton);<newline46mondego>                    panel[count].add(statusbar);<newline46mondego>                    panel[count].revalidate();<newline46mondego>                    panel[count].repaint();<newline46mondego>                    //panel[count].updateUI();<newline46mondego>                    parentPanel.add(panel[count]);<newline46mondego>                    parentPanel.revalidate();<newline46mondego>                    parentPanel.repaint();<newline46mondego>                    pack();<newline46mondego>                    if (count == increment - 1) {<newline46mondego>                        addButton.setEnabled(false);<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego>        delete.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                System.out.println(<doubleQuotes46>You clicked the Delete button<doubleQuotes46>);<newline46mondego>                System.out.println(checkBox.isSelected());<newline46mondego>                /*for (int i = 0; i < parentPanel.getComponentCount(); i++) {<newline46mondego>                JCheckBox box = (JCheckBox) panel[i].getComponent(0);<newline46mondego>                if (box.isSelected()) {<newline46mondego>                parentPanel.remove(panel[i]);<newline46mondego>                }<newline46mondego>                }*/<newline46mondego>            }<newline46mondego>        });<newline46mondego>        validate.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                System.out.println(<doubleQuotes46>You clicked the Validate button<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        });<newline46mondego>        panels.setLayout(new GridLayout(1, 3, 10, 10));<newline46mondego>        panels.add(addButton);<newline46mondego>        panels.add(delete);<newline46mondego>        panels.add(validate);<newline46mondego>        add(parentPanel, BorderLayout.CENTER);<newline46mondego>        add(panels, BorderLayout.SOUTH);<newline46mondego>        setDefaultCloseOperation(EXIT_ON_CLOSE);<newline46mondego>        pack();<newline46mondego>        setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego>        AccessoryFileChooser2 afc = new AccessoryFileChooser2();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
