"1splitHere46","1025915splitHere46","public class HashTable<K, V><newline46mondego>{<newline46mondego>    private LinkedList<V>[] m_storage;<newline46mondego><newline46mondego>    public HashTable(int initialSize)<newline46mondego>    {<newline46mondego>        m_storage = (LinkedList<V>[]) new LinkedList[initialSize];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"214splitHere46","1036993splitHere46","Runtime.getRuntime().availableProcessors()"
"215splitHere46","1036993splitHere46","/**<newline46mondego> * Creates a new thread pool based on some attributes<newline46mondego> * @param poolSize the number of worker threads in the thread pool<newline46mondego> * @param poolName the name of the thread pool (for debugging purposes)<newline46mondego> * @param priority the base priority of the worker threads<newline46mondego> * @param capacity the size of the task queue used<newline46mondego> * @return the ExecutorService object<newline46mondego> */<newline46mondego>private ExecutorService newPool(int poolSize, <newline46mondego>String poolName, final int priority, int capacity) {<newline46mondego>    int cpu = Runtime.getRuntime().availableProcessors();<newline46mondego>    ExecutorService result = null;<newline46mondego>    if (poolSize != 0) {<newline46mondego>        if (poolSize == -1) {<newline46mondego>            poolSize = cpu;<newline46mondego>        }<newline46mondego>        if (capacity <= 0) {<newline46mondego>            capacity = Integer.MAX_VALUE;<newline46mondego>        }<newline46mondego>        result = new ThreadPoolExecutor(poolSize, poolSize, <newline46mondego>                120, TimeUnit.MINUTES, <newline46mondego>                new LinkedBlockingQueue<Runnable>(capacity), <newline46mondego>        new ThreadFactory() {<newline46mondego>            @Override<newline46mondego>            public Thread newThread(Runnable runnable) {<newline46mondego>                Thread t = new Thread(runnable);<newline46mondego>                t.setPriority(priority);<newline46mondego>                return t;<newline46mondego>            }<newline46mondego>        }, new RejectedExecutionHandler() {<newline46mondego>            @Override<newline46mondego>            public void rejectedExecution(Runnable r,<newline46mondego>                    ThreadPoolExecutor executor) {<newline46mondego>                if (!executor.isShutdown()) {<newline46mondego>                    try {<newline46mondego>                        executor.getQueue().put(r);<newline46mondego>                    } catch (InterruptedException ex) {<newline46mondego>                        // give up<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"216splitHere46","1036993splitHere46","ExecutorService exec = newPool(-1, <doubleQuotes46>converter pool<doubleQuotes46>, Thread.NORM_PRIORITY, 500);<newline46mondego>servletContext.setAttribute(<doubleQuotes46>converter pool<doubleQuotes46>, exec);<newline46mondego>"
"217splitHere46","1036993splitHere46","ExecutorService exec = (ExecutorService)servletContext<newline46mondego>.getAttribute(<doubleQuotes46>converter pool<doubleQuotes46>);<newline46mondego><newline46mondego>exec.submit(new Runnable() {<newline46mondego>    public void run() {<newline46mondego>        // your code for transformation goes here<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"218splitHere46","1037147splitHere46","for (Component c : pane.getComponents()) {<newline46mondego>    if (c instanceof JTextField) { <newline46mondego>       ((JTextField)c).setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"219splitHere46","1037147splitHere46","void clearTextFields(Container container) {<newline46mondego>    for (Component c : container.getComponents()) {<newline46mondego>        if (c instanceof JTextField) {<newline46mondego>           ((JTextField)c).setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>        } else<newline46mondego>        if (c instanceof Container) {<newline46mondego>           clearTextFields((Container)c);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"220splitHere46","1037147splitHere46","List<JTextField> fieldsToClear = new LinkedList<JTextField>();<newline46mondego>"
"221splitHere46","1037147splitHere46","someField = new JTextField(<doubleQuotes46>Edit me<doubleQuotes46>);<newline46mondego>{ fieldsToClear.add(someField); }<newline46mondego>"
"222splitHere46","1037147splitHere46","for (JTextField tf : fieldsToClear) {<newline46mondego>    tf.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"223splitHere46","1037178splitHere46","h:selectOneMenu"
"224splitHere46","1037203splitHere46","public static String getURL(PageContext pageContext, String url, PortletURLTypes.URLType type, WindowState ws)<newline46mondego>...<newline46mondego>    if ( type.equals(PortletURLTypes.URLType.ACTION) )<newline46mondego>    {<newline46mondego>      final PortletURL portletURL = StrutsPortletURL.createActionURL(pageContext.getRequest(), url);<newline46mondego>      if (ws!=null) {<newline46mondego>        try {<newline46mondego>          portletURL.setWindowState(ws);<newline46mondego>        }<newline46mondego>        catch (WindowStateException e) {<newline46mondego>          e.printStackTrace();<newline46mondego>        }<newline46mondego>      }<newline46mondego>      return portletURL.toString();<newline46mondego>    }<newline46mondego>    else if ( type.equals(PortletURLTypes.URLType.RENDER) )<newline46mondego>    {<newline46mondego>      final PortletURL portletURL = StrutsPortletURL.createRenderURL(pageContext.getRequest(), url);<newline46mondego>      if (ws!=null) {<newline46mondego>        try {<newline46mondego>          portletURL.setWindowState(ws);<newline46mondego>        }<newline46mondego>        catch (WindowStateException e) {<newline46mondego>          e.printStackTrace();<newline46mondego>        }<newline46mondego>      }<newline46mondego>      return portletURL.toString();<newline46mondego>    }<newline46mondego>...<newline46mondego>"
"225splitHere46","1037203splitHere46","public static String getFormTagRenderFormStartElement(PageContext pageContext, String formStartElement, WindowState ws)<newline46mondego>{<newline46mondego>    if ( PortletServlet.isPortletRequest(pageContext.getRequest()))<newline46mondego>    {<newline46mondego>        int actionURLStart = formStartElement.indexOf(<doubleQuotes46>action=<doubleQuotes46>) + 8;<newline46mondego>        int actionURLEnd = formStartElement.indexOf('<doubleQuotes46>', actionURLStart);<newline46mondego>        String actionURL = formStartElement.substring(actionURLStart,<newline46mondego>                actionURLEnd);<newline46mondego>      final PortletURL portletURL = StrutsPortletURL.createActionURL(pageContext.getRequest(),<newline46mondego>                                                                    actionURL);<newline46mondego>      if (ws!=null) {<newline46mondego>        try {<newline46mondego>          portletURL.setWindowState(ws);<newline46mondego>        }<newline46mondego>        catch (WindowStateException e) {<newline46mondego>          e.printStackTrace();<newline46mondego>        }<newline46mondego>      }<newline46mondego>      formStartElement = formStartElement.substring(0, actionURLStart)<newline46mondego>                + portletURL.toString()<newline46mondego>                + formStartElement.substring(actionURLEnd);<newline46mondego>    }<newline46mondego>    return formStartElement;<newline46mondego>}<newline46mondego>"
"226splitHere46","1037203splitHere46","private String windowState;<newline46mondego><newline46mondego>public String getWindowState() {<newline46mondego>    return windowState;<newline46mondego>}<newline46mondego><newline46mondego>public void setWindowState(String windowState) {<newline46mondego>    this.windowState = windowState;<newline46mondego>}<newline46mondego>"
"227splitHere46","1037203splitHere46","url = TagsSupport.getURL(pageContext, url, urlType, new WindowState(getWindowState()));<newline46mondego>"
"228splitHere46","1037289splitHere46","LoginContext.login"
"229splitHere46","1037289splitHere46","kinit"
"230splitHere46","1037289splitHere46","Subject.doAs()"
"231splitHere46","1037641splitHere46","QueueConnectionFactory"
"232splitHere46","1037641splitHere46","QueueConnectionFactory"
"233splitHere46","1037641splitHere46","MQQueueConnectionFactory connectionFactory = new MQQueueConnectionFactory();<newline46mondego>connectionFactory.setHostName(<hostname>);<newline46mondego>connectionFactory.setPort(<port>);<newline46mondego>connectionFactory.setTransportType(JMSC.MQJMS_TP_CLIENT_MQ_TCPIP);<newline46mondego>connectionFactory.setQueueManager(<queue manager>);<newline46mondego>connectionFactory.setChannel(<doubleQuotes46>SYSTEM.DEF.SVRCONN<doubleQuotes46>);<newline46mondego><newline46mondego>QueueConnection queueConnection = connectionFactory.createQueueConnection();<newline46mondego>QueueSession queueSession = connection.createQueueSession(false, Session.AUTO_ACKNOWLEDGE);<newline46mondego><newline46mondego>Queue queue = queueSession.createQueue(<queue name>);<newline46mondego><newline46mondego>QueueSender queueSender = session.createSender(queue);<newline46mondego>QueueReceiver queueReceiver = session.createReceiver(queue);<newline46mondego>"
"234splitHere46","1037641splitHere46","Queue"
"235splitHere46","1037641splitHere46","Queue"
"236splitHere46","1037641splitHere46","jbossmq-destinations-service.xml"
"237splitHere46","1037641splitHere46","org.jboss.mq.server.jmx"
"238splitHere46","1037713splitHere46","TLS_RSA_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_RSA_WITH_AES_128_CBC_SHA<newline46mondego>TLS_RSA_WITH_AES_256_CBC_SHA<newline46mondego>TLS_DH_DSS_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_DH_RSA_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_DH_DSS_WITH_AES_128_CBC_SHA<newline46mondego>TLS_DH_RSA_WITH_AES_128_CBC_SHA<newline46mondego>TLS_DHE_DSS_WITH_AES_128_CBC_SHA<newline46mondego>TLS_DHE_RSA_WITH_AES_128_CBC_SHA<newline46mondego>TLS_DH_DSS_WITH_AES_256_CBC_SHA<newline46mondego>TLS_DH_RSA_WITH_AES_256_CBC_SHA<newline46mondego>TLS_DHE_DSS_WITH_AES_256_CBC_SHA<newline46mondego>TLS_DHE_RSA_WITH_AES_256_CBC_SHA<newline46mondego>TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA<newline46mondego>TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA<newline46mondego>TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA<newline46mondego>TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA<newline46mondego>TLS_ECDH_RSA_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_ECDH_RSA_WITH_AES_128_CBC_SHA<newline46mondego>TLS_ECDH_RSA_WITH_AES_256_CBC_SHA<newline46mondego>TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA<newline46mondego>TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA<newline46mondego>TLS_PSK_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_PSK_WITH_AES_128_CBC_SHA<newline46mondego>TLS_PSK_WITH_AES_256_CBC_SHA<newline46mondego>TLS_DHE_PSK_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_DHE_PSK_WITH_AES_128_CBC_SHA<newline46mondego>TLS_DHE_PSK_WITH_AES_256_CBC_SHA<newline46mondego>TLS_RSA_PSK_WITH_3DES_EDE_CBC_SHA<newline46mondego>TLS_RSA_PSK_WITH_AES_128_CBC_SHA<newline46mondego>TLS_RSA_PSK_WITH_AES_256_CBC_SHA<newline46mondego>TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256 <newline46mondego>TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 <newline46mondego>TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256 <newline46mondego>TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384 <newline46mondego>"
"239splitHere46","1037720splitHere46","createQuery()"
"240splitHere46","1037720splitHere46","HibernateException"
"241splitHere46","1038079splitHere46","<%@ page isELIgnored=<doubleQuotes46>false<doubleQuotes46> %><newline46mondego>"
"242splitHere46","1038079splitHere46","<jsp-config><newline46mondego>  <jsp-property-group><newline46mondego>    <url-pattern>*.jsp</url-pattern><newline46mondego>    <el-enabled>true</el-enabled><newline46mondego>    <scripting-enabled>true</scripting-enabled><newline46mondego>  </jsp-property-group><newline46mondego></jsp-config><newline46mondego>"
"243splitHere46","1038580splitHere46","import java.text.DateFormatSymbols;<newline46mondego>public String getMonth(int month) {<newline46mondego>    return new DateFormatSymbols().getMonths()[month-1];<newline46mondego>}<newline46mondego>"
"244splitHere46","1038591splitHere46","System.arraycopy"
"245splitHere46","1038591splitHere46","int"
"246splitHere46","1038591splitHere46","double"
"247splitHere46","1038591splitHere46","arraycopy"
"248splitHere46","1038639splitHere46","ls | grep java"
"249splitHere46","1038878splitHere46","GraphicsEnvironment.getLocalGraphicsEnvironment().getScreenDevices()"
"250splitHere46","1038923splitHere46","interface InfoMessAware {<newline46mondego><newline46mondego>         String getMessage();<newline46mondego>    }<newline46mondego><newline46mondego>    interface BackPageAware {<newline46mondego><newline46mondego>         String getBackPage();<newline46mondego>    }<newline46mondego><newline46mondego>class DefaultInfoMessAware {<newline46mondego>         String getMessage() {<newline46mondego>             return <doubleQuotes46>message<doubleQuotes46>;<newline46mondego>         }<newline46mondego>}<newline46mondego><newline46mondego>class DefaultBackPageAware {<newline46mondego>         String getBackPage() {<newline46mondego>             return <doubleQuotes46>backPage<doubleQuotes46>;<newline46mondego>         }<newline46mondego>}<newline46mondego><newline46mondego>    class MyBean implements InfoMessAware, BackPageAware {<newline46mondego>         private InfoMessAware messAware = new DefaultInfoMessAware();<newline46mondego>         private BackPageAware backPageAware = new DefaultBackPageAware();<newline46mondego><newline46mondego>         String getMessage() {<newline46mondego>             return messAware.getMessage();<newline46mondego>         }<newline46mondego><newline46mondego>         String getBackPage() {<newline46mondego>             return backPageAware.getBackPage();<newline46mondego>         }<newline46mondego>    }<newline46mondego>"
