"1splitHere46","19157638splitHere46","setMaximizable(bool enabled)"
"156splitHere46","19162107splitHere46","t"
"157splitHere46","19162107splitHere46","for(int t = 1; t <= 5; t++) {<newline46mondego>"
"158splitHere46","19162107splitHere46","for loop"
"159splitHere46","19162107splitHere46","false"
"160splitHere46","19162143splitHere46","public static void addToList(int num, ArrayList<ArrayList<Integer>> list)<newline46mondego>    //Splits the two parts of the number and inserts the arraylist into the proper arraylist<newline46mondego>    {<newline46mondego>      //  temp.clear();// this is the issue do below<newline46mondego>        ArrayList<Integer> temp = new ArrayList<Integer>();<newline46mondego>        int numInt_one = Integer.parseInt(String.valueOf(num).substring(0,2));  <newline46mondego>        int numInt_two = Integer.parseInt(String.valueOf(num).substring(2,4));  <newline46mondego>        temp.add(numInt_one);<newline46mondego>        temp.add(numInt_two);<newline46mondego>        list.add(temp);<newline46mondego>    }<newline46mondego>"
"161splitHere46","19162145splitHere46","getSelection()"
"162splitHere46","19162145splitHere46","buttonA.addSelectionListener(new SelectionAdapter() <newline46mondego>   {<newline46mondego>       @Override<newline46mondego>       public void widgetSelected(SelectionEvent arg0) <newline46mondego>        {<newline46mondego>           boolean chkRpmFilter = buttonA.getSelection();<newline46mondego>           buttonB.setEnabled(!buttonA.getSelection());<newline46mondego>           System.out.println(<doubleQuotes46>Button A clicked state is <doubleQuotes46> +chkRpmFilter);<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"163splitHere46","19162173splitHere46","Map"
"164splitHere46","19162173splitHere46","JCheckBox checkBox = new JCheckBox(keyword);<newline46mondego>checkbox.setActionCommand( id );<newline46mondego>"
"165splitHere46","19162360splitHere46","Math.random()"
"166splitHere46","19162360splitHere46","double"
"167splitHere46","19162360splitHere46","0.0"
"168splitHere46","19162360splitHere46","1.0"
"169splitHere46","19162360splitHere46","int"
"170splitHere46","19162360splitHere46","0"
"171splitHere46","19162360splitHere46","1 + 0 - 1 = 0"
"172splitHere46","19162360splitHere46","Random"
"173splitHere46","19162360splitHere46","Random rand = new Random();<newline46mondego>System.out.println(rand.nextInt(3) + 1);<newline46mondego>"
"174splitHere46","19162477splitHere46","NetworkOnMainThreadException"
"175splitHere46","19162477splitHere46","Thread"
"176splitHere46","19162477splitHere46","Asynctask"
"177splitHere46","19162477splitHere46","new TheTask().execute(<doubleQuotes46>http://192.168.1.88/androidtesting.php<doubleQuotes46>);<newline46mondego>"
"178splitHere46","19162477splitHere46","class TheTask extends AsyncTask<String,String,String><newline46mondego>    {<newline46mondego><newline46mondego>@Override<newline46mondego>protected String onPostExecute(Void result) {<newline46mondego>    // TODO Auto-generated method stub<newline46mondego>    super.onPostExecute(result);<newline46mondego>    // update textview here<newline46mondego>    textView.setText(<doubleQuotes46>Server message is <doubleQuotes46>+result);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>protected void onPreExecute() {<newline46mondego>    // TODO Auto-generated method stub<newline46mondego>    super.onPreExecute();<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>protected String doInBackground(String... params) {<newline46mondego>     try<newline46mondego>        {<newline46mondego>            HttpClient httpclient = new DefaultHttpClient();<newline46mondego>            HttpPost method = new HttpPost(params[0]);<newline46mondego>            HttpResponse response = httpclient.execute(method);<newline46mondego>            HttpEntity entity = response.getEntity();<newline46mondego>            if(entity != null){<newline46mondego>                return EntityUtils.toString(entity);<newline46mondego>            }<newline46mondego>            else{<newline46mondego>                return <doubleQuotes46>No string.<doubleQuotes46>;<newline46mondego>            }<newline46mondego>         }<newline46mondego>         catch(Exception e){<newline46mondego>             return <doubleQuotes46>Network problem<doubleQuotes46>;<newline46mondego>         }<newline46mondego><newline46mondego>}<newline46mondego>}<newline46mondego>"
"179splitHere46","19162513splitHere46","public class tryClass<newline46mondego>{<newline46mondego>    // here, non-static variable v will be instantiated<newline46mondego>    // as an array with a length of one, holding the value 0 in it's one slot;<newline46mondego>    // it will be instantiated when an instance of tryClass is created.<newline46mondego>    int[] v = {0};<newline46mondego><newline46mondego>    // here, this tryClass has another tryClass named <doubleQuotes46>obj<doubleQuotes46> in it as one of its fields.<newline46mondego>    tryClass obj;<newline46mondego><newline46mondego>    public void met ()<newline46mondego>    {<newline46mondego>        // here, the tryClass's tryClass obj is instantiated<newline46mondego>        // and this second tryClass's <doubleQuotes46>v<doubleQuotes46> is instantiated<newline46mondego>        // and then it's one slot is set to 30.<newline46mondego>        obj = new tryClass();<newline46mondego>        obj.v[0] = 30;<newline46mondego><newline46mondego>        // now, the first tryClass's <doubleQuotes46>v<doubleQuotes46> is set to 3.<newline46mondego>        v[0]=3;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main (String[] args)<newline46mondego>    {<newline46mondego>        // creating a new tryClass.  This is NOT the same object as in met.<newline46mondego>        // But it CONTAINS the same object in met.<newline46mondego>        // You could call it by going obj.obj.<newline46mondego>        tryClass obj = new tryClass(); // is this the SAME object as in met() ?  Answer: No.<newline46mondego><newline46mondego>        // this does nothing, it just creates another int[] v<newline46mondego>        // that exists only inside the main() method.  It is not<newline46mondego>        // the same as obj.v!<newline46mondego>        int[] v = new int[1];<newline46mondego><newline46mondego>        // changing the contents of obj.v, but not reassigning obj.v itself.<newline46mondego>        obj.v[0] = 40;<newline46mondego><newline46mondego>        // calling met, which will change obj.v's contents again, but not reassign it.<newline46mondego>        obj.met();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"180splitHere46","19162586splitHere46","AutoCompleteTextView"
"181splitHere46","19162586splitHere46","AutoCompleteTextView"
"182splitHere46","19162586splitHere46","public class CountriesActivity extends Activity {<newline46mondego>       protected void onCreate(Bundle icicle) {<newline46mondego>           super.onCreate(icicle);<newline46mondego>           setContentView(R.layout.countries);<newline46mondego><newline46mondego>           ArrayAdapter<String> adapter = new ArrayAdapter<String>(this,<newline46mondego>                   android.R.layout.simple_dropdown_item_1line, COUNTRIES);<newline46mondego>           AutoCompleteTextView textView = (AutoCompleteTextView)<newline46mondego>                   findViewById(R.id.countries_list);<newline46mondego>           textView.setAdapter(adapter);<newline46mondego>       }<newline46mondego><newline46mondego>       private static final String[] COUNTRIES = new String[] {<newline46mondego>           <doubleQuotes46>Belgium<doubleQuotes46>, <doubleQuotes46>France<doubleQuotes46>, <doubleQuotes46>Italy<doubleQuotes46>, <doubleQuotes46>Germany<doubleQuotes46>, <doubleQuotes46>Spain<doubleQuotes46><newline46mondego>       };<newline46mondego>    }<newline46mondego>"
"183splitHere46","19162586splitHere46","COUNTRIES"
"184splitHere46","19162907splitHere46","<import>"
"185splitHere46","19162907splitHere46","@Import"
"186splitHere46","19162907splitHere46","<import resource=<doubleQuotes46>classpath:/path/to/otherAppContext.xml<doubleQuotes46> /><newline46mondego>"
"187splitHere46","19162907splitHere46","ApplicationContext"
"188splitHere46","19162907splitHere46","getBean()"
"189splitHere46","19162907splitHere46","ApplicationContext otherContext = ...// get other context  <newline46mondego>BeanClass otherBean = otherContext.getBean(BeanClass.class);<newline46mondego>"
"190splitHere46","19162907splitHere46","ContextLoaderListener"
"191splitHere46","19162907splitHere46","DispatcherServlet"
"192splitHere46","19163052splitHere46","@FormParam"
"193splitHere46","19163052splitHere46","EmployeeInfo"
"194splitHere46","19163052splitHere46","Employee"
"195splitHere46","19163052splitHere46","Manager"
"196splitHere46","19163052splitHere46","/post"
"197splitHere46","19163052splitHere46","GET /post"
"198splitHere46","19163197splitHere46","org.jodatime"
"199splitHere46","19163197splitHere46","import org.joda.time.DateTime;<newline46mondego><newline46mondego>val timestamp = new DateTime(1380822000000L);<newline46mondego>"
"200splitHere46","19163201splitHere46","count"
"201splitHere46","19163201splitHere46","k"
"202splitHere46","19163201splitHere46","count - k"
"203splitHere46","19163217splitHere46","OPEN x_pnum_history<newline46mondego>   FOR SELECT emp_pnum,old_pnum<newline46mondego>         FROM dual;<newline46mondego>"
"204splitHere46","19163217splitHere46","var rc refcursor<newline46mondego><newline46mondego>declare<newline46mondego>  emp_pnum number;<newline46mondego>begin<newline46mondego>  emp_pnum := 1;<newline46mondego>  open :rc for select emp_pnum as emp_pnum from dual;<newline46mondego>end;<newline46mondego>/<newline46mondego><newline46mondego>anonymous block completed<newline46mondego><newline46mondego>print rc<newline46mondego><newline46mondego>RC<newline46mondego>---------------------------------------<newline46mondego>:B1                                     <newline46mondego>--------------------------------------- <newline46mondego>1                                       <newline46mondego>"
"205splitHere46","19163217splitHere46",":B1"
"206splitHere46","19163217splitHere46","declare<newline46mondego>  emp_pnum number;<newline46mondego>begin<newline46mondego>  emp_pnum := 1;<newline46mondego>  open :rc for select emp_pnum as emp_pnum from dual;<newline46mondego>end;<newline46mondego>/<newline46mondego><newline46mondego>anonymous block completed<newline46mondego><newline46mondego>print rc<newline46mondego><newline46mondego>RC<newline46mondego>---------------------------------------<newline46mondego>EMP_PNUM                                <newline46mondego>--------------------------------------- <newline46mondego>1                                       <newline46mondego>"
"207splitHere46","19163217splitHere46","OPEN x_pnum_history<newline46mondego>   FOR SELECT emp_pnum as emp_pnum, old_pnum as old_pnum<newline46mondego>         FROM dual;<newline46mondego>"
"208splitHere46","19163217splitHere46","getString()"
"209splitHere46","19163337splitHere46","Future"
"210splitHere46","19163337splitHere46","FutureTask"
"211splitHere46","19163337splitHere46","thread.join()"
"212splitHere46","19163474splitHere46","BiMap"
"213splitHere46","19163552splitHere46","/res/Background/bg_menu.gif<newline46mondego>"
"214splitHere46","19163552splitHere46","/res"
"215splitHere46","19163552splitHere46","/Background/bg_menu.gif<newline46mondego>"
"216splitHere46","19163552splitHere46","image = ImageIO.read(getClass().getResourceAsStream(<doubleQuotes46>/Background/bg_menu.gif<doubleQuotes46>));<newline46mondego>"
"217splitHere46","19163552splitHere46","/"
"218splitHere46","19163681splitHere46","int bytesRead;<newline46mondego>while ((bytesRead = input.read(buffer)) != -1) {<newline46mondego>    output.write(buffer, 0, bytesRead);<newline46mondego>}<newline46mondego>"
"219splitHere46","19163681splitHere46","if"
"220splitHere46","19163681splitHere46","read"
"221splitHere46","19163681splitHere46","diskBlockSizeEstimate"
"222splitHere46","19164069splitHere46","try {<newline46mondego>        Display.setDisplayMode(new DisplayMode(640, 480));<newline46mondego>        Display.setTitle(<doubleQuotes46>Input Demo<doubleQuotes46>);<newline46mondego>        Display.create();<newline46mondego>        Keyboard.create();<newline46mondego>        Keyboard.enableRepeatEvents(true);<newline46mondego>    } catch (LWJGLException e) {<newline46mondego>        //TODO handle exception in a proper way<newline46mondego>    }<newline46mondego>"
