"1splitHere46","21514988splitHere46","List<Point> points = new ArrayList<Point>();<newline46mondego><newline46mondego>Point pointOne = new Point(x,y);<newline46mondego>Point pointTwo = new Point(x+25,y);<newline46mondego>Point pointThree = new Point(x+25,y+5);<newline46mondego>Point pointFour = new Point(x,y+5);<newline46mondego>points.add(pointOne );<newline46mondego>points.add(pointTwo );<newline46mondego>points.add(pointThree );<newline46mondego>points.add(pointFour);<newline46mondego><newline46mondego><newline46mondego><newline46mondego>Path path = new Path();<newline46mondego>path.moveTo(pointOne.x, pointOne.y);<newline46mondego>path.lineTo(pointTwo.x, pointTwo.y);<newline46mondego>//and so on<newline46mondego>path.close();<newline46mondego><newline46mondego>//and then<newline46mondego>pList.add(points); <newline46mondego>"
"143splitHere46","21518182splitHere46","String temp = <doubleQuotes46>120.6 + 220.4<doubleQuotes46>;<newline46mondego>java.io.StringReader sr = new java.io.StringReader(temp);<newline46mondego>java.util.Scanner scanner = new java.util.Scanner(sr);<newline46mondego>double d = -1;<newline46mondego>while (scanner.hasNext()) {<newline46mondego>  if (scanner.hasNextDouble()) {<newline46mondego>    d = scanner.nextDouble();<newline46mondego>    System.out.println(d);<newline46mondego>  } else {<newline46mondego>    scanner.next();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"144splitHere46","21518182splitHere46","120.6<newline46mondego>220.4<newline46mondego>"
"145splitHere46","21518182splitHere46","d"
"146splitHere46","21518182splitHere46","220.4"
"147splitHere46","21518207splitHere46","outputTextArea"
"148splitHere46","21518207splitHere46","output"
"149splitHere46","21518207splitHere46","<doubleQuotes46>There are ...<doubleQuotes46>"
"150splitHere46","21518207splitHere46","private void simulateBtnActionPerformed (ActionEvent event)<newline46mondego>{<newline46mondego>    outputTextArea.setText(output<newline46mondego>        + <doubleQuotes46>\nThere are <doubleQuotes46>+ Integer.valueOf(numLockerTextField.getText()) +<doubleQuotes46> lockers, and <doubleQuotes46>+ runLockers(0) +<doubleQuotes46> are left open.<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"151splitHere46","21518232splitHere46","java.lang.ClassCastException: Flight cannot be cast to java.lang.Integer<newline46mondego>"
"152splitHere46","21518232splitHere46","while(current != null && (newFlight.getFlightNumber() > (Integer)current.getData())) {<newline46mondego>"
"153splitHere46","21518232splitHere46","current.getData()"
"154splitHere46","21518232splitHere46","current.getData()"
"155splitHere46","21518232splitHere46","while(current != null && (newFlight.getFlightNumber() > ((Flight)current.getData()).getFlightNumber())) {<newline46mondego>"
"156splitHere46","21518238splitHere46","Bicycle"
"157splitHere46","21518404splitHere46","memberArray[i]"
"158splitHere46","21518404splitHere46","memberArray[i] = input.nextLine();"
"159splitHere46","21518404splitHere46","for (int i = 0; i < memberArray.length; i++)<newline46mondego>{<newline46mondego>    System.out.println(memberArray[i]);<newline46mondego>}<newline46mondego>"
"160splitHere46","21518541splitHere46","Hero.fight(Superman, Batman);<newline46mondego>System.out.println(Hero.fight(Superman, Batman));<newline46mondego>"
"161splitHere46","21518563splitHere46","javax.websocket.WebSocketContainer"
"162splitHere46","21518563splitHere46","connectToServer()"
"163splitHere46","21518563splitHere46","ClientEndpoint"
"164splitHere46","21518601splitHere46","System.out.println(firstNode);<newline46mondego>            LinkedList<Board> queue = new LinkedList<Board>();<newline46mondego>            queue.addFirst(firstNode);<newline46mondego>            Board solved = null;<newline46mondego>            while (queue.size() != 0) {<newline46mondego>                    Board b = queue.get(0);<newline46mondego><newline46mondego>                    System.out.println(<doubleQuotes46>!===========\ns: <doubleQuotes46> + queue.size() + <doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>                    //for (int i = 0; i < queue.size(); i++){System.out.println(queue.get(i));}<newline46mondego>                    queue.remove(0);<newline46mondego>"
"165splitHere46","21518601splitHere46","if (car.getDir().equals(<doubleQuotes46>V<doubleQuotes46>)) {<newline46mondego>     // go through every position before the current car's X<newline46mondego>     for (int i = 0; ((i < car.getX()) && (i < (5 - car.getLen()) + 1)); i++) {<newline46mondego>         // no car in current position? create new vehicle<newline46mondego>         // instance<newline46mondego>         if (isSafeVertical(b, car, i)) {<newline46mondego>             Board copy = new Board(b.boardVehicles, b.moves, nextCar);<newline46mondego>             copy.moveVehicle(i, car.getY(), b.currentCar);<newline46mondego>             queue.add(copy);<newline46mondego>         }<newline46mondego>     }<newline46mondego>     // go through every position after current car's x<newline46mondego>     for (int i = car.getX() + 1; i < (5 - car.getLen()) + 1; i++) {<newline46mondego>         // no car in current pos? create new vehicle instance.<newline46mondego>             if (isSafeVertical(b, car, i)) {<newline46mondego>                 Board copy = new Board(b.boardVehicles, b.moves, nextCar);<newline46mondego>                 copy.moveVehicle(i, car.getY(), b.currentCar);<newline46mondego>                 queue.add(copy);<newline46mondego>             }<newline46mondego>     }<newline46mondego>     // move horizontal cars and add to queue<newline46mondego>"
"166splitHere46","21518602splitHere46","Base"
"167splitHere46","21518602splitHere46","A"
"168splitHere46","21518602splitHere46","Object"
"169splitHere46","21518602splitHere46","Sub"
"170splitHere46","21518602splitHere46","B"
"171splitHere46","21518602splitHere46","Object"
"172splitHere46","21518602splitHere46","public boolean removeArc(Object arc);"
"173splitHere46","21518602splitHere46","public Arc removeArc(Object value);"
"174splitHere46","21518602splitHere46","public interface Base<A extends Arc<?>> {<newline46mondego>    public boolean removeArc(A arc);<newline46mondego>}<newline46mondego>"
"175splitHere46","21518602splitHere46","A"
"176splitHere46","21518602splitHere46","Arc"
"177splitHere46","21518608splitHere46","final String key = Value;<newline46mondego>"
"178splitHere46","21518608splitHere46","final String MAX_VALUE = <doubleQuotes46>9000<doubleQuotes46>;<newline46mondego>"
"179splitHere46","21518608splitHere46","static final String MAX_VALUE = <doubleQuotes46>9000<doubleQuotes46>;<newline46mondego>"
"180splitHere46","21518677splitHere46","Map<String,String> properties = new HashMap<>();<newline46mondego>properties.put(<doubleQuotes46>openjpa.ConnectionUserName<doubleQuotes46>, <doubleQuotes46>userName<doubleQuotes46>);<newline46mondego>properties.put(<doubleQuotes46>openjpa.ConnectionPassword<doubleQuotes46>, <doubleQuotes46>password<doubleQuotes46>);<newline46mondego>EntityManagerFactory emf = Persistence.createEntityManagerFactory(<doubleQuotes46>MyPersistenceUnit<doubleQuotes46>,properties);<newline46mondego>"
"181splitHere46","21518787splitHere46","tryDeposit"
"182splitHere46","21518787splitHere46","long start = System.nanotime();<newline46mondego>queue.deposit();<newline46mondego>long end = System.nanotime();<newline46mondego>"
"183splitHere46","21518867splitHere46","selectedUser"
"184splitHere46","21518867splitHere46","id"
"185splitHere46","21518867splitHere46","<a href"
"186splitHere46","21518867splitHere46","user+${user.userId}"
"187splitHere46","21518867splitHere46","id"
"188splitHere46","21518867splitHere46","parameter"
"189splitHere46","21518867splitHere46","form"
"190splitHere46","21518899splitHere46","Vector3f"
"191splitHere46","21518899splitHere46","dot(Vector3f)"
"192splitHere46","21518899splitHere46","float dotProduct = V1.dot(V2);<newline46mondego>"
"193splitHere46","21518899splitHere46","V1"
"194splitHere46","21518899splitHere46","V2"
"195splitHere46","21518899splitHere46","Vector3f"
"196splitHere46","21518971splitHere46","Connection"
"197splitHere46","21518971splitHere46","PreparedStatement"
"198splitHere46","21518971splitHere46","String selectSQL = <doubleQuotes46>SELECT USER_ID, USERNAME FROM DBUSER WHERE USER_ID = ?<doubleQuotes46>;<newline46mondego><newline46mondego>dbConnection = getDBConnection();<newline46mondego>preparedStatement = dbConnection.prepareStatement(selectSQL);<newline46mondego>preparedStatement.setInt(1, 1001);<newline46mondego><newline46mondego>// execute select SQL stetement<newline46mondego>ResultSet rs = preparedStatement.executeQuery();<newline46mondego><newline46mondego>try {<newline46mondego>  while (rs.next()) {<newline46mondego>    String userid = rs.getString(<doubleQuotes46>USER_ID<doubleQuotes46>);<newline46mondego>    String username = rs.getString(<doubleQuotes46>USERNAME<doubleQuotes46>);<newline46mondego>    System.out.println(<doubleQuotes46>userid : <doubleQuotes46> + userid);<newline46mondego>  }<newline46mondego><newline46mondego>  } catch (SQLException e1) {<newline46mondego>    // TODO Auto-generated catch block<newline46mondego>    e1.printStackTrace();<newline46mondego>  } finally {<newline46mondego>    preparedStatement.close();<newline46mondego>    dbConnection.close();<newline46mondego>  }<newline46mondego>"
"199splitHere46","21518986splitHere46","import  java.util.regex.Matcher;<newline46mondego>import  java.util.regex.Pattern;<newline46mondego><newline46mondego>/**<newline46mondego>   <P>{@code java RegexTest}</P><newline46mondego> **/<newline46mondego>public class RegexTest  {<newline46mondego>   public static final void main(String[] igno_red)  {<newline46mondego>        String itemJson = <doubleQuotes46>{\<doubleQuotes46>data\<doubleQuotes46>:{{ \<doubleQuotes46>id\<doubleQuotes46>:1001,\<doubleQuotes46>name\<doubleQuotes46>:\<doubleQuotes46>Boots of Speed\<doubleQuotes46>,\<doubleQuotes46>plaintext\<doubleQuotes46>:\<doubleQuotes46>Slightly increases Movement Speed\<doubleQuotes46>,\<doubleQuotes46>group\<doubleQuotes46>:\<doubleQuotes46>BootsNormal\<doubleQuotes46>,\<doubleQuotes46>description\<doubleQuotes46>:\<doubleQuotes46><groupLimit>Limited to 1.</groupLimit><newline46mondego><newline46mondego><unique>UNIQUE Passive - Enhanced Movement:</unique> +25 Movement Speed<newline46mondego><newline46mondego><i>(Unique Passives with the same name don't stack.)</i>\<doubleQuotes46>,\<doubleQuotes46>colloq\<doubleQuotes46>:\<doubleQuotes46>;\<doubleQuotes46>,\<doubleQuotes46>into\<doubleQuotes46>:[\<doubleQuotes46>3006\<doubleQuotes46>,\<doubleQuotes46>3047\<doubleQuotes46>,\<doubleQuotes46>3020\<doubleQuotes46>,\<doubleQuotes46>3158\<doubleQuotes46>,\<doubleQuotes46>3111\<doubleQuotes46>,\<doubleQuotes46>3117\<doubleQuotes46>,\<doubleQuotes46>3009\<doubleQuotes46>],\<doubleQuotes46>image\<doubleQuotes46>:{\<doubleQuotes46>full\<doubleQuotes46>:\<doubleQuotes46>1001.png\<doubleQuotes46>,\<doubleQuotes46>sprite\<doubleQuotes46>:\<doubleQuotes46>item0.png\<doubleQuotes46>,\<doubleQuotes46>group\<doubleQuotes46>:\<doubleQuotes46>item\<doubleQuotes46>,\<doubleQuotes46>x\<doubleQuotes46>:0,\<doubleQuotes46>y\<doubleQuotes46>:0,\<doubleQuotes46>w\<doubleQuotes46>:48,\<doubleQuotes46>h\<doubleQuotes46>:48},\<doubleQuotes46>gold\<doubleQuotes46>:{\<doubleQuotes46>base\<doubleQuotes46>:325,\<doubleQuotes46>total\<doubleQuotes46>:325,\<doubleQuotes46>sell\<doubleQuotes46>:227,\<doubleQuotes46>purchasable\<doubleQuotes46>:true},\<doubleQuotes46>tags\<doubleQuotes46>:[\<doubleQuotes46>Movement\<doubleQuotes46>,\<doubleQuotes46>Boots\<doubleQuotes46>],\<doubleQuotes46>stats\<doubleQuotes46>:{\<doubleQuotes46>FlatMovementSpeedMod\<doubleQuotes46>:25.{ \<doubleQuotes46>id\<doubleQuotes46>:}},\<doubleQuotes46>,4\<doubleQuotes46>:{\<doubleQuotes46>name\<doubleQuotes46>:\<doubleQuotes46>Faerie Charm\<doubleQuotes46>,\<doubleQuotes46>plaintext\<doubleQuotes46>:\<doubleQuotes46>Slightly increases Mana Regen\<doubleQuotes46>,\<doubleQuotes46>description\<doubleQuotes46>:\<doubleQuotes46><stats>+3 Mana Regen per 5 seconds</stats>\<doubleQuotes46>,\<doubleQuotes46>colloq\<doubleQuotes46>:\<doubleQuotes46>;\<doubleQuotes46>,\<doubleQuotes46>into\<doubleQuotes46>:[\<doubleQuotes46>3152\<doubleQuotes46>,\<doubleQuotes46>3028\<doubleQuotes46>,\<doubleQuotes46>3070\<doubleQuotes46>,\<doubleQuotes46>3073\<doubleQuotes46>,\<doubleQuotes46>1080\<doubleQuotes46>,\<doubleQuotes46>3069\<doubleQuotes46>,\<doubleQuotes46>3165\<doubleQuotes46>],\<doubleQuotes46>image\<doubleQuotes46>:{\<doubleQuotes46>full\<doubleQuotes46>:\<doubleQuotes46>1004.png\<doubleQuotes46>,\<doubleQuotes46>sprite\<doubleQuotes46>:\<doubleQuotes46>item0.png\<doubleQuotes46>,\<doubleQuotes46>group\<doubleQuotes46>:\<doubleQuotes46>item\<doubleQuotes46>,\<doubleQuotes46>x\<doubleQuotes46>:48,\<doubleQuotes46>y\<doubleQuotes46>:0,\<doubleQuotes46>w\<doubleQuotes46>:48,\<doubleQuotes46>h\<doubleQuotes46>:48},\<doubleQuotes46>gold\<doubleQuotes46>:{\<doubleQuotes46>base\<doubleQuotes46>:180,\<doubleQuotes46>total\<doubleQuotes46>:180,\<doubleQuotes46>sell\<doubleQuotes46>:126,\<doubleQuotes46>purchasable\<doubleQuotes46>:true},\<doubleQuotes46>tags\<doubleQuotes46>:[\<doubleQuotes46>ManaRegen\<doubleQuotes46>],\<doubleQuotes46>stats\<doubleQuotes46>:{\<doubleQuotes46>FlatMPRegenMod{ \<doubleQuotes46>id\<doubleQuotes46>::0.6,\<doubleQuotes46>1006\<doubleQuotes46>:{\<doubleQuotes46>name\<doubleQuotes46>:\<doubleQuotes46>Rejuvenation Bead\<doubleQuotes46>,\<doubleQuotes46>plaintext\<doubleQuotes46>:\<doubleQuotes46>Slightly increases Health Regen\<doubleQuotes46>,\<doubleQuotes46>description\<doubleQuotes46>:\<doubleQuotes46><stats>+5 Health Regen per 5 seconds</stats>\<doubleQuotes46>,\<doubleQuotes46>colloq\<doubleQuotes46>:\<doubleQuotes46>;\<doubleQuotes46>,\<doubleQuotes46>into\<doubleQuotes46>:[\<doubleQuotes46>3077\<doubleQuotes46>,\<doubleQuotes46>3097\<doubleQuotes46>,\<doubleQuotes46>3112\<doubleQuotes46>,\<doubleQuotes46>3083\<doubleQuotes46>,\<doubleQuotes46>1080\<doubleQuotes46>,\<doubleQuotes46>2051\<doubleQuotes46>,\<doubleQuotes46>3105\<doubleQuotes46>],\<doubleQuotes46>image\<doubleQuotes46>:{\<doubleQuotes46>full\<doubleQuotes46>:\<doubleQuotes46>1006.png\<doubleQuotes46>,\<doubleQuotes46>sprite\<doubleQuotes46>:\<doubleQuotes46>item0.png\<doubleQuotes46>,\<doubleQuotes46>group\<doubleQuotes46>:\<doubleQuotes46>item\<doubleQuotes46>,\<doubleQuotes46>x\<doubleQuotes46>:96,\<doubleQuotes46>y\<doubleQuotes46>:0,\<doubleQuotes46>w\<doubleQuotes46>:48,\<doubleQuotes46>h\<doubleQuotes46>:48},\<doubleQuotes46>gold\<doubleQuotes46>:{\<doubleQuotes46>base\<doubleQuotes46>:180,\<doubleQuotes46>total\<doubleQuotes46>:180,\<doubleQuotes46>sell\<doubleQuotes46>:126,\<doubleQuotes46>purchasable\<doubleQuotes46>:true},\<doubleQuotes46>tags\<doubleQuotes46>:[\<doubleQuotes46>HealthRegen\<doubleQuotes46>],\<doubleQuotes46>stats\<doubleQuotes46>:{\<doubleQuotes46>FlatHPRege{ \<doubleQuotes46>id\<doubleQuotes46>:Mod\<doubleQuotes46>,0}},\<doubleQuotes46>1011\<doubleQuotes46>:{\<doubleQuotes46>name\<doubleQuotes46>:\<doubleQuotes46>Giant's Belt\<doubleQuotes46>,\<doubleQuotes46>plaintext\<doubleQuotes46>:\<doubleQuotes46>Greatly increases Health\<doubleQuotes46>,\<doubleQuotes46>description\<doubleQuotes46>:\<doubleQuotes46><stats>+380 Health</stats>\<doubleQuotes46>,\<doubleQuotes46>colloq\<doubleQuotes46>:\<doubleQuotes46>;\<doubleQuotes46>,\<doubleQuotes46>into\<doubleQuotes46>:[\<doubleQuotes46>3083\<doubleQuotes46>,\<doubleQuotes46>3022\<doubleQuotes46>,\<doubleQuotes46>3068\<doubleQuotes46>,\<doubleQuotes46>3116\<doubleQuotes46>,\<doubleQuotes46>3084\<doubleQuotes46>,\<doubleQuotes46>3143\<doubleQuotes46>],\<doubleQuotes46>image\<doubleQuotes46>:{\<doubleQuotes46>full\<doubleQuotes46>:\<doubleQuotes46>1011.png\<doubleQuotes46>,\<doubleQuotes46>sprite\<doubleQuotes46>:\<doubleQuotes46>item0.png\<doubleQuotes46>,\<doubleQuotes46>group\<doubleQuotes46>:\<doubleQuotes46>item\<doubleQuotes46>,\<doubleQuotes46>x\<doubleQuotes46>:144,\<doubleQuotes46>y\<doubleQuotes46>:0,\<doubleQuotes46>w\<doubleQuotes46>:48,\<doubleQuotes46>h\<doubleQuotes46>:48},\<doubleQuotes46>gold\<doubleQuotes46>:{\<doubleQuotes46>base\<doubleQuotes46>:1000,\<doubleQuotes46>total\<doubleQuotes46>:1000,\<doubleQuotes46>sell\<doubleQuotes46>:700,\<doubleQuotes46>purchasable\<doubleQuotes46>:true},\<doubleQuotes46>tags\<doubleQuotes46>:[\<doubleQuotes46>Health\<doubleQuotes46>],\<doubleQuotes46>stats\<doubleQuotes46>:{\<doubleQuotes46>FlatHPPoolMod\<doubleQuotes46>:380.0}}}<doubleQuotes46>;<newline46mondego><newline46mondego>      Pattern regex = Pattern.compile(<doubleQuotes46>(\<doubleQuotes46>[0-9]{4}\<doubleQuotes46>:)<doubleQuotes46>);<newline46mondego>      System.out.println(<doubleQuotes46>Regex: <doubleQuotes46> + regex.pattern());<newline46mondego>      Matcher matcher = regex.matcher(itemJson);<newline46mondego>      String itemId;<newline46mondego>      String toReplace;<newline46mondego>      String replaceWith;<newline46mondego>      int lastIndex;<newline46mondego>      while(matcher.find()){<newline46mondego>         lastIndex = matcher.start();<newline46mondego>         itemId = itemJson.substring(lastIndex+1, lastIndex+5);<newline46mondego>System.out.println(<doubleQuotes46>-itemId=\<doubleQuotes46><doubleQuotes46> + itemId + <doubleQuotes46>\<doubleQuotes46><doubleQuotes46>);<newline46mondego>         toReplace = itemJson.substring(lastIndex, lastIndex+8);<newline46mondego>System.out.println(<doubleQuotes46>-toReplace=\<doubleQuotes46><doubleQuotes46> + toReplace + <doubleQuotes46>\<doubleQuotes46><doubleQuotes46>);<newline46mondego>         replaceWith = <doubleQuotes46>{ \<doubleQuotes46>id\<doubleQuotes46>:<doubleQuotes46> + itemId + <doubleQuotes46>,<doubleQuotes46>;<newline46mondego>System.out.println(<doubleQuotes46>-replaceWith=\<doubleQuotes46><doubleQuotes46> + replaceWith + <doubleQuotes46>\<doubleQuotes46><doubleQuotes46>);<newline46mondego>         System.out.println(itemJson.substring(matcher.start(), matcher.end()));<newline46mondego>         itemJson = itemJson.replace(toReplace, replaceWith);<newline46mondego><newline46mondego>         //Must reset the matcher for the updated string!<newline46mondego>         matcher.reset(itemJson);<newline46mondego>      }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
