"1splitHere46","8938876splitHere46","new EventHandler<ActionEvent>() {<newline46mondego>        @Override // <- notice the annotation, it overrides from the interface.<newline46mondego>        public void handle(ActionEvent event) {<newline46mondego>                System.out.print(<doubleQuotes46>Hello World !!<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"101splitHere46","8942515splitHere46","InputStream is = null;<newline46mondego><newline46mondego>try {<newline46mondego>    is = new FileInputStream(new File(<doubleQuotes46>lolwtf<doubleQuotes46>));<newline46mondego>    //read stuff here<newline46mondego>} catch (IOException e) {<newline46mondego>    System.out.println(<doubleQuotes46>omfg, it didn't work<doubleQuotes46>);<newline46mondego>} finally {<newline46mondego>    is.close();<newline46mondego>}<newline46mondego>"
"102splitHere46","8942515splitHere46","InputStream"
"103splitHere46","8942515splitHere46","File"
"104splitHere46","8942515splitHere46","File"
"105splitHere46","8942519splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.border.LineBorder;<newline46mondego>//based on @trashgod code from http://stackoverflow.com/a/7706684/714968<newline46mondego>public class FocusingPanel extends JFrame {<newline46mondego><newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego>    private int elements = 10;<newline46mondego>    private List<GridPanel> list = new ArrayList<GridPanel>();<newline46mondego>    private final JFrame mainFrame = new JFrame();<newline46mondego>    private final JPanel fatherPanel = new JPanel();<newline46mondego><newline46mondego>    public FocusingPanel() {<newline46mondego>        fatherPanel.setLayout(new GridLayout(elements, elements));<newline46mondego>        for (int i = 0; i < elements * elements; i++) {<newline46mondego>            int row = i / elements;<newline46mondego>            int col = i % elements;<newline46mondego>            GridPanel gb = new GridPanel(row, col);<newline46mondego>            list.add(gb);<newline46mondego>            fatherPanel.add(gb);<newline46mondego>        }<newline46mondego>        mainFrame.setLayout(new BorderLayout(5, 5));<newline46mondego>        mainFrame.setDefaultCloseOperation(EXIT_ON_CLOSE);<newline46mondego>        mainFrame.add(fatherPanel, BorderLayout.CENTER);<newline46mondego>        mainFrame.pack();<newline46mondego>        mainFrame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    private GridPanel getGridPanel(int r, int c) {<newline46mondego>        int index = r * elements + c;<newline46mondego>        return list.get(index);<newline46mondego>    }<newline46mondego><newline46mondego>    private class GridPanel extends JPanel {<newline46mondego><newline46mondego>        private int row;<newline46mondego>        private int col;<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Dimension getPreferredSize() {<newline46mondego>            return new Dimension(20, 20);<newline46mondego>        }<newline46mondego><newline46mondego>        public GridPanel(int row, int col) {<newline46mondego>            this.row = row;<newline46mondego>            this.col = col;<newline46mondego>            this.setBackground(Color.red);<newline46mondego>            this.setBorder(new LineBorder(Color.black,1));<newline46mondego>            this.addMouseListener(new MouseListener() {<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void mouseClicked(MouseEvent e) {<newline46mondego>                    int r = GridPanel.this.row;<newline46mondego>                    int c = GridPanel.this.col;<newline46mondego>                    GridPanel gb = FocusingPanel.this.getGridPanel(r, c);<newline46mondego>                    System.out.println(<doubleQuotes46>r<doubleQuotes46> + r + <doubleQuotes46>,c<doubleQuotes46> + c<newline46mondego>                            + <doubleQuotes46> <doubleQuotes46> + (GridPanel.this == gb)<newline46mondego>                            + <doubleQuotes46> <doubleQuotes46> + (GridPanel.this.equals(gb)));<newline46mondego>                }<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void mousePressed(MouseEvent e) {<newline46mondego>                }<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void mouseReleased(MouseEvent e) {<newline46mondego>                }<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void mouseEntered(MouseEvent e) {<newline46mondego>                    int r = GridPanel.this.row;<newline46mondego>                    int c = GridPanel.this.col;<newline46mondego>                    GridPanel gb = FocusingPanel.this.getGridPanel(r, c);<newline46mondego>                    System.out.println(<doubleQuotes46>r<doubleQuotes46> + r + <doubleQuotes46>,c<doubleQuotes46> + c<newline46mondego>                            + <doubleQuotes46> <doubleQuotes46> + (GridPanel.this == gb)<newline46mondego>                            + <doubleQuotes46> <doubleQuotes46> + (GridPanel.this.equals(gb)));<newline46mondego>                    setBackground(Color.blue);<newline46mondego><newline46mondego>                }<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void mouseExited(MouseEvent e) {<newline46mondego>                    setBackground(Color.red);<newline46mondego>                }<newline46mondego>            });<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                FocusingPanel focusingPanel = new FocusingPanel();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"106splitHere46","8942583splitHere46",".matches()"
"107splitHere46","8942583splitHere46","()<>/;\\*%$"
"108splitHere46","8942583splitHere46","Pattern"
"109splitHere46","8942583splitHere46","Matcher"
"110splitHere46","8942583splitHere46","Pattern"
"111splitHere46","8942583splitHere46",".find()"
"112splitHere46","8942583splitHere46","final Pattern p = pattern.compile(<doubleQuotes46>[()<>/;\\*%$]<doubleQuotes46>);<newline46mondego><newline46mondego>final Matcher m = p.matcher(yourinput);<newline46mondego><newline46mondego>if (m.find()) // match, proceed<newline46mondego>"
"113splitHere46","8942584splitHere46","byte[] rowvector, colvector, matrix[];<newline46mondego>"
"114splitHere46","8942584splitHere46","byte rowvector[], colvector[], matrix[][];<newline46mondego>"
"115splitHere46","8942902splitHere46","Diagrams"
"116splitHere46","8942902splitHere46","Show Diagram"
"117splitHere46","8942948splitHere46","HashMap<String, String> map = new HashMap<String, String>();<newline46mondego>"
"118splitHere46","8942948splitHere46","for ( String line : this.lines )<newline46mondego>{<newline46mondego>    HashMap<String, String> map = new HashMap<String, String>();<newline46mondego>    singleData = line.split(<doubleQuotes46>\\|\\|<doubleQuotes46>);<newline46mondego>    ...<newline46mondego>"
"119splitHere46","8942979splitHere46","/WEB-INF/lib"
"120splitHere46","8942979splitHere46","-cp"
"121splitHere46","8942979splitHere46","-classpath"
"122splitHere46","8942979splitHere46","java"
"123splitHere46","8942979splitHere46","%CLASSPATH%"
"124splitHere46","8942979splitHere46","Class-Path"
"125splitHere46","8942979splitHere46","/META-INF/MANIFEST.MF"
"126splitHere46","8942979splitHere46","/WEB-INF/lib"
"127splitHere46","8942979splitHere46","/WEB-INF/classes"
"128splitHere46","8942979splitHere46","/lib"
"129splitHere46","8942979splitHere46","shared.loader"
"130splitHere46","8942979splitHere46","/conf/catalina.properties"
"131splitHere46","8943053splitHere46","/auth/view_profile"
"132splitHere46","8943053splitHere46","/auth/view_profile"
"133splitHere46","8943053splitHere46","/auth/view_profile"
"134splitHere46","8943053splitHere46","<c:url>"
"135splitHere46","8943053splitHere46","<script src=<doubleQuotes46><c:url value='/js/myScript.js'/><doubleQuotes46> type=<doubleQuotes46>text/javascript<doubleQuotes46>/><newline46mondego>                           ^-- the slash here makes the path absolute. <newline46mondego>"
"136splitHere46","8943098splitHere46","indexVocabulary"
"137splitHere46","8943098splitHere46","null"
"138splitHere46","8943098splitHere46","private static Map<String,Integer> indexVocabulary;<newline46mondego>"
"139splitHere46","8943098splitHere46","private static Map<String,Integer> indexVocabulary = new HashMap<String,Integer>();<newline46mondego>"
"140splitHere46","8943134splitHere46","int a = 7;<newline46mondego>Runnable r = new Runnable() {<newline46mondego>    public void run() {<newline46mondego>        a = 5;<newline46mondego>    }<newline46mondego>};<newline46mondego>r.run();<newline46mondego>System.out.println(a);<newline46mondego>"
"141splitHere46","8943134splitHere46","List<Runnable> runnables = new ArrayList<Runnable>();<newline46mondego>int outer = 0;<newline46mondego>for (int i = 0; i < 10; i++) {<newline46mondego>    int inner = 0;<newline46mondego>    runnables.add(new Runnable() {<newline46mondego>        public void run() {<newline46mondego>            outer++;<newline46mondego>            inner++;<newline46mondego>        }<newline46mondego>    });<newline46mondego>}<newline46mondego>"
"142splitHere46","8943235splitHere46","name"
"143splitHere46","8943235splitHere46","email"
"144splitHere46","8943235splitHere46","user_id"
"145splitHere46","8943235splitHere46","name"
"146splitHere46","8943235splitHere46","ORDER"
"147splitHere46","8943235splitHere46","INSERT INTO ORDER (ORDER_ID, PRODUCT, USER_ID)<newline46mondego>VALUES (1a, 'plate', (SELECT USER_ID FROM USER WHERE NAME = 'Existing user'));<newline46mondego>"
"148splitHere46","8943235splitHere46","INSERT INTO ORDER (PRODUCT, USER_ID)<newline46mondego>VALUES ('plate', (SELECT USER_ID FROM USER WHERE NAME = 'Existing user'));<newline46mondego>"
"149splitHere46","8943554splitHere46","public class MySingleton {<newline46mondego>    private static MySingleton _instance;<newline46mondego>    private  ArrayList<SomeObject> myList;<newline46mondego><newline46mondego>    private MySingleton() {<newline46mondego>        myList = new ArrayList<SomeObject>();<newline46mondego>    }<newline46mondego><newline46mondego>    public static synchronized MySingleton getInstance() {<newline46mondego>        if (_instance==null) {<newline46mondego>            _instance = new MySingleton();<newline46mondego>        }<newline46mondego>        return _instance;<newline46mondego>    }<newline46mondego><newline46mondego>    public ArrayList<SomeObject> getMyList(){<newline46mondego>        return myList;<newline46mondego>    }<newline46mondego><newline46mondego>} <newline46mondego>"
"150splitHere46","8943554splitHere46","MySingleton.getInstance().getMyList();"
"151splitHere46","8943791splitHere46","log4j.rootLogger=DebugAppender<newline46mondego>"
"152splitHere46","8943791splitHere46","log4j.rootLogger=DEBUG, DebugAppender<newline46mondego>"
"153splitHere46","8943791splitHere46","rootLogger"
"154splitHere46","8944009splitHere46","// Do this once and cache it...<newline46mondego>Pattern pattern = Pattern.compile(<doubleQuotes46>\\p{Alpha}{2}\\d{3}<doubleQuotes46>);<newline46mondego><newline46mondego>// Then test it:<newline46mondego>boolean test = pattern.matcher(str).lookingAt();<newline46mondego>"
"155splitHere46","8944009splitHere46","Pattern"
"156splitHere46","8944009splitHere46","\p{Alpha}"
"157splitHere46","8944016splitHere46","long l = ...<newline46mondego>int hash = (int) ((l >> 32) ^ l);<newline46mondego>"
"158splitHere46","8944016splitHere46","long a = ..., b = ...<newline46mondego>long l = a * 31 + b;<newline46mondego>int hash = (int) ((l >> 32) ^ l);<newline46mondego>"
"159splitHere46","8944061splitHere46","Highlighter"
"160splitHere46","8944061splitHere46","DocumentListener"
"161splitHere46","8944061splitHere46","JTextField"
"162splitHere46","8944061splitHere46","JTextFieldDemo"
"163splitHere46","8944136splitHere46","properties.setProperty( <doubleQuotes46>delayedClose<doubleQuotes46>, <doubleQuotes46>0<doubleQuotes46> );<newline46mondego>"
"164splitHere46","8944285splitHere46","State"
"165splitHere46","8944285splitHere46","value1"
"166splitHere46","8944285splitHere46","value2"
"167splitHere46","8944285splitHere46","public class State {<newline46mondego><newline46mondego>    /**<newline46mondego>     * This is the constructor <newline46mondego>    */<newline46mondego>    public State(String value1, String value2){<newline46mondego>        this.value1 = value1;<newline46mondego>        this.value2 = value2;<newline46mondego>    }<newline46mondego><newline46mondego>    // Omiting getters/setters for brevety.<newline46mondego>    // This will be set by the constructor using the values that it<newline46mondego>    // receives as arguments <newline46mondego>    // e.g<newline46mondego>    // new State(<doubleQuotes46>My Val1<doubleQuotes46>,<doubleQuotes46>My Val2<doubleQuotes46>);<newline46mondego>    private String value1;<newline46mondego>    private String value2;<newline46mondego>}<newline46mondego>"
"168splitHere46","8944285splitHere46","States"
"169splitHere46","8944285splitHere46","List<State> states =  new ArrayList<States>();<newline46mondego>"
"170splitHere46","8944285splitHere46","import State;<newline46mondego>public class Program {<newline46mondego><newline46mondego>    // This array holds the states that the program has had.<newline46mondego>    private static List<State> states =  new ArrayList<State>();<newline46mondego>    public static void main(String[] args){<newline46mondego>        // ...<newline46mondego>        // Do something<newline46mondego>        // ...<newline46mondego><newline46mondego>        // Save the states<newline46mondego>        states.add(new State(<doubleQuotes46>State 1<doubleQuotes46>,<doubleQuotes46>Value 1<doubleQuotes46>))<newline46mondego>        // Save another state<newline46mondego>        states.add(new State(<doubleQuotes46>State 2<doubleQuotes46>,<doubleQuotes46>Value 2<doubleQuotes46>))<newline46mondego>        // The arraylist  now contains two states of the program.<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
