"1splitHere46","5918714splitHere46","<a href=<doubleQuotes46><c:url value=<doubleQuotes46>/profile<doubleQuotes46> /><doubleQuotes46> >Profile</a><newline46mondego>"
"167splitHere46","5923764splitHere46","String[] strings = new String[](allEds.size());<newline46mondego><newline46mondego>for(int i=0; i < allEds.size(); i++){<newline46mondego>    string[i] = allEds.get(i).getText().toString();<newline46mondego>}<newline46mondego>"
"168splitHere46","5923799splitHere46","%JAVA_HOME%\jre\lib\security\cacerts"
"169splitHere46","5923799splitHere46","windows JRE"
"170splitHere46","5923799splitHere46","ubuntu JRE"
"171splitHere46","5923906splitHere46","Date start = Calendar.getInstance().getTime();<newline46mondego>start.setTime(1304805094L); // right now...<newline46mondego>Calendar cal = Calendar.getInstance();<newline46mondego>cal.add(Calendar.DAY_OF_YEAR, 7);<newline46mondego>start.compareTo(cal.getTime());<newline46mondego>"
"172splitHere46","5924119splitHere46","X"
"173splitHere46","5924119splitHere46","X = <doubleQuotes46>(x|by)<doubleQuotes46><newline46mondego>"
"174splitHere46","5924129splitHere46","<configuration><newline46mondego>    <logger name=<doubleQuotes46>org.package<doubleQuotes46> level=<doubleQuotes46>WARN<doubleQuotes46>/><newline46mondego><newline46mondego>    <root level=<doubleQuotes46>ALL<doubleQuotes46>><newline46mondego>        <appender class=<doubleQuotes46>ch.qos.logback.core.ConsoleAppender<doubleQuotes46>><newline46mondego>            <encoder><newline46mondego>                <pattern>%d{ISO8601} | %-5level | %thread | %logger{1} | %m%n</pattern><newline46mondego>            </encoder><newline46mondego>        </appender><newline46mondego>    </root><newline46mondego></configuration><newline46mondego>"
"175splitHere46","5924132splitHere46","InputStream"
"176splitHere46","5924132splitHere46","ByteArrayOutputStream baos = new ByteArrayOutputStream();<newline46mondego><newline46mondego>// Fake code simulating the copy<newline46mondego>// You can generally do better with nio if you need...<newline46mondego>// And please, unlike me, do something about the Exceptions :D<newline46mondego>byte[] buffer = new byte[1024];<newline46mondego>int len;<newline46mondego>while ((len = input.read(buffer)) > -1 ) {<newline46mondego>    baos.write(buffer, 0, len);<newline46mondego>}<newline46mondego>baos.flush();<newline46mondego><newline46mondego>// Open new InputStreams using the recorded bytes<newline46mondego>// Can be repeated as many times as you wish<newline46mondego>InputStream is1 = new ByteArrayInputStream(baos.toByteArray()); <newline46mondego>InputStream is2 = new ByteArrayInputStream(baos.toByteArray()); <newline46mondego>"
"177splitHere46","5924132splitHere46","close()"
"178splitHere46","5924230splitHere46","java.util.logging"
"179splitHere46","5924263splitHere46","File folder = new File(<doubleQuotes46>/path/to/files<doubleQuotes46>);<newline46mondego>File[] listOfFiles = folder.listFiles();<newline46mondego><newline46mondego>for (int i = 0; i < listOfFiles.length; i++) {<newline46mondego>  File file = listOfFiles[i];<newline46mondego>  if (file.isFile() && file.getName().endsWith(<doubleQuotes46>.txt<doubleQuotes46>)) {<newline46mondego>    String content = FileUtils.readFileToString(file);<newline46mondego>    /* do somthing with content */<newline46mondego>  } <newline46mondego>}<newline46mondego>"
"180splitHere46","5924333splitHere46","Vector"
"181splitHere46","5924333splitHere46","List"
"182splitHere46","5924333splitHere46","List"
"183splitHere46","5924333splitHere46","List"
"184splitHere46","5924333splitHere46","ArrayList"
"185splitHere46","5924333splitHere46","LinkedList"
"186splitHere46","5924333splitHere46","CopyOnWriteArrayList"
"187splitHere46","5924333splitHere46","ImmutableList"
"188splitHere46","5924333splitHere46","Vector"
"189splitHere46","5924333splitHere46","Collections.synchronizedList()"
"190splitHere46","5924333splitHere46","List<Integer>"
"191splitHere46","5924333splitHere46","Integer"
"192splitHere46","5924387splitHere46","Runtime.getRuntime().availableProcessors()"
"193splitHere46","5924471splitHere46","public static void main(String[] args) {<newline46mondego>    JFrame frame = new JFrame();<newline46mondego>    DynamicJPanel dynamic = new DynamicJPanel();<newline46mondego>    frame.add(dynamic.createTipTailoringPanel(3));<newline46mondego>    frame.pack();<newline46mondego>    frame.setVisible(true);<newline46mondego>}<newline46mondego><newline46mondego>JPanel createTipTailoringPanel(int size) {<newline46mondego>    JPanel content = new JPanel();<newline46mondego>    content.setLayout(new GridLayout(0, 4));<newline46mondego><newline46mondego>    for (int i = 0; i < size; i++) {<newline46mondego>        content.add(new JTextField());<newline46mondego>        content.add(new JSlider());<newline46mondego>        content.add(new JLabel(<doubleQuotes46>$<doubleQuotes46>));<newline46mondego>        content.add(new JLabel());<newline46mondego>    }<newline46mondego><newline46mondego>    return content;<newline46mondego>}<newline46mondego>"
"194splitHere46","5924531splitHere46","MulticastSocket"
"195splitHere46","5924575splitHere46","Thread t = new Thread(...);<newline46mondego>t.start();<newline46mondego><newline46mondego>// Do half of the job here<newline46mondego><newline46mondego>t.join(); // Wait for the other half to complete.<newline46mondego>"
"196splitHere46","5924813splitHere46","BufferStrategy"
"197splitHere46","5924813splitHere46","Draw"
"198splitHere46","5924813splitHere46","@Override<newline46mondego>protected void Draw() {<newline46mondego>    BufferStrategy bs = getBufferStrategy();<newline46mondego>    Graphics g = bs.getDrawGraphics(); // acquire the graphics<newline46mondego><newline46mondego>    // draw stuff here<newline46mondego><newline46mondego>    bs.show(); // swap buffers<newline46mondego>}<newline46mondego>"
"199splitHere46","5924813splitHere46","getBufferStrategy"
"200splitHere46","5924813splitHere46","Canvas"
"201splitHere46","5924813splitHere46","Window"
"202splitHere46","5924939splitHere46","scrollPane.setViewportView( table );<newline46mondego>"
"203splitHere46","5924939splitHere46","DefaultTableModel model = new DefaultTableModel(...);<newline46mondego>table.setModel( model ):<newline46mondego>"
"204splitHere46","5925073splitHere46","private float absDifference(float[] vector1, float[] vector2) {<newline46mondego>    float difference=0;<newline46mondego>    int len=Math.min(vector1.length, vector2.length);<newline46mondego>    for(int n=0;n<len;n++){<newline46mondego>            diff+=vector1[n]-vector2[n];<newline46mondego>        difference+=Math.abs(vector1[n]-vector2[n]);<newline46mondego>    }<newline46mondego>    if(vector1.length > vector2.length){<newline46mondego>        for(;n<vector1.length;n++){<newline46mondego>            difference+=Math.abs(vector1[n]);<newline46mondego>       }<newline46mondego>    }else{<newline46mondego>       for(;n<vector2.length;n++){<newline46mondego>           difference+=Math.abs(vector2[n]);<newline46mondego>       }<newline46mondego>    }<newline46mondego>    return difference;<newline46mondego>}<newline46mondego>"
"205splitHere46","5925168splitHere46","-sourcepath"
"206splitHere46","5925168splitHere46","-classpath"
"207splitHere46","5925168splitHere46","-d"
"208splitHere46","5925168splitHere46","-d"
"209splitHere46","5925168splitHere46","C:\"
"210splitHere46","5925168splitHere46","javac -classpath ... -sourcepath . APPC_LU62\Runtime\*.java<newline46mondego>"
"211splitHere46","5925168splitHere46","-d C:\"
"212splitHere46","5925168splitHere46","-sourcepath C:\"
"213splitHere46","5925168splitHere46","javac -classpath ... -sourcepath C:\ -d C:\  C:\APPC_LU62\Runtime\*.java<newline46mondego>"
"214splitHere46","5925168splitHere46","java"
"215splitHere46","5925168splitHere46","C:\"
"216splitHere46","5925168splitHere46","-classpath"
"217splitHere46","5925168splitHere46","java"
"218splitHere46","5925317splitHere46","Type"
"219splitHere46","5925317splitHere46","public class ServiceContainer {<newline46mondego> HashMap<Class, Object> services;<newline46mondego><newline46mondego> public ServiceContainer() {<newline46mondego>     services = new HashMap<Class, Object>();<newline46mondego> }<newline46mondego><newline46mondego> public <T> void addService(Class<T>, T object) {<newline46mondego>     services.put(t, object);<newline46mondego> }<newline46mondego> public <T> void addService(T object) {<newline46mondego>     Class type = object.getClass();<newline46mondego>     services.put(type, object);<newline46mondego> }<newline46mondego>}<newline46mondego>"
"220splitHere46","5925317splitHere46","public boolean containsService(String classname) {<newline46mondego>   return services.get(Class.forName(classname)) != null;<newline46mondego>}<newline46mondego>"
"221splitHere46","5925320splitHere46","Map<Integer, Set<Enemy>>"
"222splitHere46","5925320splitHere46","0 - BLOCK_DEPTH"
"223splitHere46","5925320splitHere46","map.get(0)"
"224splitHere46","5925320splitHere46","nextMap.get(BLOCK_DEPTH)"
"225splitHere46","5925320splitHere46","SortedSet"
"226splitHere46","5925320splitHere46","0 - BLOCK_DEPTH"
"227splitHere46","5925352splitHere46","Link<Void> link = new Link<Void>(<doubleQuotes46>myLink<doubleQuotes46>) {<newline46mondego><newline46mondego>    private String customCSS = null;<newline46mondego>    private boolean customEnabled = true;<newline46mondego><newline46mondego>    public void onClick() {<newline46mondego>        if (/* test to determine disabled */) {<newline46mondego>            customCSS = <doubleQuotes46>disabled<doubleQuotes46>;<newline46mondego>            customEnabled = false;<newline46mondego>        } else {<newline46mondego>            customCSS = null;<newline46mondego>            customEnabled = true;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void onComponentTag(ComponentTag tag) {<newline46mondego>        super.onComponentTag(tag);<newline46mondego>        if (customCSS != null)<newline46mondego>            tag.put(<doubleQuotes46>class<doubleQuotes46>, customCSS);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean isEnabled() {<newline46mondego>        return super.isEnabled() && customEnabled;<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"228splitHere46","5925430splitHere46","StringBuilder"
"229splitHere46","5925430splitHere46","String[] strings = {<doubleQuotes46>Java<doubleQuotes46>, <doubleQuotes46>is<doubleQuotes46>, <doubleQuotes46>cool<doubleQuotes46>};<newline46mondego>StringBuilder builder = new StringBuilder();<newline46mondego><newline46mondego>for (String string : strings) {<newline46mondego>    if (builder.length() > 0) {<newline46mondego>        builder.append(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>    }<newline46mondego>    builder.append(string);<newline46mondego>}<newline46mondego><newline46mondego>String string = builder.toString();<newline46mondego>System.out.println(string); // Java is cool<newline46mondego>"
"230splitHere46","5925430splitHere46","StringUtils#join()"
"231splitHere46","5925430splitHere46","String[] strings = {<doubleQuotes46>Java<doubleQuotes46>, <doubleQuotes46>is<doubleQuotes46>, <doubleQuotes46>cool<doubleQuotes46>};<newline46mondego>String string = StringUtils.join(strings, ' ');<newline46mondego>System.out.println(string); // Java is cool<newline46mondego>"
"232splitHere46","5925445splitHere46","equals"
"233splitHere46","5925445splitHere46","Object.equals(<b>object</b>)"
"234splitHere46","5925445splitHere46","Person"
"235splitHere46","5925445splitHere46","@Override"
"236splitHere46","5925469splitHere46","Reader"
"237splitHere46","5925469splitHere46","Writer"
"238splitHere46","5925469splitHere46","InputStream"
"239splitHere46","5925469splitHere46","OutputStream"
"240splitHere46","5925469splitHere46","Reader"
"241splitHere46","5925469splitHere46","Writer"
"242splitHere46","5925469splitHere46","OutputStream os = urlc.getOutputStream();<newline46mondego>FileInputStreamReader fis = new FileInputStream(file);<newline46mondego>byte[] buffer = new byte[1000];<newline46mondego>int count = 0;<newline46mondego>while((count = fis.read(buffer)) > 0) {<newline46mondego>    os.write(buffer, 0, count);<newline46mondego>}<newline46mondego>"
"243splitHere46","5925469splitHere46","URLConnection"
"244splitHere46","5925473splitHere46","Window > Preferences"
"245splitHere46","5925473splitHere46","Java > Editor"
"246splitHere46","5925473splitHere46","Matching brackets highlight"
"247splitHere46","5925526splitHere46","BufferedImage"
"248splitHere46","5925526splitHere46","ImageIO#read()"
"249splitHere46","5925526splitHere46","BufferedImage#getRGB()"
"250splitHere46","5925526splitHere46","0xFFFFFFFF"
"251splitHere46","5925526splitHere46","0"
"252splitHere46","5925526splitHere46","1"
"253splitHere46","5925526splitHere46","BufferedImage image = ImageIO.read(new File(<doubleQuotes46>/some.jpg<doubleQuotes46>));<newline46mondego>byte[][] pixels = new byte[image.getWidth()][];<newline46mondego><newline46mondego>for (int x = 0; x < image.getWidth(); x++) {<newline46mondego>    pixels[x] = new byte[image.getHeight()];<newline46mondego><newline46mondego>    for (int y = 0; y < image.getHeight(); y++) {<newline46mondego>        pixels[x][y] = (byte) (image.getRGB(x, y) == 0xFFFFFFFF ? 0 : 1);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"254splitHere46","5925621splitHere46","class Jahkr {<newline46mondego><newline46mondego>    int[][] board;<newline46mondego><newline46mondego>    String[] filenames = new String[]{<doubleQuotes46>first.txt<doubleQuotes46>,<doubleQuotes46>second.txt<doubleQuotes46>,<doubleQuotes46>third.txt<doubleQuotes46>};<newline46mondego><newline46mondego>    loadBoard(int i) {<newline46mondego>        Scanner sc = new Scanner(new File(filenames[i])); // 0, 1, 2 allowed<newline46mondego>        // proceed to load the board from the file using the scanner<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
