"1splitHere46","788873splitHere46","// somewhere out there<newline46mondego>public enum Events {<newline46mondego>  TERMINATE, DO_SOMETHING, BAKE_SOMETHING<newline46mondego>}<newline46mondego><newline46mondego>// inside consumer<newline46mondego>Events e;<newline46mondego>while( (e = queue.take()) != TERMINATE ) {<newline46mondego>  switch(e) {<newline46mondego>    case DO_SOMETHING:<newline46mondego>      // blah blah<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>// somewhere else in another thread<newline46mondego>Events e = BAKE_SOMETHING;<newline46mondego>if( queue.offer(e) )<newline46mondego>   // the queue gladly accepted our BAKE_SOMETHING event!<newline46mondego>else<newline46mondego>   // oops! we could block with put() if we want...<newline46mondego>"
"110splitHere46","795076splitHere46","import java.net.MalformedURLException;<newline46mondego>import org.apache.commons.httpclient.*;<newline46mondego>import org.apache.commons.httpclient.cookie.CookiePolicy;<newline46mondego>import org.apache.commons.httpclient.cookie.CookieSpec;<newline46mondego>import org.apache.commons.httpclient.methods.*;<newline46mondego>import org.apache.commons.httpclient.protocol.Protocol;<newline46mondego>import org.apache.commons.httpclient.protocol.SSLProtocolSocketFactory;<newline46mondego><newline46mondego><newline46mondego><newline46mondego>import java.io.BufferedReader;<newline46mondego>import java.io.FileOutputStream;<newline46mondego>import java.io.InputStreamReader;<newline46mondego>import java.net.URL;<newline46mondego><newline46mondego><newline46mondego>public class TestHttpClient {<newline46mondego>public static String formPostUrl =<doubleQuotes46>https://login.findmespot.com/faces/welcome.jsp<doubleQuotes46> ;<newline46mondego>public static String LOGON_SITE = <doubleQuotes46>login.findmespot.com<doubleQuotes46>;<newline46mondego>static final int    LOGON_PORT = 443;<newline46mondego>public static void main(String[] args ) throws MalformedURLException<newline46mondego>{<newline46mondego>        String nextHref=<doubleQuotes46><doubleQuotes46>;<newline46mondego>        HttpClient client = new HttpClient();<newline46mondego><newline46mondego>        HttpMethod authGetmethod = new GetMethod(<doubleQuotes46>https://login.findmespot.com/index.jsp<doubleQuotes46>);<newline46mondego>        authGetmethod.setRequestHeader(<doubleQuotes46>User-Agent<doubleQuotes46>, <doubleQuotes46>Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.9) Gecko/2009040821 Firefox/3.0.9<doubleQuotes46>);<newline46mondego>        authGetmethod.setRequestHeader(<doubleQuotes46>Accept<doubleQuotes46>,<doubleQuotes46>text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8<doubleQuotes46>);<newline46mondego>        authGetmethod.setRequestHeader(<doubleQuotes46>Accept-Language<doubleQuotes46>,<doubleQuotes46>en-us,en;q=0.5<doubleQuotes46>);<newline46mondego>        authGetmethod.setRequestHeader(<doubleQuotes46>Accept-Encoding<doubleQuotes46>,<doubleQuotes46>gzip,deflate<doubleQuotes46>);<newline46mondego>        authGetmethod.setRequestHeader(<doubleQuotes46>Accept-Charset<doubleQuotes46>,<doubleQuotes46>ISO-8859-1,utf-8;q=0.7,*;q=0.7<doubleQuotes46>);<newline46mondego>        authGetmethod.setRequestHeader(<doubleQuotes46>Keep-Alive<doubleQuotes46>,<doubleQuotes46>300<doubleQuotes46>);<newline46mondego>        authGetmethod.setRequestHeader(<doubleQuotes46>Connection<doubleQuotes46>,<doubleQuotes46>keep-alive<doubleQuotes46>);<newline46mondego><newline46mondego>        //authGetmethod.setRequestHeader(<doubleQuotes46>Referer<doubleQuotes46>,<doubleQuotes46>https://login.findmespot.com/faces/welcome.jsp<doubleQuotes46>);<newline46mondego><newline46mondego>    try<newline46mondego>    {<newline46mondego>        //send first request to capture cookie information<newline46mondego>       int status = client.executeMethod(authGetmethod);<newline46mondego><newline46mondego><newline46mondego>      BufferedReader br   = new  BufferedReader(new InputStreamReader(authGetmethod.getResponseBodyAsStream()));<newline46mondego><newline46mondego>       String str =<doubleQuotes46><doubleQuotes46>;<newline46mondego>       String resultJsessionid=<doubleQuotes46><doubleQuotes46>;<newline46mondego>             while((str=br.readLine())!=null )<newline46mondego>               {<newline46mondego>                 if(str.indexOf(<doubleQuotes46>jsessionid=<doubleQuotes46>)!=-1)<newline46mondego>                 {<newline46mondego>                     //capture Session ID<newline46mondego>                     resultJsessionid=getJsessionid(str);<newline46mondego>                  break;<newline46mondego>                 }<newline46mondego>               }<newline46mondego><newline46mondego>           //release connection for final login request<newline46mondego>      authGetmethod.releaseConnection();<newline46mondego><newline46mondego>           client.getParams().setCookiePolicy(CookiePolicy.BROWSER_COMPATIBILITY);<newline46mondego><newline46mondego>       Cookie[] cookies = client.getState().getCookies();<newline46mondego>      for (int i = 0; i < cookies.length; i++) {<newline46mondego>        Cookie cookie = cookies[i];<newline46mondego>        System.err.println(<newline46mondego>          <doubleQuotes46>Cookie: <doubleQuotes46> + cookie.getName() +<newline46mondego>          <doubleQuotes46>, Value: <doubleQuotes46> + cookie.getValue() +<newline46mondego>          <doubleQuotes46>, IsPersistent?: <doubleQuotes46> + cookie.isPersistent() +<newline46mondego>          <doubleQuotes46>, Expiry Date: <doubleQuotes46> + cookie.getExpiryDate() +<newline46mondego>          <doubleQuotes46>, Comment: <doubleQuotes46> + cookie.getComment());<newline46mondego><newline46mondego><newline46mondego>        //PostMethod authpost = new PostMethod(<doubleQuotes46>https://login.findmespot.com/faces/welcome.jsp?jessionid=<doubleQuotes46>+resultJsessionid );<newline46mondego>        PostMethod authpost = new PostMethod(<doubleQuotes46>https://login.findmespot.com/faces/welcome.jsp<doubleQuotes46>);<newline46mondego>        // Set Headers<newline46mondego>        authpost.setRequestHeader(<doubleQuotes46>http.Agent<doubleQuotes46>, <doubleQuotes46>Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.9) Gecko/2009040821 Firefox/3.0.9<doubleQuotes46>);<newline46mondego>        authpost.setRequestHeader(<doubleQuotes46>Accept<doubleQuotes46>,<doubleQuotes46>text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8<doubleQuotes46>);<newline46mondego>        authpost.setRequestHeader(<doubleQuotes46>Accept-Language<doubleQuotes46>,<doubleQuotes46>en-us,en;q=0.5<doubleQuotes46>);<newline46mondego>        authpost.setRequestHeader(<doubleQuotes46>Accept-Encoding<doubleQuotes46>,<doubleQuotes46>gzip,deflate<doubleQuotes46>);<newline46mondego>        authpost.setRequestHeader(<doubleQuotes46>Accept-Charset<doubleQuotes46>,<doubleQuotes46>ISO-8859-1,utf-8;q=0.7,*;q=0.7<doubleQuotes46>);<newline46mondego>        authpost.setRequestHeader(<doubleQuotes46>Keep-Alive<doubleQuotes46>,<doubleQuotes46>300<doubleQuotes46>);<newline46mondego>        authpost.setRequestHeader(<doubleQuotes46>Connection<doubleQuotes46>,<doubleQuotes46>keep-alive<doubleQuotes46>);<newline46mondego>        authpost.setRequestHeader(<doubleQuotes46>Referer<doubleQuotes46>,<doubleQuotes46>https://login.findmespot.com/faces/index.jsp<doubleQuotes46>);<newline46mondego><newline46mondego><newline46mondego><newline46mondego>        // Prepare login parameters<newline46mondego>        NameValuePair inputtext1      = new NameValuePair(<doubleQuotes46>inputText1<doubleQuotes46>,<doubleQuotes46>TANGOFOUR<doubleQuotes46>);<newline46mondego>        NameValuePair inputtext5   = new NameValuePair(<doubleQuotes46>inputText5<doubleQuotes46>, <doubleQuotes46>~CcxpqFR<doubleQuotes46>);<newline46mondego>        NameValuePair oafF = new NameValuePair(<doubleQuotes46>oracle.adf.faces.FORM<doubleQuotes46>, <doubleQuotes46>form11<doubleQuotes46>);<newline46mondego>        NameValuePair source      = new NameValuePair(<doubleQuotes46>source<doubleQuotes46>,<doubleQuotes46>commandButton1<doubleQuotes46>);<newline46mondego>        NameValuePair event   = new NameValuePair(<doubleQuotes46>event<doubleQuotes46>, <doubleQuotes46>update<doubleQuotes46>);<newline46mondego>        NameValuePair partialTarget = new NameValuePair(<doubleQuotes46>partialTarget<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>        NameValuePair partial = new NameValuePair(<doubleQuotes46>partial<doubleQuotes46>, <doubleQuotes46>true<doubleQuotes46>);<newline46mondego><newline46mondego>        authpost.setRequestBody(<newline46mondego>          new NameValuePair[] {inputtext1,inputtext5,oafF,source,event,partialTarget,partial});<newline46mondego><newline46mondego>        client.executeMethod(authpost);<newline46mondego>        System.out.println(<doubleQuotes46>Login form post: <doubleQuotes46> + authpost.getStatusLine().toString());<newline46mondego>        // release any connection resources used by the method<newline46mondego><newline46mondego><newline46mondego>        String readLine;<newline46mondego><newline46mondego>          br = new BufferedReader(new InputStreamReader(authpost.getResponseBodyAsStream()));<newline46mondego>             while(((readLine = br.readLine()) != null)) {<newline46mondego>              System.out.println(readLine);<newline46mondego>              nextHref=getNexthref(readLine);<newline46mondego>          }<newline46mondego><newline46mondego>          authpost.releaseConnection();<newline46mondego><newline46mondego><newline46mondego>         Cookie[] cookies1 = client.getState().getCookies();<newline46mondego>            for (int i1 = 0; i < cookies1.length; i++) {<newline46mondego>        Cookie cookie1 = cookies1[i1];<newline46mondego>        System.err.println(<newline46mondego>          <doubleQuotes46>Cookie: <doubleQuotes46> + cookie1.getName() +<newline46mondego>          <doubleQuotes46>, Value: <doubleQuotes46> + cookie1.getValue() +<newline46mondego>          <doubleQuotes46>, IsPersistent?: <doubleQuotes46> + cookie1.isPersistent() +<newline46mondego>          <doubleQuotes46>, Expiry Date: <doubleQuotes46> + cookie1.getExpiryDate() +<newline46mondego>          <doubleQuotes46>, Comment: <doubleQuotes46> + cookie1.getComment());<newline46mondego><newline46mondego><newline46mondego><newline46mondego>       HttpMethod authGetmethodNext = new GetMethod(<doubleQuotes46>https://login.findmespot.com<doubleQuotes46>+nextHref);<newline46mondego>        authGetmethodNext.setRequestHeader(<doubleQuotes46>User-Agent<doubleQuotes46>, <doubleQuotes46>Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.9) Gecko/2009040821 Firefox/3.0.9<doubleQuotes46>);<newline46mondego>        authGetmethodNext.setRequestHeader(<doubleQuotes46>Accept<doubleQuotes46>,<doubleQuotes46>text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8<doubleQuotes46>);<newline46mondego>        authGetmethodNext.setRequestHeader(<doubleQuotes46>Accept-Language<doubleQuotes46>,<doubleQuotes46>en-us,en;q=0.5<doubleQuotes46>);<newline46mondego>        authGetmethodNext.setRequestHeader(<doubleQuotes46>Accept-Encoding<doubleQuotes46>,<doubleQuotes46>gzip,deflate<doubleQuotes46>);<newline46mondego>        authGetmethodNext.setRequestHeader(<doubleQuotes46>Accept-Charset<doubleQuotes46>,<doubleQuotes46>ISO-8859-1,utf-8;q=0.7,*;q=0.7<doubleQuotes46>);<newline46mondego>        authGetmethodNext.setRequestHeader(<doubleQuotes46>Keep-Alive<doubleQuotes46>,<doubleQuotes46>300<doubleQuotes46>);<newline46mondego>        authGetmethodNext.setRequestHeader(<doubleQuotes46>Connection<doubleQuotes46>,<doubleQuotes46>keep-alive<doubleQuotes46>);<newline46mondego>        authGetmethodNext.setRequestHeader(<doubleQuotes46>Referer<doubleQuotes46>,<doubleQuotes46>https://login.findmespot.com/faces/welcome.jsp<doubleQuotes46>);<newline46mondego><newline46mondego><newline46mondego>        client.executeMethod(authGetmethodNext);<newline46mondego>         System.out.println(<doubleQuotes46>Login form post: <doubleQuotes46> + authGetmethodNext.getStatusLine().toString());<newline46mondego><newline46mondego>        PostMethod authpost1 = new PostMethod(<doubleQuotes46>https://login.findmespot.com/faces/history.jsp<doubleQuotes46>);<newline46mondego>        // Set Headers<newline46mondego>        authpost1.setRequestHeader(<doubleQuotes46>http.Agent<doubleQuotes46>, <doubleQuotes46>Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.9) Gecko/2009040821 Firefox/3.0.9<doubleQuotes46>);<newline46mondego>        authpost1.setRequestHeader(<doubleQuotes46>Accept<doubleQuotes46>,<doubleQuotes46>text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8<doubleQuotes46>);<newline46mondego>        authpost1.setRequestHeader(<doubleQuotes46>Accept-Language<doubleQuotes46>,<doubleQuotes46>en-us,en;q=0.5<doubleQuotes46>);<newline46mondego>        authpost1.setRequestHeader(<doubleQuotes46>Accept-Encoding<doubleQuotes46>,<doubleQuotes46>gzip,deflate<doubleQuotes46>);<newline46mondego>        authpost1.setRequestHeader(<doubleQuotes46>Accept-Charset<doubleQuotes46>,<doubleQuotes46>ISO-8859-1,utf-8;q=0.7,*;q=0.7<doubleQuotes46>);<newline46mondego>        authpost1.setRequestHeader(<doubleQuotes46>Keep-Alive<doubleQuotes46>,<doubleQuotes46>300<doubleQuotes46>);<newline46mondego>        authpost1.setRequestHeader(<doubleQuotes46>Connection<doubleQuotes46>,<doubleQuotes46>keep-alive<doubleQuotes46>);<newline46mondego>        authpost1.setRequestHeader(<doubleQuotes46>Referer<doubleQuotes46>,<doubleQuotes46>Referer: https://login.findmespot.com/faces/trackerunit.jsp<doubleQuotes46>);<newline46mondego><newline46mondego><newline46mondego>               client.executeMethod(authpost1);<newline46mondego><newline46mondego>           br = new BufferedReader(new InputStreamReader(authpost1.getResponseBodyAsStream()));<newline46mondego>             while(((readLine = br.readLine()) != null))<newline46mondego>             {<newline46mondego>              System.out.println(readLine);<newline46mondego>              }<newline46mondego><newline46mondego>      }<newline46mondego>      }<newline46mondego>    }<newline46mondego>  catch(Exception ex)<newline46mondego>   {<newline46mondego>        System.out.println(ex.getMessage());<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>public static String getJsessionid(String responseText) /// retu<newline46mondego>{<newline46mondego><newline46mondego>    String jsession=<doubleQuotes46><doubleQuotes46>;<newline46mondego>    int start_index= responseText.indexOf(<doubleQuotes46>jsessionid=<doubleQuotes46>);<newline46mondego>    if(start_index!=-1)<newline46mondego>    {<newline46mondego>       jsession= responseText.substring(start_index+11);<newline46mondego>    }<newline46mondego>    int last_index=jsession.indexOf(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46>);<newline46mondego>    if(last_index!=-1)<newline46mondego>    jsession=jsession.substring(0,last_index);<newline46mondego> return jsession;<newline46mondego>}<newline46mondego><newline46mondego>public static String getNexthref(String inputhref)<newline46mondego>{<newline46mondego>   String result_href=<doubleQuotes46><doubleQuotes46>;<newline46mondego>   int start_index=inputhref.indexOf(<doubleQuotes46>href='<doubleQuotes46>);<newline46mondego>     if(start_index!=-1)<newline46mondego>   {<newline46mondego>       result_href=inputhref.substring(start_index+6);<newline46mondego>   }<newline46mondego>     int last_index=result_href.indexOf(<doubleQuotes46>'<doubleQuotes46>);<newline46mondego>   if(last_index!=-1)<newline46mondego>       result_href=result_href.substring(0,last_index);<newline46mondego><newline46mondego>   return result_href;<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego>"
"111splitHere46","795186splitHere46","private void goodChangeDog(Dog dog) {<newline46mondego>    dog.setColor(Color.BLACK); // works as expected!<newline46mondego>}<newline46mondego>private void badChangeDog(Dog dog) {<newline46mondego>    dog = new StBernard(); // compiles, but has no effect outside the method<newline46mondego>}<newline46mondego>"
"112splitHere46","795186splitHere46","voiceSetList"
"113splitHere46","795186splitHere46","vsName"
"114splitHere46","795186splitHere46","final"
"115splitHere46","795610splitHere46","DefaultTableModel dtm = (DefaultTableModel)myJTable.getModel();<newline46mondego>for (MyRowObject row : webSiteDownloader.getWebSites()) {<newline46mondego>  dtm.insertRow(0, row.toArray());<newline46mondego>}<newline46mondego>"
"116splitHere46","795610splitHere46","public class MyTableModel extends AbstractTableModel<newline46mondego>{<newline46mondego>  protected List<MyObject> rows;<newline46mondego><newline46mondego>  public MyTableModel()<newline46mondego>  {<newline46mondego>    rows = new ArrayList<MyObject>();<newline46mondego>  }<newline46mondego><newline46mondego>  public void add(MyObject obj)<newline46mondego>  {<newline46mondego>    rows.add(obj);<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public int getRowCount()<newline46mondego>  {<newline46mondego>    return rows.size();<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public int getColumnCount()<newline46mondego>  {<newline46mondego>    // This value will be constant, but generally you'd also<newline46mondego>    // want to override getColumnName to return column names<newline46mondego>    // from an array, and in that case you can return the length<newline46mondego>    // of the array with column names instead<newline46mondego>    return 2;<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public Object getValueAt(int row, int column)<newline46mondego>  {<newline46mondego>    MyObject obj = rows.get(row);<newline46mondego><newline46mondego>    // Change this to match your columns<newline46mondego>    switch(column) {<newline46mondego>      case 0: return obj.getId();<newline46mondego>      case 1: return obj.getName();<newline46mondego>    }<newline46mondego><newline46mondego>    return null;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"117splitHere46","796282splitHere46","statement.setEscapeProcessing(false);<newline46mondego>"
"118splitHere46","796338splitHere46","Object o = getFromSomeWhere.....;<newline46mondego>Method m = o.getClass().getMethod(<doubleQuotes46>getDate<doubleQuotes46>);<newline46mondego>Date date = (Date) m.invoke(o);<newline46mondego>"
"119splitHere46","796338splitHere46","import java.lang.reflect.*;<newline46mondego>import java.util.*;<newline46mondego><newline46mondego>public class Test<newline46mondego>{<newline46mondego>    public static void main(String[] args) throws Exception<newline46mondego>    {<newline46mondego>        Object o = new Test();<newline46mondego>        Method m = o.getClass().getMethod(<doubleQuotes46>getDate<doubleQuotes46>);<newline46mondego>        Date date = (Date) m.invoke(o);<newline46mondego>        System.out.println(date);<newline46mondego>    }<newline46mondego><newline46mondego>    public Date getDate()<newline46mondego>    {<newline46mondego>        return new Date();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"120splitHere46","796340splitHere46","<display:column  title=<doubleQuotes46>Edit<doubleQuotes46>><newline46mondego>                    <s:url id=<doubleQuotes46>updateUrl<doubleQuotes46> action=<doubleQuotes46>marketing/update.action<doubleQuotes46>><newline46mondego>                        <s:param name=<doubleQuotes46>id<doubleQuotes46> value=<doubleQuotes46>#attr.countrylist.id<doubleQuotes46> /><newline46mondego>                    </s:url><newline46mondego>                    <s:a href=<doubleQuotes46>%{updateUrl}<doubleQuotes46> theme=<doubleQuotes46>ajax<doubleQuotes46>  targets=<doubleQuotes46>countrylist<doubleQuotes46>>Update</s:a><newline46mondego>                </display:column><newline46mondego>"
"121splitHere46","797569splitHere46","System.getProperty(<doubleQuotes46>user.name<doubleQuotes46>)<newline46mondego>"
"122splitHere46","797812splitHere46","pool = Executors.newScheduledThreadPool(numberOfThreads, new TF());<newline46mondego><newline46mondego>class TF implements ThreadFactory {<newline46mondego>    public synchronized Thread newThread(Runnable r) {<newline46mondego>        Thread t = new Thread(r) ;<newline46mondego>        t.setName(<doubleQuotes46>Something here....<doubleQuotes46>);  <newline46mondego>        return t;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"123splitHere46","798556splitHere46","int count;<newline46mondego>if (isHere)<newline46mondego>    count = getHereCount(index);<newline46mondego>else<newline46mondego>    count = getAwayCount(index);<newline46mondego>"
"124splitHere46","798556splitHere46","? :"
"125splitHere46","798556splitHere46","void"
"126splitHere46","798556splitHere46","void"
"127splitHere46","798556splitHere46","if (someBool)<newline46mondego>    doSomething();<newline46mondego>else<newline46mondego>    doSomethingElse();<newline46mondego>"
"128splitHere46","798556splitHere46","someBool ? doSomething() : doSomethingElse();<newline46mondego>"
"129splitHere46","798619splitHere46","private WebServiceOperations getMockWebServiceOperations(final String resultXml)<newline46mondego>{<newline46mondego>  WebServiceOperations mockObj = Mockito.mock(WebServiceOperations.class);<newline46mondego><newline46mondego>  doAnswer(new Answer()<newline46mondego>  {<newline46mondego>    public Object answer(InvocationOnMock invocation)<newline46mondego>    {<newline46mondego>      try<newline46mondego>      {<newline46mondego>        Object[] args = invocation.getArguments();<newline46mondego>        StreamResult result = (StreamResult)args[2];<newline46mondego>        Writer output = result.getWriter();<newline46mondego>        output.write(resultXml);<newline46mondego>      }<newline46mondego>      catch (IOException e)<newline46mondego>      {<newline46mondego>        e.printStackTrace();<newline46mondego>      }<newline46mondego><newline46mondego>      return null;<newline46mondego>    }<newline46mondego>  }).when(mockObj).sendSourceAndReceiveToResult(anyString(), any(StreamSource.class), any(StreamResult.class));<newline46mondego><newline46mondego>  return mockObj;<newline46mondego>}<newline46mondego>"
"130splitHere46","798619splitHere46","private WebServiceOperations getMockWebServiceOperations(final String faultString)<newline46mondego>{<newline46mondego>  WebServiceOperations mockObj = Mockito.mock(WebServiceOperations.class);<newline46mondego><newline46mondego>  SoapFault soapFault = Mockito.mock(SoapFault.class);<newline46mondego>  when(soapFault.getFaultStringOrReason()).thenReturn(faultString);<newline46mondego><newline46mondego>  SoapBody soapBody = Mockito.mock(SoapBody.class);<newline46mondego>  when(soapBody.getFault()).thenReturn(soapFault);<newline46mondego><newline46mondego>  SoapMessage soapMsg = Mockito.mock(SoapMessage.class);<newline46mondego>  when(soapMsg.getSoapBody()).thenReturn(soapBody);<newline46mondego><newline46mondego>  doThrow(new SoapFaultClientException(soapMsg)).when(mockObj).sendSourceAndReceiveToResult(anyString(), any(StreamSource.class), any(StreamResult.class));<newline46mondego><newline46mondego>  return mockObj;<newline46mondego>}<newline46mondego>"
"131splitHere46","798802splitHere46","select t.* from text t<newline46mondego>    inner join friend f ON f.friend_username = t.username<newline46mondego>    where f.username = 'myusername'<newline46mondego>    order by t.date desc<newline46mondego>    LIMIT 10<newline46mondego>"
"132splitHere46","798807splitHere46","...<newline46mondego>First first = new First();<newline46mondego>entityManager.save(first);  //<- the id is updated<newline46mondego><newline46mondego>Second second = new Second();<newline46mondego>second.setB(300);     <newline46mondego>second.setA(first.getA()); <newline46mondego><newline46mondego>first.setSeconds( new ArrayList());<newline46mondego>first.getSeconds().add(second);<newline46mondego>entityManager.save(second);<newline46mondego><newline46mondego>entityManager.getTransaction().commit();<newline46mondego>"
"133splitHere46","798807splitHere46","@Id  // may not work<newline46mondego> @ManyToOne // may not work<newline46mondego> @JoinColumn(name = <doubleQuotes46>a<doubleQuotes46>)<newline46mondego> First a;<newline46mondego>"
"134splitHere46","799177splitHere46","-Djava.endorsed.dirs<newline46mondego>"
"135splitHere46","799295splitHere46","<doubleQuotes46>java %1 %2 %3 %4 < %5 > %6<doubleQuotes46><newline46mondego>"
"136splitHere46","799295splitHere46","-Xdebug -Xrunjdwp:transport=dt_socket,server=y,suspend=n,address=8000"
"137splitHere46","799644splitHere46","import java.util.*;<newline46mondego>import java.io.*;<newline46mondego><newline46mondego>public class TestExecutor {<newline46mondego>    public static void main(String[] args) throws IOException {<newline46mondego>        Map<String, User> users = new LinkedHashMap<String, User>();<newline46mondego>        generateUsers(users, 1000, 0.1);<newline46mondego><newline46mondego>        // warmup.<newline46mondego>        int count = 10000;<newline46mondego>        for(int i=0;i< count;i++)<newline46mondego>            getAllUsersWithInterest(users, Interest.Golf);<newline46mondego><newline46mondego>        long start = System.nanoTime();<newline46mondego>        for(int i=0;i< count;i++)<newline46mondego>            getAllUsersWithInterest(users, Interest.Golf);<newline46mondego>        long time = System.nanoTime() - start;<newline46mondego>        System.out.printf(<doubleQuotes46>Average search time %,d micro-seconds%n<doubleQuotes46>, time/ count/1000);<newline46mondego>    }<newline46mondego><newline46mondego>    private static Set<User> getAllUsersWithInterest(Map<String, User> users, Interest golf) {<newline46mondego>        Set<User> ret = new LinkedHashSet<User>();<newline46mondego>        for (User user : users.values()) {<newline46mondego>            if (user.interests.contains(golf))<newline46mondego>                ret.add(user);<newline46mondego>        }<newline46mondego>        return ret;<newline46mondego>    }<newline46mondego><newline46mondego>    private static void generateUsers(Map<String, User> users, int count, double interestedInGolf) {<newline46mondego>        Random rand = new Random();<newline46mondego>        while(users.size() < count) {<newline46mondego>            String name = Long.toString(rand.nextLong(), 36);<newline46mondego>            EnumSet<Interest> interests = rand.nextFloat() < interestedInGolf<newline46mondego>                    ? EnumSet.of(Interest.Golf) : EnumSet.noneOf(Interest.class);<newline46mondego>            users.put(name, new User(name, interests));<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    static class User {<newline46mondego>        private final String name;<newline46mondego>        private final Set<Interest> interests;<newline46mondego><newline46mondego>        User(String name, Set<Interest> interests) {<newline46mondego>            this.name = name;<newline46mondego>            this.interests = interests;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    enum Interest {<newline46mondego>        Golf<newline46mondego>    }<newline46mondego>}<newline46mondego>"
