"1splitHere46","3843825splitHere46","1) goto configure build path on the test project<newline46mondego>2) in that dialog you will see a <doubleQuotes46>tab<doubleQuotes46> for <doubleQuotes46>projects<doubleQuotes46>, click it<newline46mondego>3) add the dependent project and click apply<newline46mondego>"
"201splitHere46","3848851splitHere46","import java.util.Scanner;<newline46mondego><newline46mondego>public class UnitConversion3b {<newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        Scanner keyboard = new Scanner(System.in);<newline46mondego><newline46mondego>        String maxInputWarning = <doubleQuotes46>\nError: Too many input characters.<doubleQuotes46><newline46mondego>                + <doubleQuotes46>\nProgram is now terminating.<doubleQuotes46>;<newline46mondego>        String lengthOrWeight;<newline46mondego>        final double LENGTH_CONVERSION_FACTOR = 3.2808399;<newline46mondego>        final double WEIGHT_CONVERSION_FACTOR = 2.20462;<newline46mondego>        String whichWeightConversion = <doubleQuotes46>empty<doubleQuotes46>, whichLengthConversion = <doubleQuotes46>empty<doubleQuotes46>;<newline46mondego>        double feet = 0, meters = 0, pounds = 0, kilograms = 0;<newline46mondego>        double metersConvertedToFeet, feetConvertedToMeters;<newline46mondego>        double poundsConvertedToKilograms, kilogramsConvertedToPounds;<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46><doubleQuotes46>);<newline46mondego>        System.out.print(<doubleQuotes46>What kind of value would you like to convert?<doubleQuotes46>);<newline46mondego>        System.out.print(<doubleQuotes46>\nEnter L for length, or W for weight: <doubleQuotes46>);<newline46mondego><newline46mondego>        lengthOrWeight = keyboard.nextLine();<newline46mondego>        if (lengthOrWeight.length() > 1) {<newline46mondego>            System.out.println(maxInputWarning);<newline46mondego>            System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>            keyboard.nextLine();<newline46mondego>            return;<newline46mondego>        } else if ((!(lengthOrWeight.equalsIgnoreCase(<doubleQuotes46>l<doubleQuotes46>)) && (!(lengthOrWeight<newline46mondego>                .equalsIgnoreCase(<doubleQuotes46>w<doubleQuotes46>))))) {<newline46mondego>            System.out.println(<doubleQuotes46>\nError: Unrecognized conversion type.<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>\nProgram is now terminating.<doubleQuotes46>);<newline46mondego>            System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>            keyboard.nextLine();<newline46mondego>            return;<newline46mondego>        } else if (lengthOrWeight.equalsIgnoreCase(<doubleQuotes46>l<doubleQuotes46>)) {<newline46mondego>            System.out.println(<doubleQuotes46>\nConverting feet or meters?<doubleQuotes46>);<newline46mondego>            System.out.print(<doubleQuotes46>Enter F to convert feet, or M for meters: <doubleQuotes46>);<newline46mondego>            whichLengthConversion = keyboard.nextLine();<newline46mondego><newline46mondego>            if (whichLengthConversion.length() > 1) {<newline46mondego>                System.out.println(maxInputWarning);<newline46mondego>                System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                return;<newline46mondego>            } else if ((!(whichLengthConversion.equalsIgnoreCase(<doubleQuotes46>f<doubleQuotes46>)) && (!(whichLengthConversion<newline46mondego>                    .equalsIgnoreCase(<doubleQuotes46>m<doubleQuotes46>))))) {<newline46mondego>                System.out.println(<doubleQuotes46>\nError: Unrecognized unit of <doubleQuotes46><newline46mondego>                        + <doubleQuotes46>measurement.\nProgram is now terminating.<doubleQuotes46>);<newline46mondego>                System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                return;<newline46mondego>            } else if (whichLengthConversion.equalsIgnoreCase(<doubleQuotes46>f<doubleQuotes46>)) {<newline46mondego>                System.out.print(<doubleQuotes46>Enter the number of feet to<doubleQuotes46><newline46mondego>                        + <doubleQuotes46> convert to meters: <doubleQuotes46>);<newline46mondego>                feet = keyboard.nextDouble();<newline46mondego>                feetConvertedToMeters = feet / LENGTH_CONVERSION_FACTOR;<newline46mondego>                System.out.println(feet + <doubleQuotes46> Feet in Meters is <doubleQuotes46><newline46mondego>                        + feetConvertedToMeters + <doubleQuotes46>.<doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                return;<newline46mondego>            } else if (whichLengthConversion.equalsIgnoreCase(<doubleQuotes46>m<doubleQuotes46>)) {<newline46mondego>                System.out.print(<doubleQuotes46>Enter the number of meters to<doubleQuotes46><newline46mondego>                        + <doubleQuotes46> convert to feet: <doubleQuotes46>);<newline46mondego>                meters = keyboard.nextDouble();<newline46mondego>                metersConvertedToFeet = meters * LENGTH_CONVERSION_FACTOR;<newline46mondego>                System.out.println(meters + <doubleQuotes46> Meters in Feet is <doubleQuotes46><newline46mondego>                        + metersConvertedToFeet + <doubleQuotes46>.<doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                return;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        else {<newline46mondego>            System.out.println(<doubleQuotes46>Converting pounds or kilograms?<doubleQuotes46>);<newline46mondego>            System.out.print(<doubleQuotes46>Enter P to convert pounds, or K for kilograms: <doubleQuotes46>);<newline46mondego>            whichWeightConversion = keyboard.nextLine();<newline46mondego><newline46mondego>            if (whichWeightConversion.length() > 1) {<newline46mondego>                System.out.println(maxInputWarning);<newline46mondego>                System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                return;<newline46mondego>            } else if ((!(whichWeightConversion.equalsIgnoreCase(<doubleQuotes46>p<doubleQuotes46>)) && (!(whichWeightConversion<newline46mondego>                    .equalsIgnoreCase(<doubleQuotes46>k<doubleQuotes46>))))) {<newline46mondego>                System.out.println(<doubleQuotes46>\nError: Unrecognized unit of <doubleQuotes46><newline46mondego>                        + <doubleQuotes46>measurement.\nProgram is now terminating.<doubleQuotes46>);<newline46mondego>                System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>                return;<newline46mondego>            } else if (whichWeightConversion.equalsIgnoreCase(<doubleQuotes46>p<doubleQuotes46>)) {<newline46mondego>                System.out.println(<doubleQuotes46>Enter the number of pounds to<doubleQuotes46><newline46mondego>                        + <doubleQuotes46> convert to kilograms:<doubleQuotes46>);<newline46mondego>                pounds = keyboard.nextDouble();<newline46mondego>                poundsConvertedToKilograms = pounds / WEIGHT_CONVERSION_FACTOR;<newline46mondego>                System.out.println(pounds + <doubleQuotes46> Pounds in Kilograms is <doubleQuotes46><newline46mondego>                        + poundsConvertedToKilograms + <doubleQuotes46>.<doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                return;<newline46mondego>            } else if (whichWeightConversion.equalsIgnoreCase(<doubleQuotes46>k<doubleQuotes46>)) {<newline46mondego>                System.out.print(<doubleQuotes46>Enter the number of kilograms to<doubleQuotes46><newline46mondego>                        + <doubleQuotes46> convert to pounds: <doubleQuotes46>);<newline46mondego>                kilograms = keyboard.nextDouble();<newline46mondego>                kilogramsConvertedToPounds = kilograms<newline46mondego>                        * WEIGHT_CONVERSION_FACTOR;<newline46mondego>                System.out.println(kilograms + <doubleQuotes46> Kilograms in Pounds is <doubleQuotes46><newline46mondego>                        + kilogramsConvertedToPounds + <doubleQuotes46>.<doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                System.out.print(<doubleQuotes46>Press Enter to continue ... <doubleQuotes46>);<newline46mondego>                keyboard.nextLine();<newline46mondego>                return;<newline46mondego><newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"202splitHere46","3848941splitHere46","hashCode()"
"203splitHere46","3848941splitHere46","equals(..)"
"204splitHere46","3848941splitHere46","User"
"205splitHere46","3848941splitHere46","UUID"
"206splitHere46","3849228splitHere46","//Read file content<newline46mondego>FileInputStream in = new FileInputStream(new File(<doubleQuotes46>absolute path<doubleQuotes46>));<newline46mondego>byte[] bt = new byte[(int) file.length()];<newline46mondego>in.read(bt);<newline46mondego>in.close();<newline46mondego>return bt;<newline46mondego>"
"207splitHere46","3849602splitHere46","com.google.common.annotations.GwtCompatible"
"208splitHere46","3849771splitHere46","public static String readStream(InputStream is) {<newline46mondego>    StringBuilder sb = new StringBuilder(512);<newline46mondego>    try {<newline46mondego>        Reader r = new InputStreamReader(is, <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>        int c = 0;<newline46mondego>        while ((c = r.read()) != -1) {<newline46mondego>            sb.append((char) c);<newline46mondego>        }<newline46mondego>    } catch (IOException e) {<newline46mondego>        throw new RuntimeException(e);<newline46mondego>    }<newline46mondego>    return sb.toString();<newline46mondego>}<newline46mondego>"
"209splitHere46","3849794splitHere46","public void formatNameAndAddress(JspWriter out) throws java.io.IOException {<newline46mondego>    formatNameAndAddress(new PrintWriter(out));<newline46mondego>}<newline46mondego>"
"210splitHere46","3850159splitHere46","code"
"211splitHere46","3850159splitHere46","applet"
"212splitHere46","3850159splitHere46","webCrawler.applet2.HappyFace"
"213splitHere46","3850159splitHere46",".class"
"214splitHere46","3850159splitHere46",".class"
"215splitHere46","3850159splitHere46","/Users/me/Documents/workspace/WebCentric/bin/<newline46mondego>"
"216splitHere46","3850159splitHere46","/Users/me/Documents/workspace/WebCentric/bin/webCrawler/applet2<newline46mondego>"
"217splitHere46","3850258splitHere46","ResultSet#next()"
"218splitHere46","3850258splitHere46","boolean"
"219splitHere46","3850258splitHere46","String"
"220splitHere46","3850258splitHere46","name"
"221splitHere46","3850258splitHere46","name"
"222splitHere46","3850258splitHere46","List<Item>"
"223splitHere46","3850258splitHere46","${items}"
"224splitHere46","3850258splitHere46","<table><newline46mondego>    <c:forEach items=<doubleQuotes46>${items}<doubleQuotes46> var=<doubleQuotes46>item<doubleQuotes46>><newline46mondego>        <tr><newline46mondego>            <td><c:if test=<doubleQuotes46>${item.name != previousName}<doubleQuotes46>>${item.name}</c:if></td><newline46mondego>        </tr><newline46mondego>        <c:set var=<doubleQuotes46>previousName<doubleQuotes46> value=<doubleQuotes46>${item.name}<doubleQuotes46> /><newline46mondego>    </c:forEach><newline46mondego></table><newline46mondego>"
"225splitHere46","3850263splitHere46","String s = new String(<doubleQuotes46>hell<doubleQuotes46>);<newline46mondego>    String hello = <doubleQuotes46>hello<doubleQuotes46>;<newline46mondego>    s += 'o';<newline46mondego>    System.out.println(hello == hello.intern()); //True<newline46mondego>    System.out.println(s == s.intern());         //False<newline46mondego>    System.out.println(s == hello);              //False<newline46mondego>    System.out.println(s.intern() == hello);     //True<newline46mondego>    //To sum up : s != s.intern() == hello.intern() == hello<newline46mondego>"
"226splitHere46","3850263splitHere46","intern()"
"227splitHere46","3850263splitHere46","String.intern()"
"228splitHere46","3850263splitHere46","valueOf(double)"
"229splitHere46","3850263splitHere46","intern()"
"230splitHere46","3850365splitHere46","qName.toString()"
"231splitHere46","3850365splitHere46","atts.getQName(int index)"
"232splitHere46","3850425splitHere46","byte[]"
"233splitHere46","3850425splitHere46","DataHandler"
"234splitHere46","3850425splitHere46","byte[]"
"235splitHere46","3850612splitHere46","public boolean isSupportable(Class<?> type)<newline46mondego>"
"236splitHere46","3850648splitHere46","this$0"
"237splitHere46","3850648splitHere46","javac"
"238splitHere46","3850672splitHere46","build.xml"
"239splitHere46","3850885splitHere46","import java.io.File;<newline46mondego><newline46mondego>import javax.sound.midi.MidiEvent;<newline46mondego>import javax.sound.midi.MidiMessage;<newline46mondego>import javax.sound.midi.MidiSystem;<newline46mondego>import javax.sound.midi.Sequence;<newline46mondego>import javax.sound.midi.ShortMessage;<newline46mondego>import javax.sound.midi.Track;<newline46mondego><newline46mondego>public class Test {<newline46mondego>    public static final int NOTE_ON = 0x90;<newline46mondego>    public static final int NOTE_OFF = 0x80;<newline46mondego>    public static final String[] NOTE_NAMES = {<doubleQuotes46>C<doubleQuotes46>, <doubleQuotes46>C#<doubleQuotes46>, <doubleQuotes46>D<doubleQuotes46>, <doubleQuotes46>D#<doubleQuotes46>, <doubleQuotes46>E<doubleQuotes46>, <doubleQuotes46>F<doubleQuotes46>, <doubleQuotes46>F#<doubleQuotes46>, <doubleQuotes46>G<doubleQuotes46>, <doubleQuotes46>G#<doubleQuotes46>, <doubleQuotes46>A<doubleQuotes46>, <doubleQuotes46>A#<doubleQuotes46>, <doubleQuotes46>B<doubleQuotes46>};<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        Sequence sequence = MidiSystem.getSequence(new File(<doubleQuotes46>test.mid<doubleQuotes46>));<newline46mondego><newline46mondego>        int trackNumber = 0;<newline46mondego>        for (Track track :  sequence.getTracks()) {<newline46mondego>            trackNumber++;<newline46mondego>            System.out.println(<doubleQuotes46>Track <doubleQuotes46> + trackNumber + <doubleQuotes46>: size = <doubleQuotes46> + track.size());<newline46mondego>            System.out.println();<newline46mondego>            for (int i=0; i < track.size(); i++) { <newline46mondego>                MidiEvent event = track.get(i);<newline46mondego>                System.out.print(<doubleQuotes46>@<doubleQuotes46> + event.getTick() + <doubleQuotes46> <doubleQuotes46>);<newline46mondego>                MidiMessage message = event.getMessage();<newline46mondego>                if (message instanceof ShortMessage) {<newline46mondego>                    ShortMessage sm = (ShortMessage) message;<newline46mondego>                    System.out.print(<doubleQuotes46>Channel: <doubleQuotes46> + sm.getChannel() + <doubleQuotes46> <doubleQuotes46>);<newline46mondego>                    if (sm.getCommand() == NOTE_ON) {<newline46mondego>                        int key = sm.getData1();<newline46mondego>                        int octave = (key / 12)-1;<newline46mondego>                        int note = key % 12;<newline46mondego>                        String noteName = NOTE_NAMES[note];<newline46mondego>                        int velocity = sm.getData2();<newline46mondego>                        System.out.println(<doubleQuotes46>Note on, <doubleQuotes46> + noteName + octave + <doubleQuotes46> key=<doubleQuotes46> + key + <doubleQuotes46> velocity: <doubleQuotes46> + velocity);<newline46mondego>                    } else if (sm.getCommand() == NOTE_OFF) {<newline46mondego>                        int key = sm.getData1();<newline46mondego>                        int octave = (key / 12)-1;<newline46mondego>                        int note = key % 12;<newline46mondego>                        String noteName = NOTE_NAMES[note];<newline46mondego>                        int velocity = sm.getData2();<newline46mondego>                        System.out.println(<doubleQuotes46>Note off, <doubleQuotes46> + noteName + octave + <doubleQuotes46> key=<doubleQuotes46> + key + <doubleQuotes46> velocity: <doubleQuotes46> + velocity);<newline46mondego>                    } else {<newline46mondego>                        System.out.println(<doubleQuotes46>Command:<doubleQuotes46> + sm.getCommand());<newline46mondego>                    }<newline46mondego>                } else {<newline46mondego>                    System.out.println(<doubleQuotes46>Other message: <doubleQuotes46> + message.getClass());<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>            System.out.println();<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"240splitHere46","3850885splitHere46","@0 Channel: 1 Note on, E5 key=76 velocity: 127<newline46mondego>@192 Channel: 1 Note off, E5 key=76 velocity: 64<newline46mondego>@192 Channel: 1 Note on, D#5 key=75 velocity: 127<newline46mondego>@384 Channel: 1 Note off, D#5 key=75 velocity: 64<newline46mondego>@384 Channel: 1 Note on, E5 key=76 velocity: 127<newline46mondego>@576 Channel: 1 Note off, E5 key=76 velocity: 64<newline46mondego>@576 Channel: 1 Note on, D#5 key=75 velocity: 127<newline46mondego>@768 Channel: 1 Note off, D#5 key=75 velocity: 64<newline46mondego>@768 Channel: 1 Note on, E5 key=76 velocity: 127<newline46mondego>@960 Channel: 1 Note off, E5 key=76 velocity: 64<newline46mondego>@960 Channel: 1 Note on, B4 key=71 velocity: 127<newline46mondego>@1152 Channel: 1 Note off, B4 key=71 velocity: 64<newline46mondego>@1152 Channel: 1 Note on, D5 key=74 velocity: 127<newline46mondego>@1344 Channel: 1 Note off, D5 key=74 velocity: 64<newline46mondego>@1344 Channel: 1 Note on, C5 key=72 velocity: 127<newline46mondego>@1536 Channel: 1 Note off, C5 key=72 velocity: 64<newline46mondego>@1536 Channel: 1 Note on, A4 key=69 velocity: 127<newline46mondego>@1920 Channel: 1 Note off, A4 key=69 velocity: 64<newline46mondego>"
