"1splitHere46","12471528splitHere46","private float readUsage() {<newline46mondego>try {<newline46mondego>    RandomAccessFile reader = new RandomAccessFile(<doubleQuotes46>/proc/stat<doubleQuotes46>, <doubleQuotes46>r<doubleQuotes46>);<newline46mondego>    String load = reader.readLine();<newline46mondego><newline46mondego>    String[] toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle1 = Long.parseLong(toks[5]);<newline46mondego>    long cpu1 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>          + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    try {<newline46mondego>        Thread.sleep(360);<newline46mondego>    } catch (Exception e) {}<newline46mondego><newline46mondego>    reader.seek(0);<newline46mondego>    load = reader.readLine();<newline46mondego>    reader.close();<newline46mondego><newline46mondego>    toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle2 = Long.parseLong(toks[5]);<newline46mondego>    long cpu2 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>        + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    return (float)(cpu2 - cpu1) / ((cpu2 + idle2) - (cpu1 + idle1));<newline46mondego><newline46mondego>} catch (IOException ex) {<newline46mondego>    ex.printStackTrace();<newline46mondego>   }<newline46mondego><newline46mondego>    return 0;<newline46mondego>} <newline46mondego>"
"144splitHere46","12477263splitHere46","session = Db.getSession(); <newline46mondego>Transaction tx = null; <newline46mondego>try { <newline46mondego>    tx = session.beginTransaction(); <newline46mondego>    License license = getLicense(session, licenseStr); <newline46mondego>    List<MacAddress> macAddresses = license.getMacAddresses(); <newline46mondego>    for(MacAddress mac:macAddresses) <newline46mondego>    { <newline46mondego>        if(mac.getMacAddress().equals(macAddress)) <newline46mondego>        { <newline46mondego>            return; <newline46mondego>        } <newline46mondego>    } <newline46mondego><newline46mondego>    MacAddress mac = new MacAddress(); <newline46mondego>    mac.setMacAddress(macAddress); <newline46mondego>    license.getMacAddresses().add(mac);     <newline46mondego>    tx.commit(); <newline46mondego>} catch (RuntimeException e) { <newline46mondego>    if (tx != null) tx.rollback(); <newline46mondego>    throw e; // or display error message <newline46mondego>} finally { <newline46mondego>    session.close(); <newline46mondego>}<newline46mondego>"
"145splitHere46","12477285splitHere46","managedForm.getMessageManager().addMessage(<newline46mondego>              <doubleQuotes46>empty_message_key<doubleQuotes46>,<newline46mondego>              <doubleQuotes46><doubleQuotes46>,<newline46mondego>              null,<newline46mondego>              IMessageProvider.NONE);<newline46mondego>"
"146splitHere46","12477290splitHere46","@Override<newline46mondego>public void onCreate(Bundle savedInstanceState) {<newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego>    setContentView(R.layout.activity_dsaif);<newline46mondego>    runDialog(5);<newline46mondego>    WebView engine = (WebView) findViewById(R.id.web_engine);<newline46mondego>    engine.loadUrl(<doubleQuotes46>http://android.dsaif.tk/store/<doubleQuotes46>);<newline46mondego>    engine.setWebViewClient( new HelloWebViewClient() );<newline46mondego>} <newline46mondego><newline46mondego><newline46mondego><newline46mondego>  private class HelloWebViewClient extends WebViewClient {<newline46mondego><newline46mondego>      @Override<newline46mondego>      public boolean shouldOverrideUrlLoading( WebView view, String url ) {                 <newline46mondego><newline46mondego>         return false;<newline46mondego>      }<newline46mondego>  }<newline46mondego>"
"147splitHere46","12477614splitHere46","JTextArea"
"148splitHere46","12477614splitHere46","JEditorPane"
"149splitHere46","12477640splitHere46","org.apache.xml.serialize.XMLSerializer"
"150splitHere46","12477640splitHere46","org.apache.xml.serialize.OutputFormat"
"151splitHere46","12477640splitHere46","OutputFormat format = new OutputFormat(document); //document is an instance of org.w3c.dom.Document<newline46mondego>format.setLineWidth(65);<newline46mondego>format.setIndenting(true);<newline46mondego>format.setIndent(2);<newline46mondego>Writer out = new StringWriter();<newline46mondego>XMLSerializer serializer = new XMLSerializer(out, format);<newline46mondego>serializer.serialize(document);<newline46mondego><newline46mondego>String formattedXML = out.toString();<newline46mondego>"
"152splitHere46","12477748splitHere46","import java.util.Collections;<newline46mondego>import java.util.Comparator;<newline46mondego>import java.util.HashMap;<newline46mondego>import java.util.Iterator;<newline46mondego>import java.util.LinkedHashMap;<newline46mondego>import java.util.LinkedList;<newline46mondego>import java.util.List;<newline46mondego>import java.util.Map;<newline46mondego><newline46mondego>public class SortedMap{<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego><newline46mondego>    Map<String,String> inputMap = new HashMap<String,String>();<newline46mondego>    inputMap.put(<doubleQuotes46>key1<doubleQuotes46>, <doubleQuotes46>a,b,c,1<doubleQuotes46>);<newline46mondego>    inputMap.put(<doubleQuotes46>key2<doubleQuotes46>, <doubleQuotes46>a,b,c,4<doubleQuotes46>);<newline46mondego>    inputMap.put(<doubleQuotes46>key3<doubleQuotes46>, <doubleQuotes46>a,b,c,3<doubleQuotes46>);<newline46mondego>    inputMap.put(<doubleQuotes46>key4<doubleQuotes46>, <doubleQuotes46>a,b,c,2<doubleQuotes46>);<newline46mondego><newline46mondego>    // raw input<newline46mondego>    System.out.println(<doubleQuotes46>Input<doubleQuotes46>);<newline46mondego>    for (Map.Entry entry : inputMap.entrySet()) {<newline46mondego>        System.out.println(<doubleQuotes46>Key: <doubleQuotes46>+entry.getKey()+<doubleQuotes46>, value: <doubleQuotes46>+entry.getValue());<newline46mondego>    }<newline46mondego><newline46mondego>    Map<String,String> sortedMap = mySort(inputMap);<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>Output<doubleQuotes46>);<newline46mondego>    for (Map.Entry entry : sortedMap.entrySet()) {<newline46mondego>        System.out.println(<doubleQuotes46>Key: <doubleQuotes46>+entry.getKey()+<doubleQuotes46>, value: <doubleQuotes46>+entry.getValue());<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>private static Map mySort(Map inputMap) {<newline46mondego>    // to list<newline46mondego>    List list = new LinkedList(inputMap.entrySet());<newline46mondego><newline46mondego>    Collections.sort(list, new Comparator() {<newline46mondego>            public int compare(Object o1, Object o2) {<newline46mondego>            String v1 = (String)((Map.Entry) (o1)).getValue();<newline46mondego>            // split by ,<newline46mondego>            String[] v1Split = v1.split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>            // get last value<newline46mondego>            String v1Value = v1Split[v1Split.length-1];<newline46mondego><newline46mondego>            // compact syntax<newline46mondego>            String v2Value = (((String)((Map.Entry) (o2)).getValue()).split(<doubleQuotes46>,<doubleQuotes46>))[3];<newline46mondego><newline46mondego>            // TRICK: -1 for reverse<newline46mondego>            return v1Value.compareTo(v2Value) * -1;<newline46mondego>            }<newline46mondego>            });<newline46mondego><newline46mondego>    // TRICK: to LinkedMap<newline46mondego>    Map sortedMap = new LinkedHashMap();<newline46mondego>    for (Iterator it = list.iterator(); it.hasNext();) {<newline46mondego>        Map.Entry entry = (Map.Entry)it.next();<newline46mondego>        sortedMap.put(entry.getKey(), entry.getValue());<newline46mondego>    }<newline46mondego>    return sortedMap;<newline46mondego>}   <newline46mondego>}<newline46mondego>"
"153splitHere46","12477748splitHere46","Input<newline46mondego>Key: key4, value: a,b,c,2<newline46mondego>Key: key3, value: a,b,c,3<newline46mondego>Key: key2, value: a,b,c,4<newline46mondego>Key: key1, value: a,b,c,1<newline46mondego>Output<newline46mondego>Key: key2, value: a,b,c,4<newline46mondego>Key: key3, value: a,b,c,3<newline46mondego>Key: key4, value: a,b,c,2<newline46mondego>Key: key1, value: a,b,c,1<newline46mondego>"
"154splitHere46","12477799splitHere46","ProxySelector"
"155splitHere46","12477799splitHere46","Proxy.NO_PROXY"
"156splitHere46","12477799splitHere46","import java.net.*;<newline46mondego>import java.util.*;<newline46mondego><newline46mondego>public class AlwaysProxySelector implements ProxySelector {<newline46mondego>  private List<Proxy> proxies = Arrays.asList(new Proxy[] {<newline46mondego>        new Proxy(Proxy.Type.HTTP, new InetSocketAddress(<doubleQuotes46>localhost<doubleQuotes46>, 8080))<newline46mondego>      });<newline46mondego><newline46mondego>  public List<Proxy> select(URI u) { return proxies; }<newline46mondego>  public void connectFailed(URI u, SocketAddress a, IOException e) {}<newline46mondego>}<newline46mondego>"
"157splitHere46","12477799splitHere46","ProxySelector.setDefault(new AlwaysProxySelector());"
"158splitHere46","12477834splitHere46","xml = new String(EntityUtils.toString(httpEntity).getBytes(),<doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>"
"159splitHere46","12477834splitHere46","EntityUtils.toString()"
"160splitHere46","12477834splitHere46","xml = EntityUtils.toString(httpEntity, <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>"
"161splitHere46","12478070splitHere46","that.success(new PluginResult(PluginResult.Status.OK, mytextstring), id);<newline46mondego>"
"162splitHere46","12478070splitHere46","that.success(new PluginResult(PluginResult.Status.OK), mytextstring);<newline46mondego>"
"163splitHere46","12478070splitHere46","Screenshot.prototype.getBase64Screenshot = function(successCallback, errorCallback) {<newline46mondego>    exec(successCallback, errorCallback, <doubleQuotes46>Screenshot<doubleQuotes46>, <doubleQuotes46>saveScreenshot<doubleQuotes46>, []);<newline46mondego>};<newline46mondego>"
"164splitHere46","12478070splitHere46","window.plugins.screenshot.getBase64Screenshot(function(data) {<newline46mondego>    console.log(<doubleQuotes46>Data = <doubleQuotes46> + data);<newline46mondego>}, function() {<newline46mondego>    console.log(<doubleQuotes46>We got an error<doubleQuotes46>);<newline46mondego>});<newline46mondego>"
"165splitHere46","12478071splitHere46","/"
"166splitHere46","12478071splitHere46","cl.getResource(<doubleQuotes46>/res/policy/new_policy.policy<doubleQuotes46>)<newline46mondego>"
"167splitHere46","12478071splitHere46","policyURL"
"168splitHere46","12478071splitHere46","bin"
"169splitHere46","12478157splitHere46","Component c; // the component you would like to print to a BufferedImage<newline46mondego>JFrame frame = new JFrame();<newline46mondego>frame.setBackground(Color.WHITE);<newline46mondego>frame.setUndecorated(true);<newline46mondego>frame.getContentPane().add(c);<newline46mondego>frame.pack();<newline46mondego>BufferedImage bi = new BufferedImage(c.getWidth(), c.getHeight(), BufferedImage.TYPE_INT_ARGB);<newline46mondego>Graphics2D graphics = bi.createGraphics();<newline46mondego>c.print(graphics);<newline46mondego>graphics.dispose();<newline46mondego>frame.dispose();<newline46mondego>"
"170splitHere46","12478183splitHere46","java.util.prefs"
"171splitHere46","12478183splitHere46",".plist"
"172splitHere46","12478183splitHere46","~/Library"
"173splitHere46","12478183splitHere46","~/.java"
"174splitHere46","12478471splitHere46","Content-Length"
"175splitHere46","12478471splitHere46","ByteArrayOutputStream baos = new ByteArrayOutputStream();<newline46mondego>ObejctOutputStream oos = new ObejctOutputStream(baos);<newline46mondego>oos.write(...);<newline46mondego><newline46mondego>byte[] data = baos.toByteArray();<newline46mondego><newline46mondego>response.setHeader(<doubleQuotes46>Content-Length<doubleQuotes46>, <doubleQuotes46><doubleQuotes46> + data.length);<newline46mondego>response.getOutputStream().write(data);<newline46mondego>"
"176splitHere46","12478496splitHere46","URL"
"177splitHere46","12478496splitHere46","JEditorPane.setPage"
"178splitHere46","12478496splitHere46","File file = new File(filename);<newline46mondego>editorpane.setPage(file.toURI().toURL());<newline46mondego>"
"179splitHere46","12478496splitHere46","JEditorPane"
"180splitHere46","12478496splitHere46","add(editorScrollPane);<newline46mondego>"
"181splitHere46","12478496splitHere46","e.printStackTrace();<newline46mondego>"
"182splitHere46","12478496splitHere46","IOException"
"183splitHere46","12478691splitHere46","Aircraft<newline46mondego>--------<newline46mondego>Aircraft ID<newline46mondego>Aircraft identification<newline46mondego><newline46mondego><newline46mondego>Position<newline46mondego>--------<newline46mondego>Aircraft ID<newline46mondego>Timestamp<newline46mondego>X Position<newline46mondego>Y Position<newline46mondego>Altitude<newline46mondego>"
"184splitHere46","12478697splitHere46","UIInput input = new HtmlInputText();<newline46mondego>input.setId(<doubleQuotes46>input1<doubleQuotes46>);<newline46mondego>input.setValueExpression(<doubleQuotes46>value<doubleQuotes46>, createValueExpression(<doubleQuotes46>#{bean.input1}<doubleQuotes46>, String.class));<newline46mondego>form.getChildren().add(input);<newline46mondego>"
"185splitHere46","12478697splitHere46","private String input1; // +getter+setter<newline46mondego><newline46mondego>public void submit() {<newline46mondego>    System.out.println(input1); // Look, JSF has already set it.<newline46mondego>}<newline46mondego>"
"186splitHere46","12478697splitHere46","Map<String, Object>"
"187splitHere46","12478808splitHere46","BufferedImage"
"188splitHere46","12478808splitHere46","getRGB(int x, int y)"
"189splitHere46","12478808splitHere46","java.awt.image.BufferedImage"
"190splitHere46","12478946splitHere46","Object"
"191splitHere46","12478946splitHere46","bar"
"192splitHere46","12478946splitHere46","B"
"193splitHere46","12478946splitHere46","import java.lang.reflect.Method;<newline46mondego><newline46mondego>public class test {<newline46mondego>  static class A {<newline46mondego>    private final Class cl;<newline46mondego>    A(Class cl) { <newline46mondego>      this.cl = cl;<newline46mondego>    }<newline46mondego>    void foo(Object ... params) throws Exception {<newline46mondego>      Object obj = cl.newInstance();<newline46mondego>      for (Method m : cl.getMethods()) {<newline46mondego>        if (m.getName().equals(<doubleQuotes46>bar<doubleQuotes46>)) {<newline46mondego>          try {<newline46mondego>            m.invoke(obj, params);<newline46mondego>            return;<newline46mondego>          }<newline46mondego>          catch(IllegalArgumentException ex) {} // try next overload<newline46mondego>        }<newline46mondego>      }<newline46mondego>      throw new IllegalArgumentException();<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  static class B {<newline46mondego>    public void bar() {<newline46mondego>      System.out.println(<doubleQuotes46>Got nothing<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public void bar(double a, double b) {<newline46mondego>      System.out.println(<doubleQuotes46>Got doubles<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public void bar(int a, int b) {<newline46mondego>      System.out.println(<doubleQuotes46>Got: <doubleQuotes46> + a + <doubleQuotes46> and <doubleQuotes46> + b);<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String argv[]) throws Exception {<newline46mondego>    new A(B.class).foo(1,2);<newline46mondego>    new A(B.class).foo();<newline46mondego>    new B().bar(1,2);<newline46mondego>    new A(B.class).foo(<doubleQuotes46>Hello<doubleQuotes46>);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"194splitHere46","12478946splitHere46","1,2"
"195splitHere46","12478946splitHere46","double,double"
"196splitHere46","12478946splitHere46","bar"
"197splitHere46","12478946splitHere46","Method"
"198splitHere46","12478946splitHere46","Class"
"199splitHere46","12479096splitHere46","MyClass mock = mock(MyClass.class);<newline46mondego>InOrder order = inOrder(mock);<newline46mondego><newline46mondego>order.verify(mock).myMethod(<doubleQuotes46>first<doubleQuotes46>);<newline46mondego>order.verify(mock).myMethod(<doubleQuotes46>second<doubleQuotes46>);<newline46mondego>"
"200splitHere46","12479109splitHere46","runOnUiThread"
"201splitHere46","12479109splitHere46","View#post(Runnable)"
