"1splitHere46","22907583splitHere46","myClass.var = var;<newline46mondego>var = v;<newline46mondego>"
"146splitHere46","22912575splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Font;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import javax.swing.JButton;<newline46mondego>import javax.swing.JDialog;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego>import javax.swing.Timer;<newline46mondego>import javax.swing.border.EmptyBorder;<newline46mondego><newline46mondego>public class CountDownTimer {<newline46mondego>    public CountDownTimer() {<newline46mondego>        final JFrame frame = new JFrame();<newline46mondego>        JButton button = new JButton(<doubleQuotes46>Open Dilaog<doubleQuotes46>);<newline46mondego>        button.addActionListener(new ActionListener(){<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                new CountDownTimerDialog(frame, true, 5);<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        frame.add(button);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationRelativeTo(null);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    private class CountDownTimerDialog extends JDialog {<newline46mondego>        private int count;<newline46mondego><newline46mondego>        public CountDownTimerDialog(JFrame parent, boolean modal, int seconds) {<newline46mondego>            super(parent, modal);<newline46mondego>            count = seconds;<newline46mondego>            final JLabel countLabel = new JLabel(String.valueOf(seconds), JLabel.CENTER);<newline46mondego>            countLabel.setFont(new Font(<doubleQuotes46>impact<doubleQuotes46>, Font.PLAIN, 36));<newline46mondego>            JLabel message = new JLabel(<doubleQuotes46>Wait to Start Game<doubleQuotes46>);<newline46mondego>            message.setFont(new Font(<doubleQuotes46>verdana<doubleQuotes46>, Font.BOLD, 20));<newline46mondego><newline46mondego>            JPanel wrapper = new JPanel(new BorderLayout());<newline46mondego>            wrapper.setBorder(new EmptyBorder(10, 10, 10, 10));<newline46mondego>            wrapper.add(countLabel);<newline46mondego>            wrapper.add(message, BorderLayout.SOUTH);<newline46mondego>            add(wrapper);<newline46mondego><newline46mondego>            Timer timer = new Timer(1000, new ActionListener(){<newline46mondego>                public void actionPerformed(ActionEvent e) {<newline46mondego>                    if (count == -1) {<newline46mondego>                        dispose();<newline46mondego>                    } else {<newline46mondego>                        countLabel.setText(String.valueOf(count));<newline46mondego>                        count--;<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            });<newline46mondego>            timer.setInitialDelay(0);<newline46mondego>            timer.start();<newline46mondego><newline46mondego>            pack();<newline46mondego>            setLocationRelativeTo(parent);<newline46mondego>            setVisible(true);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable(){<newline46mondego>            public void run() {<newline46mondego>                new CountDownTimer();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"147splitHere46","22912589splitHere46","interface Callable {<newline46mondego>    void call(Data d);<newline46mondego>}<newline46mondego><newline46mondego>class MyThread implements Runnable{<newline46mondego>    Callable callable;<newline46mondego><newline46mondego>    public MyThread(Callable c){<newline46mondego>        callable = c;<newline46mondego>    }<newline46mondego>    void run(){<newline46mondego>        while(true){<newline46mondego>             callable.call(//pass your data);<newline46mondego>             //sleep 10 minutes<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"148splitHere46","22912589splitHere46","MyThread t = new MyThread(new Callable(){<newline46mondego>    void call(Data d){<newline46mondego>        //process data here<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"149splitHere46","22912847splitHere46","collect"
"150splitHere46","22912847splitHere46","Stream"
"151splitHere46","22912847splitHere46","filter()"
"152splitHere46","22912847splitHere46","limit()"
"153splitHere46","22912847splitHere46","forEach()"
"154splitHere46","22912847splitHere46","collect()"
"155splitHere46","22912847splitHere46","count()"
"156splitHere46","22912847splitHere46","limit()"
"157splitHere46","22912847splitHere46","limit()"
"158splitHere46","22912847splitHere46","step X > step Y > step Z"
"159splitHere46","22912847splitHere46","[a, b, c]"
"160splitHere46","22912847splitHere46","a"
"161splitHere46","22912847splitHere46","a"
"162splitHere46","22912847splitHere46","b"
"163splitHere46","22912847splitHere46","collect"
"164splitHere46","22912847splitHere46","collect"
"165splitHere46","22913075splitHere46","target/main/java/"
"166splitHere46","22913075splitHere46","target/test/java/"
"167splitHere46","22913075splitHere46","target"
"168splitHere46","22913075splitHere46","generated/src/main/java/"
"169splitHere46","22913075splitHere46","generated/src/test/java/"
"170splitHere46","22913075splitHere46","generated/src/main/resources/"
"171splitHere46","22913075splitHere46","generated"
"172splitHere46","22913075splitHere46","generated"
"173splitHere46","22913075splitHere46","src/main/generated-java"
"174splitHere46","22913075splitHere46","myproject-generated-1.0.3.jar"
"175splitHere46","22913075splitHere46","src/main/java"
"176splitHere46","22913126splitHere46","struct Node {<newline46mondego>  1: string hostName,<newline46mondego>  2: string serviceName,<newline46mondego>}<newline46mondego><newline46mondego>struct Nodes {<newline46mondego>  1: map<Node, i32>  allNodes<newline46mondego>}<newline46mondego><newline46mondego>service ManagementService {<newline46mondego>  /** registers a node to a server, returning the port used */<newline46mondego>  i32 RegisterNode(1 : Node hostAndService, 2 : i32 preferredPort)<newline46mondego><newline46mondego>  /** lists all the services available at the moment. <newline46mondego>      Optionally specify host and/or service name to narrow the search */<newline46mondego>  Nodes GetNodes(1: string host, 2: string service)<newline46mondego>}<newline46mondego>"
"177splitHere46","22913126splitHere46","RegisterNode()"
"178splitHere46","22913126splitHere46","GetNodes()"
"179splitHere46","22913126splitHere46","public static class ManagementServiceHandler implements ManagementService.Iface {<newline46mondego><newline46mondego>    private Map<Node,int> nodes;<newline46mondego><newline46mondego>    public ManagementServiceHandler() <newline46mondego>    {<newline46mondego>        nodes = new Map<Node,int>()<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * registers a node to a server, returning the port used<newline46mondego>     */<newline46mondego>    public int RegisterNode(Node hostAndService, int preferredPort) {<newline46mondego>        int port = preferredPort;<newline46mondego>        // TODO: check whether port can be used<newline46mondego>        nodes.Add( hostAndService, port);<newline46mondego>        return port;    <newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * lists all the services available at the moment.<newline46mondego>     * Optionally specify host and/or service name to narrow the search<newline46mondego>     */<newline46mondego>    public Nodes GetNodes(String host, String svcname)  {<newline46mondego>        var Nodes retval = new Nodes();<newline46mondego>        retval.allNodes = new Map<Node,int>();<newline46mondego><newline46mondego>        for( var node : nodes) {<newline46mondego>            if( (host.isEmpty() || (host == node.key.host)) {<newline46mondego>                if( (svcname.isEmpty() || (svcname == node.key.serviceName)) {<newline46mondego>                    retval.allNodes.add(node)<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        return retval;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"180splitHere46","22913158splitHere46","ListActivity"
"181splitHere46","22913158splitHere46","onItemClickListener"
"182splitHere46","22913158splitHere46","onListItemClick(ListView l, View v, int position, long id)"
"183splitHere46","22913158splitHere46","onListItemClick"
"184splitHere46","22913158splitHere46","@Override<newline46mondego>protected void onListItemClick(ListView l, View v, int position, long id) {<newline46mondego>    Intent i = new Intent(this, single_list_item_view.class);     <newline46mondego>    HashMap<String, String> itemPressed = (HashMap<String, String>)l.getItemAtPosition(position); <newline46mondego>    String vehicleType = itemPressed.get(TAG_VTYPE);   <newline46mondego>     i.putExtra(<doubleQuotes46>TAG_VTYPE<doubleQuotes46>, vehicleType); <newline46mondego>     startActivity(i); <newline46mondego>}<newline46mondego>"
"185splitHere46","22913230splitHere46","<%<newline46mondego>    HashMap<Integer,String> hm =new HashMap<Integer,String>();<newline46mondego>    hm.put(1,<doubleQuotes46>abc<doubleQuotes46>);<newline46mondego>    hm.put(2,<doubleQuotes46>def<doubleQuotes46>);<newline46mondego>    hm.put(3,<doubleQuotes46>ghi<doubleQuotes46>);<newline46mondego><newline46mondego>     for(int i=1;i<hm.size();i++){<newline46mondego>%><newline46mondego>      <option value=<doubleQuotes46><%= i%><doubleQuotes46>><%= hm.get(i) %></option><newline46mondego><% } %><newline46mondego>"
"186splitHere46","22913235splitHere46","android-support-v4.jar"
"187splitHere46","22913235splitHere46","sdk/extras/android/support/v4/android-support-v4.jar"
"188splitHere46","22913245splitHere46","true"
"189splitHere46","22913245splitHere46","false"
"190splitHere46","22913245splitHere46","1"
"191splitHere46","22913245splitHere46","0"
"192splitHere46","22913245splitHere46","public static void main(String[] args) {<newline46mondego>    System.out.println(<doubleQuotes46>P\tQ\tAND\tOR\tXOR\tNOT(p)<doubleQuotes46>);<newline46mondego><newline46mondego>    printTable(true, true);<newline46mondego>    printTable(true, false);<newline46mondego>    printTable(false, true);<newline46mondego>    printTable(false, false);<newline46mondego>}<newline46mondego><newline46mondego>private static void printTable(final boolean p, final boolean q) {<newline46mondego>    System.out.printf(<doubleQuotes46>%s\t<doubleQuotes46>, p    ? <doubleQuotes46>1<doubleQuotes46> : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>    System.out.printf(<doubleQuotes46>%s\t<doubleQuotes46>, q    ? <doubleQuotes46>1<doubleQuotes46> : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>    System.out.printf(<doubleQuotes46>%s\t<doubleQuotes46>, p&&q ? <doubleQuotes46>1<doubleQuotes46> : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>    System.out.printf(<doubleQuotes46>%s\t<doubleQuotes46>, p||q ? <doubleQuotes46>1<doubleQuotes46> : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>    System.out.printf(<doubleQuotes46>%s\t<doubleQuotes46>, p^q  ? <doubleQuotes46>1<doubleQuotes46> : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>    System.out.printf(<doubleQuotes46>%s\t<doubleQuotes46>, !p   ? <doubleQuotes46>1<doubleQuotes46> : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>    System.out.printf(<doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"193splitHere46","22913245splitHere46","P       Q       AND     OR      XOR     NOT (p)<newline46mondego>1       1       1       1       0       0   <newline46mondego>1       0       0       1       1       0   <newline46mondego>0       1       0       1       1       1   <newline46mondego>0       0       0       0       0       1   <newline46mondego>"
"194splitHere46","22913349splitHere46","public   funktionen_haupt(){<newline46mondego>}<newline46mondego>public   funktionen_haupt(Context mContext,Activity mActivity){<newline46mondego>    this.mContext = mContext;<newline46mondego>    this.mActivity=mActivity;<newline46mondego>}<newline46mondego>"
"195splitHere46","22913554splitHere46","<H2>"
"196splitHere46","22913554splitHere46","<TABLE>"
"197splitHere46","22913554splitHere46","Jsoup.connect(yourUrl).parser(Parser.xmlParser()).get()<newline46mondego>"
"198splitHere46","22913599splitHere46","ChoiceFormat"
"199splitHere46","22913599splitHere46","ChoiceFormat(double[] limits, String[] formats)<newline46mondego>"
"200splitHere46","22913599splitHere46","ChoiceFormat"
"201splitHere46","22913599splitHere46","ChoiceFormat"
"202splitHere46","22913826splitHere46","A.super.method();<newline46mondego>"
"203splitHere46","22913826splitHere46","TypeName . super . [TypeArguments] Identifier"
"204splitHere46","22913826splitHere46","TypeName"
"205splitHere46","22913826splitHere46","TypeName"
"206splitHere46","22913826splitHere46","T"
"207splitHere46","22913826splitHere46","T"
"208splitHere46","22913826splitHere46","TypeName"
"209splitHere46","22913826splitHere46","I"
"210splitHere46","22913969splitHere46","WatchService watcher = FileSystems.getDefault().newWatchService();<newline46mondego>Path dir = ...;<newline46mondego>try {<newline46mondego>    WatchKey key = dir.register(watcher, ENTRY_MODIFY);<newline46mondego>} catch (IOException x) {<newline46mondego>    System.err.println(x);<newline46mondego>}<newline46mondego>"
"211splitHere46","22913969splitHere46","for (;;) {<newline46mondego>  //wait for key to be signaled<newline46mondego>  WatchKey key;<newline46mondego>  try {<newline46mondego>    key = watcher.take();<newline46mondego>  } catch (InterruptedException x) {<newline46mondego>    return;<newline46mondego>  }<newline46mondego><newline46mondego>for (WatchEvent<?> event: key.pollEvents()) {<newline46mondego>  WatchEvent.Kind<?> kind = event.kind();<newline46mondego>  if (kind == OVERFLOW) {<newline46mondego>      continue;<newline46mondego>  }<newline46mondego>...<newline46mondego>}<newline46mondego>"
