"1splitHere46","5227861splitHere46","for (SearchResult result : docSearch)  {<newline46mondego>  if (iter2 >= 50) break;<newline46mondego><newline46mondego>  //do stuff<newline46mondego>  iter2 += 1;<newline46mondego>}<newline46mondego>"
"146splitHere46","5232738splitHere46","try { <newline46mondego>    // if new IndexSearcher throws, searcher will not be initialized, and doesn't need a close. The catch below takes care of reporting the error.<newline46mondego>    final IndexSearcher searcher = new IndexSearcher(index.getDirectory(),true);<newline46mondego>    try {<newline46mondego>        searcher.search(query, new HitCollector() {<newline46mondego>                public void collect(int doc, float score) {<newline46mondego>                    try {<newline46mondego>                        resultWorker.add(new ProcessDocument(searcher.doc(doc)));<newline46mondego>                    } catch (CorruptIndexException e) {<newline46mondego>                        log.error(<doubleQuotes46>Corrupt index found during search<doubleQuotes46>, e);<newline46mondego>                    } catch (IOException e) {<newline46mondego>                        log.error(<doubleQuotes46>Error during search<doubleQuotes46>, e);<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            });<newline46mondego>    } finally {<newline46mondego>        searcher.close();<newline46mondego>    }<newline46mondego>} catch (CorruptIndexException e) {<newline46mondego>    log.error(<doubleQuotes46>Corrupt index found during search<doubleQuotes46>, e);<newline46mondego>} catch (IOException e) {<newline46mondego>    log.error(<doubleQuotes46>Error during search<doubleQuotes46>, e);<newline46mondego>} finally {<newline46mondego>}<newline46mondego>"
"147splitHere46","5232820splitHere46","private static final String XML_SCHEMA_LOCATION = getPath(<doubleQuotes46>/ConvertMessageProtocol.xsd<doubleQuotes46>);<newline46mondego><newline46mondego>public static String getPath(String path){<newline46mondego>  return UtilityClass.class.getResource(path).toString();<newline46mondego>}<newline46mondego>"
"148splitHere46","5232820splitHere46","/"
"149splitHere46","5232905splitHere46","public class ServerClientSocket extends ServerSocket {<newline46mondego>  public ClientSocket accept() throws IOException {<newline46mondego>  if (isClosed())<newline46mondego>    throw new SocketException(<doubleQuotes46>Socket is closed<doubleQuotes46>);<newline46mondego>  if (!isBound())<newline46mondego>    throw new SocketException(<doubleQuotes46>Socket is not bound yet<doubleQuotes46>);<newline46mondego>  ClientSocket s = new ClientSocket((SocketImpl) null);<newline46mondego>  implAccept(s);<newline46mondego>  return s;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"150splitHere46","5232946splitHere46","request.setAttribute()"
"151splitHere46","5232946splitHere46","servletContext.setAttribute()"
"152splitHere46","5232946splitHere46","response.sendRedirect()"
"153splitHere46","5232946splitHere46","session.setAttribute()"
"154splitHere46","5232954splitHere46","<appender name=<doubleQuotes46>FILE<doubleQuotes46> class=<doubleQuotes46>org.jboss.logging.appender.DailyRollingFileAppender<doubleQuotes46>><newline46mondego>.<newline46mondego>.<newline46mondego>.<newline46mondego><param name=<doubleQuotes46>Threshold<doubleQuotes46> value=<doubleQuotes46>WARN<doubleQuotes46>/> <!-- Note WARN here --> <newline46mondego>"
"155splitHere46","5233052splitHere46","System.console()"
"156splitHere46","5233052splitHere46","System.in"
"157splitHere46","5233118splitHere46","document.createCDATASection(<doubleQuotes46>foo<doubleQuotes46>);<newline46mondego>"
"158splitHere46","5233180splitHere46","StackTraceElement s = Thread.currentThread().getStackTrace()[1];<newline46mondego>System.out.printf(<doubleQuotes46>%s.%s(%s:%s)%n<doubleQuotes46>, s.getClassName(), s.getMethodName(),<newline46mondego>            s.getFileName(), s.getLineNumber());<newline46mondego>"
"159splitHere46","5233180splitHere46","org.eclipse.ui.console.IPatternMatchListenerDelegate"
"160splitHere46","5233180splitHere46","org.eclipse.ui.console.consolePatternMatchListeners"
"161splitHere46","5233180splitHere46","org.eclipse.jdt.debug.ui"
"162splitHere46","5233180splitHere46","plugin.xml"
"163splitHere46","5233697splitHere46","BasicX509Credential"
"164splitHere46","5233697splitHere46","org.opensaml.xml.security.x509.BasicX509Credential"
"165splitHere46","5233697splitHere46","PrivateKey"
"166splitHere46","5233697splitHere46","credential.setPrivateKey()"
"167splitHere46","5233697splitHere46","PrivateKey"
"168splitHere46","5233697splitHere46","openssl pkcs8 -topk8 -nocrypt -outform DER < D:\host.key > D:\host.pk8<newline46mondego>"
"169splitHere46","5233697splitHere46","RandomAccessFile raf = new RandomAccessFile(<doubleQuotes46>d:\\host.pk8<doubleQuotes46>, <doubleQuotes46>r<doubleQuotes46>);<newline46mondego>byte[] buf = new byte[(int)raf.length()];<newline46mondego>raf.readFully(buf);<newline46mondego>raf.close();<newline46mondego>PKCS8EncodedKeySpec kspec = new PKCS8EncodedKeySpec(buf);<newline46mondego>KeyFactory kf = KeyFactory.getInstance(<doubleQuotes46>RSA<doubleQuotes46>);<newline46mondego>PrivateKey privKey = kf.generatePrivate(kspec);<newline46mondego>"
"170splitHere46","5233697splitHere46","PrivateKey"
"171splitHere46","5233697splitHere46","openssl"
"172splitHere46","5233697splitHere46","-nocrypt"
"173splitHere46","5233707splitHere46","@ValidAttributes<newline46mondego>public class MyClass {<newline46mondego>...<newline46mondego>}<newline46mondego>"
"174splitHere46","5233761splitHere46","xs:dateTime"
"175splitHere46","5233761splitHere46","DateFormat"
"176splitHere46","5233761splitHere46","DateFormat format = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd'T'HH:mm:ss<doubleQuotes46>);<newline46mondego>String dateString = format.format(date);<newline46mondego>"
"177splitHere46","5233761splitHere46","DateFormat df = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd<doubleQuotes46>);<newline46mondego>DateFormat tf = new SimpleDateFormat(<doubleQuotes46>HH:mm:ss<doubleQuotes46>);<newline46mondego>String dateString = df.format(date);<newline46mondego>String timeString = tf.format(date);<newline46mondego>"
"178splitHere46","5233988splitHere46","executor.schedule(new RequestProgressRunnable(), 5000, TimeUnit.MILLISECONDS);<newline46mondego><newline46mondego>class RequestProgressRunnable implements Runnable {<newline46mondego>    private int count = 0;<newline46mondego>    public void run() {<newline46mondego>        // do stuff<newline46mondego><newline46mondego>        // Increment progress value<newline46mondego>        progressValue += 10;<newline46mondego><newline46mondego>        // Check progress value<newline46mondego>        if (progressValue < 100)<newline46mondego>            executor.schedule(this, 5000, TimeUnit.MILLISECONDS);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"179splitHere46","5234013splitHere46","<doubleQuotes46>(\\+|\\*|/|\\-|\\^|\\!|_|([0-9]*\\.?[0-9]+))<doubleQuotes46><newline46mondego>"
"180splitHere46","5234030splitHere46","Activity.onCreate(Bundle)"
"181splitHere46","5234030splitHere46","if(savedInstanceState != null && !savedInstanceState.isEmpty()){<newline46mondego>     Players = (Player[]) savedInstanceState.getParcelableArray(<doubleQuotes46>LastPlayerState<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"182splitHere46","5234156splitHere46","String url = <doubleQuotes46>http://example.com/servlet?score=<doubleQuotes46> + score + <doubleQuotes46>&name=<doubleQuotes46> + URLEncoder.encode(name, <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>// Connect the URL.<newline46mondego>"
"183splitHere46","5234156splitHere46","int score = Integer.parseInt(request.getParameter(<doubleQuotes46>score<doubleQuotes46>));<newline46mondego>String name = request.getParameter(<doubleQuotes46>name<doubleQuotes46>);<newline46mondego>// Save them in DB.<newline46mondego>"
"184splitHere46","5234160splitHere46","String"
"185splitHere46","5234160splitHere46","String"
"186splitHere46","5234160splitHere46","String"
"187splitHere46","5234160splitHere46","StringBuilder"
"188splitHere46","5234160splitHere46","append(..)"
"189splitHere46","5234160splitHere46","StringBuilder sb = new StringBuilder();<newline46mondego>for (int i = 0; i < 500; i ++) {<newline46mondego>    sb.append(i);<newline46mondego>}<newline46mondego>"
"190splitHere46","5234160splitHere46","str += i"
"191splitHere46","5234160splitHere46","String d = a + b + c"
"192splitHere46","5234160splitHere46","String d = new StringBuilder(a).append(b).append(c).toString();<newline46mondego>"
"193splitHere46","5234160splitHere46","StringBuffer"
"194splitHere46","5234160splitHere46","StringBuilder"
"195splitHere46","5234160splitHere46","StringBuilder"
"196splitHere46","5234160splitHere46","StringBuffer"
"197splitHere46","5234217splitHere46","HttpServletRequest.getHeader(<doubleQuotes46>Referer<doubleQuotes46>)<newline46mondego>"
"198splitHere46","5234262splitHere46","for(a=0; a<filename; a++)<newline46mondego>   {<newline46mondego>     try{<newline46mondego>       Scanner s = new Scanner(file);<newline46mondego>     }catch{FileNotFoundException e){ <newline46mondego>      // handle the exception<newline46mondego>     }<newline46mondego>   }<newline46mondego>"
"199splitHere46","5234344splitHere46","<newline46mondego>"
"200splitHere46","5234344splitHere46","<BR>"
"201splitHere46","5234344splitHere46","<br />"
"202splitHere46","5234344splitHere46","String str = <doubleQuotes46>ab <newline46mondego> cd <newline46mondego> 12<doubleQuotes46>;<newline46mondego>String res = str.replaceAll( <doubleQuotes46>^(.*)<newline46mondego>(.*)$<doubleQuotes46>, <doubleQuotes46>$1$2<doubleQuotes46> );<newline46mondego>// res = <doubleQuotes46>ab <newline46mondego> cd 12<doubleQuotes46><newline46mondego>"
"203splitHere46","5234914splitHere46","reponse.setHeader(<doubleQuotes46>Content-disposition<doubleQuotes46>,<newline46mondego>                  <doubleQuotes46>attachment; filename=<doubleQuotes46> +<newline46mondego>                  <doubleQuotes46>Example.png<doubleQuotes46>);<newline46mondego>"
"204splitHere46","5234914splitHere46","request.getRequestDispatcher(<doubleQuotes46>/images/background.png<doubleQuotes46>).forward(request,response);<newline46mondego>"
"205splitHere46","5234914splitHere46","bytes"
"206splitHere46","5235080splitHere46","public void insertRow(int row, Physical_Package rowData)     <newline46mondego>{<newline46mondego>         modelData.add(row-1, rowData);<newline46mondego>         fireTableRowsInserted(row, row);<newline46mondego>         this.fireTableDataChanged();<newline46mondego>} <newline46mondego>"
"207splitHere46","5235283splitHere46","File f = new File(<doubleQuotes46>folder<doubleQuotes46>);<newline46mondego>FilenameFilter f2 = new FilenameFilter() {<newline46mondego>public boolean accept(File dir, String filename) {<newline46mondego>return filename.endsWith(<doubleQuotes46>zip<doubleQuotes46>);<newline46mondego>}<newline46mondego>};<newline46mondego>if (f.list(f2).length > 0) {<newline46mondego>// there's a zip file in there..<newline46mondego>}<newline46mondego>"
"208splitHere46","5235298splitHere46","getResources().getXml(R.xml.list);<newline46mondego>"
"209splitHere46","5235322splitHere46","SchemaFactory sf = SchemaFactory.newInstance(XMLConstants.W3C_XML_SCHEMA_NS_URI); <newline46mondego>URL schemaURL = // The URL to your XML Schema; <newline46mondego>Schema schema = sf.newSchema(schemaURL); <newline46mondego>Validator validator = schema.newValidator();<newline46mondego>DOMSource source = new DOMSource(xmlDOM);<newline46mondego>validator.validate(source);<newline46mondego>"
"210splitHere46","5235389splitHere46","mod_jk"
"211splitHere46","5235480splitHere46","function UTF8Bytes(const s: UTF8String): TArray;  <newline46mondego>begin  <newline46mondego>  SetLength(Result, Length(s)+1);  <newline46mondego>  if Length(Result)>0 then  <newline46mondego>    Move(s[1], Result[0], Length(s));  <newline46mondego>  Result[high(Result)] := 0;  <newline46mondego>end;<newline46mondego>"
"212splitHere46","5235480splitHere46","TArray"
"213splitHere46","5235480splitHere46","S := 'abcd';<newline46mondego>res := UTF8Bytes(S);<newline46mondego>send(socket, res, sizeof(res), 0);<newline46mondego>send(socket, res, sizeof(res), 0);<newline46mondego>"
"214splitHere46","5235480splitHere46","byte bytesTest[] = new byte[10000];<newline46mondego>byte bytes[] = new byte[is.read(bytesTest)];<newline46mondego>is.read(bytes);<newline46mondego>"
"215splitHere46","5235480splitHere46","bytesTest"
"216splitHere46","5235480splitHere46","bytes"
"217splitHere46","5235480splitHere46","bytes"
"218splitHere46","5235947splitHere46","int reply = JOptionPane.showConfirmDialog(null, <doubleQuotes46>Are you sure you want to close?<doubleQuotes46>, <doubleQuotes46>Close?<doubleQuotes46>,  JOptionPane.YES_NO_OPTION);<newline46mondego>if (reply == JOptionPane.YES_OPTION)<newline46mondego>{<newline46mondego>   System.exit(0);<newline46mondego>}<newline46mondego>"
"219splitHere46","5235969splitHere46","beginTransaction()"
"220splitHere46","5235969splitHere46","allStatisticItemsInDB()"
"221splitHere46","5235969splitHere46","Session session = HibernateUtil.getSessionFactory().getCurrentSession();<newline46mondego>Transaction tx = session.beginTransaction();<newline46mondego>for(PersistableStatisticItem item:<newline46mondego>    session.createQuery(<doubleQuotes46>FROM PersistableStatisticItem item<doubleQuotes46>).list()) {<newline46mondego>    session.delete(item);<newline46mondego>}<newline46mondego>session.flush();<newline46mondego>assert session.createQuery(<doubleQuotes46>FROM PersistableStatisticItem item<doubleQuotes46>).list().size() == 0;<newline46mondego>tx.commit();<newline46mondego>"
