"1splitHere46","11522953splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><faces-config<newline46mondego>        xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>        xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>        xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<newline46mondego>            http://java.sun.com/xml/ns/javaee/web-facesconfig_2_0.xsd<doubleQuotes46><newline46mondego>        version=<doubleQuotes46>2.0<doubleQuotes46>><newline46mondego><newline46mondego>    <!-- JSF and Spring are integrated --><newline46mondego>    <application><newline46mondego>        <el-resolver><newline46mondego>            org.springframework.web.jsf.el.SpringBeanFacesELResolver<newline46mondego>        </el-resolver><newline46mondego>    </application><newline46mondego><newline46mondego>    <!-- configuration of navigation rules --><newline46mondego>    <navigation-rule><newline46mondego>        <from-view-id>pages/index.xhtml</from-view-id><newline46mondego>        <navigation-case><newline46mondego>            <from-outcome>success</from-outcome><newline46mondego>            <to-view-id>pages/success.xhtml</to-view-id><newline46mondego>        </navigation-case><newline46mondego>        <navigation-case><newline46mondego>            <from-outcome>error</from-outcome><newline46mondego>            <to-view-id>pages/error.xhtml</to-view-id><newline46mondego>        </navigation-case><newline46mondego>    </navigation-rule><newline46mondego><newline46mondego></faces-config><newline46mondego>"
"745splitHere46","11544034splitHere46","Log.e(KnowUrStuffApp.TAG,<doubleQuotes46>KusDBHelper.onCreate: <doubleQuotes46> + e.getLocalizedMessage());           <newline46mondego>db.endTransaction();<newline46mondego>throw new RunrimeException(e); // Add the checked exception as the cause!<newline46mondego>"
"746splitHere46","11544096splitHere46","DatePicker"
"747splitHere46","11544096splitHere46","android:startYear"
"748splitHere46","11544096splitHere46","android:endYear"
"749splitHere46","11544096splitHere46","DatePicker"
"750splitHere46","11544096splitHere46","android:startYear"
"751splitHere46","11544096splitHere46","android:endYear"
"752splitHere46","11544096splitHere46","android:minDate"
"753splitHere46","11544096splitHere46","android:maxDate"
"754splitHere46","11544096splitHere46","OnDateChangedListener"
"755splitHere46","11544096splitHere46","public class MyActivity extends Activity<newline46mondego>{<newline46mondego>    /** Called when the activity is first created. */<newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState)<newline46mondego>    {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.main);<newline46mondego>        DatePicker datePicker = (DatePicker) findViewById(R.id.date);<newline46mondego><newline46mondego>        final int MIN_YEAR = 2011;<newline46mondego>        final int MAX_YEAR = 2011;<newline46mondego><newline46mondego>        datePicker.init(MIN_YEAR /* initial year */,<newline46mondego>                        01 /* initial month of year */,<newline46mondego>                        01 /* initial day of month */,<newline46mondego>                new DatePicker.OnDateChangedListener() {<newline46mondego>                    @Override<newline46mondego>                    public void onDateChanged(DatePicker datePicker,<newline46mondego>                                              int year,<newline46mondego>                                              int monthOfYear,<newline46mondego>                                              int dayOfMonth) {<newline46mondego><newline46mondego>                        // Override changing year to anything different from outside the range <MIN_YEAR, MAX_YEAR><newline46mondego>                        if (year < MIN_YEAR) {<newline46mondego>                            datePicker.updateDate(MIN_YEAR, monthOfYear, dayOfMonth);<newline46mondego>                        } else if (year > MAX_YEAR) {<newline46mondego>                            datePicker.updateDate(MAX_YEAR, monthOfYear, dayOfMonth);<newline46mondego>                        }<newline46mondego>                    }<newline46mondego><newline46mondego>                });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"756splitHere46","11544127splitHere46","ComponentList"
"757splitHere46","11544127splitHere46","updateAll(deltaTime)"
"758splitHere46","11544240splitHere46","// your code<newline46mondego>String paragraph = buffer.readLine();<newline46mondego>outputStream.println(paragraph);<newline46mondego>int j;<newline46mondego>for (j = 1; j<lines; j++) {<newline46mondego>     paragraph = buffer.readLine();<newline46mondego>     outputStream.println(paragraph);    <newline46mondego> }<newline46mondego>"
"759splitHere46","11544240splitHere46","// better code<newline46mondego>String paragraph;<newline46mondego>int j;<newline46mondego>for (j = 0; j<lines; j++) {<newline46mondego>     paragraph = buffer.readLine();<newline46mondego>     outputStream.println(paragraph);    <newline46mondego>}<newline46mondego>"
"760splitHere46","11544240splitHere46","// your code - not working<newline46mondego>outputStream.close();<newline46mondego>for (int k=1; k<lines; k++) {<newline46mondego>      paragraph = buffer.readLine();<newline46mondego>      total = countLetters (paragraph, 'A');<newline46mondego>"
"761splitHere46","11544240splitHere46","paragraph = buffer.readLine();"
"762splitHere46","11544240splitHere46","BufferedReader fileReader = new BufferedReader(new FileReader(new File(<doubleQuotes46>par.txt<doubleQuotes46>)));<newline46mondego><newline46mondego>String allCharacters = <doubleQuotes46>abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ<doubleQuotes46>;<newline46mondego>String aLineInFile;<newline46mondego><newline46mondego>// Read the file that was written earlier (whose content comes from user input)<newline46mondego>// This while loop will go through line-by-line in the file<newline46mondego>while((aLineInFile = fileReader.readLine()) != null)<newline46mondego>{<newline46mondego>      // For every line in the file, count number of occurrences of characters  <newline46mondego>      // This loop goes through every character (a-z and A-Z)  <newline46mondego>      for(int i = 0; i < allCharacters.length(); i++)<newline46mondego>      {<newline46mondego>            // For each single character, check the number of occurrences in the current line<newline46mondego>            String charToLookAt = String.valueOf(allCharacters.charAt(i));<newline46mondego>            int numOfCharOccurancesInLine = countLetters (aLineInFile, charToLookAt);<newline46mondego><newline46mondego>            System.out.println(<doubleQuotes46>For line: <doubleQuotes46> + aLineInFile + <doubleQuotes46>, Character: <doubleQuotes46> + charToLookAt + <doubleQuotes46> appears: <doubleQuotes46> + numOfCharOccurancesInLine + <doubleQuotes46> times <doubleQuotes46> );<newline46mondego>      }         <newline46mondego>}<newline46mondego>"
"763splitHere46","11544277splitHere46","new MyOutputStream(super.getOutputStream())"
"764splitHere46","11544277splitHere46","super.getOutputStream()"
"765splitHere46","11544277splitHere46","private class MyOutputStream extends OutputStream {<newline46mondego>    private long written = 0;<newline46mondego>    private OutputStream inner;<newline46mondego>    public MyOutputStream(OutputStream inner) {<newline46mondego>        this.inner = inner;<newline46mondego>    }<newline46mondego>    public void close() {<newline46mondego>        inner.close();<newline46mondego>        updateTotals();<newline46mondego>    }<newline46mondego>    public void flush() {<newline46mondego>        inner.flush();<newline46mondego>    }<newline46mondego>    public void write(byte[] b) {<newline46mondego>        write(b, 0, b.length);<newline46mondego>    }<newline46mondego>    public void write(byte[] b, int off, int len) {<newline46mondego>        inner.write(b, off, len);<newline46mondego>        written += len;<newline46mondego>    }<newline46mondego>    public abstract void write(int b) {<newline46mondego>        written ++;<newline46mondego>        inner.write(b);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"766splitHere46","11544474splitHere46","hibernate.bytecode.provider=javassist<newline46mondego>"
"767splitHere46","11544474splitHere46","-Dhibernate.bytecode.provider=javassist"
"768splitHere46","11544537splitHere46","KeyvalueTextInputFormat"
"769splitHere46","11544537splitHere46","TextInputFormat"
"770splitHere46","11544537splitHere46","TextInputFormat"
"771splitHere46","11544537splitHere46","<LongWritable, Text>"
"772splitHere46","11544537splitHere46","<Text, Text, ?, ?>"
"773splitHere46","11544537splitHere46","LongWritable"
"774splitHere46","11544537splitHere46","TextInputFormat"
"775splitHere46","11544537splitHere46","Text"
"776splitHere46","11544537splitHere46","KeyvalueTextInputFormat"
"777splitHere46","11544537splitHere46","<LongWritable, Text, ?, ?>"
"778splitHere46","11544745splitHere46","import java.util.*;<newline46mondego><newline46mondego>public class Main {<newline46mondego>public static void main(String[] args){<newline46mondego>    List<String> data = Arrays.asList(<doubleQuotes46>/foo<doubleQuotes46>, <doubleQuotes46>/bar<doubleQuotes46>, <doubleQuotes46>/foo/admin<doubleQuotes46>, <doubleQuotes46>/foo/cust<doubleQuotes46>, <doubleQuotes46>/bar/erp<doubleQuotes46>, <doubleQuotes46>/bar/erp/call<doubleQuotes46>, <doubleQuotes46>/foo/cust/profile<doubleQuotes46>);<newline46mondego><newline46mondego>    // order by path<newline46mondego>    Collections.sort(data, new Comparator<String>(){<newline46mondego>        @Override public int compare(String o1, String o2) {<newline46mondego>            return o1.compareTo(o2);<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    for (String s : data){<newline46mondego>        int length = s.split(<doubleQuotes46>/<doubleQuotes46>).length - 1; // -1 means.. without empty string<newline46mondego>        for (int i=0; i< length; i++){<newline46mondego>            System.out.print(<doubleQuotes46>-- <doubleQuotes46>);<newline46mondego>        }<newline46mondego>        System.out.println(s);<newline46mondego>    }<newline46mondego>}   <newline46mondego>}<newline46mondego>"
"779splitHere46","11544745splitHere46","-- /bar<newline46mondego>-- -- /bar/erp<newline46mondego>-- -- -- /bar/erp/call<newline46mondego>-- /foo<newline46mondego>-- -- /foo/admin<newline46mondego>-- -- /foo/cust<newline46mondego>-- -- -- /foo/cust/profile<newline46mondego>"
"780splitHere46","11544765splitHere46","FileLock"
"781splitHere46","11544765splitHere46","final Object lock = new Object();<newline46mondego><newline46mondego>public void write(...){<newline46mondego>  synchronized(lock){<newline46mondego>    // do writing<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"782splitHere46","11544765splitHere46","final ReentrantLock lock = new ReentrantLock();<newline46mondego><newline46mondego>public void write(...){<newline46mondego>  try {<newline46mondego>    lock.lock()<newline46mondego>    // do the writing<newline46mondego>  } finally {<newline46mondego>    // forget this and you're screwed<newline46mondego>    lock.unlock();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"783splitHere46","11544767splitHere46","return new AbstractList<Integer>();<newline46mondego>"
"784splitHere46","11544957splitHere46","logger = Logger.getLogger(getClass()); //log4j way of creating loggers<newline46mondego>"
"785splitHere46","11544957splitHere46","static"
"786splitHere46","11544957splitHere46","logger"
"787splitHere46","11544957splitHere46","private"
"788splitHere46","11544957splitHere46","protected"
"789splitHere46","11544957splitHere46","A"
"790splitHere46","11544957splitHere46","Logger"
"791splitHere46","11544957splitHere46","Logger"
"792splitHere46","11544957splitHere46","getLogger(getClass())"
"793splitHere46","11544976splitHere46","notify()"
"794splitHere46","11544976splitHere46","synchronized"
"795splitHere46","11544976splitHere46","synchronized"
"796splitHere46","11544976splitHere46","notify()"
"797splitHere46","11544976splitHere46","this.wait()"
"798splitHere46","11544976splitHere46","this.notify()"
"799splitHere46","11545027splitHere46","for (String header : conn.getRequestProperties().keySet()) {<newline46mondego>   if (header != null) {<newline46mondego>     for (String value : conn.getRequestProperties().get(header)) {<newline46mondego>        System.out.println(header + <doubleQuotes46>:<doubleQuotes46> + value);<newline46mondego>      }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"800splitHere46","11545027splitHere46","for (String header : conn.getHeaderFields().keySet()) {<newline46mondego>   if (header != null) {<newline46mondego>     for (String value : conn.getHeaderFields().get(header)) {<newline46mondego>        System.out.println(header + <doubleQuotes46>:<doubleQuotes46> + value);<newline46mondego>      }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"801splitHere46","11545060splitHere46","location"
"802splitHere46","11545060splitHere46","path"
"803splitHere46","11545060splitHere46",";"
"804splitHere46","11545060splitHere46",":"
"805splitHere46","11545060splitHere46","${pegaFuzzClassFiles}"
"806splitHere46","11545060splitHere46","${webScarabClassFiles}"
"807splitHere46","11545060splitHere46","${distDir}/package-pega-${DSTAMP}.jar"
"808splitHere46","11545060splitHere46","${distDir}/package-web-${DSTAMP}.jar"
"809splitHere46","11545060splitHere46","<pathelement path=<doubleQuotes46>…<doubleQuotes46>/>"
"810splitHere46","11545060splitHere46","<pathelement location=<doubleQuotes46>…<doubleQuotes46>/>"
"811splitHere46","11545060splitHere46","<fileset>"
"812splitHere46","11545060splitHere46","<classpath>"
"813splitHere46","11545060splitHere46","jar"
"814splitHere46","11545100splitHere46","SomeClass.this"
"815splitHere46","11545100splitHere46","getApplicationContext()"
"816splitHere46","11545100splitHere46","private Context mContext;"
"817splitHere46","11545100splitHere46","onCreate()"
"818splitHere46","11545100splitHere46","mContext = this;"
"819splitHere46","11545100splitHere46","SomeClass.this"
"820splitHere46","11545100splitHere46","mContext"
"821splitHere46","11545113splitHere46","RandomAccessFile"
"822splitHere46","11545113splitHere46","seek()"
"823splitHere46","11545113splitHere46","RandomAccessFile raf = new RandomAccessFile(file, <doubleQuotes46>r<doubleQuotes46>);<newline46mondego>raf.seek(400); // Goes to 400th byte.<newline46mondego>// ...<newline46mondego>"
"824splitHere46","11545137splitHere46","split"
"825splitHere46","11545137splitHere46","String[] words = sentence.split(<doubleQuotes46> <doubleQuotes46>); // splits on the space between words<newline46mondego><newline46mondego>for (int i = 0; i < words.length; i++) {<newline46mondego>    String word = words[i];<newline46mondego>    System.out.print(reverseWord(word));<newline46mondego><newline46mondego>    if (i < words.length-1) {<newline46mondego>        System.out.print(<doubleQuotes46> <doubleQuotes46>); // space after all words but the last<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"826splitHere46","11545137splitHere46","reverseWord"
"827splitHere46","11545137splitHere46","public String reverseWord(String word) {<newline46mondego>    for( int i = 0; i < word.length(); i++) {<newline46mondego>        stk.push(word.charAt(i));<newline46mondego>    }<newline46mondego>    return stk.empty();<newline46mondego>}<newline46mondego>"
"828splitHere46","11545137splitHere46","empty"
"829splitHere46","11545137splitHere46","public String empty() {<newline46mondego>    String stackWord = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    while (this.first != null)<newline46mondego>        stackWord += this.pop();<newline46mondego>    return stackWord;<newline46mondego>}<newline46mondego>"
"830splitHere46","11545137splitHere46","for( int i = 0; i < sentence.length(); i++) {<newline46mondego>    stk.push(sentence.charAt(i));<newline46mondego>}<newline46mondego>stk.empty();<newline46mondego>"
