"1splitHere46","17981343splitHere46","curl -v -X PUT -H <doubleQuotes46>Content-Type: text/uri-list<doubleQuotes46> \<newline46mondego>-d <doubleQuotes46>http://localhost:7070/study-spring-data/teacher/1<doubleQuotes46> http://localhost:7070/study-spring-data/course/123/teacher<newline46mondego>"
"172splitHere46","17986233splitHere46","class Sample {<newline46mondego> int a;<newline46mondego> int b;<newline46mondego><newline46mondego> Sample(int a, int b) {<newline46mondego>    this.a = a;<newline46mondego>    this.b = b;<newline46mondego> }<newline46mondego><newline46mondego> public int sum() {<newline46mondego>    return a + b;<newline46mondego> }<newline46mondego>}<newline46mondego><newline46mondego>public class Testing {<newline46mondego> public static void main(String[] args) {<newline46mondego>    Sample myTest = new Sample(1, 2);<newline46mondego>    int sum = myTest.sum();<newline46mondego>    System.out.println(sum);<newline46mondego> }<newline46mondego>}<newline46mondego>"
"173splitHere46","17986333splitHere46","FileOutputStream"
"174splitHere46","17986333splitHere46","response.getOutputStream()"
"175splitHere46","17986342splitHere46","Vertex ver = findVertex(s);<newline46mondego><newline46mondego>            if (ver == null)<newline46mondego>            {<newline46mondego>                ver = new Vertex(s);<newline46mondego>                this.vertices.add(ver);<newline46mondego>            }<newline46mondego><newline46mondego>            ver.edgeLength = scan.nextInt();<newline46mondego><newline46mondego>            from.connected.add(ver);<newline46mondego>"
"176splitHere46","17986453splitHere46","public class PDFTextReader<newline46mondego>{<newline46mondego>   static String pdftoText(String fileName) {<newline46mondego>        PDFParser parser;<newline46mondego>        String parsedText = null;<newline46mondego>        PDFTextStripper pdfStripper = null;<newline46mondego>        PDDocument pdDoc = null;<newline46mondego>        COSDocument cosDoc = null;<newline46mondego>        File file = new File(fileName);<newline46mondego>        if (!file.isFile()) {<newline46mondego>            System.err.println(<doubleQuotes46>File <doubleQuotes46> + fileName + <doubleQuotes46> does not exist.<doubleQuotes46>);<newline46mondego>            return null;<newline46mondego>        }<newline46mondego>        try {<newline46mondego>            parser = new PDFParser(new FileInputStream(file));<newline46mondego>        } catch (IOException e) {<newline46mondego>            System.err.println(<doubleQuotes46>Unable to open PDF Parser. <doubleQuotes46> + e.getMessage());<newline46mondego>            return null;<newline46mondego>        }<newline46mondego>        try {<newline46mondego>            parser.parse();<newline46mondego>            cosDoc = parser.getDocument();<newline46mondego>            pdfStripper = new PDFTextStripper();<newline46mondego>            pdDoc = new PDDocument(cosDoc);<newline46mondego>            parsedText = pdfStripper.getText(pdDoc);<newline46mondego>        } catch (Exception e) {<newline46mondego>            System.err<newline46mondego>                    .println(<doubleQuotes46>An exception occured in parsing the PDF Document.<doubleQuotes46><newline46mondego>                            + e.getMessage());<newline46mondego>        } finally {<newline46mondego>            try {<newline46mondego>                if (cosDoc != null)<newline46mondego>                    cosDoc.close();<newline46mondego>                if (pdDoc != null)<newline46mondego>                    pdDoc.close();<newline46mondego>            } catch (Exception e) {<newline46mondego>                e.printStackTrace();<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return parsedText;<newline46mondego>    }<newline46mondego>    public static void main(String args[]){<newline46mondego><newline46mondego>         try {<newline46mondego><newline46mondego>            String content = pdftoText(PDF_FILE_PATH);<newline46mondego><newline46mondego>            File file = new File(<doubleQuotes46>/sample/filename.txt<doubleQuotes46>);<newline46mondego><newline46mondego>            // if file doesnt exists, then create it<newline46mondego>            if (!file.exists()) {<newline46mondego>                file.createNewFile();<newline46mondego>            }<newline46mondego><newline46mondego>            FileWriter fw = new FileWriter(file.getAbsoluteFile());<newline46mondego>            BufferedWriter bw = new BufferedWriter(fw);<newline46mondego>            bw.write(content);<newline46mondego>            bw.close();<newline46mondego><newline46mondego>            System.out.println(<doubleQuotes46>Done<doubleQuotes46>);<newline46mondego><newline46mondego>        } catch (IOException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    } <newline46mondego>}<newline46mondego>"
"177splitHere46","17986472splitHere46","new ConcurrentHashMap<ProxyWeakReference<K>,V>();"
"178splitHere46","17986472splitHere46","public class ProxyWeakReference<K> extends WeakReference<K>{<newline46mondego>    public ProxyWeakReference(K o, ReferenceQueue<K> q)<newline46mondego>    {<newline46mondego>        super(o,q);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class SafeQueueMap<K,V>{<newline46mondego>    ConcurrentMap<WeakReference<K>,V> d=new ConcurrentHashMap<WeakReference<K>, V>();<newline46mondego>    ReferenceQueue<K> refQueue=new ReferenceQueue<K>();<newline46mondego><newline46mondego>    public void put(K k ,V v){<newline46mondego>        WeakReference<K> r=new ProxyWeakReference<K>(k,refQueue);<newline46mondego>        d.put((ProxyWeakReference<K>) r,v);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"179splitHere46","17986472splitHere46","ProxyWeakReference"
"180splitHere46","17986472splitHere46","WeakReference"
"181splitHere46","17986472splitHere46","d"
"182splitHere46","17986568splitHere46","if (index>3) {..}<newline46mondego>"
"183splitHere46","17986568splitHere46","if (index>2) {..}<newline46mondego>"
"184splitHere46","17986569splitHere46","Thread.sleep()"
"185splitHere46","17986569splitHere46","RESTART"
"186splitHere46","17986569splitHere46","INFINITE"
"187splitHere46","17986686splitHere46","System.out.print(<doubleQuotes46>Enter month (valid values are from 1 to 12): <doubleQuotes46>);<newline46mondego>        Scanner monthScan = new Scanner(System.in);<newline46mondego>       int monthInput = monthScan.nextInt();<newline46mondego>        // If the month input is below 1 or greater than 12, prompt for another value<newline46mondego>        while((monthInput<1 || monthInput>12) )<newline46mondego>        {<newline46mondego>            System.out.print(<doubleQuotes46>Invalid value! Enter month (valid values are from 1 to 12): <doubleQuotes46>);<newline46mondego><newline46mondego>            monthInput = monthScan.nextInt();<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>I am here<doubleQuotes46>);<newline46mondego>"
"188splitHere46","17986686splitHere46","Enter month (valid values are from 1 to 12): -5<newline46mondego>Invalid value! Enter month (valid values are from 1 to 12): -5<newline46mondego>Invalid value! Enter month (valid values are from 1 to 12): -2<newline46mondego>Invalid value! Enter month (valid values are from 1 to 12): 5<newline46mondego>I am here<newline46mondego>"
"189splitHere46","17986725splitHere46","public static void main(String[] args) throws ParseException {<newline46mondego>            SimpleDateFormat dfFrom = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd HH:mm:ss.S<doubleQuotes46>),<newline46mondego>                            dfTo = new SimpleDateFormat(<doubleQuotes46>MM/dd/yyyy hh:mm a<doubleQuotes46>);<newline46mondego><newline46mondego>            System.out.println(dfTo.format(dfFrom.parse(<doubleQuotes46>2013-01-02 14:59:27.953<doubleQuotes46>)));<newline46mondego>    }<newline46mondego>"
"190splitHere46","17986864splitHere46","String#lastIndexOf(String)"
"191splitHere46","17986864splitHere46","String#substring(int)"
"192splitHere46","17986864splitHere46","String fileName = filepath.substring(filepath.lastIndexOf(<doubleQuotes46>\\<doubleQuotes46>) + 1);<newline46mondego>"
"193splitHere46","17986974splitHere46","WebResource"
"194splitHere46","17986974splitHere46","service"
"195splitHere46","17986974splitHere46","ClientResponse cliresponse = service.type(<doubleQuotes46>text/html<doubleQuotes46>)<newline46mondego>                                    .post(ClientResponse.class,input);<newline46mondego>"
"196splitHere46","17987118splitHere46","R.layout.activity_main"
"197splitHere46","17987118splitHere46","TextView"
"198splitHere46","17987118splitHere46","R.id.app_name"
"199splitHere46","17987118splitHere46","TextView"
"200splitHere46","17987118splitHere46","TextView"
"201splitHere46","17987118splitHere46","TextView"
"202splitHere46","17987118splitHere46","android:id=<doubleQuotes46>@+id/app_name<doubleQuotes46><newline46mondego>"
"203splitHere46","17987118splitHere46","Typeface face = Typeface.createFromAsset(getAssets(),<newline46mondego>                    <doubleQuotes46>fonts/TAU_MADN.ttf<doubleQuotes46>); // lowercased <doubleQuotes46>.ttf<doubleQuotes46> reference<newline46mondego>"
"204splitHere46","17987308splitHere46","@ContextConfiguration"
"205splitHere46","17987308splitHere46","ApplicationContext"
"206splitHere46","17987308splitHere46","@RunWith(SpringJUnit4ClassRunner.class)<newline46mondego>@ContextConfiguration(<doubleQuotes46>/test5.xml<doubleQuotes46>)<newline46mondego>public class Test5 {<newline46mondego>    @Autowired<newline46mondego>    ConnectionFactory f1;<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void test() throws Exception {<newline46mondego>...<newline46mondego>"
"207splitHere46","17987506splitHere46","Workbook wb = WorkbookFactory.create(new File(<doubleQuotes46>test.xls<doubleQuotes46>));<newline46mondego>Sheet s = wb.getSheetAt(0);<newline46mondego>Row r2 = s.getRow(1); // Rows in POI are 0 based<newline46mondego>Cell cB2 = r2.getCell(1); // Cells are 0 based<newline46mondego><newline46mondego>Hyperlink h = cB2.getHyperlink();<newline46mondego>if (h == null) {<newline46mondego>   System.err.println(<doubleQuotes46>Cell B2 didn't have a hyperlink!<doubleQuotes46>);<newline46mondego>} else {<newline46mondego>   System.out.println(<doubleQuotes46>B2 : <doubleQuotes46> + h.getLabel() + <doubleQuotes46> -> <doubleQuotes46> + h.getAddress());<newline46mondego>}<newline46mondego>"
"208splitHere46","17987528splitHere46","driver.switchTo().defaultContent(); // switch out of all frames<newline46mondego><newline46mondego>List<WebElement> frames = driver.findElements(By.cssSelector(<doubleQuotes46>iframe<doubleQuotes46>));<newline46mondego>// print out the frames.size()<newline46mondego><newline46mondego>driver.switchTo().frame(<doubleQuotes46>FWin0<doubleQuotes46>);<newline46mondego>driver.switchTo().frame(<doubleQuotes46>Content0<doubleQuotes46>);<newline46mondego>frames = driver.findElements(By.cssSelector(<doubleQuotes46>iframe<doubleQuotes46>));<newline46mondego>// print out the frames.size() again<newline46mondego><newline46mondego>// find frame element and switch to<newline46mondego>WebElement contentFrame = driver.findElement(By.cssSelector(<doubleQuotes46>#content<doubleQuotes46>));<newline46mondego>// alternative css locator: By.cssSelector(<doubleQuotes46>iframe[id='content']<doubleQuotes46>)<newline46mondego>// alternative css locator: By.cssSelector(<doubleQuotes46>iframe[name='content']<doubleQuotes46>)<newline46mondego>// alternative css locator: By.cssSelector(<doubleQuotes46>iframe[src*='customSearch']<doubleQuotes46>)<newline46mondego>// alternative xpath locator: By.xpath(<doubleQuotes46>//iframe[contains(@src, 'customSearch')]<doubleQuotes46>)<newline46mondego>driver.switchTo().frame(contentFrame);<newline46mondego>"
"209splitHere46","17987530splitHere46","QuickSettings.java"
"210splitHere46","17987530splitHere46","new Intent(Intent.ACTION_VIEW).setData(ContactsContract.Profile.CONTENT_URI)<newline46mondego>"
"211splitHere46","17987736splitHere46","null"
"212splitHere46","17987736splitHere46","private static ArrayList <EdgeButton> all;   <newline46mondego>"
"213splitHere46","17987736splitHere46","private static List<EdgeButton> all = new ArrayList<EdgeButton>();<newline46mondego>"
"214splitHere46","17988010splitHere46","static void putLongB(ByteBuffer bb, int bi, long x) {<newline46mondego>bb._put(bi + 0, long7(x));<newline46mondego>bb._put(bi + 1, long6(x));<newline46mondego>bb._put(bi + 2, long5(x));<newline46mondego>bb._put(bi + 3, long4(x));<newline46mondego>bb._put(bi + 4, long3(x));<newline46mondego>bb._put(bi + 5, long2(x));<newline46mondego>bb._put(bi + 6, long1(x));<newline46mondego>bb._put(bi + 7, long0(x));<newline46mondego>}<newline46mondego>"
"215splitHere46","17988010splitHere46","static long getLongB(long a) {<newline46mondego>return makeLong(_get(a + 0),<newline46mondego>        _get(a + 1),<newline46mondego>        _get(a + 2),<newline46mondego>        _get(a + 3),<newline46mondego>        _get(a + 4),<newline46mondego>        _get(a + 5),<newline46mondego>        _get(a + 6),<newline46mondego>        _get(a + 7));<newline46mondego>}<newline46mondego>"
"216splitHere46","17988160splitHere46","@RequestMapping(value = <doubleQuotes46>/testonly<doubleQuotes46>,<newline46mondego>         method = { RequestMethod.GET, RequestMethod.POST })<newline46mondego> public ModelAndView listBooksPOST(@ModelAttribute(<doubleQuotes46>booksFilter<doubleQuotes46>) BooksFilter filter,<newline46mondego>             @RequestParam(required = false) String parameter1,<newline46mondego>             @RequestParam(required = false) String parameter2, <newline46mondego>             BindingResult result, HttpServletRequest request) <newline46mondego>             throws ParseException {<newline46mondego><newline46mondego>               LONG CODE and SAME LONG CODE with a minor difference<newline46mondego>    }<newline46mondego>"
"217splitHere46","17988160splitHere46","@RequestMapping(value = <doubleQuotes46>/books<doubleQuotes46>, method = RequestMethod.GET)<newline46mondego>    public ModelAndView listBooks(@ModelAttribute(<doubleQuotes46>booksFilter<doubleQuotes46>) BooksFilter filter,  <newline46mondego>            two @RequestParam parameters, HttpServletRequest request)<newline46mondego>            throws ParseException {<newline46mondego><newline46mondego>               myMethod();<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego> @RequestMapping(value = <doubleQuotes46>/books<doubleQuotes46>, method = RequestMethod.POST)<newline46mondego> public ModelAndView listBooksPOST(@ModelAttribute(<doubleQuotes46>booksFilter<doubleQuotes46>) BooksFilter filter, <newline46mondego>            BindingResult result)<newline46mondego>            throws ParseException {<newline46mondego><newline46mondego>        myMethod();<newline46mondego><newline46mondego>        do here your minor difference<newline46mondego>  }<newline46mondego><newline46mondego><newline46mondego>  private reuturntype myMethod(){<newline46mondego><newline46mondego>           LONG CODE<newline46mondego> }<newline46mondego>"
