"1splitHere46","4769825splitHere46","java -classpath . ServerMain<newline46mondego>"
"85splitHere46","4775255splitHere46","import java.util.*;<newline46mondego>import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class Lattice extends JPanel implements ActionListener {<newline46mondego><newline46mondego>protected Font  axisFont, rectFont, carrFont;<newline46mondego><newline46mondego>protected Color boxColor = new Color (25, 143, 103),    gridColor = new Color (78, 23, 211),<newline46mondego>        diagColor = new Color (93, 192, 85),    fontColor = new Color (23, 187, 98),<newline46mondego>        carrColor = new Color (162, 34, 19);<newline46mondego><newline46mondego>protected int   nDigitP, nDigitQ, dSize = 60,<newline46mondego>        m1, m2, lastCarry, iResult[],<newline46mondego>        xDigits[], yDigits[], prodTL[][], prodBR[][];<newline46mondego><newline46mondego>public Lattice (int p, int q, Font font) {<newline46mondego>    nDigitP = (int) Math.ceil (Math.log10 (p)); xDigits = new int[nDigitP];<newline46mondego>    nDigitQ = (int) Math.ceil (Math.log10 (q)); yDigits = new int[nDigitQ];<newline46mondego><newline46mondego>    prodTL = new int[nDigitP][nDigitQ];     prodBR = new int[nDigitP][nDigitQ];<newline46mondego><newline46mondego>    m1 = p; m2 = q;                 // To display in report<newline46mondego>    int np = p, nq = q, size = font.getSize();  // Save the digits in array<newline46mondego><newline46mondego>    for (int i = 0 ; i < nDigitP ; i++) {<newline46mondego>        xDigits[i] = np % 10;<newline46mondego>        np /= 10;<newline46mondego>    }<newline46mondego>    for (int i = 0 ; i < nDigitQ ; i++) {<newline46mondego>        yDigits[i] = nq % 10;<newline46mondego>        nq /= 10;<newline46mondego>    }<newline46mondego><newline46mondego>    for (int i = 0 ; i < nDigitP ; i++) {       // Cell products as upper/lower matrix<newline46mondego>        for (int j = 0 ; j < nDigitQ ; j++) {<newline46mondego>            int prod = xDigits[i] * yDigits[j];<newline46mondego>            prodTL[i][j] = prod / 10;<newline46mondego>            prodBR[i][j] = prod % 10;<newline46mondego>    }}<newline46mondego><newline46mondego>    axisFont = font.deriveFont (Font.PLAIN, size+8.0f);<newline46mondego>    rectFont = font.deriveFont (Font.PLAIN, size+4.0f);<newline46mondego>    carrFont = font.deriveFont (Font.PLAIN);<newline46mondego><newline46mondego>    setPreferredSize (new Dimension ((nDigitP+2)*dSize, (nDigitQ+2)*dSize));<newline46mondego>}<newline46mondego><newline46mondego>public void paint (Graphics g) {<newline46mondego>    int w = getWidth(), h = getHeight();<newline46mondego>    Graphics2D g2 = (Graphics2D) g;         // To make diagonal lines smooth<newline46mondego>    g2.setPaint (Color.white);<newline46mondego>    g2.fillRect (0,0,w,h);<newline46mondego><newline46mondego>    int dx = (int) Math.round (w/(2.0+nDigitP)),    // Grid spacing to position<newline46mondego>        dy = (int) Math.round (h/(2.0+nDigitQ));    // the lines and the digits<newline46mondego><newline46mondego>    g2.setRenderingHint (RenderingHints.KEY_ANTIALIASING,<newline46mondego>                                            RenderingHints.VALUE_ANTIALIAS_ON);<newline46mondego>    g2.setRenderingHint (RenderingHints.KEY_INTERPOLATION,<newline46mondego>                                    RenderingHints.VALUE_INTERPOLATION_BILINEAR);<newline46mondego><newline46mondego>    g2.setFont (axisFont);<newline46mondego>    FontMetrics fm = g2.getFontMetrics();<newline46mondego>    for (int i = 0 ; i < nDigitP ; i++) {       // Grid || Y-axis and labels on axis<newline46mondego>        int px = w - (i+1)*dx;<newline46mondego>        g2.setPaint (gridColor);<newline46mondego>        if (i > 0)<newline46mondego>            g2.drawLine (px, dy, px, h-dy);<newline46mondego>        String str = /*i + */<doubleQuotes46><doubleQuotes46> + xDigits[i];<newline46mondego>        int strw = fm.stringWidth (str);<newline46mondego>        g2.setPaint (fontColor);<newline46mondego>        g2.drawString (str, px-dx/2-strw/2, 4*dy/5);<newline46mondego>    }<newline46mondego><newline46mondego>    for (int i = 0 ; i < nDigitQ ; i++) {       // Grid || X-axis and labels on axis<newline46mondego>        int py = h - (i+1)*dy;<newline46mondego>        g2.setPaint (gridColor);<newline46mondego>        if (i > 0)<newline46mondego>            g2.drawLine (dx, py, w-dx, py);<newline46mondego>        String str = /*i + */<doubleQuotes46><doubleQuotes46> + yDigits[i];<newline46mondego>        int strw = fm.stringWidth (str);<newline46mondego>        g2.setPaint (fontColor);<newline46mondego>        g2.drawString (str, w-dx+2*dx/5-strw/2, py-dy/2+10);<newline46mondego>    }<newline46mondego><newline46mondego>    g2.setFont (rectFont);<newline46mondego>    fm = g2.getFontMetrics();           // Upper/Lower traingular product matrix<newline46mondego>    for (int i = 0 ; i < nDigitP ; i++) {<newline46mondego>        for (int j = 0 ; j < nDigitQ ; j++) {<newline46mondego>            int px = w - (i+1)*dx;<newline46mondego>            int py = h - (j+1)*dy;<newline46mondego><newline46mondego>            String strT = <doubleQuotes46><doubleQuotes46> + prodTL[i][j];<newline46mondego>            int strw = fm.stringWidth (strT);<newline46mondego>            g2.drawString (strT, px-3*dx/4-strw/2, py-3*dy/4+5);<newline46mondego><newline46mondego>            String strB = <doubleQuotes46><doubleQuotes46> + prodBR[i][j];<newline46mondego>            strw = fm.stringWidth (strB);<newline46mondego>            g2.drawString (strB, px-dx/4-strw/2, py-dy/4+5);<newline46mondego>    }}<newline46mondego><newline46mondego>    g2.setFont (axisFont);<newline46mondego>    fm = g2.getFontMetrics();<newline46mondego>    int carry = 0;<newline46mondego>    Vector cVector = new Vector(), iVector = new Vector();<newline46mondego>    for (int k = 0 ; k < 2*Math.max (nDigitP, nDigitQ) ; k++) {<newline46mondego>        int dSum = carry, i = k/2, j = k/2;<newline46mondego>        //System.out.println (<doubleQuotes46>k=<doubleQuotes46>+k);<newline46mondego>        if ((k % 2) == 0) {             // even k<newline46mondego>            if (k/2 < nDigitP && k/2 < nDigitQ)<newline46mondego>                dSum += prodBR[k/2][k/2];<newline46mondego>            // go right and top<newline46mondego>            for (int c = 0 ; c < k ; c++) {<newline46mondego>                if (--i < 0)<newline46mondego>                    break;<newline46mondego>                if (i < nDigitP && j < nDigitQ)<newline46mondego>                    dSum += prodTL[i][j];<newline46mondego>                    //System.out.println (<doubleQuotes46> >> TL (i,j) = (<doubleQuotes46> + i+<doubleQuotes46>,<doubleQuotes46>+j+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>                if (++j == nDigitQ)<newline46mondego>                    break;<newline46mondego>                if (i < nDigitP && j < nDigitQ)<newline46mondego>                    dSum += prodBR[i][j];<newline46mondego>                    //System.out.println (<doubleQuotes46> >> BR (i,j) = (<doubleQuotes46> + i+<doubleQuotes46>,<doubleQuotes46>+j+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>            }<newline46mondego>            // go bottom and left<newline46mondego>            i =  k/2; j = k/2;<newline46mondego>            for (int c = 0 ; c < k ; c++) {<newline46mondego>                if (--j < 0)<newline46mondego>                    break;<newline46mondego>                if (i < nDigitP && j < nDigitQ)<newline46mondego>                    dSum += prodTL[i][j];<newline46mondego>                    //System.out.println (<doubleQuotes46> >> TL (i,j) = (<doubleQuotes46> + i+<doubleQuotes46>,<doubleQuotes46>+j+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>                if (++i == nDigitP)<newline46mondego>                    break;<newline46mondego>                if (i < nDigitP && j < nDigitQ)<newline46mondego>                    dSum += prodBR[i][j];<newline46mondego>                    //System.out.println (<doubleQuotes46> >> BR (i,j) = (<doubleQuotes46> + i+<doubleQuotes46>,<doubleQuotes46>+j+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>        }} else {                   // odd k<newline46mondego>            if (k/2 < nDigitP && k/2 < nDigitQ)<newline46mondego>                dSum += prodTL[k/2][k/2];<newline46mondego>            // go top and right<newline46mondego>            for (int c = 0 ; c < k ; c++) {<newline46mondego>                if (++j == nDigitQ)<newline46mondego>                    break;<newline46mondego>                if (i < nDigitP && j < nDigitQ)<newline46mondego>                    dSum += prodBR[i][j];<newline46mondego>                    //System.out.println (<doubleQuotes46> >> BR (i,j) = (<doubleQuotes46> + i+<doubleQuotes46>,<doubleQuotes46>+j+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>                if (--i < 0)<newline46mondego>                    break;<newline46mondego>                if (i < nDigitP && j < nDigitQ)<newline46mondego>                    dSum += prodTL[i][j];<newline46mondego>                    //System.out.println (<doubleQuotes46> >> TL (i,j) = (<doubleQuotes46> + i+<doubleQuotes46>,<doubleQuotes46>+j+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>            }<newline46mondego>            i =  k/2; j = k/2;<newline46mondego>            // go left and bottom<newline46mondego>            for (int c = 0 ; c < k ; c++) {<newline46mondego>                if (++i == nDigitP)<newline46mondego>                    break;<newline46mondego>                if (i < nDigitP && j < nDigitQ)<newline46mondego>                    dSum += prodBR[i][j];<newline46mondego>                    //System.out.println (<doubleQuotes46> >> BR (i,j) = (<doubleQuotes46> + i+<doubleQuotes46>,<doubleQuotes46>+j+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>                if (--j < 0)<newline46mondego>                    break;<newline46mondego>                if (i < nDigitP && j < nDigitQ)<newline46mondego>                    dSum += prodTL[i][j];<newline46mondego>                    //System.out.println (<doubleQuotes46> >> TL (i,j) = (<doubleQuotes46> + i+<doubleQuotes46>,<doubleQuotes46>+j+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>        }}<newline46mondego><newline46mondego>        int digit = dSum % 10;  carry = dSum / 10;<newline46mondego>        cVector.addElement (new Integer (carry));<newline46mondego>        iVector.addElement (new Integer (digit));<newline46mondego>        String strD = <doubleQuotes46><doubleQuotes46> + digit;<newline46mondego>        int strw = fm.stringWidth (strD);<newline46mondego>        if (k < nDigitP) {<newline46mondego>            int px = w - (k+1)*dx - 4*dx/5, py = h-dy + fm.getHeight();<newline46mondego>            g2.drawString (strD, px-strw/2, py);<newline46mondego>        } else {<newline46mondego>            int px = dx - 12, py = h - (k-nDigitP+1)*dy - dy/4;<newline46mondego>            g2.drawString (strD, px-strw/2, py+5);<newline46mondego>    }} // End k-loop<newline46mondego><newline46mondego>    g2.setPaint (diagColor);<newline46mondego>    for (int i = 0 ; i < nDigitP ; i++) {<newline46mondego>        int xt = (i+1) * dx,<newline46mondego>            yb = (i+2) * dy;<newline46mondego>        g2.drawLine (xt, dy, 0, yb);<newline46mondego>    }<newline46mondego>    for (int i = 0 ; i < nDigitQ ; i++) {<newline46mondego>        int xb = (i + nDigitP - nDigitQ) * dx,<newline46mondego>            yr = (i+1) * dy;<newline46mondego>        g2.drawLine (w-dx, yr, xb, h);<newline46mondego>    }<newline46mondego><newline46mondego>    // System.out.println (<doubleQuotes46>carry Vector has <doubleQuotes46> + cVector.size() + <doubleQuotes46> elements<doubleQuotes46>);<newline46mondego>    g2.setFont (carrFont);<newline46mondego>    g2.setPaint (carrColor);<newline46mondego>    fm = g2.getFontMetrics();<newline46mondego>    for (int k = 0 ; k < 2*Math.max (nDigitP, nDigitQ) ; k++) {<newline46mondego>        carry = ((Integer) cVector.elementAt (k)).intValue();<newline46mondego>        lastCarry = carry;  // To display<newline46mondego>        if (carry == 0)<newline46mondego>            continue;<newline46mondego>        String strC = <doubleQuotes46><doubleQuotes46> + carry;<newline46mondego>        int strw = fm.stringWidth (strC),<newline46mondego>            px = w-dx-5-strw/2,         // Const X while going Up<newline46mondego>            py = dy + fm.getHeight();       // Const Y while going Left<newline46mondego>        if (k < (nDigitQ-1))<newline46mondego>            py = h-(k+3)*dy + dy/5 + fm.getHeight();<newline46mondego>        else<newline46mondego>            px = w - (k-nDigitQ+2) * dx - dx/2 - strw/2;<newline46mondego>        g2.drawString (strC, px, py);<newline46mondego>    }<newline46mondego><newline46mondego>    int n = iVector.size();     // Save the vector content to display later<newline46mondego>    iResult = new int[n];<newline46mondego>    for (int i = 0 ; i < n ; i++)<newline46mondego>        iResult[i] = ((Integer) iVector.elementAt (n-i-1)).intValue();<newline46mondego>    g2.setPaint (boxColor);     g2.drawRect (dx, dy, w-2*dx, h-2*dy);<newline46mondego>}<newline46mondego><newline46mondego>private void displayResults () {<newline46mondego>    StringBuffer sb = new StringBuffer (<doubleQuotes46>Lattice: <doubleQuotes46> + m1 + <doubleQuotes46> \u00D7 <doubleQuotes46> + m2 + <doubleQuotes46> = <doubleQuotes46> + <newline46mondego>                        ((lastCarry == 0) ? <doubleQuotes46><doubleQuotes46> : (<doubleQuotes46><doubleQuotes46>+lastCarry)));<newline46mondego>    for (int k = 0 ; k < iResult.length ; k++)<newline46mondego>        sb.append (<doubleQuotes46><doubleQuotes46> + iResult[k]);<newline46mondego>    // System.out.println (sb.toString());<newline46mondego>    JOptionPane.showMessageDialog (null, sb.toString(), <doubleQuotes46>Lattice Multiplier<doubleQuotes46>,<newline46mondego>                            JOptionPane.INFORMATION_MESSAGE);<newline46mondego>}<newline46mondego><newline46mondego>public JPanel getButtonPanel () {<newline46mondego>    JPanel bp = new JPanel(new GridLayout (1,bNames.length));<newline46mondego>    for (int i = 0 ; i < bNames.length ; i++) {<newline46mondego>        JButton b = new JButton (bNames[i]);<newline46mondego>        b.addActionListener (this);<newline46mondego>        bp.add (b);<newline46mondego>    }<newline46mondego>    return bp;<newline46mondego>}<newline46mondego><newline46mondego>private final static String[] bNames = {<doubleQuotes46>Close<doubleQuotes46>, <doubleQuotes46>Result<doubleQuotes46>};<newline46mondego><newline46mondego>public void actionPerformed (ActionEvent e) {<newline46mondego>    String cmd = e.getActionCommand();<newline46mondego>    if (cmd.equals (bNames[0]))     System.exit (0);<newline46mondego>    else if (cmd.equals (bNames[1]))    displayResults();<newline46mondego>}<newline46mondego><newline46mondego>public static void main (String[] args) {<newline46mondego>    JTextField tf1 = new JTextField (), tf2 = new JTextField();<newline46mondego>    JPanel num2m = new JPanel(new GridBagLayout());<newline46mondego>    GridBagConstraints gbc = new GridBagConstraints();<newline46mondego>    gbc.insets = new Insets (2,2,2,2);<newline46mondego><newline46mondego>    gbc.fill = GridBagConstraints.HORIZONTAL;<newline46mondego>    gbc.gridx = 0;<newline46mondego>    gbc.gridy = GridBagConstraints.RELATIVE;<newline46mondego>    gbc.anchor = GridBagConstraints.EAST;<newline46mondego><newline46mondego>    JLabel<newline46mondego>    label = new JLabel (<doubleQuotes46>Multiplicand<doubleQuotes46>, JLabel.TRAILING);   num2m.add (label, gbc);<newline46mondego>    label = new JLabel (<doubleQuotes46>Multiplier<doubleQuotes46>, JLabel.TRAILING); num2m.add (label, gbc);<newline46mondego>    gbc.gridx++;<newline46mondego>    gbc.weightx = 1.0f;     num2m.add (tf1, gbc);   num2m.add (tf2, gbc);<newline46mondego><newline46mondego>    JFrame lf = new JFrame (<doubleQuotes46>Lattice Multiplication<doubleQuotes46>);<newline46mondego>    if (JOptionPane.showConfirmDialog (lf, num2m, <doubleQuotes46>Enter numbers to multiply<doubleQuotes46>,<newline46mondego>                JOptionPane.OK_CANCEL_OPTION,<newline46mondego>                JOptionPane.QUESTION_MESSAGE ) == JOptionPane.OK_OPTION) {<newline46mondego>        try {<newline46mondego>            int m = Integer.parseInt (tf1.getText()), n = Integer.parseInt (tf2.getText());<newline46mondego>            Lattice lattice = new Lattice (m, n, label.getFont());<newline46mondego>            lf.add (lattice.getButtonPanel(), <doubleQuotes46>South<doubleQuotes46>);<newline46mondego>            lf.add (lattice, <doubleQuotes46>Center<doubleQuotes46>);<newline46mondego>            lf.setDefaultCloseOperation (JFrame.EXIT_ON_CLOSE);<newline46mondego>            lf.pack();<newline46mondego>            lf.setVisible (true);<newline46mondego>        } catch (NumberFormatException nex) {<newline46mondego>            JOptionPane.showMessageDialog (lf, <doubleQuotes46>Invalid numbers to multiply<doubleQuotes46>,<newline46mondego>                    <doubleQuotes46>Lattice Multiplier Error<doubleQuotes46>, JOptionPane.ERROR_MESSAGE);<newline46mondego>            System.exit (1);<newline46mondego>    }} else {   System.exit (2);<newline46mondego>}}}<newline46mondego>"
"86splitHere46","4775394splitHere46","ACTION_VIEW"
"87splitHere46","4775394splitHere46","Intent"
"88splitHere46","4775394splitHere46","Uri"
"89splitHere46","4775394splitHere46","PackageManager"
"90splitHere46","4775394splitHere46","queryIntentActivities()"
"91splitHere46","4775428splitHere46","if ((a.b && c.d.e) || !f)<newline46mondego>"
"92splitHere46","4775428splitHere46","bool isOk = a.b;<newline46mondego>bool isStillOk = c.d.e<newline46mondego>bool alternateOk = !f<newline46mondego>"
"93splitHere46","4775428splitHere46","if ( (isOk && isStillOk) || alteranteOk)<newline46mondego>"
"94splitHere46","4775434splitHere46","System.setProperty(<doubleQuotes46>http.maxRedirects<doubleQuotes46>, <doubleQuotes46>3<doubleQuotes46>);"
"95splitHere46","4775476splitHere46","for(i = 0; ++i < length; i++) {<newline46mondego>"
"96splitHere46","4775719splitHere46","CGI"
"97splitHere46","4775719splitHere46","Web Profile"
"98splitHere46","4775719splitHere46","EntityManager"
"99splitHere46","4775785splitHere46","regedit"
"100splitHere46","4775785splitHere46","HKEY_CLASSES_ROOT\jarfile\shell\open\command"
"101splitHere46","4775794splitHere46","ModelAndView    handleRequest(HttpServletRequest request, HttpServletResponse response) <newline46mondego>"
"102splitHere46","4775795splitHere46","InputStream is = entity.getContent();<newline46mondego><newline46mondego>.... process the input stream ....<newline46mondego><newline46mondego>is.close();       // releases all resources<newline46mondego>"
"103splitHere46","4775864splitHere46","java -Xmx512m -Xms256m ....<newline46mondego>"
"104splitHere46","4775864splitHere46","Xmx"
"105splitHere46","4775864splitHere46","MaxPermSize"
"106splitHere46","4775937splitHere46","package test;<newline46mondego><newline46mondego>public class Genric<E><newline46mondego>{<newline46mondego>    public Genric(E c){<newline46mondego>        System.out.println(c.getClass().getName());<newline46mondego>    }   <newline46mondego>    public static void main(String[] args) {<newline46mondego>        new Genric<Integer[]>(new Integer[]{1,2});<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"107splitHere46","4775937splitHere46","List< ? extends Integer[] > l;<newline46mondego>"
"108splitHere46","4775937splitHere46","List< ? extends Integer[] > l;"
"109splitHere46","4775937splitHere46","List< ? extends Object> l;"
"110splitHere46","4775937splitHere46",".<newline46mondego>   .<newline46mondego>   .<newline46mondego>   20:  aastore<newline46mondego>   21:  invokespecial   #52; //Method <doubleQuotes46><init><doubleQuotes46>:(Ljava/lang/Object;)V<newline46mondego>   24:  return<newline46mondego>   .<newline46mondego>   .<newline46mondego>"
"111splitHere46","4775937splitHere46","java.lang.Integer"
"112splitHere46","4775937splitHere46","java.lang.Object"
"113splitHere46","4775937splitHere46","class MyClass< T extends Integer[] > { } // ERROR!<newline46mondego>"
"114splitHere46","4775937splitHere46","TypeParameter:<newline46mondego>TypeVariable TypeBoundopt<newline46mondego><newline46mondego>TypeBound:<newline46mondego>extends ClassOrInterfaceType AdditionalBoundListopt<newline46mondego>.<newline46mondego>.<newline46mondego>"
"115splitHere46","4775937splitHere46","class MyClass< T extends Integer[] > { }"
"116splitHere46","4775937splitHere46","Integer[]"
"117splitHere46","4775937splitHere46","class MyClass< T extends Integer[] >"
"118splitHere46","4775937splitHere46","class MyClass< T extends Integer[][] >"
"119splitHere46","4775937splitHere46","class MyClass< T extends Integer[][]...[] >"
"120splitHere46","4775937splitHere46","java.lang.Object"
"121splitHere46","4775937splitHere46","public Genric(E c){<newline46mondego>            System.out.println(c.getClass().getName());<newline46mondego>        }<newline46mondego>"
"122splitHere46","4775950splitHere46","input.replace(<doubleQuotes46>^(.*?)\\bleft.*$<doubleQuotes46>, <doubleQuotes46>$1<doubleQuotes46>);<newline46mondego>"
"123splitHere46","4775950splitHere46","^"
"124splitHere46","4775950splitHere46",".*?"
"125splitHere46","4775950splitHere46","\b"
"126splitHere46","4775950splitHere46","left"
"127splitHere46","4775950splitHere46","<doubleQuotes46>left<doubleQuotes46>"
"128splitHere46","4775950splitHere46",".*"
"129splitHere46","4775950splitHere46","$"
"130splitHere46","4775950splitHere46","$1"
"131splitHere46","4775950splitHere46","()"
"132splitHere46","4775950splitHere46","<doubleQuotes46>left<doubleQuotes46>"
"133splitHere46","4775950splitHere46","Pattern.quote(word)"
"134splitHere46","4776202splitHere46","try<newline46mondego>        {<newline46mondego>             ShortMessage instrumentChange = new ShortMessage();<newline46mondego><newline46mondego>             instrumentChange.setMessage(ShortMessage.PROGRAM_CHANGE, 0, 6,0);<newline46mondego><newline46mondego>             //MidiEvent instrumentChange = new MidiEvent(ShortMessage.PROGRAM_CHANGE,drumPatch.getBank(),drumPatch.getProgram());<newline46mondego>             track.add(new MidiEvent(instrumentChange,0));<newline46mondego>        }<newline46mondego>        catch(Exception e)<newline46mondego>        {<newline46mondego>            //Handle<newline46mondego>        }<newline46mondego>"
"135splitHere46","4776272splitHere46","Map<String, Integer> nameOccurrences = new HashMap<String, Integer>();<newline46mondego>"
"136splitHere46","4776272splitHere46","nameOccurrences.put(<doubleQuotes46>Smith<doubleQuotes46>, 1);<newline46mondego>"
"137splitHere46","4776272splitHere46","if (nameOccurrences.containsKey(<doubleQuotes46>Smith<doubleQuotes46>)) { ... }<newline46mondego>"
"138splitHere46","4776272splitHere46","Integer occurrences = nameOccurrences.get(<doubleQuotes46>Smith<doubleQuotes46>);<newline46mondego>"
"139splitHere46","4776462splitHere46","<uses-permission android:name=<doubleQuotes46>android.permission.WRITE_EXTERNAL_STORAGE<doubleQuotes46> /><newline46mondego>"
"140splitHere46","4776462splitHere46","File sdDir = Environment.getExternalStorageDirectory();<newline46mondego>"
