"1splitHere46","4308085splitHere46","msg.setRecipients()"
"223splitHere46","4315820splitHere46","if dstY == srcY: dy = 0<newline46mondego>else: dy = (dstY - srcY) / abs(dstY - srcY)<newline46mondego>if dstX == srcX: dx = 0<newline46mondego>else: dx = (dstX - srcX) / abs(dstX - srcX)<newline46mondego>"
"224splitHere46","4315820splitHere46","int dx, dy;<newline46mondego>if (dstY == srcY) dy = 0;<newline46mondego>else dy = (dstY - srcY) / Math.abs(dstY - srcY);<newline46mondego>if (dstX == srcX) dx = 0;<newline46mondego>else dx = (dstX - srcX) / Math.abs(dstX - srcX);<newline46mondego><newline46mondego>while (srcX != dstX || srcY != dstY) {<newline46mondego>  srcX += dx; srcY += dy;<newline46mondego>  if (isPiece(srcX, srcY))<newline46mondego>    return true;<newline46mondego>}<newline46mondego>return false;<newline46mondego>"
"225splitHere46","4315881splitHere46","tableA<newline46mondego>- id<newline46mondego>- fromCompanyId (references tableB.id)<newline46mondego>- toCompanyId (references tableB.id)<newline46mondego>- viaCompanyId (references tableB.id)<newline46mondego><newline46mondego>tableB<newline46mondego>- id<newline46mondego>- description<newline46mondego>"
"226splitHere46","4315904splitHere46","ByteArrayInputStream"
"227splitHere46","4315904splitHere46","protected"
"228splitHere46","4315939splitHere46","BuildUtils.jar"
"229splitHere46","4315939splitHere46","BuildUtils.jar"
"230splitHere46","4315939splitHere46","poi-3.6-20091214.jar"
"231splitHere46","4315951splitHere46","PDFToImage"
"232splitHere46","4315951splitHere46","org.apache.pdfbox.ExtractImages"
"233splitHere46","4316006splitHere46","net/sf/json/JSONArray.class"
"234splitHere46","4316264splitHere46","getFooFrobnicator()"
"235splitHere46","4316264splitHere46","getBarFrobnicator()"
"236splitHere46","4316264splitHere46","Frobnicator"
"237splitHere46","4316264splitHere46","FrobnicatorHolder"
"238splitHere46","4316264splitHere46","Frobnicator"
"239splitHere46","4316264splitHere46","public interface Frobnicator{<newline46mondego>   public void frobnicate();<newline46mondego>}<newline46mondego><newline46mondego>public interface FooFrobnicator{<newline46mondego>   public void doFoo();<newline46mondego>}<newline46mondego><newline46mondego>public interface BarFrobnicator{<newline46mondego>   public void doBar();<newline46mondego>}<newline46mondego>"
"240splitHere46","4316264splitHere46","if (frobnicator instanceof FooFrobnicator) { ((FooFrobnicator) frobnicator).doFoo() }"
"241splitHere46","4316283splitHere46","package example;<newline46mondego><newline46mondego>import javax.xml.bind.annotation.XmlRootElement;<newline46mondego><newline46mondego>@XmlRootElement(name=<doubleQuotes46>report<doubleQuotes46>,namespace=<doubleQuotes46>urn:report<doubleQuotes46>)<newline46mondego>public class Root {<newline46mondego><newline46mondego>    private String id;<newline46mondego><newline46mondego>    public String getId() {<newline46mondego>        return id;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setId(String id) {<newline46mondego>        this.id = id;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"242splitHere46","4316283splitHere46","<ns2:report xmlns:ns2=<doubleQuotes46>urn:report<doubleQuotes46>><newline46mondego>    <id>123</id><newline46mondego></ns2:report><newline46mondego>"
"243splitHere46","4316283splitHere46","@XmlSchema(<newline46mondego>        namespace = <doubleQuotes46>urn:report<doubleQuotes46>,<newline46mondego>        elementFormDefault = XmlNsForm.QUALIFIED)<newline46mondego>package example;<newline46mondego><newline46mondego>import javax.xml.bind.annotation.XmlNsForm;<newline46mondego>import javax.xml.bind.annotation.XmlSchema;<newline46mondego>"
"244splitHere46","4316283splitHere46","<report xmlns=<doubleQuotes46>urn:report<doubleQuotes46>><newline46mondego>    <id>123</id><newline46mondego></report><newline46mondego>"
"245splitHere46","4316285splitHere46","getValueAt(...)"
"246splitHere46","4316285splitHere46","@Override<newline46mondego>public Object getValueAt(int row, int column) {<newline46mondego>    DataHolder data = dataVector_.get(row);<newline46mondego>    switch(column) {<newline46mondego>        case 0: return data.month;<newline46mondego>        case 1: return data.day;<newline46mondego>        case 2: return data.year;<newline46mondego>        default: return null;<newline46mondego>    }<newline46mondego>"
"247splitHere46","4316403splitHere46","if(isFired){<newline46mondego>g2d.drawImage(imgBall, 0, 0, null);<newline46mondego>}<newline46mondego>"
"248splitHere46","4316403splitHere46","g2d.rotate(0 - dAngle, rectCannon.getX(), rectCannon.getY() + 5);<newline46mondego>"
"249splitHere46","4316403splitHere46","Graphics2D"
"250splitHere46","4316516splitHere46","StringEscapeUtils.unescapeHtml(<doubleQuotes46>&pound;679.00<doubleQuotes46>);<newline46mondego>"
"251splitHere46","4316516splitHere46","£679.00"
"252splitHere46","4316661splitHere46","BigInteger bigInt = new BigInteger(hexString, 16);<newline46mondego>"
"253splitHere46","4316661splitHere46","import java.math.*;<newline46mondego><newline46mondego>public class Test {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        String hexStr = <doubleQuotes46>1b0ee1e3<doubleQuotes46>;<newline46mondego>        BigInteger bigInt = new BigInteger(hexStr, 16);<newline46mondego>        System.out.println(bigInt); // Prints 453960163<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"254splitHere46","4316725splitHere46","String.replace(CharSequence,CharSequence)"
"255splitHere46","4316725splitHere46","replaceAll"
"256splitHere46","4316942splitHere46","-Xloggc:log.out -XX:+PrintGCDetails -XX:+PrintGCTimeStamps<newline46mondego>"
"257splitHere46","4316942splitHere46","log.out"
"258splitHere46","4316986splitHere46","TableModel#getColumnClass"
"259splitHere46","4316986splitHere46","Boolean.class"
"260splitHere46","4317011splitHere46","<mvc:view-controller>"
"261splitHere46","4317011splitHere46","@RequestMapping(<doubleQuotes46>/folder/{name}.jsp<doubleQuotes46>)<newline46mondego>public ModelAndView catchAll(@PathVariable String viewName) {<newline46mondego>    return new ModelAndView(<doubleQuotes46>legacy/<doubleQuotes46> + viewName);<newline46mondego>}<newline46mondego>"
"262splitHere46","4317281splitHere46","openFileOutput()"
"263splitHere46","4317281splitHere46","Context"
"264splitHere46","4317281splitHere46","Context"
"265splitHere46","4317356splitHere46","public class IndexedMap<V> extends HashMap<Long, V> {<newline46mondego>    private AtomicLong index = new AtomicLong();<newline46mondego><newline46mondego>    public void put(V value) {<newline46mondego>        put(index.getAndIncrement(), value);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"266splitHere46","4317356splitHere46","IndexedMap<Object> objects = new IndexedMap<Object>();<newline46mondego>objects.put(<doubleQuotes46>foo<doubleQuotes46>);<newline46mondego>objects.put(<doubleQuotes46>bar<doubleQuotes46>);<newline46mondego>// ...<newline46mondego>"
"267splitHere46","4317356splitHere46","ArrayList"
"268splitHere46","4317560splitHere46","JFileChooser#showSaveDialog()"
"269splitHere46","4317560splitHere46","File"
"270splitHere46","4317560splitHere46","JFileChooser fileChooser = new JFileChooser();<newline46mondego>if (fileChooser.showSaveDialog(null) == JFileChooser.APPROVE_OPTION) {<newline46mondego>    File file = fileChooser.getSelectedFile();<newline46mondego>    // ...<newline46mondego>} else {<newline46mondego>    // User pressed cancel.<newline46mondego>}<newline46mondego>"
"271splitHere46","4317595splitHere46","new Thread(new Runnable(){<newline46mondego> GoogleMaps cMz=new GoogleMaps(<doubleQuotes46>ABQIAAAADEQoVqbqS5pT4ahHSLALyBT8PMUw5z7_OLJoE1lh2VQyfb-WOxTwS9t9mrSq_flhdPeVGOQrxXuCFQ<doubleQuotes46>,10, 10, 10, 10, 1, <doubleQuotes46>roadmap<doubleQuotes46>, imageItem);<newline46mondego><newline46mondego><newline46mondego>//put here action<newline46mondego><newline46mondego>}<newline46mondego>).start();<newline46mondego>"
"272splitHere46","4317693splitHere46","Function2"
"273splitHere46","4317693splitHere46","Function1"
"274splitHere46","4317693splitHere46","throws"
"275splitHere46","4317693splitHere46","Function1"
"276splitHere46","4317693splitHere46","myException"
"277splitHere46","4317693splitHere46","RuntimeException"
"278splitHere46","4317724splitHere46","List<String> lst = new ArrayList<String>();<newline46mondego>lst.add(<doubleQuotes46>a<doubleQuotes46>);<newline46mondego>lst.add(<doubleQuotes46>b<doubleQuotes46>);<newline46mondego>lst.add(<doubleQuotes46>c<doubleQuotes46>);<newline46mondego><newline46mondego>//now modifying contents<newline46mondego>lst.set(1, <doubleQuotes46>z<doubleQuotes46>);<newline46mondego>"
"279splitHere46","4317860splitHere46","itemChanged"
"280splitHere46","4317860splitHere46","jTable.addMouseListener(new java.awt.event.MouseAdapter() {<newline46mondego>     public void mouseClicked(java.awt.event.MouseEvent evt) {<newline46mondego>         Point p = new Point(evt.getX(), evt.getY());<newline46mondego>         int col = jTable.columnAtPoint(p);<newline46mondego>         int row = jTable.rowAtPoint(p);<newline46mondego>         if (evt.getButton() == MouseEvent.BUTTON1)<newline46mondego>         {<newline46mondego>            if (evt.getClickCount() >= 2)<newline46mondego>            {<newline46mondego>               ...<newline46mondego>               ...<newline46mondego>            }<newline46mondego>        });<newline46mondego>"
"281splitHere46","4317860splitHere46","TableRowSorter<YourJTableModel> sorter =<newline46mondego>        new TableRowSorter<YourJTableModel>(yourJTableModel);<newline46mondego>   jTable.setRowSorter(sorter);<newline46mondego>"
"282splitHere46","4318029splitHere46","Calendar"
"283splitHere46","4318029splitHere46","Date"
"284splitHere46","4318029splitHere46","setLienient(false)"
"285splitHere46","4318029splitHere46","c.set(Calendar.DAY_OF_MONTH, 28);<newline46mondego>c.set(Calendar.MONTH, Calendar.FEBRUARY);<newline46mondego>c.set(Calendar.YEAR, 2010);<newline46mondego>"
"286splitHere46","4318029splitHere46","c.setLenient(false);"
"287splitHere46","4318029splitHere46","public void setLenient(boolean lenient)"
"288splitHere46","4318051splitHere46","ReentrantLock lock = new ReentrantLock();<newline46mondego><newline46mondego>    void method1()<newline46mondego>    {<newline46mondego>        if(lock.tryLock())<newline46mondego>        {<newline46mondego>           try {<newline46mondego>             if (!(lock.getHoldCount() > 1)) {<newline46mondego>               //do Some Stuff<newline46mondego>             }<newline46mondego>          } finally {<newline46mondego>            lock.unlock();<newline46mondego>          }<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"289splitHere46","4318068splitHere46","URL url = new URL(urlString);<newline46mondego>HttpURLConnection cnx = (HttpURLConnection)url.openConnection();<newline46mondego>cnx.setRequestMethod(<doubleQuotes46>PUT<doubleQuotes46>);<newline46mondego>cnx.setRequestProperty(<doubleQuotes46>Content-Type<doubleQuotes46>, <doubleQuotes46>application/octet-stream<doubleQuotes46>);<newline46mondego>// optional request property<newline46mondego>cnx.setRequestProperty(<doubleQuotes46>filename<doubleQuotes46>, filename);<newline46mondego>cnx.setDoOutput(true);<newline46mondego>cnx.connect();<newline46mondego>BufferedInputStream fileIn = <newline46mondego>       new BufferedInputStream(new FileInputStream(fileName), BUFFER_SIZE);<newline46mondego>BufferedOutputStream out = <newline46mondego>       new BufferedOutputStream(cnx.getOutputStream(), BUFFER_SIZE);<newline46mondego>byte[] bytes = new byte[BUFFER_SIZE];<newline46mondego>int bytesRead;<newline46mondego>while((bytesRead = fileIn.read(bytes)) != -1){<newline46mondego>   out.write(bytes, 0, bytesRead);<newline46mondego>}<newline46mondego>"
"290splitHere46","4318068splitHere46","public void doPut(HttpServletRequest request, HttpServletResponse response){<newline46mondego>    String filename = (String)request.getHeader(<doubleQuotes46>filename<doubleQuotes46>);<newline46mondego>    StringBuilder fullPath = new StringBuilder(100);<newline46mondego>    ServletContext ctxt = getServletContext();<newline46mondego>    fullPath.append(ctxt.getRealPath(<doubleQuotes46><doubleQuotes46>))<newline46mondego>      .append(<doubleQuotes46>uploads\\<doubleQuotes46>).append(filename);<newline46mondego>    File f = new File(fullPath.toString());<newline46mondego>    f.createNewFile();<newline46mondego>    InputStream in = request.getInputStream();<newline46mondego>    BufferedOutputStream fileOut = <newline46mondego>        new BufferedOutputStream(new FileOutputStream(f));<newline46mondego>    byte[] bytes = new byte[BUFFER_SIZE];<newline46mondego>    int bytesRead;<newline46mondego>    while((bytesRead = in.read(bytes)) != -1){<newline46mondego>       fileOut.write(bytes, 0, bytesRead);<newline46mondego>    }<newline46mondego>    fileOut.flush();<newline46mondego>    fileOut.close();<newline46mondego>    response.setStatus(HttpServletResponse.SC_CREATED);   <newline46mondego>}<newline46mondego>"
"291splitHere46","4318275splitHere46","String str = <doubleQuotes46>my pass<doubleQuotes46>;<newline46mondego><newline46mondego>if (str.length() < 6 || str.contains(<doubleQuotes46> <doubleQuotes46>)){<newline46mondego><newline46mondego>fail();<newline46mondego>}<newline46mondego>"
"292splitHere46","4318565splitHere46","localdevelopment_Company.properties"
"293splitHere46","4318565splitHere46","<value>classpath:localdevelopment_Company.properties</value><newline46mondego>"
"294splitHere46","4318687splitHere46","TreeSet<MonthMeeting>"
"295splitHere46","4318687splitHere46","TreeSet<MonthMeeting> sorted = new TreeSet<MonthMeeting>(new MyComparator());<newline46mondego>sorted.addAll(monthMeetingMap.values());<newline46mondego>"
"296splitHere46","4318687splitHere46","MyComparator"
"297splitHere46","4318687splitHere46","public class MyComparator implements Comparator<MonthMeeting>() {<newline46mondego>...<newline46mondego>}<newline46mondego>"
"298splitHere46","4318722splitHere46","List<Video> videos = gson.fromJson(json, new TypeToken<List<Video>>(){}.getType());<newline46mondego>"
"299splitHere46","4318722splitHere46","Video"
"300splitHere46","4318738splitHere46","s/printscreen.bmp/<doubleQuotes46>printscreen.bmp<doubleQuotes46><newline46mondego>"
"301splitHere46","4318866splitHere46","String values = <doubleQuotes46>17 23 4 54 6 343 4<doubleQuotes46>;<newline46mondego>String[] variables = values.split(<doubleQuotes46>\\s<doubleQuotes46>);<newline46mondego>"
