"1splitHere46","1970159splitHere46","while(br.ready()){<newline46mondego>     System.out.println(br.readLine());<newline46mondego>}<newline46mondego>"
"169splitHere46","1976512splitHere46","import org.hibernate.annotations.CollectionOfElements;<newline46mondego><newline46mondego>import javax.persistence.Column;<newline46mondego>import javax.persistence.Entity;<newline46mondego>import javax.persistence.EntityManager;<newline46mondego>import javax.persistence.EntityManagerFactory;<newline46mondego>import javax.persistence.EntityTransaction;<newline46mondego>import javax.persistence.Id;<newline46mondego>import javax.persistence.JoinColumn;<newline46mondego>import javax.persistence.JoinTable;<newline46mondego>import javax.persistence.Persistence;<newline46mondego>import javax.persistence.Query;<newline46mondego>import java.util.Arrays;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>    @Entity<newline46mondego>    public class Family {<newline46mondego>        @Id<newline46mondego>        int id;<newline46mondego><newline46mondego>        String name;<newline46mondego><newline46mondego>        @CollectionOfElements(targetElement = java.lang.String.class)<newline46mondego>        @JoinTable(name = <doubleQuotes46>elements_family<doubleQuotes46>,<newline46mondego>                joinColumns = @JoinColumn(name = <doubleQuotes46>idFamily<doubleQuotes46>)<newline46mondego>        )<newline46mondego>        @Column(name = <doubleQuotes46>element<doubleQuotes46>, nullable = false)<newline46mondego>        public List<String> elements;<newline46mondego><newline46mondego>        public static void main(String[] args) throws Exception {<newline46mondego>            EntityManagerFactory emf = <newline46mondego>                Persistence.createEntityManagerFactory(<doubleQuotes46>mysql<doubleQuotes46>);<newline46mondego>            EntityManager em = emf.createEntityManager();<newline46mondego>            try {<newline46mondego><newline46mondego>                Family f1 = new Family();<newline46mondego>                f1.id = 1;<newline46mondego>                f1.name = <doubleQuotes46>Happy<doubleQuotes46>;<newline46mondego><newline46mondego>                f1.elements = Arrays.asList(<doubleQuotes46>foo<doubleQuotes46>, <doubleQuotes46>bar<doubleQuotes46>, <doubleQuotes46>yyy<doubleQuotes46>, <doubleQuotes46>zzz<doubleQuotes46>);<newline46mondego><newline46mondego>                Family f2 = new Family();<newline46mondego>                f1.id = 2;<newline46mondego>                f2.name = <doubleQuotes46>Disfunctional<doubleQuotes46>;<newline46mondego>                f2.elements = Arrays.asList(<doubleQuotes46>foo<doubleQuotes46>, <doubleQuotes46>bar<doubleQuotes46>, <doubleQuotes46>yyy<doubleQuotes46>, <doubleQuotes46>xxx<doubleQuotes46>);<newline46mondego><newline46mondego>                EntityTransaction tx = em.getTransaction();<newline46mondego>                tx.begin();<newline46mondego>                em.persist(f1);<newline46mondego>                em.persist(f2);<newline46mondego>                tx.commit();<newline46mondego>                Query query = em.createQuery(<newline46mondego>                   <doubleQuotes46>select f from Family f WHERE :element in elements(f.elements)<doubleQuotes46>);<newline46mondego>                query.setParameter(<doubleQuotes46>element<doubleQuotes46>, <doubleQuotes46>bar<doubleQuotes46>);<newline46mondego>                List list = query.getResultList();<newline46mondego>                assert list.size() == 2;<newline46mondego><newline46mondego>            } finally {<newline46mondego>                em.close();<newline46mondego>                emf.close();<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"170splitHere46","1976512splitHere46","<persistence-unit name=<doubleQuotes46>mysql<doubleQuotes46> transaction-type=<doubleQuotes46>RESOURCE_LOCAL<doubleQuotes46>><newline46mondego>    <class>jpa.Family</class><newline46mondego>    <properties><newline46mondego>        <property name=<doubleQuotes46>hibernate.dialect<doubleQuotes46> value=<doubleQuotes46>org.hibernate.dialect.MySQLDialect<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.connection.driver_class<doubleQuotes46> <newline46mondego>                          value=<doubleQuotes46>com.mysql.jdbc.Driver<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.connection.url<doubleQuotes46> value=<doubleQuotes46>jdbc:mysql://localhost/test<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.connection.username<doubleQuotes46> value=<doubleQuotes46>test<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.connection.password<doubleQuotes46> value=<doubleQuotes46>test<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.show_sql<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.format_sql<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.max_fetch_depth<doubleQuotes46> value=<doubleQuotes46>3<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.bytecode.use_reflection_optimizer<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.archive.autodetection<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.cache.use_second_level_cache<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.generate_statistics<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>        <property name=<doubleQuotes46>hibernate.hbm2ddl.auto<doubleQuotes46> value=<doubleQuotes46>create<doubleQuotes46>/><newline46mondego>    </properties><newline46mondego></persistence-unit><newline46mondego>"
"171splitHere46","1976736splitHere46","public class Key {<newline46mondego>   private String name;<newline46mondego>   private int index;<newline46mondego>   ....<newline46mondego>}<newline46mondego>"
"172splitHere46","1976736splitHere46","equals()"
"173splitHere46","1976736splitHere46","hashCode()"
"174splitHere46","1976736splitHere46","HashMap"
"175splitHere46","1976800splitHere46","s = <doubleQuotes46>this is <a href='something'>one \nlink</a> some text <a href='fubar'>two \nlink</a> extra text<doubleQuotes46><newline46mondego>s.replaceAll(<doubleQuotes46><a[^>]*><doubleQuotes46>, <doubleQuotes46><doubleQuotes46>).replaceAll(<doubleQuotes46></a><doubleQuotes46>, <doubleQuotes46><doubleQuotes46>)<newline46mondego>Result: <doubleQuotes46>this is one \nlink some text two \nlink extra text<doubleQuotes46><newline46mondego>"
"176splitHere46","1976819splitHere46","public static double round(double d, int decimalPlace) {<newline46mondego>    BigDecimal bd = new BigDecimal(d);<newline46mondego>    bd = bd.setScale(decimalPlace, BigDecimal.ROUND_HALF_UP);<newline46mondego>    return bd.doubleValue();<newline46mondego>}<newline46mondego>"
"177splitHere46","1976986splitHere46","RETURNING"
"178splitHere46","1976986splitHere46","CREATE TABLE <doubleQuotes46>TEST<doubleQuotes46> <newline46mondego>( <doubleQuotes46>ID<doubleQuotes46> NUMBER NOT NULL ENABLE, <newline46mondego> <doubleQuotes46>NAME<doubleQuotes46> VARCHAR2(100 CHAR) NOT NULL ENABLE, <newline46mondego>  CONSTRAINT <doubleQuotes46>PK_TEST<doubleQuotes46> PRIMARY KEY (<doubleQuotes46>ID<doubleQuotes46>)<newline46mondego>  );<newline46mondego><newline46mondego>CREATE SEQUENCE SEQ_TEST;<newline46mondego>"
"179splitHere46","1976986splitHere46","String insertSql = <doubleQuotes46>BEGIN INSERT INTO TEST (ID, NAME) VALUES (SEQ_TEST.NEXTVAL(), ?) RETURNING ID INTO ?; END;<doubleQuotes46>;<newline46mondego>java.sql.CallableStatement stmt = conn.prepareCall(insertSql);<newline46mondego>stmt.setString(1, <doubleQuotes46>John Smith<doubleQuotes46>);<newline46mondego>stmt.registerOutParameter(2, java.sql.Types.VARCHAR);<newline46mondego>stmt.execute();<newline46mondego>int id = stmt.getInt(2);<newline46mondego>"
"180splitHere46","1977354splitHere46","$ sudo update-java-alternatives -l <newline46mondego>"
"181splitHere46","1977354splitHere46","$ sudo update-java-alternatives -s <jname> <newline46mondego>"
"182splitHere46","1977877splitHere46","android.intent.action.NEW_OUTGOING_CALL"
"183splitHere46","1977877splitHere46","android.permission.PROCESS_OUTGOING_CALLS"
"184splitHere46","1977877splitHere46","Intent"
"185splitHere46","1977877splitHere46","CallLog"
"186splitHere46","1977877splitHere46","PhoneStateListener"
"187splitHere46","1977935splitHere46","header()"
"188splitHere46","1977935splitHere46","<?php header('Location: http://www.example.com/'); ?><newline46mondego>"
"189splitHere46","1977935splitHere46","CURLOPT_HEADER"
"190splitHere46","1977935splitHere46","true"
"191splitHere46","1978201splitHere46","YourEntityClass"
"192splitHere46","1978201splitHere46","<Long>"
"193splitHere46","1978201splitHere46","IEntity"
"194splitHere46","1978201splitHere46","Serializable"
"195splitHere46","1978201splitHere46","I"
"196splitHere46","1978201splitHere46","getId()"
"197splitHere46","1978201splitHere46","IEntity<String>"
"198splitHere46","1978201splitHere46","getId()"
"199splitHere46","1978201splitHere46","String"
"200splitHere46","1978236splitHere46","get"
"201splitHere46","1978236splitHere46","HashSet<Person> relations = ...<newline46mondego>Person p = ...<newline46mondego>if (relations.remove(p)) {<newline46mondego>    // we removed an object such that p.equals(obj) is true.<newline46mondego>}<newline46mondego>"
"202splitHere46","1978236splitHere46","p"
"203splitHere46","1978236splitHere46","Person"
"204splitHere46","1978236splitHere46","Person"
"205splitHere46","1978236splitHere46","equals(Object)"
"206splitHere46","1978467splitHere46","run"
"207splitHere46","1978467splitHere46","public void run() {<newline46mondego>    boolean keepGoing = true;<newline46mondego>    while (keepGoing) {<newline46mondego>        try {<newline46mondego>            Date now = new Date();<newline46mondego>            Format fTime = new SimpleDateFormat(<doubleQuotes46>hh:mm:ss a<doubleQuotes46>);<newline46mondego>            order = <doubleQuotes46>Order made by <doubleQuotes46> + Thread.currentThread().getName()<newline46mondego>                + <doubleQuotes46> at <doubleQuotes46> + fTime.format(now)+ <doubleQuotes46>\n<doubleQuotes46>;<newline46mondego><newline46mondego>            out.print(order);<newline46mondego><newline46mondego>            Random randomNumber = new Random();<newline46mondego>            Thread.sleep(randomNumber.nextInt(MAX_DELAY));<newline46mondego>        } catch (InterruptedException exception){       <newline46mondego>            System.out.println(<doubleQuotes46>Olafs interrupted exception<doubleQuotes46>);<newline46mondego>            keepGoing = false;<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"208splitHere46","1978960splitHere46","Joiner.on(separator).join(array)<newline46mondego>"
"209splitHere46","1978960splitHere46","null"
"210splitHere46","1978960splitHere46","Joiner"
"211splitHere46","1979510splitHere46","HibernateTransactionManager"
"212splitHere46","1979510splitHere46","DataSourceTransactionManager"
"213splitHere46","1979510splitHere46","HibernateTransactionManager"
"214splitHere46","1979532splitHere46","NULL"
"215splitHere46","1979532splitHere46","NULL"
"216splitHere46","1979643splitHere46","<w:user-label />"
"217splitHere46","1979658splitHere46","import java.util.*;"
"218splitHere46","1979658splitHere46","java.lang.*"
"219splitHere46","1979658splitHere46","package foo;<newline46mondego><newline46mondego>import java.sql.Date;<newline46mondego>import java.util.*;  // import on demand: java.util.Date does not shadow java.sql.Date<newline46mondego>import java.awt.*;  // import on demand: java.awt.List does not shadow java.util.List<newline46mondego><newline46mondego>class Integer { // (foo.)Integer shadows java.lang.Integer<newline46mondego>    ...<newline46mondego><newline46mondego>    static class Integer { // (foo.Integer.)Integer shadows foo.Integer.<newline46mondego>        ...<newline46mondego><newline46mondego>        List t = ... // Compilation error, because there are currently two visible <newline46mondego>                     // declarations of List (JLS 6.5.5.1)<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"220splitHere46","1979658splitHere46","import java.sql.Date;"
"221splitHere46","1979658splitHere46","import java.sql.Date;<newline46mondego>import java.util.Date;  // Compilation error<newline46mondego>"
"222splitHere46","1979800splitHere46","ArrayUtils"
"223splitHere46","1979800splitHere46","long[] longs = new long[]{1L};<newline46mondego>Long[] longObjects = ArrayUtils.toObject(longs);<newline46mondego>List<Long> longList = java.util.Arrays.asList(longObjects);<newline46mondego>"
"224splitHere46","1980003splitHere46","com.google.common.primitives"
"225splitHere46","1980003splitHere46","Booleans#asList(boolean... backingArray)"
"226splitHere46","1980003splitHere46","Booleans#toArray(Collection<Boolean> collection)"
"227splitHere46","1980003splitHere46",".toObject()"
"228splitHere46","1980003splitHere46",".toPrimitive()"
"229splitHere46","1980243splitHere46","new"
"230splitHere46","1980243splitHere46","public class MyClass<newline46mondego>{<newline46mondego>    public string GetMessage(int key)<newline46mondego>    {<newline46mondego>        return new MessageService().GetMessage(key)<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"231splitHere46","1980243splitHere46","public class MyClass<newline46mondego>{<newline46mondego>    private readonly IMessageService messageService;<newline46mondego><newline46mondego>    public MyClass(IMessageService messageService)<newline46mondego>    {<newline46mondego>        if(messageService == null)<newline46mondego>        {<newline46mondego>            throw new ArgumentNullException(<doubleQuotes46>messageService<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        this.messageService = messageService;<newline46mondego>    }<newline46mondego><newline46mondego>    public string GetMessage(int key)<newline46mondego>    {<newline46mondego>        return this.messageService.GetMessage(key)<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"232splitHere46","1980450splitHere46","Timer timer = new Timer();<newline46mondego>TimerTask task = new MyTimerTask();<newline46mondego><newline46mondego>private class MyTimerTask extends TimerTask {<newline46mondego>    public void run() {<newline46mondego>        // your code here<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public void mousePressed(MouseEvent e) {<newline46mondego>    timer.scheduleAtFixedRate(task, 0, 1000); // Time is in milliseconds<newline46mondego>    // The second parameter is delay before the first run<newline46mondego>    // The third is how often to run it<newline46mondego>}<newline46mondego><newline46mondego>public void mouseReleased(MouseEvent e) {<newline46mondego>    task.cancel();<newline46mondego>    // Will not stop execution of task.run() if it is midway<newline46mondego>    // But will guarantee that after this call it runs no more than one more time<newline46mondego>}<newline46mondego>"
"233splitHere46","1980457splitHere46","@Name<newline46mondego>public class Service {<newline46mondego><newline46mondego>    @In<newline46mondego>    private MyAnnotatedClass myAnnotatedClass;<newline46mondego><newline46mondego><newline46mondego>    public void myInterceptedMethod() {<newline46mondego>        // internal method bypass interceptor<newline46mondego>        // So @In or @Out-jection is not enabled<newline46mondego>        internalMethod();<newline46mondego>    }<newline46mondego><newline46mondego>    private void internalMethod() {<newline46mondego>        System.out.println(myAnnotatedClass.getClass().getAnnotation(annotationClass));<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"234splitHere46","1980457splitHere46","@Name(<doubleQuotes46>myBean<doubleQuotes46>)<newline46mondego>public class MyBean {<newline46mondego><newline46mondego>}<newline46mondego>"
"235splitHere46","1980457splitHere46","Component myBeanComponentDefinition = (Component) Context.getApplicationContext().get(<doubleQuotes46>myBean.component<doubleQuotes46>);<newline46mondego>"
"236splitHere46","1980457splitHere46","myBeanComponentDefinition.getBeanClass().getAnnotation(CustomAnnotation.class);<newline46mondego>"
