"1splitHere46","10107861splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Image;<newline46mondego>import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego><newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.ImageIcon;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego><newline46mondego>public class ShowImage {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Debug Frame<doubleQuotes46>);<newline46mondego>        frame.setSize(200, 200);<newline46mondego>        frame.setLayout(new BorderLayout());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        Image image = null;<newline46mondego>        JLabel label = null;<newline46mondego><newline46mondego>        try {<newline46mondego>            image = ImageIO.read(new File(<doubleQuotes46>c:/scratch/hotdog.jpg<doubleQuotes46>));<newline46mondego>            label = new JLabel(new ImageIcon(image));<newline46mondego>        } catch (IOException e) {<newline46mondego>            label.setText(<doubleQuotes46>Image loading failed<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        frame.add(label,BorderLayout.CENTER);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"158splitHere46","10111653splitHere46","private void startTimer() {<newline46mondego>  timer = new Timer(TIMER_DELAY, new TimerListener());<newline46mondego>  timer.start();<newline46mondego>}<newline46mondego><newline46mondego>private class TimerListener implements ActionListener {<newline46mondego>  private final String PATTERN = <doubleQuotes46>EEE , dd MMM , HH:mm:ss<doubleQuotes46>;<newline46mondego>  private final DateFormat S_DATE_FORMAT = new SimpleDateFormat(PATTERN);<newline46mondego><newline46mondego>  @Override<newline46mondego>  public void actionPerformed(ActionEvent e) {<newline46mondego>     Date date = Calendar.getInstance().getTime();<newline46mondego><newline46mondego>     String dateString = S_DATE_FORMAT.format(date);<newline46mondego>     clockLabel.setText(dateString);         <newline46mondego>  }<newline46mondego>}<newline46mondego>"
"159splitHere46","10111750splitHere46","def c=this.&doSomething<newline46mondego>"
"160splitHere46","10111806splitHere46","dist"
"161splitHere46","10111806splitHere46","public class File1 implements Comparable<File1><newline46mondego>{<newline46mondego>    int dist, nod;<newline46mondego><newline46mondego>    public int compareTo(File1 f)<newline46mondego>    {<newline46mondego>        return Integer.compare(dist, f.dist);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"162splitHere46","10111827splitHere46","<context-param><newline46mondego>  <param-name>validHosts</param-name><newline46mondego>  <param-value>example1.com,example2.com,.....</param-value><newline46mondego></context-param><newline46mondego>"
"163splitHere46","10111916splitHere46","public static GuiManager animator = new GuiManager();<newline46mondego>"
"164splitHere46","10112198splitHere46","<aop:config/>"
"165splitHere46","10112198splitHere46","<aop:config/>"
"166splitHere46","10112198splitHere46","<tx:annotation-driven/>"
"167splitHere46","10112198splitHere46","<aop:aspectj-autoproxy/>"
"168splitHere46","10112198splitHere46","'proxy-target-class=<doubleQuotes46>true<doubleQuotes46>'"
"169splitHere46","10112198splitHere46","<tx:annotation-driven/>"
"170splitHere46","10112198splitHere46","<aop:aspectj-autoproxy/>"
"171splitHere46","10112198splitHere46","<aop:config/>"
"172splitHere46","10112276splitHere46","class Leaker <newline46mondego>{<newline46mondego>    public static Object leakedObj;<newline46mondego>}<newline46mondego><newline46mondego>class MyActivity extends Activity<newline46mondego>{<newline46mondego>     public class MyInnerClass { ... }<newline46mondego><newline46mondego>     void onCreate(Bundle savedState) <newline46mondego>     {<newline46mondego>        Leaker.leakedObj = new MyInnerClass();<newline46mondego>        //The activity now won't be GCed until Leaker.leakedObj is cleared.          <newline46mondego>     }<newline46mondego>}<newline46mondego>"
"173splitHere46","10112324splitHere46","<newline46mondego>    for(int i=0;i<30;i++){<newline46mondego>        buttons[i] = new JButton(<doubleQuotes46>label<doubleQuotes46>+ i);<newline46mondego>        buttons[i].setBackground(Color.white);<newline46mondego>        if (i < 10) {<newline46mondego>           if (i%2 == 0) {<newline46mondego>             buttons[i].setIcon(piece2);<newline46mondego>           } else {<newline46mondego>             buttons[i].setIcon(piece1);<newline46mondego>           }<newline46mondego>        }<newline46mondego>        panel.add(buttons[i]);<newline46mondego>    }<newline46mondego>"
"174splitHere46","10112383splitHere46","e"
"175splitHere46","10112383splitHere46","2.71828..."
"176splitHere46","10112489splitHere46","@Entity<newline46mondego>@Table(name = <doubleQuotes46>TB_PRODUCT_CATEGORY_ROLLUP<doubleQuotes46>)<newline46mondego>public class ProductCategoryRollup  {<newline46mondego><newline46mondego>    private ProductCategory parent;<newline46mondego>    private ProductCategory child;<newline46mondego><newline46mondego>    @Id    <newline46mondego>    @GeneratedValue<newline46mondego>    public Integer getId() {<newline46mondego>        return super.getId();<newline46mondego>    }<newline46mondego>    @Override<newline46mondego>    public void setId(Integer id) {<newline46mondego>        super.setId(id);<newline46mondego>    }<newline46mondego><newline46mondego>    @ManyToOne(fetch=FetchType.LAZY)<newline46mondego>    @JoinColumn(name=<doubleQuotes46>ID_PRODUCT_CATEGORY_PARENT<doubleQuotes46>, nullable=false)  <newline46mondego>    public ProductCategory getParent() {<newline46mondego>        return parent;<newline46mondego>    }<newline46mondego>    public void setParent(ProductCategory parent) {<newline46mondego>        this.parent = parent;<newline46mondego>    }<newline46mondego><newline46mondego>    @ManyToOne(fetch=FetchType.LAZY)<newline46mondego>    @JoinColumn(name=<doubleQuotes46>ID_PRODUCT_CATEGORY_CHILD<doubleQuotes46>, nullable=false)   <newline46mondego>    public ProductCategory getChild() {<newline46mondego>        return child;<newline46mondego>    }<newline46mondego>    public void setChild(ProductCategory child) {<newline46mondego>        this.child = child;<newline46mondego>    }   <newline46mondego><newline46mondego>}<newline46mondego>"
"177splitHere46","10112570splitHere46","BigInteger.toString(int)"
"178splitHere46","10112570splitHere46","String.format"
"179splitHere46","10112570splitHere46","String.format(<doubleQuotes46>%0288x<doubleQuotes46>, iccCertBI)<newline46mondego>"
"180splitHere46","10112570splitHere46","%"
"181splitHere46","10112570splitHere46","0"
"182splitHere46","10112570splitHere46","288"
"183splitHere46","10112570splitHere46","x"
"184splitHere46","10112570splitHere46","int"
"185splitHere46","10112570splitHere46","long"
"186splitHere46","10112570splitHere46","BigInteger"
"187splitHere46","10112570splitHere46","String.format"
"188splitHere46","10112956splitHere46","Session"
"189splitHere46","10112956splitHere46","getCurrentSession()"
"190splitHere46","10112956splitHere46","Session"
"191splitHere46","10112956splitHere46","Session"
"192splitHere46","10113064splitHere46","System.out.println(<doubleQuotes46>stuSin: '<doubleQuotes46> + stuSin + <doubleQuotes46>'<doubleQuotes46>);<newline46mondego>System.out.println(<doubleQuotes46>curSin: '<doubleQuotes46> + curSin + <doubleQuotes46>'<doubleQuotes46>);<newline46mondego>"
"193splitHere46","10113101splitHere46","CharSequence"
"194splitHere46","10113101splitHere46","boolean"
"195splitHere46","10113101splitHere46","public static int countCharOfString(char quote, CharSequence sequence) {<newline46mondego><newline46mondego>    int total = 0, length = sequence.length();<newline46mondego><newline46mondego>    for(int i = 0; i < length; i++){<newline46mondego>        char c = sequence.charAt(i);<newline46mondego>        if (c == '<doubleQuotes46>') {<newline46mondego>            // Skip quoted sequence<newline46mondego>            for (i++; i < length && sequence.charAt(i)!='<doubleQuotes46>'; i++) {}<newline46mondego>        } else if (c == quote) {<newline46mondego>            total++;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    return total;<newline46mondego> }<newline46mondego>"
"196splitHere46","10113143splitHere46","Foo foo = new FooBuilder().setFile(..).setChunkSize().build();<newline46mondego>"
"197splitHere46","10113143splitHere46",".build()"
"198splitHere46","10113143splitHere46","Foo"
"199splitHere46","10113143splitHere46","private Foo(FooBuilder builder) {<newline46mondego>    //get whatever you can find from the builder to fill the state of Foo<newline46mondego>}<newline46mondego>public static FooBuilder {<newline46mondego>     private String filename;<newline46mondego>     private File file;<newline46mondego>     private InputStream stream;<newline46mondego>     private int chunkSize;<newline46mondego>     // getters and setters<newline46mondego>     public Foo build() {<newline46mondego>         return new Foo(this);<newline46mondego>     }<newline46mondego>}<newline46mondego>"
"200splitHere46","10113199splitHere46","for(int i=0;i<list.size();i++) {<newline46mondego>    list.get(i);<newline46mondego>}<newline46mondego>"
"201splitHere46","10113199splitHere46","get(n)"
"202splitHere46","10113199splitHere46","get(n)"
"203splitHere46","10113277splitHere46","java.util.Arrays.toString(int[])"
"204splitHere46","10113277splitHere46","System.out.println(Arrays.toString(reverse(number)));<newline46mondego>"
"205splitHere46","10113277splitHere46","Object.toString()"
"206splitHere46","10113277splitHere46","type@hashcode_in_hex"
"207splitHere46","10113277splitHere46","int[]"
"208splitHere46","10113277splitHere46","[I"
"209splitHere46","10113410splitHere46","<attribute name=<doubleQuotes46>TimerName<doubleQuotes46>>jboss:service=TimerNew</attribute><newline46mondego>"
"210splitHere46","10113419splitHere46","AtomicInteger"
"211splitHere46","10113449splitHere46","<activity android:name=<doubleQuotes46>com.yourpackage.YourActivity<doubleQuotes46>><newline46mondego>    <intent-filter><newline46mondego>        <action android:name=<doubleQuotes46>android.intent.action.SEND<doubleQuotes46> /><newline46mondego>        <category android:name=<doubleQuotes46>android.intent.category.DEFAULT<doubleQuotes46> /><newline46mondego>        <data android:mimeType=<doubleQuotes46>text/plain<doubleQuotes46>/><newline46mondego>    </intent-filter><newline46mondego></activity> <newline46mondego>"
"212splitHere46","10113449splitHere46","String marketlink = getIntent().getStringExtra(Intent.EXTRA_TEXT);<newline46mondego>"
"213splitHere46","10113525splitHere46","new Random(seedUniquifier() ^ System.nanoTime());"
"214splitHere46","10113525splitHere46","AtomicLong"
"215splitHere46","10113525splitHere46","Random"
"216splitHere46","10113525splitHere46","private static Random"
"217splitHere46","10113578splitHere46","I have a Gui which allows the user to click a button and view the contents of a text file."
"218splitHere46","10113578splitHere46","The issue is that the file can be rather large (100,000+ rows of data) and can take upwards of 15 seconds to read and display in a table."
"219splitHere46","10113578splitHere46","create frame"
"220splitHere46","10113578splitHere46","JDialog"
"221splitHere46","10113578splitHere46","CardLayout"
"222splitHere46","10113578splitHere46","display label that lets user know its creating table"
"223splitHere46","10113578splitHere46","read text file"
"224splitHere46","10113578splitHere46","create map and place values"
"225splitHere46","10113578splitHere46","remove label"
"226splitHere46","10113578splitHere46","update dialog with table"
"227splitHere46","10113602splitHere46","ArrayUnorderedList#contains()"
"228splitHere46","10113602splitHere46","equals()"
"229splitHere46","10113602splitHere46","equals()"
"230splitHere46","10113602splitHere46","Object"
"231splitHere46","10113602splitHere46","WordNode"
"232splitHere46","10113602splitHere46","WordNode"
"233splitHere46","10113602splitHere46","ArrayUnorderedList"
"234splitHere46","10113602splitHere46","WordNode#equals()"
"235splitHere46","10113602splitHere46","Map<String,Integer>"
"236splitHere46","10113602splitHere46","Map<String,WordNode>"
"237splitHere46","10113621splitHere46","String test = <doubleQuotes46>He said \<doubleQuotes46>yo\<doubleQuotes46>.<doubleQuotes46>;"
"238splitHere46","10113621splitHere46","String htmldata = <doubleQuotes46><html><head><meta http-equiv=\<doubleQuotes46>Content-Type\<doubleQuotes46> content=\<doubleQuotes46>text/html;     charset=Utf-8\<doubleQuotes46>><script type=\<doubleQuotes46>text/javascript\<doubleQuotes46> src=\<doubleQuotes46>qrcode.js\<doubleQuotes46>></script><!-- SJIS Support     (optional) --><!--<script type=\<doubleQuotes46>text/javascript\<doubleQuotes46> src=\<doubleQuotes46>qrcode_SJIS.js\<doubleQuotes46>></script>--><script     type=\<doubleQuotes46>text/javascript\<doubleQuotes46> src=\<doubleQuotes46>sample.js\<doubleQuotes46>></script><title name=\<doubleQuotes46>msg\<doubleQuotes46>>what</title></head><body    onload=\<doubleQuotes46>update_qrcode()\<doubleQuotes46>><form><title>whatwhatwhat</title><input type=\<doubleQuotes46>hidden\<doubleQuotes46> name=\<doubleQuotes46>msg\<doubleQuotes46> value=\<doubleQuotes46>http://www.bjjbadges.com\<doubleQuotes46>></input></br><center><div id=\<doubleQuotes46>qr\<doubleQuotes46>></div></center></form></body></html><doubleQuotes46>;<newline46mondego>"
"239splitHere46","10113684splitHere46","String tmp = <doubleQuotes46><doubleQuotes46>;<newline46mondego>for(int i=0; i<homeImprove.length; i++)<newline46mondego>{<newline46mondego>   if (isWhat[i] != 1)<newline46mondego>   {<newline46mondego>      msg = homeImprove[i].doTheElectric();<newline46mondego>   }<newline46mondego>   else<newline46mondego>   {<newline46mondego>      msg = homeImprove[i].tileIt();<newline46mondego>   }<newline46mondego><newline46mondego>   tmp += <doubleQuotes46>Company: <doubleQuotes46>+homeImprove[i].getCompanyName() + <doubleQuotes46>\t<doubleQuotes46> +<newline46mondego>      <doubleQuotes46>Final Price: <doubleQuotes46>+ homeImprove[i].computeBid(price[i]) + <doubleQuotes46>\t<doubleQuotes46> +<newline46mondego>      <doubleQuotes46>msg: <doubleQuotes46> + msg + <doubleQuotes46>\n<doubleQuotes46>;   <newline46mondego><newline46mondego>}<newline46mondego>textField.setText(tmp);<newline46mondego>"
"240splitHere46","10114017splitHere46","<h:messages"
"241splitHere46","10114108splitHere46","src         (all your source code here)<newline46mondego>lib         (third party libraries here)<newline46mondego>build.xml   (your build script)<newline46mondego>"
"242splitHere46","10114158splitHere46","UIComponent"
"243splitHere46","10114158splitHere46","FacesServlet"
"244splitHere46","10114158splitHere46","Update Model"
"245splitHere46","10114260splitHere46","INSERT INTO points (game,player1) VALUES ('Poker',5)<newline46mondego>    ON DUPLICATE KEY UPDATE player1=5;<newline46mondego>"
"246splitHere46","10114332splitHere46","JFrame"
"247splitHere46","10114332splitHere46","Container"
"248splitHere46","10114332splitHere46","add"
"249splitHere46","10114332splitHere46","Component"
"250splitHere46","10114490splitHere46","public static void main(String[] args){<newline46mondego>    int[] v = {5,4,3,2,1};<newline46mondego>    pr(v);}<newline46mondego>    public static int [] [] pr (int [] v)<newline46mondego>    {<newline46mondego>        int [][] b =new int[v.length][v.length] ;<newline46mondego>        for (int i = 0; i<v.length; i++)<newline46mondego>        {<newline46mondego>            for(int j=0; j<v.length;j++){<newline46mondego>                b[i][j] = v[i] * v[j];<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        System.out.println(b[0][0]+<doubleQuotes46> <doubleQuotes46>+b[0][1]+<doubleQuotes46> <doubleQuotes46>+b[0][2]);<newline46mondego>        System.out.println(b[1][0]+<doubleQuotes46> <doubleQuotes46>+b[1][1]+<doubleQuotes46> <doubleQuotes46>+b[1][2]);<newline46mondego>        System.out.println(b[2][0]+<doubleQuotes46> <doubleQuotes46>+b[2][1]+<doubleQuotes46> <doubleQuotes46>+b[2][2]);<newline46mondego>        return b;<newline46mondego>    }<newline46mondego>"
"251splitHere46","10114524splitHere46","> db.collection.update({_id:<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>projectList.projectID<doubleQuotes46>:<doubleQuotes46>Spring<doubleQuotes46>}, {$set:{<doubleQuotes46>projectList.$.resourceIDList<doubleQuotes46>:[<doubleQuotes46>Something<doubleQuotes46>, <doubleQuotes46>new<doubleQuotes46>]}})<newline46mondego>"
"252splitHere46","10114524splitHere46","Mongo m = new Mongo(<doubleQuotes46>localhost<doubleQuotes46>, 27017);<newline46mondego>DB db = m.getDB(<doubleQuotes46>test<doubleQuotes46>);<newline46mondego>DBCollection myColl = db.getCollection(<doubleQuotes46>collection<doubleQuotes46>);<newline46mondego>ArrayList<String> newResourceIDList = new ArrayList<String>();<newline46mondego>newResourceIDList.add(<doubleQuotes46>Something<doubleQuotes46>);<newline46mondego>newResourceIDList.add(<doubleQuotes46>new<doubleQuotes46>);<newline46mondego>BasicDBObject myQuery = new BasicDBObject(<doubleQuotes46>_id<doubleQuotes46>, <doubleQuotes46>1<doubleQuotes46>);<newline46mondego>myQuery.put(<doubleQuotes46>projectList.projectID<doubleQuotes46>, <doubleQuotes46>Spring<doubleQuotes46>);<newline46mondego>BasicDBObject myUpdate = new BasicDBObject(<doubleQuotes46>$set<doubleQuotes46>, new BasicDBObject(<doubleQuotes46>projectList.$.resourceIDList<doubleQuotes46>, newResourceIDList));<newline46mondego>myColl.update(myQuery, myUpdate);<newline46mondego>System.out.println(myColl.findOne().toString());<newline46mondego>"
