"1splitHere46","14623876splitHere46","for(int year = 1900; year <= 2012; year++){<newline46mondego>if((year % 4 == 0 && year % 100 != 0) || year % 400 == 0){<newline46mondego>driver.findElement(By.id(<doubleQuotes46>DOB<doubleQuotes46>)).clear();<newline46mondego>driver.findElement(By.id(<doubleQuotes46>DOB<doubleQuotes46>)).sendKeys(<doubleQuotes46>29/02/<doubleQuotes46> + year);<newline46mondego>}<newline46mondego>}<newline46mondego>"
"176splitHere46","14629806splitHere46","@Property<newline46mondego>private ScanMode scanMode<newline46mondego><newline46mondego>public ScanMode getRecto(){ return ScanMode.RECTO; }<newline46mondego>public ScanMode getRectoVerso(){ return ScanMode.RECTO_VERSO; }<newline46mondego><newline46mondego><newline46mondego><t:radiogroup t:value=<doubleQuotes46>scanMode<doubleQuotes46> ><newline46mondego>    <t:label for=<doubleQuotes46>recto<doubleQuotes46>>Recto</t:label><newline46mondego>    <t:radio t:id=<doubleQuotes46>recto<doubleQuotes46>/><newline46mondego>    <br /><newline46mondego>    <t:label for=<doubleQuotes46>rectoVerso<doubleQuotes46>>Recto/Verso</t:label><newline46mondego>    <t:radio t:id=<doubleQuotes46>rectoVerso<doubleQuotes46>/><newline46mondego></t:radiogroup><newline46mondego>"
"177splitHere46","14629828splitHere46","synchronized"
"178splitHere46","14629828splitHere46","Thread1: read size e.g. 0<newline46mondego>Thread1: increment size<newline46mondego>Thread1: write size e.g. 1<newline46mondego>Thread2: read size e.g. 1<newline46mondego>Thread2: increment size<newline46mondego>Thread2: write size e.g. 2<newline46mondego>"
"179splitHere46","14629828splitHere46","Thread1: read size e.g. 0<newline46mondego>Thread2: read size e.g. 0<newline46mondego>Thread1: increment size<newline46mondego>Thread2: increment size<newline46mondego>Thread1: write size e.g. 1<newline46mondego>Thread2: write size e.g. 1<newline46mondego>"
"180splitHere46","14629889splitHere46","String string = <doubleQuotes46>string<doubleQuotes46>;<newline46mondego>File file = new File(this.getFilesDir(), string);<newline46mondego><newline46mondego>BufferedWriter out = new BufferedWriter(new FileWriter(file));<newline46mondego>out.write(<doubleQuotes46>I am a line of text written in<doubleQuotes46> + file);<newline46mondego>out.close();<newline46mondego>"
"181splitHere46","14629934splitHere46","frame.setVisible(true);<newline46mondego>frame.setBounds(100, 100, 569, 321);<newline46mondego>frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>"
"182splitHere46","14629943splitHere46","XProtect.meta.plist"
"183splitHere46","14629943splitHere46","434"
"184splitHere46","14629943splitHere46","435"
"185splitHere46","14630033splitHere46","public int longestRepeat(<doubleQuotes46>ACGGAT<doubleQuotes46>){<newline46mondego>    int count1 = 1;<newline46mondego>    int count2 = 1;<newline46mondego>    String s = <doubleQuotes46>ACGGAT<doubleQuotes46>;<newline46mondego>    for(int i = 0 ; i <s.length()-1; i++){<newline46mondego>        if(s.charAt(i) == s.charAt(i+1))<newline46mondego>            count1++;<newline46mondego>        else{<newline46mondego>            if(count1 > count2)<newline46mondego>                count2 = count1;<newline46mondego>            count1 =1;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    return count2;<newline46mondego><newline46mondego>}<newline46mondego>"
"186splitHere46","14630060splitHere46","Shared Preferences"
"187splitHere46","14630093splitHere46","public class WorldRenderer {<newline46mondego><newline46mondego>private static final float CAMERA_WIDTH = 10f;<newline46mondego>private static final float CAMERA_HEIGHT = 7f;<newline46mondego><newline46mondego>private World world;<newline46mondego>private OrthographicCamera cam;<newline46mondego><newline46mondego>/** for debug rendering **/<newline46mondego>ShapeRenderer debugRenderer = new ShapeRenderer();<newline46mondego><newline46mondego>/** Textures **/<newline46mondego>private Texture teeTexture;<newline46mondego>private Texture blockTexture;<newline46mondego><newline46mondego>private SpriteBatch spriteBatch;<newline46mondego>private boolean debug = false;<newline46mondego>private int width;<newline46mondego>private int height;<newline46mondego>private float ppuX; // pixels per unit on the X axis<newline46mondego>private float ppuY; // pixels per unit on the Y axis<newline46mondego><newline46mondego>public void setSize (int w, int h) {<newline46mondego>    this.width = w;<newline46mondego>    this.height = h;<newline46mondego>    ppuX = (float)width / CAMERA_WIDTH;<newline46mondego>    ppuY = (float)height / CAMERA_HEIGHT;<newline46mondego>}<newline46mondego><newline46mondego>public WorldRenderer(World world, boolean debug) {<newline46mondego>    Tee tee = world.getTee();<newline46mondego>    this.world = world;<newline46mondego>    this.cam = new OrthographicCamera(CAMERA_WIDTH, CAMERA_HEIGHT);<newline46mondego>    this.cam.setToOrtho(false,CAMERA_WIDTH,CAMERA_HEIGHT);<newline46mondego>    this.cam.position.set(CAMERA_WIDTH / 2f, CAMERA_HEIGHT / 2f, 0);<newline46mondego>    this.cam.update();<newline46mondego>    this.debug = debug;<newline46mondego>    spriteBatch = new SpriteBatch();<newline46mondego>    loadTextures();<newline46mondego>}<newline46mondego><newline46mondego>private void loadTextures() {<newline46mondego>    teeTexture = new  Texture(Gdx.files.internal(<doubleQuotes46>tee/tee.png<doubleQuotes46>));<newline46mondego>    blockTexture = new Texture(Gdx.files.internal(<doubleQuotes46>world/dreck.png<doubleQuotes46>));<newline46mondego>}<newline46mondego><newline46mondego>public void render() {<newline46mondego>    moveCamera(tee.getPosition().x, CAMERA_HEIGHT / 2);<newline46mondego>    spriteBatch.setProjectionMatrix(cam.combined);<newline46mondego>    spriteBatch.begin();<newline46mondego>        drawBlocks();<newline46mondego>        drawTee();<newline46mondego>    spriteBatch.end();<newline46mondego>    //if (debug) drawDebug();<newline46mondego>}<newline46mondego><newline46mondego>public void moveCamera(float x,float y){<newline46mondego>    if ((tee.getPosition().x > CAMERA_WIDTH / 2)) {<newline46mondego>        cam.position.set(x, y, 0);<newline46mondego>        cam.update();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>private void drawBlocks() {<newline46mondego>    for (Block block : world.getBlocks()) {<newline46mondego>        spriteBatch.draw(blockTexture, block.getPosition().x, block.getPosition().y, Block.SIZE, Block.SIZE);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>private void drawTee() {<newline46mondego>    Tee tee = world.getTee();<newline46mondego>    spriteBatch.draw(teeTexture, tee.getPosition().x, tee.getPosition().y, Tee.SIZE, Tee.SIZE);<newline46mondego>}<newline46mondego>"
"188splitHere46","14630213splitHere46","Map"
"189splitHere46","14630213splitHere46","Map#keySet()"
"190splitHere46","14630213splitHere46","Map#values()"
"191splitHere46","14630213splitHere46","Map#entrySet()"
"192splitHere46","14630326splitHere46","@Test"
"193splitHere46","14630326splitHere46","expected"
"194splitHere46","14630326splitHere46","@Test(expected=MyAppException.class)<newline46mondego>"
"195splitHere46","14630345splitHere46","menu"
"196splitHere46","14630345splitHere46","JToolBar"
"197splitHere46","14630345splitHere46","import java.awt.EventQueue;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JMenu;<newline46mondego>import javax.swing.JMenuBar;<newline46mondego>import javax.swing.JMenuItem;<newline46mondego>import javax.swing.JToolBar;<newline46mondego><newline46mondego>/** @see http://stackoverflow.com/a/14630345/230513 */<newline46mondego>public class Test {<newline46mondego><newline46mondego>    private void display() {<newline46mondego>        JFrame f = new JFrame(<doubleQuotes46>Test<doubleQuotes46>);<newline46mondego>        f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        JMenuBar menu = new JMenuBar();<newline46mondego>        JMenu actions = new JMenu(<doubleQuotes46>Aktionen<doubleQuotes46>);<newline46mondego>        JMenuItem addItem = new JMenuItem(<doubleQuotes46>Add<doubleQuotes46>);<newline46mondego>        addItem.setToolTipText(<doubleQuotes46>Add new Item<doubleQuotes46>);<newline46mondego>        menu.add(actions);<newline46mondego>        actions.add(addItem);<newline46mondego>        JToolBar toolbar = new JToolBar(<doubleQuotes46>Tools<doubleQuotes46>);<newline46mondego>        toolbar.add(menu);<newline46mondego>        f.add(toolbar);<newline46mondego>        f.pack();<newline46mondego>        f.setLocationRelativeTo(null);<newline46mondego>        f.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new Test().display();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"198splitHere46","14630447splitHere46","public static Resource getInstance(){<newline46mondego>   Resource reordered = resource;<newline46mondego>   if(resource != null){<newline46mondego>       return reordered;<newline46mondego>   }<newline46mondego>   return (resource = new Resource());<newline46mondego>} <newline46mondego>"
"199splitHere46","14630514splitHere46","if(editstr.contentEquals(lname)) {<newline46mondego>    edit3.setText(<doubleQuotes46>Enter value<doubleQuotes46>);<newline46mondego>} else {<newline46mondego>    a=Double.parseDouble(edit.getText().toString()); // else add the stuff<newline46mondego>    b=Double.parseDouble(edit2.getText().toString());<newline46mondego>    c=a+b;<newline46mondego>    edit3.setText(Double.toString(c));<newline46mondego>}<newline46mondego>"
"200splitHere46","14630567splitHere46","<action android:name=<doubleQuotes46>android.intent.action.MENU<doubleQuotes46> /><newline46mondego>"
"201splitHere46","14630567splitHere46","<action android:name=<doubleQuotes46>com.example.add.MENU<doubleQuotes46> /><newline46mondego>"
"202splitHere46","14630567splitHere46","Intent openStart = new Intent(<doubleQuotes46>android.intent.action.MENU<doubleQuotes46>);<newline46mondego>"
"203splitHere46","14630567splitHere46","Intent openStart = new Intent(Splash.this, Menu.class);<newline46mondego>startActivity(openStart);<newline46mondego>"
"204splitHere46","14630717splitHere46","init"
"205splitHere46","14630717splitHere46","setFocusable(true);<newline46mondego>"
"206splitHere46","14630796splitHere46","drive.file"
"207splitHere46","14630853splitHere46","buffer.toString();"
"208splitHere46","14630853splitHere46","URL url = new URL(<doubleQuotes46>Link to dropbox<doubleQuotes46>);<newline46mondego>                HttpURLConnection.setFollowRedirects(true);<newline46mondego>                HttpURLConnection con = (HttpURLConnection) url.openConnection();<newline46mondego>                con.setDoOutput(false);<newline46mondego>                con.setReadTimeout(20000);<newline46mondego>                con.setRequestProperty(<doubleQuotes46>Connection<doubleQuotes46>, <doubleQuotes46>keep-alive<doubleQuotes46>);<newline46mondego><newline46mondego>                con.setRequestProperty(<doubleQuotes46>User-Agent<doubleQuotes46>, <doubleQuotes46>Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0<doubleQuotes46>);<newline46mondego>                ((HttpURLConnection) con).setRequestMethod(<doubleQuotes46>GET<doubleQuotes46>);<newline46mondego>                //System.out.println(con.getContentLength()) ;<newline46mondego>                con.setConnectTimeout(5000);<newline46mondego>                BufferedInputStream in = new BufferedInputStream(con.getInputStream());<newline46mondego>                int responseCode = con.getResponseCode();<newline46mondego>                if (responseCode == HttpURLConnection.HTTP_OK) {<newline46mondego>                    System.out.println(responseCode);<newline46mondego>                }<newline46mondego>                StringBuffer buffer = new StringBuffer();<newline46mondego>                int chars_read;<newline46mondego>                //int total = 0;<newline46mondego>                while ((chars_read = in.read()) != -1) <newline46mondego>                {<newline46mondego>                    char g = (char) chars_read;<newline46mondego>                    buffer.append(g);<newline46mondego>                }<newline46mondego>                final String page = buffer.toString();<newline46mondego>"
"209splitHere46","14630906splitHere46","<summary><newline46mondego>    <band height=<doubleQuotes46>138<doubleQuotes46>><newline46mondego>        <componentElement><newline46mondego>            <reportElement uuid=<doubleQuotes46>0f51d841-bb5b-4775-9b87-03ba695a6971<doubleQuotes46> key=<doubleQuotes46>table 2<doubleQuotes46> x=<doubleQuotes46>0<doubleQuotes46> y=<doubleQuotes46>0<doubleQuotes46> width=<doubleQuotes46>752<doubleQuotes46> height=<doubleQuotes46>138<doubleQuotes46>/><newline46mondego>            <jr:table xmlns:jr=<doubleQuotes46>http://jasperreports.sourceforge.net/jasperreports/components<doubleQuotes46> xsi:schemaLocation=<doubleQuotes46>http://jasperreports.sourceforge.net/jasperreports/components http://jasperreports.sourceforge.net/xsd/components.xsd<doubleQuotes46> whenNoDataType=<doubleQuotes46>AllSectionsNoDetail<doubleQuotes46>><newline46mondego>                <datasetRun subDataset=<doubleQuotes46>TableDataset<doubleQuotes46> uuid=<doubleQuotes46>7d17fcfc-0541-4e5e-9a72-86649e38cd06<doubleQuotes46>><newline46mondego>                    <datasetParameter name=<doubleQuotes46>DATE_FROM<doubleQuotes46>><newline46mondego>                        <datasetParameterExpression><![CDATA[$P{DATE_FROM}]]></datasetParameterExpression><newline46mondego>                    </datasetParameter><newline46mondego>                    <datasetParameter name=<doubleQuotes46>DATE_TO<doubleQuotes46>><newline46mondego>                        <datasetParameterExpression><![CDATA[$P{DATE_TO}]]></datasetParameterExpression><newline46mondego>                    </datasetParameter><newline46mondego>                    <datasetParameter name=<doubleQuotes46>MAIN_CUST_NUM<doubleQuotes46>><newline46mondego>                        <datasetParameterExpression><![CDATA[$P{MAIN_CUST_NUM}]]></datasetParameterExpression><newline46mondego>                    </datasetParameter><newline46mondego>                    <datasetParameter name=<doubleQuotes46>MAIN_PROJ_NUM<doubleQuotes46>><newline46mondego>                        <datasetParameterExpression><![CDATA[$P{MAIN_PROJ_NUM}]]></datasetParameterExpression><newline46mondego>                    </datasetParameter><newline46mondego>                    <connectionExpression><![CDATA[$P{REPORT_CONNECTION}]]></connectionExpression><newline46mondego>                </datasetRun><newline46mondego>                <jr:column width=<doubleQuotes46>90<doubleQuotes46> uuid=<doubleQuotes46>d375f5a3-db9e-450d-8ac2-e1a9a6fc18fc<doubleQuotes46>><newline46mondego>                    <jr:columnHeader height=<doubleQuotes46>30<doubleQuotes46> rowSpan=<doubleQuotes46>1<doubleQuotes46>><newline46mondego>                        <staticText><newline46mondego>                            <reportElement uuid=<doubleQuotes46>4cd206f2-6591-41a5-969c-9466034aac24<doubleQuotes46> x=<doubleQuotes46>0<doubleQuotes46> y=<doubleQuotes46>0<doubleQuotes46> width=<doubleQuotes46>90<doubleQuotes46> height=<doubleQuotes46>30<doubleQuotes46>/><newline46mondego>                            <textElement/><newline46mondego>                            <text><![CDATA[TSDATE]]></text><newline46mondego>                        </staticText><newline46mondego>                    </jr:columnHeader><newline46mondego>                    <jr:detailCell height=<doubleQuotes46>20<doubleQuotes46> rowSpan=<doubleQuotes46>1<doubleQuotes46>><newline46mondego>                        <textField><newline46mondego>                            <reportElement uuid=<doubleQuotes46>47c0d3dd-aac2-44ff-a3e5-426cd092fd54<doubleQuotes46> x=<doubleQuotes46>0<doubleQuotes46> y=<doubleQuotes46>0<doubleQuotes46> width=<doubleQuotes46>90<doubleQuotes46> height=<doubleQuotes46>20<doubleQuotes46>/><newline46mondego>                            <textElement/><newline46mondego>                            <textFieldExpression><![CDATA[$F{TSDATE}]]></textFieldExpression><newline46mondego>                        </textField><newline46mondego>                    </jr:detailCell><newline46mondego>                </jr:column><newline46mondego>                <jr:column width=<doubleQuotes46>90<doubleQuotes46> uuid=<doubleQuotes46>587ce56a-9008-43be-b850-dc5397b81c3a<doubleQuotes46>><newline46mondego>                    <jr:columnHeader height=<doubleQuotes46>30<doubleQuotes46> rowSpan=<doubleQuotes46>1<doubleQuotes46>><newline46mondego>                        <staticText><newline46mondego>                            <reportElement uuid=<doubleQuotes46>73460bc8-c487-4712-8a50-99f624a6bab5<doubleQuotes46> x=<doubleQuotes46>0<doubleQuotes46> y=<doubleQuotes46>0<doubleQuotes46> width=<doubleQuotes46>90<doubleQuotes46> height=<doubleQuotes46>30<doubleQuotes46>/><newline46mondego>                            <textElement/><newline46mondego>                            <text><![CDATA[TSCONO]]></text><newline46mondego>                        </staticText><newline46mondego>                    </jr:columnHeader><newline46mondego>                    <jr:detailCell height=<doubleQuotes46>20<doubleQuotes46> rowSpan=<doubleQuotes46>1<doubleQuotes46>><newline46mondego>                        <textField><newline46mondego>                            <reportElement uuid=<doubleQuotes46>ce6aaaad-562e-4e8f-9841-d51759e57035<doubleQuotes46> x=<doubleQuotes46>0<doubleQuotes46> y=<doubleQuotes46>0<doubleQuotes46> width=<doubleQuotes46>90<doubleQuotes46> height=<doubleQuotes46>20<doubleQuotes46>/><newline46mondego>                            <textElement/><newline46mondego>                            <textFieldExpression><![CDATA[$F{TSCONO}]]></textFieldExpression><newline46mondego>                        </textField><newline46mondego>                    </jr:detailCell><newline46mondego>                </jr:column><newline46mondego>            </jr:table><newline46mondego>        </componentElement><newline46mondego>    </band><newline46mondego></summary><newline46mondego>"
