"1splitHere46","9873383splitHere46","final ClientBootstrap bs = new ClientBootstrap(...);<newline46mondego>final InetSocketAddress address = new InetSocketAddress(<doubleQuotes46>remoteip<doubleQuotes46>, 110);<newline46mondego>final int maxretries = 5;<newline46mondego>final AtomicInteger count = new AtomicInteger();<newline46mondego>bs.connect(address).addListener(new ChannelFutureListener() {<newline46mondego><newline46mondego>    public void operationComplete(ChannelFuture future) throws Exception {<newline46mondego>        if (!future.isSuccess()) {<newline46mondego>            if (count.incrementAndGet() > maxretries) {<newline46mondego>                // fails to connect even after maxretries do something<newline46mondego>            } else {<newline46mondego>                // retry<newline46mondego>                bs.connect(address).addListener(this);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"198splitHere46","9878826splitHere46","ComboBox<ModelMarker>"
"199splitHere46","9878826splitHere46","Mode"
"200splitHere46","9878826splitHere46","BeanModel"
"201splitHere46","9878826splitHere46","ComboBox<BeanModel> modeCombo = new ComboBox<BeanModel>();<newline46mondego>ListStore<BeanModel> store = new ListStore<BeanModel>();<newline46mondego><newline46mondego>// this next line might need ModelMarker.class instead, its been a while<newline46mondego>BeanModelFactory modeFactory = BeanModelLookup.get().getFactory(Mode.class);<newline46mondego><newline46mondego><newline46mondego>// either add items one at a time<newline46mondego>Mode mode = Mode.EDIT;<newline46mondego>store.add(modeFactory.createModel(mode));<newline46mondego><newline46mondego>// or add a collection<newline46mondego>store.add(modeFactory.createModel(Arrays.asList(Mode.values()));<newline46mondego>"
"202splitHere46","9879078splitHere46","String inputLine = null;<newline46mondego><newline46mondego>while (...) {<newline46mondego>    ...<newline46mondego>    inputLine = in.readLine(); //I found ~9000 ns delay in this line.<newline46mondego>    save.write(inputLine);<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"203splitHere46","9879078splitHere46","save.write"
"204splitHere46","9879128splitHere46","main"
"205splitHere46","9879128splitHere46","_"
"206splitHere46","9879128splitHere46","__main<newline46mondego>"
"207splitHere46","9879128splitHere46","__"
"208splitHere46","9879128splitHere46","<doubleQuotes46><doubleQuotes46>"
"209splitHere46","9879128splitHere46","__"
"210splitHere46","9879128splitHere46","<doubleQuotes46>main<doubleQuotes46>"
"211splitHere46","9879158splitHere46",">>"
"212splitHere46","9879158splitHere46","5 >> 1"
"213splitHere46","9879158splitHere46","2"
"214splitHere46","9879158splitHere46","5"
"215splitHere46","9879158splitHere46","101"
"216splitHere46","9879158splitHere46","10"
"217splitHere46","9879174splitHere46","throws NoSuchELementException"
"218splitHere46","9879174splitHere46","null"
"219splitHere46","9879174splitHere46","System.err.println"
"220splitHere46","9879174splitHere46","getUserFromList(...)"
"221splitHere46","9879174splitHere46","NoSuchElementException"
"222splitHere46","9879174splitHere46","NoSuchUserException"
"223splitHere46","9879174splitHere46","try {<newline46mondego>    currentUser=(String) userList.nextElement();<newline46mondego>    currentPass=(String) credentials.get(currentUser);          <newline46mondego><newline46mondego>} catch(NoSuchElementException nsee) {<newline46mondego>              ^^^^^^^<newline46mondego><newline46mondego>    System.err.println(<doubleQuotes46>Is properties file blank?<doubleQuotes46>);<newline46mondego>    throw new NoSuchUserException(<doubleQuotes46>Is properties file blank?<doubleQuotes46>);<newline46mondego>                    ^^^^<newline46mondego>}<newline46mondego>"
"224splitHere46","9879272splitHere46","DataSource"
"225splitHere46","9879272splitHere46","LocalSessionFactoryBean"
"226splitHere46","9879321splitHere46","import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import javax.swing.JButton;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JOptionPane;<newline46mondego><newline46mondego>/**<newline46mondego> *<newline46mondego> * @author roger<newline46mondego> */<newline46mondego>public class MyActListener extends JFrame implements ActionListener{<newline46mondego><newline46mondego>    public MyActListener(){<newline46mondego>        super(<doubleQuotes46>My Action Listener<doubleQuotes46>);<newline46mondego><newline46mondego>        JButton myButton = new JButton(<doubleQuotes46>DisplayAnything<doubleQuotes46>);<newline46mondego>        myButton.addActionListener(this);<newline46mondego>        this.add(myButton);<newline46mondego><newline46mondego><newline46mondego>        this.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        this.pack();<newline46mondego>        this.setVisible(true);        <newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        // TODO code application logic here<newline46mondego>        MyActListener ma = new MyActListener();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>public void actionPerformed(ActionEvent e) { // YOur code for your button here<newline46mondego>    if(<doubleQuotes46>DisplayAnything<doubleQuotes46>.equals(e.getActionCommand())){<newline46mondego>        Color c = JColorChooser.showDialog(this, <doubleQuotes46>Color Chooser<doubleQuotes46>, Color.BLACK);<newline46mondego>        JButton displayAnything = (JButton)e.getSource();<newline46mondego>        displayAnything.setBackground(c);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"227splitHere46","9879505splitHere46","@XmlRootElement"
"228splitHere46","9879505splitHere46","@XmlRootElement(name=<doubleQuotes46>Employee)<newline46mondego>@XmlAccessorType(XmlAccessType.FIELD)<newline46mondego>class Employee {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"229splitHere46","9879580splitHere46","<repositories><newline46mondego>        <repository><newline46mondego>            <id>doodleproject-repo</id><newline46mondego>            <name>DoodleProject Maven 2 Repository</name><newline46mondego>            <url>http://doodleproject.sourceforge.net/maven2/release</url><newline46mondego>        </repository><newline46mondego>        <repository><newline46mondego>            <id>repo2_maven_org</id><newline46mondego>            <url>http://repo2.maven.org/maven2</url><newline46mondego>        </repository><newline46mondego>    </repositories><newline46mondego>"
"230splitHere46","9879761splitHere46","org.openmetadata.main"
"231splitHere46","9879761splitHere46","org.openmetadata.main.OmadUpdate"
"232splitHere46","9879761splitHere46","org\openmetadata\main"
"233splitHere46","9879761splitHere46","java"
"234splitHere46","9879761splitHere46","org\openmetadata\main"
"235splitHere46","9879761splitHere46","java"
"236splitHere46","9879761splitHere46","java org.openmetadata.main.OmadUpdate<newline46mondego>"
"237splitHere46","9879920splitHere46","G = (V,E)"
"238splitHere46","9879920splitHere46","V = {all locations}"
"239splitHere46","9879920splitHere46","E = {(u,v),(v,u) | u and v are neighbors}"
"240splitHere46","9880082splitHere46","id"
"241splitHere46","9880082splitHere46","type"
"242splitHere46","9880082splitHere46","id"
"243splitHere46","9880082splitHere46","type"
"244splitHere46","9880108splitHere46","import java.util.regex.Matcher;<newline46mondego>import java.util.regex.Pattern;<newline46mondego><newline46mondego>// (incomplete) list of currency symbols, enhance from http://www.unicode.org/charts/PDF/U20A0.pdf<newline46mondego>private static final String CURRENCY_SYMBOLS= <doubleQuotes46>\\p{Sc}\u0024\u060B<doubleQuotes46>;<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego>    Pattern p = Pattern.compile(<doubleQuotes46>[<doubleQuotes46> +CURRENCY_SYMBOLS + <doubleQuotes46>][\\d,]+<doubleQuotes46>);<newline46mondego><newline46mondego>    Matcher m = p.matcher(<doubleQuotes46>I got a wristwatch for $500 and i could sell it to a Nigerian for <doubleQuotes46> +<newline46mondego>            <doubleQuotes46>₦13,000 or to someone in Saudi Arabia for ﷼800 or Afghanistan for ؋350<doubleQuotes46>);<newline46mondego><newline46mondego>    while (m.find()) {<newline46mondego>        System.out.println(m.group());<newline46mondego>    }<newline46mondego> }<newline46mondego>}<newline46mondego><newline46mondego>//Output is:<newline46mondego>// $500<newline46mondego>// ₦13,000<newline46mondego>// ﷼800<newline46mondego>// ؋350<newline46mondego>"
"245splitHere46","9880234splitHere46","Car"
"246splitHere46","9880234splitHere46","Car"
"247splitHere46","9880479splitHere46","// The Java class will be hosted at the URI path <doubleQuotes46>/helloworld<doubleQuotes46><newline46mondego>@Path(<doubleQuotes46>/helloworld<doubleQuotes46>)<newline46mondego>public class HelloWorldResource {<newline46mondego><newline46mondego>    // The Java method will process HTTP GET requests<newline46mondego>    @GET<newline46mondego>    // The Java method will produce content identified by the MIME Media<newline46mondego>    // type <doubleQuotes46>text/plain<doubleQuotes46><newline46mondego>    @Produces(<doubleQuotes46>text/plain<doubleQuotes46>)<newline46mondego>    public String getClichedMessage() {<newline46mondego>        // Return some cliched textual content<newline46mondego>        return <doubleQuotes46>Hello World<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"248splitHere46","9880479splitHere46","@Produces(MediaType.APPLICATION_JSON)"
"249splitHere46","9880479splitHere46","@Produces({<doubleQuotes46>application/xml<doubleQuotes46>, <doubleQuotes46>application/json<doubleQuotes46>})"
"250splitHere46","9880899splitHere46","Projects/MyServer/WebContent/js"
"251splitHere46","9880899splitHere46","Projects/MyServer/WebContent/css"
"252splitHere46","9880903splitHere46","class A {<newline46mondego>   private String name;  // internal private attribute (variable) for class A<newline46mondego><newline46mondego>   public String getName() {  // public access method for attribute <doubleQuotes46>name<doubleQuotes46><newline46mondego>       return name;<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>class B {<newline46mondego>   private A instanceOfA;   // internal private reference to class A<newline46mondego><newline46mondego>   public B(A instanceOfA) {   // public constructor of class B, which requires an instance of A as a parameter<newline46mondego>        this.instanceOfA = instanceOf;<newline46mondego>   }<newline46mondego><newline46mondego>   public void doNothing() {  // example method accessing A's attribute <doubleQuotes46>name<doubleQuotes46><newline46mondego>         System.out.println(instanceOfA.getName());<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"253splitHere46","9881012splitHere46","(?!<doubleQuotes46>)\\p{punct}<newline46mondego>"
"254splitHere46","9881012splitHere46","String string = <doubleQuotes46>.\<doubleQuotes46>'<doubleQuotes46>;<newline46mondego>System.out.println(string.replaceAll(<doubleQuotes46>(?!\<doubleQuotes46>)\\p{Punct}<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>));<newline46mondego>"
"255splitHere46","9881027splitHere46","System.out.print((long)(1 << (63)));<newline46mondego>"
"256splitHere46","9881027splitHere46","(1 << 63)"
"257splitHere46","9881027splitHere46","System.out.print(1L << 63);<newline46mondego>"
"258splitHere46","9881027splitHere46","long"
"259splitHere46","9881027splitHere46","new BigInteger(<doubleQuotes46>1<doubleQuotes46>).shiftLeft(63)<newline46mondego>"
"260splitHere46","9881087splitHere46","public void getItems()"
"261splitHere46","9881087splitHere46","public String[] getItems()"
"262splitHere46","9881260splitHere46","ActionInvocation"
"263splitHere46","9881260splitHere46","ExceptionMappingInterceptor"
"264splitHere46","9881260splitHere46","Logger"
"265splitHere46","9881260splitHere46","LoggingInterceptor"
"266splitHere46","9881260splitHere46","Interceptor"
"267splitHere46","9881260splitHere46","ActionInvocation"
"268splitHere46","9881260splitHere46","intercept()"
"269splitHere46","9881260splitHere46","synchronized"
"270splitHere46","9881260splitHere46","synchronized{}"
"271splitHere46","9881260splitHere46","Logger"
"272splitHere46","9881311splitHere46","Math.toRadians(degrees-90)"
"273splitHere46","9881317splitHere46","xsi:type"
"274splitHere46","9881317splitHere46","@XmlDescriminatorNode"
"275splitHere46","9881317splitHere46","@XmlDescriminatorValue"
"276splitHere46","9881317splitHere46","package forum987537;<newline46mondego><newline46mondego>import javax.xml.bind.annotation.XmlSeeAlso;<newline46mondego><newline46mondego>@XmlSeeAlso({Account.class, Opportunity.class})<newline46mondego>public abstract class SObject {<newline46mondego>  public abstract String getId();<newline46mondego>  public abstract void setId(String id);<newline46mondego>}<newline46mondego>"
"277splitHere46","9881317splitHere46","package forum987537;<newline46mondego><newline46mondego>import javax.xml.bind.annotation.*;<newline46mondego><newline46mondego>@XmlAccessorType(XmlAccessType.FIELD)<newline46mondego>@XmlType(name=<doubleQuotes46>Opportunity<doubleQuotes46>)<newline46mondego>public class Opportunity extends SObject {<newline46mondego><newline46mondego>    private String id;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String getId() {<newline46mondego>        return id;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void setId(String id) {<newline46mondego>        this.id = id;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"278splitHere46","9881317splitHere46","package forum987537;<newline46mondego><newline46mondego>import javax.xml.bind.annotation.XmlElement;<newline46mondego>import javax.xml.bind.annotation.XmlRootElement;<newline46mondego><newline46mondego>@XmlRootElement(name=<doubleQuotes46>Notification<doubleQuotes46>, namespace=<doubleQuotes46>http://soap.sforce.com/2005/09/outbound<doubleQuotes46>)<newline46mondego>public class Notification {<newline46mondego><newline46mondego>    private SObject sObject;<newline46mondego><newline46mondego>    @XmlElement(namespace=<doubleQuotes46>http://soap.sforce.com/2005/09/outbound<doubleQuotes46>)<newline46mondego>    public SObject getsObject() {<newline46mondego>        return sObject;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setsObject(SObject sObject) {<newline46mondego>        this.sObject = sObject;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"279splitHere46","9881317splitHere46","@XmlSchema(<newline46mondego>    namespace=<doubleQuotes46>urn:sobject.enterprise.soap.sforce.com<doubleQuotes46>, <newline46mondego>    elementFormDefault=XmlNsForm.QUALIFIED,<newline46mondego>    xmlns={<newline46mondego>        @XmlNs(prefix=<doubleQuotes46>out<doubleQuotes46>, namespaceURI = <doubleQuotes46>http://soap.sforce.com/2005/09/outbound<doubleQuotes46>),<newline46mondego>        @XmlNs(prefix=<doubleQuotes46>sf<doubleQuotes46>, namespaceURI = <doubleQuotes46>urn:sobject.enterprise.soap.sforce.com<doubleQuotes46>),<newline46mondego>    })<newline46mondego>package forum987537;<newline46mondego><newline46mondego>import javax.xml.bind.annotation.*;<newline46mondego>"
"280splitHere46","9881317splitHere46","package forum987537;<newline46mondego><newline46mondego>import javax.xml.bind.JAXBContext;<newline46mondego>import javax.xml.bind.Marshaller;<newline46mondego><newline46mondego>public class Demo {<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        JAXBContext jc = JAXBContext.newInstance(Notification.class);<newline46mondego><newline46mondego>        Notification notification = new Notification();<newline46mondego>        Opportunity opportunity = new Opportunity();<newline46mondego>        opportunity.setId(<doubleQuotes46>ABC123<doubleQuotes46>);<newline46mondego>        notification.setsObject(opportunity);<newline46mondego><newline46mondego>        Marshaller marshaller = jc.createMarshaller();<newline46mondego>        marshaller.setProperty(Marshaller.JAXB_FORMATTED_OUTPUT, true);<newline46mondego>        marshaller.marshal(notification, System.out);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
