"1splitHere46","3612071splitHere46","JSONObject query = json.getJSONObject(<doubleQuotes46>query<doubleQuotes46>);<newline46mondego>JSONObject results = query.getJSONObject(<doubleQuotes46>results<doubleQuotes46>);<newline46mondego>JSONArray quotes = results.getJSONArray(<doubleQuotes46>quotes<doubleQuotes46>);<newline46mondego>"
"191splitHere46","3619096splitHere46","Exception"
"192splitHere46","3619167splitHere46","<replace file=<doubleQuotes46>${j2ee.build.dir}/${j2ee.app..name}/META-INF/application.xml<doubleQuotes46> token=<doubleQuotes46>&lt;/application&gt;<doubleQuotes46> value=<doubleQuotes46>&lt;module&gt;&lt;web&gt;&lt;web-uri&gt;admin.war&lt;/web-uri&gt;&lt;context-root&gt;/admin&lt;/context-root&gt;&lt;/web&gt;&lt;/module&gt;&lt;/application&gt;<doubleQuotes46>/><newline46mondego>"
"193splitHere46","3619177splitHere46","HttpURLConnection connection = null;<newline46mondego>    try {<newline46mondego>        URL url = new URL(<doubleQuotes46>www.google.com<doubleQuotes46>);<newline46mondego>        connection = (HttpURLConnection) url.openConnection();<newline46mondego>        connection.connect();<newline46mondego>        connection.getInputStream();<newline46mondego>                    // do something with the input stream here<newline46mondego><newline46mondego>    } catch (MalformedURLException e1) {<newline46mondego>        e1.printStackTrace();<newline46mondego>    } catch (IOException e1) {<newline46mondego>        e1.printStackTrace();<newline46mondego>    } finally {<newline46mondego>        if(null != connection) { connection.disconnect(); }<newline46mondego>    }<newline46mondego>"
"194splitHere46","3619261splitHere46","<rich:tab action=<doubleQuotes46>#{mydata.refreshData}<doubleQuotes46> reRender=<doubleQuotes46>myTable<doubleQuotes46>><newline46mondego>  <rich:extendedDataTable id=<doubleQuotes46>myTable<doubleQuotes46> data=<doubleQuotes46>#{myData.data}<doubleQuotes46>/><newline46mondego></rich:tab><newline46mondego>"
"195splitHere46","3619653splitHere46","~"
"196splitHere46","3619653splitHere46","."
"197splitHere46","3619653splitHere46","."
"198splitHere46","3619653splitHere46","~"
"199splitHere46","3619653splitHere46","~/directory/subdirectory"
"200splitHere46","3619653splitHere46","subdirectory"
"201splitHere46","3619653splitHere46","directory"
"202splitHere46","3619653splitHere46","./directory/subdirectory"
"203splitHere46","3619653splitHere46","subdirectory"
"204splitHere46","3619653splitHere46","directory"
"205splitHere46","3619665splitHere46","Bitmap logoImage = Bitmap.getBitmapResource(<doubleQuotes46>tip.png<doubleQuotes46>);<newline46mondego>"
"206splitHere46","3619769splitHere46","public NewUserController() { }<newline46mondego><newline46mondego>@PostConstruct<newline46mondego>public void init() {<newline46mondego>    document.list();<newline46mondego>}<newline46mondego>"
"207splitHere46","3619831splitHere46","Hashtable"
"208splitHere46","3620312splitHere46","private String _concatenateBase(String one, String two) <newline46mondego>{<newline46mondego>    return one + two;<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>public String concatenate(String one, String two, String three) <newline46mondego>{<newline46mondego>    return _concatenateBase(one+two, three);<newline46mondego>}<newline46mondego>"
"209splitHere46","3620395splitHere46","alter table TABLE_NAME drop constraint <newline46mondego>      (select unique_index_name <newline46mondego>              from information_schema.constraints <newline46mondego>              where table_name='TABLE_NAME' and column_name='SHORT_ID')<newline46mondego>"
"210splitHere46","3620701splitHere46","void speed1(Car somecar)<newline46mondego>{<newline46mondego>  somecar.speedUp(1);<newline46mondego>}<newline46mondego>"
"211splitHere46","3620701splitHere46","void speed1(Object somecar)<newline46mondego>{<newline46mondego>    somecar.speedUp(1);<newline46mondego>}<newline46mondego>"
"212splitHere46","3620701splitHere46","Object mycar=new Lexus();<newline46mondego>mycar.speedUp(1);<newline46mondego>"
"213splitHere46","3620701splitHere46","Car car1=new Lexus();<newline46mondego>Car car2=new Chrysler(); // assuming you defined this, of course<newline46mondego>car1.speedUp(1);  // executes Lexus.speedUp<newline46mondego>car2.speedUp(2);  // executes Chrysler.speedUp<newline46mondego>"
"214splitHere46","3620771splitHere46","int number = (myBoolean)? 1 : 2;<newline46mondego>"
"215splitHere46","3620771splitHere46","return"
"216splitHere46","3620808splitHere46","JComboBox"
"217splitHere46","3620808splitHere46","setPrototypeDisplayValue(Object)"
"218splitHere46","3620808splitHere46","pack()"
"219splitHere46","3620808splitHere46","doLayout()"
"220splitHere46","3620808splitHere46","revalidate()"
"221splitHere46","3620808splitHere46","repaint()"
"222splitHere46","3620959splitHere46","displayMessage()"
"223splitHere46","3620959splitHere46","ActionEvent"
"224splitHere46","3620959splitHere46","SystemTray"
"225splitHere46","3620959splitHere46","TrayIcon"
"226splitHere46","3621000splitHere46","Content-Encoding: gzip<newline46mondego>"
"227splitHere46","3621004splitHere46","frame.setBorder(null);"
"228splitHere46","3621004splitHere46","null"
"229splitHere46","3621101splitHere46","main()"
"230splitHere46","3621101splitHere46","m"
"231splitHere46","3621101splitHere46","A"
"232splitHere46","3621101splitHere46","a"
"233splitHere46","3621101splitHere46","B"
"234splitHere46","3621101splitHere46","a"
"235splitHere46","3621101splitHere46","A"
"236splitHere46","3621101splitHere46","main()"
"237splitHere46","3621101splitHere46","B"
"238splitHere46","3621342splitHere46","public class Test {<newline46mondego>    public static void main(String... args){<newline46mondego>        new D().m(new A());<newline46mondego>        new D().m(new B());<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>interface I {  }<newline46mondego><newline46mondego>class A extends java.awt.Component implements I {}<newline46mondego>class B extends java.awt.Component implements I {}<newline46mondego><newline46mondego>class D {<newline46mondego>  Component c;<newline46mondego>  I i;<newline46mondego>  <T extends java.awt.Component & I> void m(T x) {<newline46mondego>    c = x;<newline46mondego>    i = x;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"239splitHere46","3621342splitHere46","I"
"240splitHere46","3621342splitHere46","Component"
"241splitHere46","3621417splitHere46","javax.swing.Timer"
"242splitHere46","3621417splitHere46","import java.awt.EventQueue;<newline46mondego>import java.awt.Font;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.Timer;<newline46mondego><newline46mondego>/** @see http://stackoverflow.com/questions/3617326 */<newline46mondego>public class MarqueeTest {<newline46mondego><newline46mondego>    private void display() {<newline46mondego>        JFrame f = new JFrame(<doubleQuotes46>MarqueeTest<doubleQuotes46>);<newline46mondego>        f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        String s = <doubleQuotes46>Tomorrow, and tomorrow, and tomorrow, <doubleQuotes46><newline46mondego>        + <doubleQuotes46>creeps in this petty pace from day to day, <doubleQuotes46><newline46mondego>        + <doubleQuotes46>to the last syllable of recorded time; ... <doubleQuotes46><newline46mondego>        + <doubleQuotes46>It is a tale told by an idiot, full of <doubleQuotes46><newline46mondego>        + <doubleQuotes46>sound and fury signifying nothing.<doubleQuotes46>;<newline46mondego>        MarqueePanel mp = new MarqueePanel(s, 32);<newline46mondego>        f.add(mp);<newline46mondego>        f.pack();<newline46mondego>        f.setLocationRelativeTo(null);<newline46mondego>        f.setVisible(true);<newline46mondego>        mp.start();<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new MarqueeTest().display();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>/** Side-scroll n characters of s. */<newline46mondego>class MarqueePanel extends JPanel implements ActionListener {<newline46mondego><newline46mondego>    private static final int RATE = 12;<newline46mondego>    private final Timer timer = new Timer(1000 / RATE, this);<newline46mondego>    private final JLabel label = new JLabel();<newline46mondego>    private final String s;<newline46mondego>    private final int n;<newline46mondego>    private int index;<newline46mondego><newline46mondego>    public MarqueePanel(String s, int n) {<newline46mondego>        if (s == null || n < 1) {<newline46mondego>            throw new IllegalArgumentException(<doubleQuotes46>Null string or n < 1<doubleQuotes46>);<newline46mondego>        }<newline46mondego>        StringBuilder sb = new StringBuilder(n);<newline46mondego>        for (int i = 0; i < n; i++) {<newline46mondego>            sb.append(' ');<newline46mondego>        }<newline46mondego>        this.s = sb + s + sb;<newline46mondego>        this.n = n;<newline46mondego>        label.setFont(new Font(<doubleQuotes46>Serif<doubleQuotes46>, Font.ITALIC, 36));<newline46mondego>        label.setText(sb.toString());<newline46mondego>        this.add(label);<newline46mondego>    }<newline46mondego><newline46mondego>    public void start() {<newline46mondego>        timer.start();<newline46mondego>    }<newline46mondego><newline46mondego>    public void stop() {<newline46mondego>        timer.stop();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void actionPerformed(ActionEvent e) {<newline46mondego>        index++;<newline46mondego>        if (index > s.length() - n) {<newline46mondego>            index = 0;<newline46mondego>        }<newline46mondego>        label.setText(s.substring(index, index + n));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"243splitHere46","3621444splitHere46","Connection db = poolingDataSource.getConnection();<newline46mondego>CallableStatement cstmt = db.prepareCall(<doubleQuotes46>{call pSampleStoredProc()}<doubleQuotes46>);<newline46mondego>MyCallableStatement mystmt = new MyCallableStatement( cstmt );<newline46mondego>ResultSet rs = mystmt.executeQuery();<newline46mondego>"
"244splitHere46","3621461splitHere46","WebArgumentResolver"
"245splitHere46","3621461splitHere46","AnnotationMethodHandlerAdapter"
"246splitHere46","3621461splitHere46","@SessionAttribute"
"247splitHere46","3621461splitHere46","@SessionParam"
"248splitHere46","3621461splitHere46","param.getParameterName()"
"249splitHere46","3621461splitHere46","value"
"250splitHere46","3621664splitHere46","<xsl:stylesheet version=<doubleQuotes46>1.0<doubleQuotes46> xmlns:xsl=<doubleQuotes46>http://www.w3.org/1999/XSL/Transform<doubleQuotes46>><newline46mondego>    <xsl:param name=<doubleQuotes46>pSortingBy<doubleQuotes46> select=<doubleQuotes46>/root/@sorting<doubleQuotes46>/><newline46mondego>    <xsl:template match=<doubleQuotes46>node()|@*<doubleQuotes46>><newline46mondego>        <xsl:copy><newline46mondego>            <xsl:apply-templates select=<doubleQuotes46>node()|@*<doubleQuotes46>/><newline46mondego>        </xsl:copy><newline46mondego>    </xsl:template><newline46mondego>    <xsl:template match=<doubleQuotes46>/root<doubleQuotes46>><newline46mondego>        <xsl:copy><newline46mondego>            <xsl:apply-templates select=<doubleQuotes46>node()|@*<doubleQuotes46>><newline46mondego>                <xsl:sort select=<doubleQuotes46>*[name()=$pSortingBy]<doubleQuotes46>/><newline46mondego>            </xsl:apply-templates><newline46mondego>        </xsl:copy><newline46mondego>    </xsl:template><newline46mondego></xsl:stylesheet><newline46mondego>"
"251splitHere46","3621664splitHere46","<root sorting=<doubleQuotes46>prop4<doubleQuotes46>><newline46mondego>    <elem1><newline46mondego>        <prop1>A</prop1><newline46mondego>        <prop2>B</prop2><newline46mondego>        <prop3>C</prop3><newline46mondego>        <prop4>D</prop4><newline46mondego>        <prop5>A</prop5><newline46mondego>    </elem1><newline46mondego>    <elem2><newline46mondego>        <prop1>B</prop1><newline46mondego>        <prop2>C</prop2><newline46mondego>        <prop3>D</prop3><newline46mondego>        <prop4>A</prop4><newline46mondego>        <prop5>B</prop5><newline46mondego>    </elem2><newline46mondego>    <elem3><newline46mondego>        <prop1>C</prop1><newline46mondego>        <prop2>D</prop2><newline46mondego>        <prop3>A</prop3><newline46mondego>        <prop4>B</prop4><newline46mondego>        <prop5>C</prop5><newline46mondego>    </elem3><newline46mondego></root><newline46mondego>"
"252splitHere46","3621664splitHere46","<root sorting=<doubleQuotes46>prop4<doubleQuotes46>><newline46mondego>    <elem2><newline46mondego>        <prop1>B</prop1><newline46mondego>        <prop2>C</prop2><newline46mondego>        <prop3>D</prop3><newline46mondego>        <prop4>A</prop4><newline46mondego>        <prop5>B</prop5><newline46mondego>    </elem2><newline46mondego>    <elem3><newline46mondego>        <prop1>C</prop1><newline46mondego>        <prop2>D</prop2><newline46mondego>        <prop3>A</prop3><newline46mondego>        <prop4>B</prop4><newline46mondego>        <prop5>C</prop5><newline46mondego>    </elem3><newline46mondego>    <elem1><newline46mondego>        <prop1>A</prop1><newline46mondego>        <prop2>B</prop2><newline46mondego>        <prop3>C</prop3><newline46mondego>        <prop4>D</prop4><newline46mondego>        <prop5>A</prop5><newline46mondego>    </elem1><newline46mondego></root><newline46mondego>"
"253splitHere46","3621664splitHere46","pSortingBy"
"254splitHere46","3621664splitHere46","javax.xml.transform.TransformerFactory transFact =<newline46mondego>                       javax.xml.transform.TransformerFactory.newInstance( );<newline46mondego>javax.xml.transform.Transformer trans = transFact.newTransformer(xsltSource);<newline46mondego>trans.setParameter(<doubleQuotes46>pSortingBy<doubleQuotes46>, <doubleQuotes46>prop5<doubleQuotes46>);<newline46mondego>"
