"1splitHere46","22676917splitHere46","File listnames = new File(this.getFilesDir() + File.separator + <doubleQuotes46>Lists<doubleQuotes46>);<newline46mondego>if( !listnames.exists() )<newline46mondego>    listnames.mkdirs();<newline46mondego>else if( !listnames.isDirectory() && listnames.canWrite() ){<newline46mondego>    listnames.delete();<newline46mondego>    listnames.mkdirs();<newline46mondego>}<newline46mondego>else{<newline46mondego>    //you can't access there with write permission.<newline46mondego>    //Try other way.<newline46mondego>}<newline46mondego>"
"92splitHere46","22679658splitHere46","String resp = <doubleQuotes46>{\<doubleQuotes46>message\<doubleQuotes46>:\<doubleQuotes46>Error while updating\<doubleQuotes46>,\<doubleQuotes46>success\<doubleQuotes46>:false}<doubleQuotes46>;<newline46mondego>"
"93splitHere46","22679808splitHere46","insertPrep"
"94splitHere46","22679808splitHere46","tree()"
"95splitHere46","22679808splitHere46","insert(AvlNode node, AvlNode newNode)"
"96splitHere46","22679808splitHere46","insert"
"97splitHere46","22679808splitHere46","if (node.key > newNode.key){<newline46mondego>     if(node.left!=null){node.left=insert(node.left , newNode);}<newline46mondego>     else{node.left=newNode;}<newline46mondego>  }<newline46mondego>"
"98splitHere46","22679840splitHere46","LinkedList"
"99splitHere46","22679840splitHere46","LinkedList"
"100splitHere46","22679840splitHere46","java.util.concurrent.BlockingQueue"
"101splitHere46","22679840splitHere46","System.out"
"102splitHere46","22679875splitHere46","public class MainActivity extends FragmentActivity {<newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.main);<newline46mondego><newline46mondego>        if (findViewById(R.id.fragment_container) != null) {<newline46mondego><newline46mondego>            SupportMapFragment mapFragmentClass= new SupportMapFragment ();<newline46mondego>            getSupportFragmentManager().beginTransaction()<newline46mondego>                    .add(R.id.fragment_container, mapFragmentClass).commit();<newline46mondego>            getSupportFragmentManager().executePendingTransactions();<newline46mondego>            GoogleMap map = mapFragmentClass.getMap();<newline46mondego>            // do what you need to do with the map<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"103splitHere46","22680041splitHere46","Pattern PATTERN = Pattern.compile(<doubleQuotes46>^(.+?)\\nyo\\n(?:(?!cut me:|yo).)*cut me:<doubleQuotes46>,  Pattern.DOTALL);<newline46mondego>"
"104splitHere46","22680041splitHere46","m.find()"
"105splitHere46","22680041splitHere46","\b"
"106splitHere46","22680041splitHere46","System.out.println(m.groupCount());<newline46mondego>"
"107splitHere46","22680096splitHere46","CMR     MODE        FRAME SIZE( in bytes )<newline46mondego>0      AMR 4.75        13<newline46mondego>1      AMR 5.15        14 <newline46mondego>2      AMR 5.9         16<newline46mondego>3      AMR 6.7         18<newline46mondego>4      AMR 7.4         20<newline46mondego>5      AMR 7.95        21<newline46mondego>6      AMR 10.2        27<newline46mondego>7      AMR 12.2        32<newline46mondego>"
"108splitHere46","22680122splitHere46","<root>value1    value2  value3  value4</root><newline46mondego>"
"109splitHere46","22680122splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><xsl:stylesheet xmlns:xsl=<doubleQuotes46>http://www.w3.org/1999/XSL/Transform<doubleQuotes46><newline46mondego>    version=<doubleQuotes46>1.0<doubleQuotes46>><newline46mondego>    <xsl:output indent=<doubleQuotes46>yes<doubleQuotes46> omit-xml-declaration=<doubleQuotes46>yes<doubleQuotes46>/><newline46mondego><newline46mondego>    <xsl:template match=<doubleQuotes46>/<doubleQuotes46>><newline46mondego>        <values><newline46mondego>            <xsl:call-template name=<doubleQuotes46>tokenizeString<doubleQuotes46>><newline46mondego>                <xsl:with-param name=<doubleQuotes46>list<doubleQuotes46> select=<doubleQuotes46>.<doubleQuotes46>/><newline46mondego>                <xsl:with-param name=<doubleQuotes46>delimiter<doubleQuotes46> select=<doubleQuotes46>'&#x9;'<doubleQuotes46>/><newline46mondego>            </xsl:call-template><newline46mondego>        </values><newline46mondego>    </xsl:template><newline46mondego><newline46mondego>    <xsl:template name=<doubleQuotes46>tokenizeString<doubleQuotes46>><newline46mondego>        <!--passed template parameter --><newline46mondego>        <xsl:param name=<doubleQuotes46>list<doubleQuotes46>/><newline46mondego>        <xsl:param name=<doubleQuotes46>delimiter<doubleQuotes46>/><newline46mondego>        <xsl:choose><newline46mondego>            <xsl:when test=<doubleQuotes46>contains($list, $delimiter)<doubleQuotes46>><newline46mondego>                <value><newline46mondego>                    <!-- get everything in front of the first delimiter --><newline46mondego>                    <xsl:value-of select=<doubleQuotes46>substring-before($list,$delimiter)<doubleQuotes46>/><newline46mondego>                </value><newline46mondego>                <xsl:call-template name=<doubleQuotes46>tokenizeString<doubleQuotes46>><newline46mondego>                    <!-- store anything left in another variable --><newline46mondego>                    <xsl:with-param name=<doubleQuotes46>list<doubleQuotes46> select=<doubleQuotes46>substring-after($list,$delimiter)<doubleQuotes46>/><newline46mondego>                    <xsl:with-param name=<doubleQuotes46>delimiter<doubleQuotes46> select=<doubleQuotes46>$delimiter<doubleQuotes46>/><newline46mondego>                </xsl:call-template><newline46mondego>            </xsl:when><newline46mondego>            <xsl:otherwise><newline46mondego>                <xsl:choose><newline46mondego>                    <xsl:when test=<doubleQuotes46>$list = ''<doubleQuotes46>><newline46mondego>                        <xsl:text/><newline46mondego>                    </xsl:when><newline46mondego>                    <xsl:otherwise><newline46mondego>                        <value><newline46mondego>                            <xsl:value-of select=<doubleQuotes46>$list<doubleQuotes46>/><newline46mondego>                        </value><newline46mondego>                    </xsl:otherwise><newline46mondego>                </xsl:choose><newline46mondego>            </xsl:otherwise><newline46mondego>        </xsl:choose><newline46mondego>    </xsl:template><newline46mondego></xsl:stylesheet><newline46mondego>"
"110splitHere46","22680122splitHere46","<values><newline46mondego>   <value>value1</value><newline46mondego>   <value>value2</value><newline46mondego>   <value>value3</value><newline46mondego>   <value>value4</value><newline46mondego></values><newline46mondego>"
"111splitHere46","22680235splitHere46","concat"
"112splitHere46","22680235splitHere46","String result = s1.concat(<doubleQuotes46>abc<doubleQuotes46>);<newline46mondego>"
"113splitHere46","22680235splitHere46","s1"
"114splitHere46","22680235splitHere46","s1"
"115splitHere46","22680235splitHere46","String"
"116splitHere46","22680235splitHere46","replace"
"117splitHere46","22680235splitHere46","toLowerCase"
"118splitHere46","22680235splitHere46","StringBuilder"
"119splitHere46","22680474splitHere46","table=new JTable(new MyTableModel());   <newline46mondego>"
"120splitHere46","22680474splitHere46","model1.updateJarTable(row);<newline46mondego>"
"121splitHere46","22680474splitHere46","model1"
"122splitHere46","22680474splitHere46","table=new JTable(model1);   <newline46mondego>"
"123splitHere46","22680474splitHere46","model1"
"124splitHere46","22680474splitHere46","model1 = MyTableModel()"
"125splitHere46","22680474splitHere46","ArrayIndexOutofBoundsException"
"126splitHere46","22680474splitHere46","Object[][] data=new Object[][]{};<newline46mondego>"
"127splitHere46","22680474splitHere46","0"
"128splitHere46","22680474splitHere46","0"
"129splitHere46","22680474splitHere46","java.util.List"
"130splitHere46","22680474splitHere46","DefaultListModel"
"131splitHere46","22680474splitHere46","import java.util.ArrayList;<newline46mondego>import java.util.Arrays;<newline46mondego>import java.util.List;<newline46mondego>import javax.swing.table.AbstractTableModel;<newline46mondego><newline46mondego>public class MyTableModel extends AbstractTableModel {<newline46mondego><newline46mondego>    private String[] columnNames = {<doubleQuotes46>Name<doubleQuotes46>,<newline46mondego>        <doubleQuotes46>Size<doubleQuotes46>,<newline46mondego>        <doubleQuotes46>Directory<doubleQuotes46>,<newline46mondego>        <doubleQuotes46>Last Modified Time<doubleQuotes46>,<newline46mondego>        <doubleQuotes46>Readable<doubleQuotes46>};<newline46mondego><newline46mondego>    List<List> rows;<newline46mondego><newline46mondego>    public MyTableModel() {<newline46mondego>        rows = new ArrayList<>(25);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int getColumnCount() {<newline46mondego>        return columnNames.length;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String getColumnName(int col) {<newline46mondego>        return columnNames[col];<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Class getColumnClass(int c) {<newline46mondego>        // Don't do this, what happens if the cell value is null??<newline46mondego>        return getValueAt(0, c).getClass();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean isCellEditable(int row, int col) {<newline46mondego>        if (col < 1) {<newline46mondego>            return false;<newline46mondego>        } else {<newline46mondego>            return false;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void setValueAt(Object value, int row, int col) {<newline46mondego>        List columns = rows.get(row);<newline46mondego>        columns.set(col, value);<newline46mondego>        fireTableCellUpdated(row, col);<newline46mondego>    }<newline46mondego><newline46mondego>    public void updateJarTable(Object[] row) {<newline46mondego>        List columns = new ArrayList(row.length);<newline46mondego>        columns.addAll(Arrays.asList(row));<newline46mondego>        rows.add(columns);<newline46mondego>        fireTableRowsInserted(rows.size() - 1, rows.size() - 1);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int getRowCount() {<newline46mondego>        // TODO Auto-generated method stub<newline46mondego>        return rows.size();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Object getValueAt(int rowIndex, int columnIndex) {<newline46mondego>        List columns = rows.get(rowIndex);<newline46mondego>        return columns.get(rowIndex);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"132splitHere46","22680474splitHere46","String[] columnNames = {<doubleQuotes46>Name<doubleQuotes46>,<newline46mondego>    <doubleQuotes46>Size<doubleQuotes46>,<newline46mondego>    <doubleQuotes46>Directory<doubleQuotes46>,<newline46mondego>    <doubleQuotes46>Last Modified Time<doubleQuotes46>,<newline46mondego>    <doubleQuotes46>Readable<doubleQuotes46>};<newline46mondego>DefaultTableModel model = new DefaultTableModel(columnNames, 0);<newline46mondego>//...<newline46mondego>Object[] row={<doubleQuotes46>col1<doubleQuotes46>,<doubleQuotes46>col2<doubleQuotes46>,<doubleQuotes46>col3<doubleQuotes46>,<doubleQuotes46>col4<doubleQuotes46>,<doubleQuotes46>col5<doubleQuotes46>};<newline46mondego>model.addRow(row);<newline46mondego>"
"133splitHere46","22680573splitHere46","BufferedImage img = ImageIO.read(...);<newline46mondego>Image scaled = img.getScaledInstance(500, 500, Image.SCALE_SMOOTH);<newline46mondego>ImageIcon icon = new ImageIcon(scaled);<newline46mondego>"
"134splitHere46","22680651splitHere46","BufferedImage thumbImage = getThumbnail(name, 200, 120, 0, name);"
"135splitHere46","22680651splitHere46","BufferedImage thumbImage = getThumbnail(UPLOAD_DIRECTORY + File.separator + name, 200, 120, 0, name);"
"136splitHere46","22680789splitHere46","List<PackageInfo> installedPackages = pm.getInstalledPackages(0);<newline46mondego>for (PackageInfo installedPackage : installedPackages) {<newline46mondego>    String packName = installedPackage.applicationInfo.packageName;<newline46mondego><newline46mondego>    if (<doubleQuotes46>put AppExtern's packageName here<doubleQuotes46>.equals(packName )) {     <newline46mondego>        //AppExtern is installed<newline46mondego>        final Intent intent = new Intent();<newline46mondego>        intent.setAction(Intent.ACTION_VIEW);<newline46mondego>        intent.setClassName(<doubleQuotes46>xclient<doubleQuotes46>, <doubleQuotes46>com.xxx.XActivity<doubleQuotes46>);<newline46mondego><newline46mondego>        final Location location = ****; // Get GPS location using LocationManager.<newline46mondego>        if(location == null){           // location is null if GPS is disabled for device.<newline46mondego>            callbackHandler.post(new Runnable() {<newline46mondego>                  @Override<newline46mondego>                  public void run() {<newline46mondego>                    Toast.makeText(MyActivity.this,<newline46mondego>                      <doubleQuotes46>Cannot use GPS. Check your device settings.<doubleQuotes46>,Toast.LENGTH_LONG).show();<newline46mondego>                    // finish();  you don't need to finish,because AppExtern is not started yet.<newline46mondego>                    return;<newline46mondego>                    }<newline46mondego>                });<newline46mondego>        }<newline46mondego><newline46mondego>        intent.putExtra(<doubleQuotes46>latitude<doubleQuotes46>, location.getLatitude());<newline46mondego>        intent.putExtra(<doubleQuotes46>longitude<doubleQuotes46>, location.getLongitude());<newline46mondego>        startActivity(intent);<newline46mondego>        finish();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>//AppExtern is not installed<newline46mondego>//start Google Play app<newline46mondego>"
