"1splitHere46","15840399splitHere46","String ms[] = msgTime.split(<doubleQuotes46>\\.<doubleQuotes46>);"
"1428splitHere46","15867284splitHere46","import javax.swing.*;<newline46mondego><newline46mondego>// this guy extends *nothing*<newline46mondego>public class TunaExample {<newline46mondego>   private static final int COLS = 10;<newline46mondego>   private JPanel mainPanel = new JPanel(); // this is what I'll add to contentPane<newline46mondego>   private JTextField field1 = new JTextField(COLS);<newline46mondego>   private JTextField field2 = new JTextField(COLS);<newline46mondego>   private JPasswordField passwordField = new JPasswordField(COLS);<newline46mondego>   private JComponent[] allComponents = { new JLabel(<doubleQuotes46>Field 1:<doubleQuotes46>), field1,<newline46mondego>         new JLabel(<doubleQuotes46>Field 2:<doubleQuotes46>), field2, new JLabel(<doubleQuotes46>Password:<doubleQuotes46>), passwordField };<newline46mondego><newline46mondego>   public TunaExample() {<newline46mondego>      field2.setEditable(false);<newline46mondego>      field2.setFocusable(false);<newline46mondego>      field1.setText(<doubleQuotes46>Field 1<doubleQuotes46>);<newline46mondego>      field2.setText(<doubleQuotes46>Uneditable<doubleQuotes46>);<newline46mondego><newline46mondego>      for (JComponent comp : allComponents) {<newline46mondego>         mainPanel.add(comp);<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego>   public JComponent getMainComponent() {<newline46mondego>      return mainPanel;<newline46mondego>   }<newline46mondego><newline46mondego>   private static void createAndShowGui() {<newline46mondego>      TunaExample tunaExample = new TunaExample();<newline46mondego><newline46mondego>      // creating my JFrame only when I need it and where I need it<newline46mondego>      JFrame frame = new JFrame(<doubleQuotes46>Tuna Example<doubleQuotes46>);<newline46mondego>      frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>      frame.getContentPane().add(tunaExample.getMainComponent());<newline46mondego>      frame.pack();<newline46mondego>      frame.setLocationByPlatform(true);<newline46mondego>      frame.setVisible(true);<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>      SwingUtilities.invokeLater(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            createAndShowGui();<newline46mondego>         }<newline46mondego>      });<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"1429splitHere46","15867295splitHere46","Object a = new Object();<newline46mondego>Object b = new Object();<newline46mondego>a = b;<newline46mondego>"
"1430splitHere46","15867295splitHere46","a"
"1431splitHere46","15867295splitHere46","b"
"1432splitHere46","15867295splitHere46","a"
"1433splitHere46","15867295splitHere46","b"
"1434splitHere46","15867295splitHere46","System.arraycopy"
"1435splitHere46","15867295splitHere46","int[] a"
"1436splitHere46","15867295splitHere46","int[] b"
"1437splitHere46","15867379splitHere46","return new BigInteger(<doubleQuotes46>70,10<doubleQuotes46>).toString(8);<newline46mondego>"
"1438splitHere46","15867379splitHere46","toString()"
"1439splitHere46","15867379splitHere46","toString(10)"
"1440splitHere46","15867397splitHere46","(29, 2, 2000)"
"1441splitHere46","15867397splitHere46","public Rehearsal(int d, int m, int y) {<newline46mondego>    try {<newline46mondego>        sdf = new SimpleDateFormat(<doubleQuotes46>d-M-yyyy<doubleQuotes46>);<newline46mondego>        sdf.setLenient(false);<newline46mondego>        sdf.parse(d + <doubleQuotes46>-<doubleQuotes46> + m + <doubleQuotes46>-<doubleQuotes46> + y);<newline46mondego>    } catch (ParseException e) {<newline46mondego>        // the parameters are not valid<newline46mondego>    }<newline46mondego>    // rest of code<newline46mondego>}<newline46mondego>"
"1442splitHere46","15867397splitHere46","setLenient()"
"1443splitHere46","15867397splitHere46","36-12-2012"
"1444splitHere46","15867397splitHere46","05-01-2013"
"1445splitHere46","15867397splitHere46","public Rehearsal(int d, int m, int y) {<newline46mondego>    try {<newline46mondego>        sdf = new SimpleDateFormat(<doubleQuotes46>d-M-yyyy<doubleQuotes46>);<newline46mondego>        sdf.setLenient(false);<newline46mondego>        sdf.parse(d + <doubleQuotes46>-<doubleQuotes46> + m + <doubleQuotes46>-<doubleQuotes46> + y);<newline46mondego>    } catch (ParseException e) {<newline46mondego>        // the parameters are not valid<newline46mondego>        throw new IllegalArgumentException();<newline46mondego>    }<newline46mondego>    day = d;<newline46mondego>    month = m;<newline46mondego>    year = y;<newline46mondego>}<newline46mondego>"
"1446splitHere46","15867397splitHere46","Rehearsal newrehearsal;<newline46mondego>try {<newline46mondego>    newrehearsal = new Rehearsal(1, 2, 3);            <newline46mondego>} catch (IllegalArgumentException ex) {<newline46mondego>    JOptionPane.showMessageDialog(null, <doubleQuotes46>Invalid date input!<doubleQuotes46>, <doubleQuotes46>Error<doubleQuotes46>, JOptionPane.WARNING_MESSAGE);<newline46mondego>    return;<newline46mondego>}<newline46mondego>// rest of method<newline46mondego>"
"1447splitHere46","15867474splitHere46","onPause()"
"1448splitHere46","15867474splitHere46","public class MainActivity extends Activity {<newline46mondego>TextView _tv,tv2;<newline46mondego>Timer _t;<newline46mondego>int _count=0;<newline46mondego><newline46mondego><newline46mondego>/** Called when the activity is first created. */<newline46mondego>@Override<newline46mondego>public void onCreate(Bundle savedInstanceState) {<newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego>    setContentView(R.layout.activity_main);<newline46mondego>    _tv = (TextView) findViewById( R.id.textView1 );<newline46mondego>    _t = new Timer();<newline46mondego>    _tv.setText(R.string.app_name);<newline46mondego>    _t.scheduleAtFixedRate( new TimerTask() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                _count++;<newline46mondego><newline46mondego>                runOnUiThread(new Runnable() //run on ui thread<newline46mondego>                 {<newline46mondego>                  public void run() <newline46mondego>                  { <newline46mondego><newline46mondego>                      _tv.setText(<doubleQuotes46><doubleQuotes46>+_count);<newline46mondego>                      if(_count==99)<newline46mondego>                      {<newline46mondego>                          _t.cancel();<newline46mondego>                      }<newline46mondego>                 }<newline46mondego>                 });<newline46mondego>            }<newline46mondego>        }, 1000, 1000 ); //change this value of 1000 to whatever you need.<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>@Override<newline46mondego>protected void onPause() {<newline46mondego>    // TODO Auto-generated method stub<newline46mondego>    super.onPause();<newline46mondego><newline46mondego>    _t.cancel();<newline46mondego>}  <newline46mondego>}<newline46mondego>"
"1449splitHere46","15867490splitHere46","JTable"
"1450splitHere46","15867490splitHere46","TableModel"
"1451splitHere46","15867490splitHere46","JTable"
"1452splitHere46","15867490splitHere46","ListSelectionListener"
"1453splitHere46","15867490splitHere46","SelectedRow"
"1454splitHere46","15867490splitHere46","SelectedRow"
"1455splitHere46","15867490splitHere46","JTable"
"1456splitHere46","15867490splitHere46","SelectedRow"
"1457splitHere46","15867490splitHere46","TableModel"
"1458splitHere46","15867490splitHere46","setValueAt()"
"1459splitHere46","15867490splitHere46","ListSelectionListener"
"1460splitHere46","15867490splitHere46","JTable"
"1461splitHere46","15867490splitHere46","TableModel"
"1462splitHere46","15867490splitHere46","TableModel"
"1463splitHere46","15867490splitHere46","DefaultTableModel"
"1464splitHere46","15867490splitHere46","Vector"
"1465splitHere46","15867631splitHere46","// Get the required elements from each Item<newline46mondego>            for (int j = 1; j < clength; j = j + 2) {<newline46mondego>"
"1466splitHere46","15867679splitHere46","public static void main(String[] args) throws Exception {<newline46mondego>    // Select file<newline46mondego>    JFileChooser fileChooser = new JFileChooser();<newline46mondego>    fileChooser.setFileSelectionMode(JFileChooser.FILES_ONLY);<newline46mondego>    fileChooser.showOpenDialog(null);<newline46mondego>    File selectedFile = fileChooser.getSelectedFile();<newline46mondego><newline46mondego>    // Insert image<newline46mondego>    Class.forName(<doubleQuotes46>com.mysql.jdbc.Driver<doubleQuotes46>);<newline46mondego>    Connection conn = DriverManager.getConnection(<newline46mondego>            <doubleQuotes46>jdbc:mysql://localhost/databaseName<doubleQuotes46>, <doubleQuotes46>root<doubleQuotes46>, <doubleQuotes46>root<doubleQuotes46>);<newline46mondego>    String INSERT_PICTURE = <doubleQuotes46>insert into MyPictures(photo) values (?)<doubleQuotes46>;<newline46mondego>    conn.setAutoCommit(false);<newline46mondego>    FileInputStream fis = new FileInputStream(selectedFile);<newline46mondego>    PreparedStatement ps = conn.prepareStatement(INSERT_PICTURE);<newline46mondego>    ps.setBinaryStream(1, fis, (int) selectedFile.length());<newline46mondego>    ps.executeUpdate();<newline46mondego>    conn.commit();<newline46mondego>    ps.close();<newline46mondego>    fis.close();<newline46mondego>    conn.close();<newline46mondego><newline46mondego>    // Show image<newline46mondego>    BufferedImage bufferedImage = ImageIO.read(selectedFile);<newline46mondego>    ImageIcon imageIcon = new ImageIcon(bufferedImage);<newline46mondego>    JLabel label = new JLabel();<newline46mondego>    label.setIcon(imageIcon);<newline46mondego>    JFrame frame = new JFrame();<newline46mondego>    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    frame.add(label);<newline46mondego>    frame.pack();<newline46mondego>    frame.setVisible(true);<newline46mondego>}<newline46mondego>"
"1467splitHere46","15867694splitHere46","utf8_general_cs"
"1468splitHere46","15867694splitHere46","auto_increment"
"1469splitHere46","15867694splitHere46","UNIQUE KEY"
"1470splitHere46","15867719splitHere46","string.replaceAll(<doubleQuotes46>[\\[\\]\\|\\s]+<doubleQuotes46>, <doubleQuotes46> <doubleQuotes46>);<newline46mondego>"
"1471splitHere46","15867747splitHere46","setProgressNumberFormat"
"1472splitHere46","15867747splitHere46","onProgressUpdate"
"1473splitHere46","15867747splitHere46","setProgressNumberFormat"
"1474splitHere46","15867747splitHere46","pDialog.incrementProgressBy(progress[0]);"
"1475splitHere46","15867747splitHere46","pDialog.incrementProgressBy(byteToMB(progress[0]));"
"1476splitHere46","15867747splitHere46","pDialog.setProgressNumberFormat(<doubleQuotes46>%1d MB / %2d MB<doubleQuotes46>);<newline46mondego>"
"1477splitHere46","15867747splitHere46","onPreExecute"
"1478splitHere46","15867769splitHere46","public class Diagraph {<newline46mondego><newline46mondego>    public Diagraph(int n) {<newline46mondego>       // Constructor code<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    public Digraph(In in) {<newline46mondego>      this(in.readInt()); // Calls the constructor above. <newline46mondego>      int E = in.readInt();<newline46mondego>      for (int i = 0; i < E; i++) {<newline46mondego>         int v = in.readInt();<newline46mondego>         int w = in.readInt();<newline46mondego>         addEdge(v, w); <newline46mondego>      }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"1479splitHere46","15867769splitHere46","super()"
"1480splitHere46","15867769splitHere46","this()"
"1481splitHere46","15867769splitHere46","this()"
"1482splitHere46","15867883splitHere46","IState"
"1483splitHere46","15867883splitHere46","@SuppressWarning(<doubleQuotes46>unchecked<doubleQuotes46>)"
"1484splitHere46","15867893splitHere46","File f = new File(<doubleQuotes46>d:\\....<doubleQuotes46>);<newline46mondego>    int length = 0;<newline46mondego>    ServletOutputStream op = response.getOutputStream();<newline46mondego>    ServletContext context = getServletConfig().getServletContext();<newline46mondego>    String mimetype = context.getMimeType(<doubleQuotes46>d:\\Zene\\WakaWaka.mp3<doubleQuotes46>);<newline46mondego><newline46mondego>    //<newline46mondego>    // Set the response and go!<newline46mondego>    //<newline46mondego>    //<newline46mondego>    response.setContentType((mimetype != null) ? mimetype : <doubleQuotes46>application/octet-stream<doubleQuotes46>);<newline46mondego>    response.setContentLength((int) f.length());<newline46mondego>    response.setHeader(<doubleQuotes46>Content-Disposition<doubleQuotes46>, <doubleQuotes46>attachment; filename=\<doubleQuotes46><doubleQuotes46> + <doubleQuotes46>seven-eurotura.cd1.avi<doubleQuotes46> + <doubleQuotes46>\<doubleQuotes46><doubleQuotes46>);<newline46mondego><newline46mondego>    //<newline46mondego>    // Stream to the requester.<newline46mondego>    //<newline46mondego>    byte[] bbuf = new byte[100];<newline46mondego>    DataInputStream in = new DataInputStream(new FileInputStream(f));<newline46mondego><newline46mondego>    while ((in != null) && ((length = in.read(bbuf)) != -1)) {<newline46mondego>        op.write(bbuf, 0, length);<newline46mondego>    }<newline46mondego>"
