"1splitHere46","10578007splitHere46","java -help<newline46mondego>"
"174splitHere46","10582367splitHere46","import java.io.File;<newline46mondego>import java.io.FileWriter;<newline46mondego>import java.io.BufferedReader;<newline46mondego>import java.io.InputStreamReader;<newline46mondego><newline46mondego>public class DiskUtils {<newline46mondego>  private DiskUtils() {  }<newline46mondego><newline46mondego>  public static String getSerialNumber(String drive) {<newline46mondego>  String result = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    try {<newline46mondego>      File file = File.createTempFile(<doubleQuotes46>realhowto<doubleQuotes46>,<doubleQuotes46>.vbs<doubleQuotes46>);<newline46mondego>      file.deleteOnExit();<newline46mondego>      FileWriter fw = new java.io.FileWriter(file);<newline46mondego><newline46mondego>      String vbs = <doubleQuotes46>Set objFSO = CreateObject(\<doubleQuotes46>Scripting.FileSystemObject\<doubleQuotes46>)\n<doubleQuotes46><newline46mondego>                  +<doubleQuotes46>Set colDrives = objFSO.Drives\n<doubleQuotes46><newline46mondego>                  +<doubleQuotes46>Set objDrive = colDrives.item(\<doubleQuotes46><doubleQuotes46> + drive + <doubleQuotes46>\<doubleQuotes46>)\n<doubleQuotes46><newline46mondego>                  +<doubleQuotes46>Wscript.Echo objDrive.SerialNumber<doubleQuotes46>;  <newline46mondego>      fw.write(vbs);<newline46mondego>      fw.close();<newline46mondego>      Process p = Runtime.getRuntime().exec(<doubleQuotes46>cscript //NoLogo <doubleQuotes46> + file.getPath());<newline46mondego>      BufferedReader input =<newline46mondego>        new BufferedReader<newline46mondego>          (new InputStreamReader(p.getInputStream()));<newline46mondego>      String line;<newline46mondego>      while ((line = input.readLine()) != null) {<newline46mondego>         result += line;<newline46mondego>      }<newline46mondego>      input.close();<newline46mondego>    }<newline46mondego>    catch(Exception e){<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>    return result.trim();<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args){<newline46mondego>    String sn = DiskUtils.getSerialNumber(<doubleQuotes46>C<doubleQuotes46>);<newline46mondego>    javax.swing.JOptionPane.showConfirmDialog((java.awt.Component)<newline46mondego>         null, sn, <doubleQuotes46>Serial Number of C:<doubleQuotes46>,<newline46mondego>         javax.swing.JOptionPane.DEFAULT_OPTION);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"175splitHere46","10582379splitHere46","TreeSet"
"176splitHere46","10582382splitHere46","ResultsetTableModel / TableFromDatabase"
"177splitHere46","10582382splitHere46","JTable"
"178splitHere46","10582382splitHere46","Xxx.close"
"179splitHere46","10582382splitHere46","SwingWorker"
"180splitHere46","10582382splitHere46","Runnable#Thread"
"181splitHere46","10582422splitHere46","target/generated-sources/"
"182splitHere46","10582422splitHere46","File target = new File(<doubleQuotes46>target/generated-sources/java<doubleQuotes46>);<newline46mondego>if (!target.mkdirs()) {<newline46mondego>    throw new IOException(<doubleQuotes46>could not create directory<doubleQuotes46>);<newline46mondego>}<newline46mondego>codeModel.build(target);<newline46mondego>"
"183splitHere46","10582879splitHere46","log4j.configuration"
"184splitHere46","10582960splitHere46","public static void main(String[] args) {<newline46mondego>        // first create the child node<newline46mondego>        JSONObject jObj2 = new JSONObject();<newline46mondego>        jObj2.accumulate(<doubleQuotes46>id<doubleQuotes46>, 94);<newline46mondego>        jObj2.accumulate(<doubleQuotes46>name<doubleQuotes46>, <doubleQuotes46>Steve<doubleQuotes46>);<newline46mondego>        jObj2.accumulate(<doubleQuotes46>children<doubleQuotes46>, new JSONArray());<newline46mondego><newline46mondego>        // then create the parent's children array<newline46mondego>        JSONArray jA1 = new JSONArray(); <newline46mondego>        jA1.add(jObj2);<newline46mondego><newline46mondego>        // then create the parent<newline46mondego>        JSONObject jObj1 = new JSONObject();<newline46mondego>        jObj1.accumulate(<doubleQuotes46>id<doubleQuotes46>, 17);<newline46mondego>        jObj1.accumulate(<doubleQuotes46>name<doubleQuotes46>, <doubleQuotes46>Alex<doubleQuotes46>);<newline46mondego>        jObj1.accumulate(<doubleQuotes46>children<doubleQuotes46>, jA1);<newline46mondego><newline46mondego>        // then create the main array<newline46mondego>        JSONArray mainArray = new JSONArray();<newline46mondego>        mainArray.add(jObj1);<newline46mondego><newline46mondego>        // then create the main object<newline46mondego>        JSONObject mainObj = new JSONObject();<newline46mondego>        mainObj.accumulate(<doubleQuotes46>ccgs<doubleQuotes46>, mainArray);<newline46mondego><newline46mondego>        System.out.println(mainObj);    <newline46mondego>    }<newline46mondego>"
"185splitHere46","10582960splitHere46","{<doubleQuotes46>ccgs<doubleQuotes46>:[{<doubleQuotes46>id<doubleQuotes46>:17,<doubleQuotes46>name<doubleQuotes46>:<doubleQuotes46>Alex<doubleQuotes46>,<doubleQuotes46>children<doubleQuotes46>:[{<doubleQuotes46>id<doubleQuotes46>:94,<doubleQuotes46>name<doubleQuotes46>:<doubleQuotes46>Steve<doubleQuotes46>,<doubleQuotes46>children<doubleQuotes46>:[]}]}]}<newline46mondego>"
"186splitHere46","10583028splitHere46","double result = (double)myLongVal / 1024.0;<newline46mondego>"
"187splitHere46","10583060splitHere46","<li>"
"188splitHere46","10583060splitHere46","<h:panelGroup>"
"189splitHere46","10583060splitHere46","<ui:fragment>"
"190splitHere46","10583060splitHere46","<ul><newline46mondego>    <ui:fragment rendered=<doubleQuotes46>true<doubleQuotes46>><li>Item1</li></ui:fragment><newline46mondego>    <ui:fragment rendered=<doubleQuotes46>true<doubleQuotes46>><li>Item2</li></ui:fragment><newline46mondego>    <ui:fragment rendered=<doubleQuotes46>false<doubleQuotes46>><li>Item3</li></ui:fragment><newline46mondego>    <ui:fragment rendered=<doubleQuotes46>false<doubleQuotes46>><li>Item4</li></ui:fragment><newline46mondego></ul><newline46mondego>"
"191splitHere46","10583089splitHere46","Java heap space"
"192splitHere46","10583089splitHere46","-Xmx"
"193splitHere46","10583149splitHere46","request.setAttribute(<doubleQuotes46>phoneno<doubleQuotes46>,<doubleQuotes46>9998386033<doubleQuotes46>);"
"194splitHere46","10583149splitHere46","<%<newline46mondego>String phoneno=null;<newline46mondego>if(request.getAttribute(<doubleQuotes46>phoneno<doubleQuotes46>)!=null) <newline46mondego>    phoneno = request.getAttribute(<doubleQuotes46>phoneno<doubleQuotes46>).toString();<newline46mondego>%><newline46mondego><newline46mondego><% if(phoneno!=null) {<newline46mondego>     out.println(<doubleQuotes46><INPUT TYPE=\<doubleQuotes46>text\<doubleQuotes46> name=\<doubleQuotes46>phoneno\<doubleQuotes46> value=\<doubleQuotes46><doubleQuotes46>+phoneno+<doubleQuotes46>\<doubleQuotes46> disabled=\<doubleQuotes46>disabled\<doubleQuotes46> <doubleQuotes46>);<newline46mondego>   } else {<newline46mondego>       out.println(<doubleQuotes46><INPUT TYPE=\<doubleQuotes46>text\<doubleQuotes46> name=\<doubleQuotes46>phoneno\<doubleQuotes46> <doubleQuotes46>);<newline46mondego>   }<newline46mondego>%><newline46mondego>"
"195splitHere46","10583149splitHere46","<c:if test=<doubleQuotes46>${empty phoneno}<doubleQuotes46>><newline46mondego>    <INPUT TYPE=<doubleQuotes46>text<doubleQuotes46> name=<doubleQuotes46>phoneno<doubleQuotes46> value=<doubleQuotes46>${phoneno}<doubleQuotes46> disabled=<doubleQuotes46>disabled<doubleQuotes46>/><newline46mondego></c:if><newline46mondego><c:if test=<doubleQuotes46>${not empty phoneno}<doubleQuotes46>><newline46mondego>    <INPUT TYPE=<doubleQuotes46>text<doubleQuotes46> name=<doubleQuotes46>phoneno<doubleQuotes46>/><newline46mondego></c:if><newline46mondego>"
"196splitHere46","10583162splitHere46","mySum"
"197splitHere46","10583162splitHere46","coalesce(temp.mySum, 0)"
"198splitHere46","10583162splitHere46","char()"
"199splitHere46","10583227splitHere46","setOutputProperty"
"200splitHere46","10583227splitHere46","OutputKeys.ENCODING"
"201splitHere46","10583350splitHere46","@ViewScoped"
"202splitHere46","10583350splitHere46","@ManagedBean"
"203splitHere46","10583350splitHere46","@Named"
"204splitHere46","10583350splitHere46","@Named"
"205splitHere46","10583350splitHere46","@ConversationScoped"
"206splitHere46","10583350splitHere46","@ManagedProperty"
"207splitHere46","10583350splitHere46","@ManagedBean"
"208splitHere46","10583350splitHere46","@Named"
"209splitHere46","10583350splitHere46","@Inject"
"210splitHere46","10583355splitHere46","public static final int XYZZY = 0;"
"211splitHere46","10583471splitHere46","File.list()"
"212splitHere46","10583471splitHere46","FilenameFilter"
"213splitHere46","10583471splitHere46","File dir = new File(<doubleQuotes46>.<doubleQuotes46>);<newline46mondego><newline46mondego>String[] names = dir.list(<newline46mondego>    new FilenameFilter()<newline46mondego>    {<newline46mondego>        public boolean accept(File dir, String name)<newline46mondego>        {<newline46mondego>            return name.endsWith(<doubleQuotes46>.message<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"214splitHere46","10583540splitHere46","getText"
"215splitHere46","10583710splitHere46","Map<String,Map<String,Int>>"
"216splitHere46","10583880splitHere46","org.hibernate:hibernate:3.2.7.ga<newline46mondego>org.hibernate:hibernate-annotations:3.4.0.GA<newline46mondego>org.hibernate:hibernate-entitymanager:3.4.0.GA<newline46mondego>"
"217splitHere46","10583880splitHere46","commons-collections:commons-collections:3.2.1<newline46mondego>asm:asm:3.2<newline46mondego>cglib:cglib:2.2<newline46mondego>dom4j:dom4j:1.6.1<newline46mondego>antlr:antlr:2.7.7<newline46mondego>c3p0:c3p0:0.9.1.2<newline46mondego>"
"218splitHere46","10583880splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><persistence xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/persistence<doubleQuotes46> version=<doubleQuotes46>2.0<doubleQuotes46>><newline46mondego><newline46mondego>    <persistence-unit name=<doubleQuotes46>NONJTAPersistenceUnit<doubleQuotes46> transaction-type=<doubleQuotes46>RESOURCE_LOCAL<doubleQuotes46>><newline46mondego><newline46mondego>        <class>com.yourpackage.EntityClass1</class><newline46mondego>        <class>com.yourpackage.EntityClass2</class><newline46mondego>        <class>com.yourpackage.EntityClass3</class><newline46mondego><newline46mondego>        <properties><newline46mondego>            <property name=<doubleQuotes46>hibernate.show_sql<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>            <property name=<doubleQuotes46>hibernate.format_sql<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>            <property name=<doubleQuotes46>hibernate.connection.driver_class<doubleQuotes46> value=<doubleQuotes46>org.hsqldb.jdbcDriver<doubleQuotes46>/><newline46mondego>            <property name=<doubleQuotes46>hibernate.connection.url<doubleQuotes46> value=<doubleQuotes46>jdbc:hsqldb:hsql://hostXYZ/yourdatabase<doubleQuotes46>/><newline46mondego>            <property name=<doubleQuotes46>hibernate.connection.username<doubleQuotes46> value=<doubleQuotes46>sa<doubleQuotes46>/><newline46mondego>            <property name=<doubleQuotes46>hibernate.connection.password<doubleQuotes46> value=<doubleQuotes46><doubleQuotes46>/><newline46mondego>            <property name=<doubleQuotes46>hibernate.dialect<doubleQuotes46> value=<doubleQuotes46>org.hibernate.dialect.HSQLDialect<doubleQuotes46>/><newline46mondego>            <property name=<doubleQuotes46>hibernate.hbm2ddl.auto<doubleQuotes46> value=<doubleQuotes46>update<doubleQuotes46>/><newline46mondego>        </properties><newline46mondego>    </persistence-unit><newline46mondego></persistence><newline46mondego>"
"219splitHere46","10583880splitHere46","EntityManagerFactory emf = Persistence.createEntityManagerFactory(<doubleQuotes46>NONJTAPersistenceUnit<doubleQuotes46>);<newline46mondego>EntityManager em = emf.createEntityManager();<newline46mondego>"
"220splitHere46","10583880splitHere46","em.getTransaction().begin();<newline46mondego>em.persist(entity);<newline46mondego>em.getTransaction().commit();<newline46mondego>"
"221splitHere46","10583880splitHere46","Query query = em.createQuery(<doubleQuotes46>select e from EntityClass1 where e.name = :name<doubleQuotes46>);<newline46mondego>query.setParameter(:name, <doubleQuotes46>foo<doubleQuotes46>);<newline46mondego>List results = query.getResultList();<newline46mondego>"
"222splitHere46","10583880splitHere46","hibernate-core-3.5.1-Final<newline46mondego>hibernate-entitymanager-3.5.1-Final<newline46mondego>hibernate-jpa-2.0-api-1.0.0.Final<newline46mondego>hibernate-annotations-3.5.1-Final<newline46mondego>hibernate-commons-annotations-3.2.0.Final<newline46mondego>dom4j-1.6.1<newline46mondego>slf4j-api-1.6.4<newline46mondego>slf4j-log4j12-1.6.4<newline46mondego>...<newline46mondego>"
"223splitHere46","10583961splitHere46","mat1.end()"
"224splitHere46","10583961splitHere46","mat1.start()"
"225splitHere46","10583961splitHere46","int lastEnd = -1;<newline46mondego>while (mat1.find()) {<newline46mondego><newline46mondego>    // Was there any junk between last two matches?<newline46mondego>    if (mat1.start() != lastEnd+1) {<newline46mondego>        System.out.println(<doubleQuotes46>Fail.<doubleQuotes46>);<newline46mondego>        break;<newline46mondego>    }<newline46mondego><newline46mondego>    System.out.println(mat1.group());<newline46mondego>    lastEnd = mat1.end();<newline46mondego><newline46mondego>}<newline46mondego>"
"226splitHere46","10584087splitHere46","dropbox-android-sdk.jar"
"227splitHere46","10584168splitHere46","ant"
"228splitHere46","10584168splitHere46","javac"
"229splitHere46","10584168splitHere46","failonerror"
"230splitHere46","10584172splitHere46","DisclosurePanel"
"231splitHere46","10584453splitHere46","float weights[]; // each >0<newline46mondego><newline46mondego> public int nextIndex() {     <newline46mondego>     float sum =0;<newline46mondego>     for (int i=weights.length; i-->0;) sum+=weights[i];<newline46mondego>     float r = myrandom.nextFloat()*sum;<newline46mondego>     sum = 0;<newline46mondego>     for (int i=0; i<weights.length-1; i++) {<newline46mondego>         sum += weights[i];<newline46mondego>         if (r<sum) return i;<newline46mondego>     }<newline46mondego>     return weights.length-1;<newline46mondego> }<newline46mondego>"
"232splitHere46","10585046splitHere46","new DecimalFormat(<doubleQuotes46>#.#<doubleQuotes46>, new DecimalFormatSymbols(Locale.US))<newline46mondego>"
"233splitHere46","10585048splitHere46","public FunctionalityManager() {<newline46mondego>    super();<newline46mondego>    startDate = new Date();<newline46mondego>    endDate = new Date();<newline46mondego>    Leaders = new HashSet<Person>(); // Changed<newline46mondego>    Reviewers = new HashSet<Person>(); // Changed<newline46mondego>    SoftwareWorks = new ArrayList<SoftwareWork>(); // Changed<newline46mondego>    HardwareWorks = new ArrayList<DiplomaWork>(); // Changed<newline46mondego>    NetWorks = new ArrayList<DiplomaWork>(); // Changed<newline46mondego>}<newline46mondego>"
