"1splitHere46","2912173splitHere46","SimpleDateFormat formatter = new SimpleDateFormat(<doubleQuotes46>EEE, d MMM yyyy 'at' hh:mma<doubleQuotes46>);<newline46mondego>"
"213splitHere46","2917229splitHere46","if/else"
"214splitHere46","2917229splitHere46","switch (entity.getStatus()) {<newline46mondego>        case READY: <newline46mondego>            new Task(entity).start();<newline46mondego>            break;<newline46mondego>        case RUNNING:<newline46mondego>            // It is still running .. Have patience!<newline46mondego>            break;<newline46mondego>        case FINISHED:<newline46mondego>            // It is finished!<newline46mondego>            break;<newline46mondego>    }            <newline46mondego>"
"215splitHere46","2917229splitHere46","ExecutorService"
"216splitHere46","2917318splitHere46","// A column named <doubleQuotes46>date<doubleQuotes46> is probably illegal and not very illustrative.  <doubleQuotes46>date<doubleQuotes46> is a keyword for most databases.<newline46mondego>    // Building a string that never changes again and again is a waste of CPU and heap<newline46mondego>    private static final String INSERT_SQL =  <doubleQuotes46>insert into Entry(date,equipment) values(?,?)<doubleQuotes46>;<newline46mondego><newline46mondego>    PreparedStatement ps = db.prepareStatement(INSERT_SQL);<newline46mondego><newline46mondego>    // Use the type system properly.  Dates should be DATE type columns in a database.  Why string?    <newline46mondego>    ps.setDate(entryDate);<newline46mondego><newline46mondego>    // You shouldn't want to insert an array of values; that's not normalized.<newline46mondego>    ps.setString(equipmentEnumValue.name());<newline46mondego>"
"217splitHere46","2917325splitHere46","<xsl:stylesheet xmlns:xsl=<doubleQuotes46>http://www.w3.org/1999/XSL/Transform<doubleQuotes46> version=<doubleQuotes46>1.0<doubleQuotes46>><newline46mondego><newline46mondego>  <xsl:template match=<doubleQuotes46>root<doubleQuotes46>><newline46mondego>    <xsl:copy><newline46mondego>        <xsl:apply-templates><newline46mondego>           <xsl:sort data-type=<doubleQuotes46>number<doubleQuotes46> select=<doubleQuotes46>date<doubleQuotes46>/><newline46mondego>        </xsl:apply-templates><newline46mondego>    </xsl:copy><newline46mondego>  </xsl:template><newline46mondego><newline46mondego>  <xsl:template match=<doubleQuotes46>*<doubleQuotes46>><newline46mondego>      <xsl:copy><newline46mondego>          <xsl:apply-templates/><newline46mondego>      </xsl:copy><newline46mondego>  </xsl:template><newline46mondego><newline46mondego></xsl:stylesheet><newline46mondego>"
"218splitHere46","2917673splitHere46","startCal.set(Calendar.DAY_OF_WEEK, i);"
"219splitHere46","2917926splitHere46","Font"
"220splitHere46","2917926splitHere46","MainText.setFont(MainText.getFont().deriveFont(Font.PLAIN));<newline46mondego>"
"221splitHere46","2917926splitHere46","Font"
"222splitHere46","2917926splitHere46","cb.getSelecedItem"
"223splitHere46","2918007splitHere46","Serializable"
"224splitHere46","2918252splitHere46","@Path"
"225splitHere46","2918252splitHere46","application.wadl"
"226splitHere46","2918252splitHere46","$ curl http://localhost:8080/application.wadl<newline46mondego>"
"227splitHere46","2918252splitHere46","/ws/"
"228splitHere46","2918252splitHere46","$ curl http://localhost:8080/ws/application.wadl<newline46mondego>"
"229splitHere46","2918468splitHere46","TABLE_PER_CLASS"
"230splitHere46","2918468splitHere46","@Entity<newline46mondego>@Inheritance(strategy = InheritanceType.TABLE_PER_CLASS)<newline46mondego>public abstract class AbstractAnimal {<newline46mondego>    @Id @GeneratedValue(strategy = GenerationType.TABLE)<newline46mondego>    private Long id;<newline46mondego>    ...<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>public class Lion extends AbstractAnimal implements Animal {<newline46mondego>    ...<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>public class Tiger extends AbstractAnimal implements Animal {<newline46mondego>    ...<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>public class Zoo {<newline46mondego>    @Id @GeneratedValue<newline46mondego>    private Long id;<newline46mondego><newline46mondego>    @OneToMany(targetEntity = AbstractAnimal.class)<newline46mondego>    private Set<Animal> animals = new HashSet<Animal>();<newline46mondego><newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"231splitHere46","2918644splitHere46","public class Telescope {<newline46mondego>    final String name;<newline46mondego>    final int levels;<newline46mondego>    final boolean isAdjustable;<newline46mondego><newline46mondego>    public Telescope(String name) {<newline46mondego>        this(name, 5);<newline46mondego>    }<newline46mondego>    public Telescope(String name, int levels) {<newline46mondego>        this(name, levels, false);<newline46mondego>    }<newline46mondego>    public Telescope(String name, int levels, boolean isAdjustable) {       <newline46mondego>        this.name = name;<newline46mondego>        this.levels = levels;<newline46mondego>        this.isAdjustable = isAdjustable;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"232splitHere46","2918644splitHere46","new Telescope(<doubleQuotes46>X/1999<doubleQuotes46>);<newline46mondego>new Telescope(<doubleQuotes46>X/1999<doubleQuotes46>, 13);<newline46mondego>new Telescope(<doubleQuotes46>X/1999<doubleQuotes46>, 13, true);<newline46mondego>"
"233splitHere46","2918644splitHere46","name"
"234splitHere46","2918644splitHere46","isAdjustable"
"235splitHere46","2918644splitHere46","levels"
"236splitHere46","2918644splitHere46","boolean"
"237splitHere46","2918644splitHere46","int"
"238splitHere46","2918644splitHere46","Telescope telly = new Telescope.Builder(<doubleQuotes46>X/1999<doubleQuotes46>).setAdjustable(true).build();<newline46mondego>"
"239splitHere46","2918739splitHere46","response.sendRedirect(<doubleQuotes46>http://myserver/path;jsessionid=<doubleQuotes46> + request.getSession().getId());<newline46mondego>"
"240splitHere46","2918790splitHere46","import javax.swing.*;<newline46mondego>import java.awt.*;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.util.Date;<newline46mondego><newline46mondego>public class LayoutDemo extends JFrame {<newline46mondego><newline46mondego>    LayoutDemo() {<newline46mondego>        super(<doubleQuotes46>LayoutDemo<doubleQuotes46>);<newline46mondego>        super.setSize(400, 200);<newline46mondego>        super.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        createGUI();<newline46mondego>        super.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    private void createGUI() {<newline46mondego>        // set the layout of this frame<newline46mondego>        super.setLayout(new BorderLayout());<newline46mondego><newline46mondego>        // create a panel to put the button on<newline46mondego>        final JPanel bottomPanel = new JPanel(new FlowLayout(FlowLayout.LEFT));<newline46mondego><newline46mondego>        // create a text area to put in the center<newline46mondego>        final JTextArea textArea = new JTextArea();<newline46mondego><newline46mondego>        // create the search button<newline46mondego>        final JButton searchButton = new JButton(<doubleQuotes46>search<doubleQuotes46>);<newline46mondego><newline46mondego>        // add a listener to the button that add some text to the text area<newline46mondego>        searchButton.addActionListener(new ActionListener(){<newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                textArea.setText(textArea.getText() + <doubleQuotes46>pressed search on <doubleQuotes46> + (new Date()) + <doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        // add the button to the bottom panel<newline46mondego>        bottomPanel.add(searchButton);<newline46mondego><newline46mondego>        // wrap a scroll-pane around the text area and place it on the center of this frame<newline46mondego>        super.add(new JScrollPane(textArea), BorderLayout.CENTER);<newline46mondego><newline46mondego>        // put the bottom panel (containing the button) on the 'south' of this frame<newline46mondego>        super.add(bottomPanel, BorderLayout.SOUTH);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                new LayoutDemo();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"241splitHere46","2918790splitHere46","new FlowLayout(FlowLayout.LEFT, int hgap, int vgap)"
"242splitHere46","2918790splitHere46","hgap"
"243splitHere46","2918790splitHere46","vgap"
"244splitHere46","2918790splitHere46","final JPanel bottomPanel = new JPanel(new FlowLayout(FlowLayout.LEFT, 5, 10));<newline46mondego>"
"245splitHere46","2919051splitHere46","IsWordPronounceable"
"246splitHere46","2919051splitHere46","bool IsWordPronounceable(string word)<newline46mondego>{<newline46mondego>    string[] threeLetterBlocks = BreakIntoThreeLetterBlocks(word);<newline46mondego>    foreach(string block in threeLetterBlocks)<newline46mondego>    {<newline46mondego>        if (blockFrequency[block] < THRESHOLD)<newline46mondego>            return false;<newline46mondego>    }<newline46mondego>    return true;<newline46mondego>}<newline46mondego>"
"247splitHere46","2919051splitHere46","THRESHOLD"
"248splitHere46","2919178splitHere46","cookie"
"249splitHere46","2919178splitHere46","response.setContentType(<doubleQuotes46>text/plain<doubleQuotes46>);<newline46mondego>"
"250splitHere46","2919356splitHere46","Marshaller"
"251splitHere46","2919356splitHere46","com.sun.xml.bind.xmlHeaders"
"252splitHere46","2919356splitHere46","<?xml ...>"
"253splitHere46","2919356splitHere46","DOCTYPE"
"254splitHere46","2919356splitHere46","OutputStream"
"255splitHere46","2919356splitHere46","Writer"
"256splitHere46","2919356splitHere46","StreamResult"
"257splitHere46","2919356splitHere46","Marshaller.JAXB_FRAGMENT"
"258splitHere46","2919356splitHere46","DOCTYPE"
"259splitHere46","2919356splitHere46","com.sun.xml.bind.xmlHeaders"
"260splitHere46","2919356splitHere46","com.sun.xml.internal.bind.xmlHeaders"
"261splitHere46","2919364splitHere46","import java.awt.Frame;<newline46mondego><newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class FrameTest {<newline46mondego>    public static void main(String[] args) throws InterruptedException {<newline46mondego><newline46mondego>        // Create a test frame<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Hello<doubleQuotes46>);<newline46mondego>        frame.add(new JLabel(<doubleQuotes46>Minimize demo<doubleQuotes46>));<newline46mondego>        frame.pack();<newline46mondego><newline46mondego>        // Show the frame<newline46mondego>        frame.setVisible(true);<newline46mondego><newline46mondego>        // Sleep for 5 seconds, then minimize<newline46mondego>        Thread.sleep(5000);<newline46mondego>        frame.setState(Frame.ICONIFIED);<newline46mondego><newline46mondego>        // Sleep for 5 seconds, then restore<newline46mondego>        Thread.sleep(5000);<newline46mondego>        frame.setState(Frame.NORMAL);<newline46mondego><newline46mondego>        // Sleep for 5 seconds, then kill window<newline46mondego>        Thread.sleep(5000);<newline46mondego>        frame.setVisible(false);<newline46mondego>        frame.dispose();<newline46mondego><newline46mondego>        // Terminate test<newline46mondego>        System.exit(0);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"262splitHere46","2919364splitHere46","frame.requestFocus();"
"263splitHere46","2919437splitHere46","void copy(source, dest) {<newline46mondego>  bool:containsAll = true;<newline46mondego>  foreach(String s in source) {  // iteration 1<newline46mondego>    if (not s in dest) {         // contains() test<newline46mondego>       containsAll=false<newline46mondego>       break<newline46mondego>    }<newline46mondego>  }<newline46mondego>  if (not containsAll) {<newline46mondego>    foreach(String s in source) { // iteration 2<newline46mondego>      if (not s in dest) {        // contains() test<newline46mondego>        add s to dest<newline46mondego>      }<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"264splitHere46","2919437splitHere46","source = {<doubleQuotes46><doubleQuotes46>, <doubleQuotes46>a<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>, <doubleQuotes46>c<doubleQuotes46>, <doubleQuotes46>c<doubleQuotes46>}<newline46mondego>dest = {<doubleQuotes46>a<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>}<newline46mondego>"
