"1splitHere46","2439788splitHere46","public int foo() {...}<newline46mondego>public float foo() {..}<newline46mondego><newline46mondego>...<newline46mondego>foo(); // which one?<newline46mondego>"
"215splitHere46","2444366splitHere46","final int borderWidth = 1;<newline46mondego>final int rows = 10;<newline46mondego>final int cols = 10;<newline46mondego>JPanel panel = new JPanel(new GridLayout(rows, cols));<newline46mondego>panel.setBorder(BorderFactory.createEmptyBorder(2,2,2,2));<newline46mondego><newline46mondego>for (int row = 0; row < rows; row++) {<newline46mondego>    for (int col = 0; col < cols; col++) {<newline46mondego>        final JLabel label = new JLabel(<doubleQuotes46>Label<doubleQuotes46>);<newline46mondego>        if (row == 0) {<newline46mondego>            if (col == 0) {<newline46mondego>                // Top left corner, draw all sides<newline46mondego>                label.setBorder(BorderFactory.createLineBorder(Color.BLACK));<newline46mondego>            }<newline46mondego>            else {<newline46mondego>                // Top edge, draw all sides except left edge<newline46mondego>                label.setBorder(BorderFactory.createMatteBorder(borderWidth, <newline46mondego>                                                                0, <newline46mondego>                                                                borderWidth, <newline46mondego>                                                                borderWidth, <newline46mondego>                                                                Color.BLACK));<newline46mondego>            }<newline46mondego>        }<newline46mondego>        else {<newline46mondego>            if (col == 0) {<newline46mondego>                // Left-hand edge, draw all sides except top<newline46mondego>                label.setBorder(BorderFactory.createMatteBorder(0, <newline46mondego>                                                                borderWidth, <newline46mondego>                                                                borderWidth, <newline46mondego>                                                                borderWidth, <newline46mondego>                                                                Color.BLACK));<newline46mondego>            }<newline46mondego>            else {<newline46mondego>                // Neither top edge nor left edge, skip both top and left lines<newline46mondego>                label.setBorder(BorderFactory.createMatteBorder(0, <newline46mondego>                                                                0, <newline46mondego>                                                                borderWidth, <newline46mondego>                                                                borderWidth, <newline46mondego>                                                                Color.BLACK));<newline46mondego>            }<newline46mondego>        }<newline46mondego>        panel.add(label);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"216splitHere46","2444366splitHere46","borderWidth"
"217splitHere46","2444370splitHere46","TreeMap"
"218splitHere46","2444370splitHere46","SortedMap"
"219splitHere46","2444370splitHere46","HashMap"
"220splitHere46","2444370splitHere46","HashMap"
"221splitHere46","2444370splitHere46","HashMap"
"222splitHere46","2444374splitHere46","nextInt()"
"223splitHere46","2444374splitHere46","nextLine()"
"224splitHere46","2444374splitHere46","nextLine()"
"225splitHere46","2444667splitHere46","catch"
"226splitHere46","2444667splitHere46","catch (Bouncy<String> ex)"
"227splitHere46","2444667splitHere46","catch (Bouncy ex)"
"228splitHere46","2444746splitHere46","mvn install:install-file"
"229splitHere46","2444746splitHere46","mvn deploy:deploy-file"
"230splitHere46","2444874splitHere46","setcap"
"231splitHere46","2444874splitHere46","iptables"
"232splitHere46","2445004splitHere46","@Entity<newline46mondego>@Table(name = Database.tableName)<newline46mondego>public class Database implements Serializable {<newline46mondego>    public static String tableName = <doubleQuotes46>TABLE_1<doubleQuotes46>;<newline46mondego>    ...............<newline46mondego>}<newline46mondego>"
"233splitHere46","2445017splitHere46","file name = Foo.java<newline46mondego><newline46mondego>public class Foo { <newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>class Bar { <newline46mondego><newline46mondego>}<newline46mondego>"
"234splitHere46","2445028splitHere46","contents"
"235splitHere46","2445028splitHere46","toString"
"236splitHere46","2445028splitHere46","equals"
"237splitHere46","2445028splitHere46","flip"
"238splitHere46","2445028splitHere46","DefaultBox"
"239splitHere46","2445127splitHere46",".car"
"240splitHere46","2445139splitHere46","%"
"241splitHere46","2445139splitHere46","\"
"242splitHere46","2445139splitHere46","(?<!\\)%"
"243splitHere46","2445139splitHere46","string.replaceAll(<doubleQuotes46>(?<!\\\\)%<doubleQuotes46>, <doubleQuotes46>*<doubleQuotes46>);"
"244splitHere46","2445176splitHere46","Object[]"
"245splitHere46","2445176splitHere46","List resultWithAliasedBean = s.createSQLQuery(<newline46mondego>  <doubleQuotes46>SELECT st.name as studentName, co.description as courseDescription <doubleQuotes46> +<newline46mondego>  <doubleQuotes46>FROM Enrolment e <doubleQuotes46> +<newline46mondego>  <doubleQuotes46>INNER JOIN Student st on e.studentId=st.studentId <doubleQuotes46> +<newline46mondego>  <doubleQuotes46>INNER JOIN Course co on e.courseCode=co.courseCode<doubleQuotes46>)<newline46mondego>  .addScalar(<doubleQuotes46>studentName<doubleQuotes46>)<newline46mondego>  .addScalar(<doubleQuotes46>courseDescription<doubleQuotes46>)<newline46mondego>  .setResultTransformer( Transformers.aliasToBean(StudentDTO.class))<newline46mondego>  .list();<newline46mondego><newline46mondego>StudentDTO dto =(StudentDTO) resultWithAliasedBean.get(0);<newline46mondego>"
"246splitHere46","2445176splitHere46","addScalar()"
"247splitHere46","2445176splitHere46","fuzzyAliasToBean()"
"248splitHere46","2445176splitHere46","addScalar()"
"249splitHere46","2445234splitHere46","List<Integer> x = new ArrayList<Integer>(Arrays.asList( {-5,-7,10,2} } );<newline46mondego>for( int i = 0; i < x.size(); i++ ){<newline46mondego>   x.set( i, Math.abs(x.get(i)) );<newline46mondego>}<newline46mondego><newline46mondego>return Collections.max( x );<newline46mondego>"
"250splitHere46","2445269splitHere46","web.xml"
"251splitHere46","2445283splitHere46","MyClass.staticMember = new Runnable() {...};<newline46mondego>"
"252splitHere46","2445283splitHere46","MyClass.staticMember.run();<newline46mondego>"
"253splitHere46","2445283splitHere46","run()"
"254splitHere46","2445317splitHere46","UIManager.LookAndFeelInfo[] lookAndFeelInfos = UIManager.getInstalledLookAndFeels();<newline46mondego>    for (int i = 0; i < lookAndFeelInfos.length; i++) {<newline46mondego>        UIManager.LookAndFeelInfo lookAndFeelInfo = lookAndFeelInfos[i];<newline46mondego><newline46mondego>        //<newline46mondego>        // Get the name of the look and feel<newline46mondego>        //<newline46mondego>        String name = lookAndFeelInfo.getName();<newline46mondego>        System.out.println(<doubleQuotes46>name = <doubleQuotes46> + name);<newline46mondego><newline46mondego>        //<newline46mondego>        // Get the implementation class for the look and feel<newline46mondego>        //<newline46mondego>        String className = lookAndFeelInfo.getClassName();<newline46mondego>        System.out.println(<doubleQuotes46>className = <doubleQuotes46> + className);<newline46mondego>    }<newline46mondego>"
"255splitHere46","2445403splitHere46","setVisible(true);<newline46mondego>"
"256splitHere46","2445403splitHere46","setVisible(false);<newline46mondego>"
"257splitHere46","2445403splitHere46","dialog.dispose();<newline46mondego>"
"258splitHere46","2445532splitHere46","ComplexObject1"
"259splitHere46","2445532splitHere46","ComplexObject1<?>"
"260splitHere46","2445582splitHere46","currentQueue"
"261splitHere46","2445582splitHere46","currentElement"
"262splitHere46","2445582splitHere46","characters"
"263splitHere46","2445582splitHere46","Queue currentQueue;<newline46mondego>Element currentElement;<newline46mondego><newline46mondego>startElement(node){<newline46mondego>  if( node is queue )<newline46mondego>     currentQueue = new Queue();<newline46mondego>  else if( node is element )<newline46mondego>     currentElement = new Element(); <newline46mondego>}<newline46mondego><newline46mondego>characters( chars ) {<newline46mondego>  currentElement.setName( chars );<newline46mondego>}<newline46mondego><newline46mondego>endElement(node){<newline46mondego>  if( node is queue )<newline46mondego>     currentQueue = null;<newline46mondego>  else if( node is element ) {<newline46mondego>     currentQueue.add( currentElement ); <-- that's the important part<newline46mondego>     currentElement = null; <newline46mondego>  }<newline46mondego>}<newline46mondego>"
"264splitHere46","2445595splitHere46","org.test.appletproject.MyApplet"
"265splitHere46","2445595splitHere46","Export->Jar"
"266splitHere46","2445595splitHere46","<applet code = 'org.test.appletproject.MyApplet' <newline46mondego>      archive = 'AppletProject.jar', <newline46mondego>      width = 500, <newline46mondego>      height = 500 /><newline46mondego>"
"267splitHere46","2445912splitHere46","stop()"
"268splitHere46","2445912splitHere46","reset()"
"269splitHere46","2445912splitHere46","prepare()"
"270splitHere46","2445912splitHere46","MediaPlayer"
"271splitHere46","2445912splitHere46","start()"
"272splitHere46","2445912splitHere46","create()"
"273splitHere46","2445912splitHere46","prepare()"
"274splitHere46","2445912splitHere46","private OnClickListener btnMercyListener = new OnClickListener()<newline46mondego>{<newline46mondego>    public void onClick(View v)<newline46mondego>    {<newline46mondego>        if(isPressed)<newline46mondego>        {<newline46mondego>            return;<newline46mondego>        }<newline46mondego><newline46mondego>        isPressed = true;<newline46mondego><newline46mondego>        // create your media player<newline46mondego>        mp = MediaPlayer.create(iMEvil.this,R.raw.mercy); <newline46mondego><newline46mondego>        // set your listener<newline46mondego>        mp.setOnCompletionListener(mp.setOnCompletionListener(new OnCompletionListener(){ <newline46mondego><newline46mondego>            // @Override <newline46mondego>            public void onCompletion(MediaPlayer arg0) {<newline46mondego>                    if(!isPressed)<newline46mondego>                    {<newline46mondego>                        return;<newline46mondego>                    }<newline46mondego><newline46mondego>                    isPressed = false;<newline46mondego><newline46mondego>                    // re-enable your play button<newline46mondego>                    playButton.enable();<newline46mondego><newline46mondego>                    // disable the pause button<newline46mondego>                    pauseButton.disable();<newline46mondego><newline46mondego>                    mp.release();<newline46mondego>                    mp.prepare();<newline46mondego>                } <newline46mondego>            }<newline46mondego>        );<newline46mondego><newline46mondego>        // disable the play button<newline46mondego>        playButton.disable();<newline46mondego><newline46mondego>        // enable the pause button<newline46mondego>        pauseButton.enable();<newline46mondego><newline46mondego>        // start playback<newline46mondego>        mp.start();<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"275splitHere46","2446059splitHere46","((JLabel) component).getIcon()"
"276splitHere46","2446356splitHere46","def myList = java.util.Arrays.asList(1, 2, 3);<newline46mondego>def mySequence = for (i in myList) i;<newline46mondego><newline46mondego>println(<doubleQuotes46>mySequence={mySequence}<doubleQuotes46>);<newline46mondego>"
"277splitHere46","2446396splitHere46","def now = new GregorianCalendar()<newline46mondego>def today = new GregorianCalendar(now.get(Calendar.YEAR), now.get(Calendar.MONTH), now.get(Calendar.DAY_OF_MONTH))<newline46mondego>println today.getTime()<newline46mondego>"
"278splitHere46","2446435splitHere46","StringBuilder"
"279splitHere46","2446435splitHere46","StringBuilder"
"280splitHere46","2446449splitHere46","-Djava.library.path=<dir where jacob library is><newline46mondego>"
"281splitHere46","2446595splitHere46","class Wrapper<E> {<newline46mondego><newline46mondego>  private final E item;<newline46mondego><newline46mondego>  Wrapper(E item) {<newline46mondego>    this.item = item;<newline46mondego>  }<newline46mondego><newline46mondego>  E getItem() {<newline46mondego>    return item;<newline46mondego>  }<newline46mondego><newline46mondego>  public boolean equals(Object o) {<newline46mondego>    if (!(o instanceof Wrapper)) {<newline46mondego>      return false;<newline46mondego>    }<newline46mondego>    return getClass().equals(o.getClass());<newline46mondego>  }<newline46mondego><newline46mondego>  public int hashCode() {<newline46mondego>    return getClass().hashCode();<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"282splitHere46","2446595splitHere46","Set<Wrapper<E>>"
"283splitHere46","2447017splitHere46","User user = sessionFactory.getCurrentSession().get(User.class, userId);<newline46mondego>user.getLinkedCollection().size();<newline46mondego>return user;<newline46mondego>"
"284splitHere46","2447017splitHere46","Hibernate.initialize()"
"285splitHere46","2447017splitHere46","size()"
"286splitHere46","2447052splitHere46","String path = System.getProperty(<doubleQuotes46>java.io.tmpdir<doubleQuotes46>);<newline46mondego>"
"287splitHere46","2447052splitHere46","createTempFile(String prefix, String suffix)"
"288splitHere46","2447052splitHere46","createTempFile(String prefix, String suffix, File directory)"
"289splitHere46","2447052splitHere46","File"
"290splitHere46","2447056splitHere46","public class AnnotationTest {<newline46mondego><newline46mondego>    public static class A<newline46mondego>    {<newline46mondego>        @XmlElement(name=<doubleQuotes46>item<doubleQuotes46>)<newline46mondego>        public void doIt() { }<newline46mondego>    }<newline46mondego><newline46mondego>    public static class B extends A<newline46mondego>    {<newline46mondego>        @XmlElement(name=<doubleQuotes46>name<doubleQuotes46>)<newline46mondego>        public void doIt() { }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        B b = new B();<newline46mondego>        Method m = b.getClass().getMethods()[0];<newline46mondego>        Annotation[] ann =  m.getDeclaredAnnotations();<newline46mondego>        System.out.println( ann.length  );  // prints 1<newline46mondego>    }<newline46mondego>}<newline46mondego>"
