"1splitHere46","12709445splitHere46","Path file = ...<newline46mondego>BasicFileAttributes attrs = Files.readAttributes(file, BasicFileAttributes.class);<newline46mondego>FileTime time = attrs.lastModifiedTime();<newline46mondego>"
"174splitHere46","12714730splitHere46","import javafx.animation.*;<newline46mondego>import javafx.application.Application;<newline46mondego>import javafx.event.*;<newline46mondego>import javafx.geometry.Pos;<newline46mondego>import javafx.scene.Scene;<newline46mondego>import javafx.scene.control.*;<newline46mondego>import javafx.scene.image.*;<newline46mondego>import javafx.scene.input.*;<newline46mondego>import javafx.scene.layout.VBox;<newline46mondego>import javafx.stage.Stage;<newline46mondego>import javafx.util.Duration;<newline46mondego><newline46mondego>public class SaveMe extends Application {<newline46mondego>  @Override public void start(final Stage stage) throws Exception {<newline46mondego>    final Label response = new Label();<newline46mondego>    final ImageView imageView = new ImageView(<newline46mondego>      new Image(<doubleQuotes46>http://icons.iconarchive.com/icons/eponas-deeway/colobrush/128/software-emule-icon.png<doubleQuotes46>)<newline46mondego>    );<newline46mondego>    final Button button = new Button(<doubleQuotes46>Save Me<doubleQuotes46>, imageView);<newline46mondego>    button.setStyle(<doubleQuotes46>-fx-base: burlywood;<doubleQuotes46>);<newline46mondego>    button.setContentDisplay(ContentDisplay.TOP);<newline46mondego>    displayFlashMessageOnAction(button, response, <doubleQuotes46>You have been saved!<doubleQuotes46>);<newline46mondego><newline46mondego>    layoutScene(button, response, stage);<newline46mondego>    stage.show();<newline46mondego><newline46mondego>    setSaveAccelerator(button);<newline46mondego>  }<newline46mondego><newline46mondego>  // sets the save accelerator for a button to the Ctrl+S key combination.<newline46mondego>  private void setSaveAccelerator(final Button button) {<newline46mondego>    Scene scene = button.getScene();<newline46mondego>    if (scene == null) {<newline46mondego>      throw new IllegalArgumentException(<doubleQuotes46>setSaveAccelerator must be called when a button is attached to a scene<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    scene.getAccelerators().put(<newline46mondego>      new KeyCodeCombination(KeyCode.S, KeyCombination.SHORTCUT_DOWN), <newline46mondego>      new Runnable() {<newline46mondego>        @Override public void run() {<newline46mondego>          fireButton(button);<newline46mondego>        }<newline46mondego>      }<newline46mondego>    );<newline46mondego>  }<newline46mondego><newline46mondego>  // fires a button from code, providing visual feedback that the button is firing.<newline46mondego>  private void fireButton(final Button button) {<newline46mondego>    button.arm();<newline46mondego>    PauseTransition pt = new PauseTransition(Duration.millis(300));<newline46mondego>    pt.setOnFinished(new EventHandler<ActionEvent>() {<newline46mondego>      @Override public void handle(ActionEvent event) {<newline46mondego>        button.fire();<newline46mondego>        button.disarm();<newline46mondego>      }<newline46mondego>    });<newline46mondego>    pt.play();<newline46mondego>  }<newline46mondego><newline46mondego>  // displays a temporary message in a label when a button is pressed, <newline46mondego>  // and gradually fades the label away after the message has been displayed.<newline46mondego>  private void displayFlashMessageOnAction(final Button button, final Label label, final String message) {<newline46mondego>    final FadeTransition ft = new FadeTransition(Duration.seconds(3), label);<newline46mondego>    ft.setInterpolator(Interpolator.EASE_BOTH);<newline46mondego>    ft.setFromValue(1);<newline46mondego>    ft.setToValue(0);<newline46mondego>    button.setOnAction(new EventHandler<ActionEvent>() {<newline46mondego>      @Override public void handle(ActionEvent event) {<newline46mondego>        label.setText(message);<newline46mondego>        label.setStyle(<doubleQuotes46>-fx-text-fill: forestgreen;<doubleQuotes46>);<newline46mondego>        ft.playFromStart();<newline46mondego>      }<newline46mondego>    });<newline46mondego>  }<newline46mondego><newline46mondego>  private void layoutScene(final Button button, final Label response, final Stage stage) {<newline46mondego>    final VBox layout = new VBox(10);<newline46mondego>    layout.setPrefWidth(300);<newline46mondego>    layout.setAlignment(Pos.CENTER);<newline46mondego>    layout.getChildren().addAll(button, response);<newline46mondego>    layout.setStyle(<doubleQuotes46>-fx-background-color: cornsilk; -fx-padding: 20; -fx-font-size: 20;<doubleQuotes46>);<newline46mondego>    stage.setScene(new Scene(layout));<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) { launch(args); }<newline46mondego>}<newline46mondego>// icon license: (creative commons with attribution) http://creativecommons.org/licenses/by-nc-nd/3.0/<newline46mondego>// icon artist attribution page: (eponas-deeway) http://eponas-deeway.deviantart.com/gallery/#/d1s7uih<newline46mondego>"
"175splitHere46","12714742splitHere46","Iterable"
"176splitHere46","12714742splitHere46","public interface SizedIterable<T> extends Iterable<T> {<newline46mondego>    int size();<newline46mondego>}<newline46mondego>"
"177splitHere46","12714744splitHere46","public static double table_round(double n, int digits) {<newline46mondego>    return BigDecimal.valueOf(n).setScale(digits,BigDecimal.ROUND_HALF_UP).doubleValue();<newline46mondego>}<newline46mondego>"
"178splitHere46","12714830splitHere46","context.getContentResolver().query"
"179splitHere46","12714830splitHere46","LoaderManager"
"180splitHere46","12714830splitHere46","public String getRealPathFromURI(Uri contentUri) {<newline46mondego>    String res = null;<newline46mondego>    String[] proj = { MediaStore.Images.Media.DATA };<newline46mondego>    Cursor cursor = getContentResolver().query(contentUri, proj, null, null, null);<newline46mondego>    if(cursor.moveToFirst()){;<newline46mondego>       int column_index = cursor.getColumnIndexOrThrow(MediaStore.Images.Media.DATA);<newline46mondego>       res = cursor.getString(column_index);<newline46mondego>    }<newline46mondego>    cursor.close();<newline46mondego>    return res;<newline46mondego>}<newline46mondego>"
"181splitHere46","12714853splitHere46","DrawingPanel"
"182splitHere46","12714853splitHere46","DrawingPanel"
"183splitHere46","12714853splitHere46","JPanel"
"184splitHere46","12714853splitHere46","DrawingPanel"
"185splitHere46","12714853splitHere46","import Panels.DrawingPanel"
"186splitHere46","12714853splitHere46","import Panels.CoolDrawingPanels.DrawingPanel"
"187splitHere46","12715138splitHere46","public void surfaceCreated(SurfaceHolder holder) {<newline46mondego>    thread.start();<newline46mondego>}<newline46mondego>"
"188splitHere46","12715138splitHere46","public void run() {<newline46mondego><newline46mondego>    try {<newline46mondego>        while (true) {<newline46mondego>            // code here<newline46mondego>        }<newline46mondego>    }<newline46mondego>    catch (InterruptedException e) {<newline46mondego>         //disable stuff here<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"189splitHere46","12715138splitHere46","public void surfaceDestroyed(SurfaceHolder holder) {<newline46mondego>    thread.interrupt();<newline46mondego>}<newline46mondego>"
"190splitHere46","12715247splitHere46","JAXBElement"
"191splitHere46","12715247splitHere46","<xsd:element <newline46mondego>    name=<doubleQuotes46>includeAllSubaccounts<doubleQuotes46> type=<doubleQuotes46>xsd:boolean<doubleQuotes46> nillable=<doubleQuotes46>true<doubleQuotes46> minOccurs=<doubleQuotes46>0<doubleQuotes46>/><newline46mondego>"
"192splitHere46","12715247splitHere46","boolean"
"193splitHere46","12715247splitHere46","boolean"
"194splitHere46","12715247splitHere46","null"
"195splitHere46","12715247splitHere46","Boolean"
"196splitHere46","12715247splitHere46","xsi:nil"
"197splitHere46","12715247splitHere46","package forum12713373;<newline46mondego><newline46mondego>import javax.xml.bind.JAXBElement;<newline46mondego>import javax.xml.bind.annotation.*;<newline46mondego><newline46mondego>@XmlRootElement<newline46mondego>@XmlAccessorType(XmlAccessType.FIELD)<newline46mondego>public class Foo {<newline46mondego><newline46mondego>    @XmlElementRef(name=<doubleQuotes46>absent<doubleQuotes46>)<newline46mondego>    JAXBElement<Boolean> absent;<newline46mondego><newline46mondego>    @XmlElementRef(name=<doubleQuotes46>setToNull<doubleQuotes46>)<newline46mondego>    JAXBElement<Boolean> setToNull;<newline46mondego><newline46mondego>    @XmlElementRef(name=<doubleQuotes46>setToValue<doubleQuotes46>)<newline46mondego>    JAXBElement<Boolean> setToValue;<newline46mondego><newline46mondego>}<newline46mondego>"
"198splitHere46","12715247splitHere46","package forum12713373;<newline46mondego><newline46mondego>import javax.xml.bind.JAXBElement;<newline46mondego>import javax.xml.bind.annotation.*;<newline46mondego>import javax.xml.namespace.QName;<newline46mondego><newline46mondego>@XmlRegistry<newline46mondego>public class ObjectFactory {<newline46mondego><newline46mondego>    @XmlElementDecl(name=<doubleQuotes46>absent<doubleQuotes46>)<newline46mondego>    public JAXBElement<Boolean> createAbsent(Boolean value) {<newline46mondego>        return new JAXBElement(new QName(<doubleQuotes46>absent<doubleQuotes46>), Boolean.class, value);<newline46mondego>    }<newline46mondego><newline46mondego>    @XmlElementDecl(name=<doubleQuotes46>setToNull<doubleQuotes46>)<newline46mondego>    public JAXBElement<Boolean> createSetToNull(Boolean value) {<newline46mondego>        return new JAXBElement(new QName(<doubleQuotes46>setToNull<doubleQuotes46>), Boolean.class, value);<newline46mondego>    }<newline46mondego><newline46mondego>    @XmlElementDecl(name=<doubleQuotes46>setToValue<doubleQuotes46>)<newline46mondego>    public JAXBElement<Boolean> createSetToValue(Boolean value) {<newline46mondego>        return new JAXBElement(new QName(<doubleQuotes46>setToValue<doubleQuotes46>), Boolean.class, value);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"199splitHere46","12715247splitHere46","package forum12713373;<newline46mondego><newline46mondego>import javax.xml.bind.*;<newline46mondego><newline46mondego>public class Demo {<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        JAXBContext jc = JAXBContext.newInstance(Foo.class);<newline46mondego><newline46mondego>        ObjectFactory objectFactory = new ObjectFactory();<newline46mondego><newline46mondego>        Foo foo = new Foo();<newline46mondego>        foo.absent = null;<newline46mondego>        foo.setToNull = objectFactory.createSetToNull(null);<newline46mondego>        foo.setToValue = objectFactory.createSetToValue(false);<newline46mondego><newline46mondego>        Marshaller marshaller = jc.createMarshaller();<newline46mondego>        marshaller.setProperty(Marshaller.JAXB_FORMATTED_OUTPUT, true);<newline46mondego>        marshaller.marshal(foo, System.out);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"200splitHere46","12715247splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46> standalone=<doubleQuotes46>yes<doubleQuotes46>?><newline46mondego><foo><newline46mondego>    <setToNull xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> xsi:nil=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>    <setToValue>false</setToValue><newline46mondego></foo><newline46mondego>"
"201splitHere46","12715401splitHere46","@Entity<newline46mondego>@Table(name = <doubleQuotes46>role_to_user<doubleQuotes46>)<newline46mondego>public class RoleAssignment {<newline46mondego><newline46mondego>    @ManyToOne<newline46mondego>    private User user;<newline46mondego><newline46mondego>    @ManyToOne<newline46mondego>    private Role role;<newline46mondego><newline46mondego>    private Date startDate;<newline46mondego><newline46mondego>    private Date endDate;<newline46mondego><newline46mondego>}<newline46mondego>"
"202splitHere46","12715401splitHere46","User"
"203splitHere46","12715401splitHere46","@ManyToMany()<newline46mondego>private Set<RoleAssignment> roles = new HashSet<>();<newline46mondego>"
"204splitHere46","12715401splitHere46","User"
"205splitHere46","12715401splitHere46","Role"
"206splitHere46","12715510splitHere46","Collection<? extends T> c"
"207splitHere46","12715510splitHere46","unmodifiableCollection"
"208splitHere46","12715510splitHere46","synchronizedCollection"
"209splitHere46","12715510splitHere46","Collection<T> c"
"210splitHere46","12715569splitHere46","Matrix4* Matrix4::FindInverse(Matrix4 &a){<newline46mondego><newline46mondego>int n = R;<newline46mondego>int i = 0;<newline46mondego>int j = 0;<newline46mondego>float pivot = 0;<newline46mondego>Matrix4* invA = NULL;<newline46mondego>//TODO: Check whether the matrix is invertible.Else Return<newline46mondego>invA = new Matrix4();<newline46mondego>invA->SetMatrix4(1,0,0,0, 0,1,0,0, 0,0,1,0, 0,0,0,1);<newline46mondego><newline46mondego><newline46mondego>for(i = 0; i < n; i++){<newline46mondego>    pivot = a.v[i][i];<newline46mondego><newline46mondego>    if(pivot != 1.0 and pivot != 0){<newline46mondego>        for(int t = i; t < n; t++){<newline46mondego>            a.v[i][t] = a.v[i][t]/pivot;<newline46mondego>            invA->v[i][t] = invA->v[i][t]/pivot;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    //Update to the new pivot which must be 1.0<newline46mondego>    pivot = a.v[i][i];<newline46mondego><newline46mondego>    for(j = 0; j < n; j++){<newline46mondego>        if( j==i ){<newline46mondego>            continue;<newline46mondego><newline46mondego>        }<newline46mondego>        else{<newline46mondego>            float l = a.v[j][i]/pivot;<newline46mondego>            for(int m = 0; m < n; m++){<newline46mondego>                a.v[j][m] = a.v[j][m] - l * a.v[i][m];<newline46mondego>                invA->v[j][m] = invA->v[j][m] - (l * invA->v[i][m]);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>return invA;<newline46mondego>"
"211splitHere46","12715619splitHere46","android.R.layout.simple_list_item_2"
"212splitHere46","12715619splitHere46","TwoLineListItem"
"213splitHere46","12715619splitHere46","TextViews"
"214splitHere46","12715619splitHere46","TextView"
"215splitHere46","12715619splitHere46","logcat"
"216splitHere46","12715619splitHere46","TextView"
"217splitHere46","12715619splitHere46","findViewById"
"218splitHere46","12715619splitHere46","String itemSelected = ((TextView) view.findViewById(android.R.id.text2)).getText().toString();<newline46mondego>"
"219splitHere46","12715682splitHere46","Seq"
"220splitHere46","12715682splitHere46","import java.util.LinkedHashMap<newline46mondego>import scala.collection.JavaConversions.mapAsScalaMap<newline46mondego><newline46mondego>object App{<newline46mondego>  implicit def wrapLhm[K,V,G](i:LinkedHashMap[K,LinkedHashMap[G,V]]):LHMWrapper[K,V,G] = new LHMWrapper[K,V,G](i)<newline46mondego><newline46mondego>  def main(args: Array[String]){<newline46mondego>    println(<doubleQuotes46>Hello World!<doubleQuotes46>)<newline46mondego>    val lhm = new LinkedHashMap[String, LinkedHashMap[String,String]]()<newline46mondego>    val inner = new LinkedHashMap[String,String]()<newline46mondego>    inner.put(<doubleQuotes46>one<doubleQuotes46>, <doubleQuotes46>one<doubleQuotes46>)<newline46mondego>    lhm.put(<doubleQuotes46>outer<doubleQuotes46>,inner);<newline46mondego>    val s = lhm.getSeq()<newline46mondego>    println(s.toString())<newline46mondego>  }<newline46mondego>  class LHMWrapper[K,V,G](value: LinkedHashMap[K,LinkedHashMap[G,V]]){<newline46mondego>    def getSeq():Seq[ (K, Seq[(G,V)])] = mapAsScalaMap(value).mapValues(mapAsScalaMap(_).toSeq).toSeq<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"221splitHere46","12715735splitHere46","DualList"
"222splitHere46","12715735splitHere46","Table"
"223splitHere46","12715735splitHere46","List"
"224splitHere46","12715735splitHere46","Composite(GridLayout, 3 columns)<newline46mondego>|<newline46mondego>|- First List/Table<newline46mondego>|<newline46mondego>|- Composite(GridLayout, 1 column)<newline46mondego>|  |- Button add<newline46mondego>|  |- Button delete<newline46mondego>|<newline46mondego>|- Second List/Table<newline46mondego>"
"225splitHere46","12715760splitHere46","OutputStream"
"226splitHere46","12715760splitHere46","OutputStream"
"227splitHere46","12715760splitHere46","InputStream"
"228splitHere46","12715760splitHere46","InputStream"
"229splitHere46","12715760splitHere46","OutputStream"
"230splitHere46","12715760splitHere46","InputStream"
"231splitHere46","12715760splitHere46","Client                                                     Server<newline46mondego><newline46mondego>1. OutputStream -->\                                   /--> 2. InputStream --><newline46mondego>                    Socket<--->network<--->ServerSocket                       |<newline46mondego>4. InputStream <--/                                    \<--3. OutputStream <--<newline46mondego>"
