"1splitHere46","6611642splitHere46","rename"
"158splitHere46","6617788splitHere46","src"
"159splitHere46","6617788splitHere46",">>> import sys<newline46mondego>>>> sys.path.append(r'C:\temp\sample.jar') <newline46mondego>>>> from org.my.package import MyClass<newline46mondego>"
"160splitHere46","6618074splitHere46","handler.postDelayed(new Runnable(){<newline46mondego>    public void run(){<newline46mondego>        // Your code goes here...<newline46mondego>    }<newline46mondego>}, 3000); // Delay by 3000ms<newline46mondego>"
"161splitHere46","6618403splitHere46","entrySet()"
"162splitHere46","6618403splitHere46","m1.equals(m2)"
"163splitHere46","6618403splitHere46","m1.hashCode()==m2.hashCode()"
"164splitHere46","6618403splitHere46","Object.hashCode()"
"165splitHere46","6618403splitHere46","e"
"166splitHere46","6618403splitHere46","(e.getKey()==null   ? 0 : e.getKey().hashCode()) ^<newline46mondego>(e.getValue()==null ? 0 : e.getValue().hashCode())<newline46mondego>"
"167splitHere46","6618403splitHere46","e1.equals(e2)"
"168splitHere46","6618403splitHere46","e1.hashCode()==e2.hashCode()"
"169splitHere46","6618403splitHere46","e1"
"170splitHere46","6618403splitHere46","e2"
"171splitHere46","6618403splitHere46","Object.hashCode"
"172splitHere46","6618403splitHere46","Object.hashCode()"
"173splitHere46","6618403splitHere46","System.identityHashCode(map)"
"174splitHere46","6618432splitHere46","someClass"
"175splitHere46","6618432splitHere46","signed.jar"
"176splitHere46","6618432splitHere46","<resources>"
"177splitHere46","6618432splitHere46","<jar>"
"178splitHere46","6618632splitHere46","select value from v$parameter t<newline46mondego>where t.NAME='background_dump_dest'<newline46mondego>"
"179splitHere46","6619046splitHere46","Manager"
"180splitHere46","6619169splitHere46","ParentClass.this.myMethod();<newline46mondego>"
"181splitHere46","6619400splitHere46","frontpos"
"182splitHere46","6619400splitHere46","rearpos"
"183splitHere46","6619400splitHere46","frontpos"
"184splitHere46","6619400splitHere46","rearpos"
"185splitHere46","6619400splitHere46","while(frontPos!=rearPos)"
"186splitHere46","6619400splitHere46","while(frontPos < rearPos)"
"187splitHere46","6619545splitHere46","Channels.newChannel(InputStream in)<newline46mondego>"
"188splitHere46","6619806splitHere46","<xsl:stylesheet version=<doubleQuotes46>2.0<doubleQuotes46><newline46mondego> xmlns:xsl=<doubleQuotes46>http://www.w3.org/1999/XSL/Transform<doubleQuotes46><newline46mondego> xmlns:xs=<doubleQuotes46>http://www.w3.org/2001/XMLSchema<doubleQuotes46><newline46mondego> xmlns:x=<doubleQuotes46>http://www.filemaker.com/fmpxmlresult<doubleQuotes46>><newline46mondego><newline46mondego> <xsl:output method=<doubleQuotes46>text<doubleQuotes46>/><newline46mondego><newline46mondego> <xsl:template match=<doubleQuotes46>/<doubleQuotes46>><newline46mondego>  <xsl:for-each-group select=<doubleQuotes46>/*/x:RESULTSET/x:ROW<doubleQuotes46><newline46mondego>   group-adjacent=<doubleQuotes46>x:COL[2]/x:DATA<doubleQuotes46>><newline46mondego>    <xsl:apply-templates select=<doubleQuotes46>current-group()<doubleQuotes46>/><newline46mondego>   </xsl:for-each-group><newline46mondego> </xsl:template><newline46mondego><newline46mondego> <xsl:template match=<doubleQuotes46>x:ROW<doubleQuotes46>><newline46mondego>  <xsl:text>&#xA;</xsl:text><newline46mondego>  <xsl:sequence select=<newline46mondego>  <doubleQuotes46>string-join((xs:string(position()), x:COL/x:DATA), ',')<doubleQuotes46>/><newline46mondego> </xsl:template><newline46mondego></xsl:stylesheet><newline46mondego>"
"189splitHere46","6619806splitHere46","<FMPXMLRESULT xmlns=<doubleQuotes46>http://www.filemaker.com/fmpxmlresult<doubleQuotes46>><newline46mondego>    <ERRORCODE>0</ERRORCODE><newline46mondego>    <PRODUCT BUILD=<doubleQuotes46>01-25-2011<doubleQuotes46> NAME=<doubleQuotes46>FileMaker<doubleQuotes46> VERSION=<doubleQuotes46>Pro 11.0v3<doubleQuotes46>/><newline46mondego>    <DATABASE DATEFORMAT=<doubleQuotes46>M/d/yyyy<doubleQuotes46> LAYOUT=<doubleQuotes46>Export to Ledes<doubleQuotes46> NAME=<doubleQuotes46>StateFarmLedes1998b.fp7<doubleQuotes46> RECORDS=<doubleQuotes46>27<doubleQuotes46> TIMEFORMAT=<doubleQuotes46>h:mm:ss a<doubleQuotes46>/><newline46mondego>    <METADATA><newline46mondego>        <FIELD EMPTYOK=<doubleQuotes46>YES<doubleQuotes46> MAXREPEAT=<doubleQuotes46>1<doubleQuotes46> NAME=<doubleQuotes46>date of bill<doubleQuotes46> TYPE=<doubleQuotes46>DATE<doubleQuotes46>/><newline46mondego>        <FIELD EMPTYOK=<doubleQuotes46>YES<doubleQuotes46> MAXREPEAT=<doubleQuotes46>1<doubleQuotes46> NAME=<doubleQuotes46>Invoice #<doubleQuotes46> TYPE=<doubleQuotes46>NUMBER<doubleQuotes46>/><newline46mondego>        <FIELD EMPTYOK=<doubleQuotes46>YES<doubleQuotes46> MAXREPEAT=<doubleQuotes46>1<doubleQuotes46> NAME=<doubleQuotes46>Company Name<doubleQuotes46> TYPE=<doubleQuotes46>TEXT<doubleQuotes46>/><newline46mondego>    </METADATA><newline46mondego>    <RESULTSET FOUND=<doubleQuotes46>25<doubleQuotes46>><newline46mondego>        <ROW MODID=<doubleQuotes46>25<doubleQuotes46> RECORDID=<doubleQuotes46>54<doubleQuotes46>><newline46mondego>            <COL><newline46mondego>                <DATA>20110707</DATA><newline46mondego>            </COL><newline46mondego>            <COL><newline46mondego>                <DATA>2949801</DATA><newline46mondego>            </COL><newline46mondego>            <COL><newline46mondego>                <DATA>Foo</DATA><newline46mondego>            </COL><newline46mondego>        </ROW><newline46mondego>        <ROW MODID=<doubleQuotes46>25<doubleQuotes46> RECORDID=<doubleQuotes46>54<doubleQuotes46>><newline46mondego>            <COL><newline46mondego>                <DATA>20110707</DATA><newline46mondego>            </COL><newline46mondego>            <COL><newline46mondego>                <DATA>2949801</DATA><newline46mondego>            </COL><newline46mondego>            <COL><newline46mondego>                <DATA>Foo</DATA><newline46mondego>            </COL><newline46mondego>        </ROW><newline46mondego>        <ROW MODID=<doubleQuotes46>25<doubleQuotes46> RECORDID=<doubleQuotes46>54<doubleQuotes46>><newline46mondego>            <COL><newline46mondego>                <DATA>20110707</DATA><newline46mondego>            </COL><newline46mondego>            <COL><newline46mondego>                <DATA>2949802</DATA><newline46mondego>            </COL><newline46mondego>            <COL><newline46mondego>                <DATA>Bar</DATA><newline46mondego>            </COL><newline46mondego>        </ROW><newline46mondego>    </RESULTSET><newline46mondego></FMPXMLRESULT><newline46mondego>"
"190splitHere46","6619806splitHere46","1,20110707,2949801,Foo<newline46mondego>2,20110707,2949801,Foo<newline46mondego>1,20110707,2949802,Bar<newline46mondego>"
"191splitHere46","6619806splitHere46","<xsl:for-each-group>"
"192splitHere46","6619806splitHere46","group-adjacent"
"193splitHere46","6619806splitHere46","<xsl:stylesheet version=<doubleQuotes46>1.0<doubleQuotes46><newline46mondego> xmlns:xsl=<doubleQuotes46>http://www.w3.org/1999/XSL/Transform<doubleQuotes46><newline46mondego> xmlns:x=<doubleQuotes46>http://www.filemaker.com/fmpxmlresult<doubleQuotes46><newline46mondego> ><newline46mondego> <xsl:output method=<doubleQuotes46>text<doubleQuotes46>/><newline46mondego><newline46mondego> <xsl:key name=<doubleQuotes46>kFollowing<doubleQuotes46><newline46mondego>      match=<doubleQuotes46>x:ROW<doubleQuotes46><newline46mondego>      use=<doubleQuotes46>generate-id(<newline46mondego>            preceding-sibling::x:ROW<newline46mondego>              [x:COL[2]/x:DATA<newline46mondego>              =<newline46mondego>               current()/x:COL[2]/x:DATA<newline46mondego>              and<newline46mondego>               not(preceding-sibling::x:ROW/x:COL[2]/x:DATA<newline46mondego>                  =<newline46mondego>                   current()/x:COL[2]/x:DATA<newline46mondego>                  )<newline46mondego>               ]<newline46mondego>               [1]<newline46mondego>                        )<doubleQuotes46><newline46mondego> /><newline46mondego><newline46mondego> <xsl:template match=<newline46mondego>  <doubleQuotes46>x:ROW[not(x:COL[2]/x:DATA<newline46mondego>            =<newline46mondego>            preceding-sibling::x:ROW/x:COL[2]/x:DATA<newline46mondego>            )<newline46mondego>        ]<newline46mondego>  <doubleQuotes46>><newline46mondego>  <xsl:apply-templates mode=<doubleQuotes46>group<doubleQuotes46><newline46mondego>       select=<doubleQuotes46>.|key('kFollowing',generate-id())<doubleQuotes46>/><newline46mondego> </xsl:template><newline46mondego><newline46mondego> <xsl:template match=<doubleQuotes46>x:ROW<doubleQuotes46> mode=<doubleQuotes46>group<doubleQuotes46>><newline46mondego>  <xsl:value-of select=<newline46mondego>   <doubleQuotes46>concat('&#xA;',position())<doubleQuotes46>/><newline46mondego><newline46mondego>  <xsl:for-each select=<doubleQuotes46>x:COL/x:DATA<doubleQuotes46>><newline46mondego>   <xsl:value-of select=<doubleQuotes46>concat(',',.)<doubleQuotes46>/><newline46mondego>  </xsl:for-each><newline46mondego> </xsl:template><newline46mondego><newline46mondego> <xsl:template match=<doubleQuotes46>text()<doubleQuotes46>/><newline46mondego></xsl:stylesheet><newline46mondego>"
"194splitHere46","6619806splitHere46","1,20110707,2949801,Foo<newline46mondego>2,20110707,2949801,Foo<newline46mondego>1,20110707,2949802,Bar<newline46mondego>"
"195splitHere46","6619806splitHere46","x:ROW"
"196splitHere46","6619806splitHere46","x:ROW"
"197splitHere46","6619806splitHere46","generate-id()"
"198splitHere46","6619941splitHere46","p = (Parent) t"
"199splitHere46","6619941splitHere46","t"
"200splitHere46","6619941splitHere46","t"
"201splitHere46","6619941splitHere46","Parent"
"202splitHere46","6619941splitHere46","t"
"203splitHere46","6619941splitHere46","Parent"
"204splitHere46","6619941splitHere46","Parent"
"205splitHere46","6619941splitHere46","t"
"206splitHere46","6619941splitHere46","Child1"
"207splitHere46","6620007splitHere46","123"
"208splitHere46","6620007splitHere46","<doubleQuotes46>123<doubleQuotes46>"
"209splitHere46","6620007splitHere46","Integer.toString"
"210splitHere46","6620007splitHere46","<doubleQuotes46>123<doubleQuotes46>"
"211splitHere46","6620007splitHere46","{'1', '2', '3'}"
"212splitHere46","6620007splitHere46","String.toCharArray"
"213splitHere46","6620007splitHere46","Vector<String>"
"214splitHere46","6620007splitHere46","{'1', '2', '3'}"
"215splitHere46","6620007splitHere46","<doubleQuotes46>1<doubleQuotes46>"
"216splitHere46","6620007splitHere46","<doubleQuotes46>2<doubleQuotes46>"
"217splitHere46","6620007splitHere46","<doubleQuotes46>3<doubleQuotes46>"
"218splitHere46","6620007splitHere46","Character.toString"
"219splitHere46","6620007splitHere46","List.add"
"220splitHere46","6620007splitHere46","int num = 123;<newline46mondego>char[] chars = Integer.toString(num).toCharArray();<newline46mondego>List<String> parts = new Vector<String>();<newline46mondego>for (char c : chars)<newline46mondego>{<newline46mondego>    parts.add(Character.toString(c));<newline46mondego>}<newline46mondego>"
"221splitHere46","6620046splitHere46","HttpClient client = new DefaultHttpClient();<newline46mondego>HttpGet request = new HttpGet(url);<newline46mondego>HttpResponse response = client.execute(request);<newline46mondego><newline46mondego>String latestVersion = <doubleQuotes46><doubleQuotes46>;<newline46mondego>InputStream in = response.getEntity().getContent();<newline46mondego>BufferedReader reader = new BufferedReader(new InputStreamReader(in));<newline46mondego>StringBuilder str = new StringBuilder();<newline46mondego>String line = null;<newline46mondego>while((line = reader.readLine()) != null)<newline46mondego>{<newline46mondego>    str.append(line);<newline46mondego>}<newline46mondego>in.close();<newline46mondego>latestVersion = str.toString();<newline46mondego>"
"222splitHere46","6620046splitHere46","private String getSoftwareVersion() {<newline46mondego>    try {<newline46mondego>            PackageInfo packageInfo = getPackageManager().getPackageInfo(getPackageName(), 0);<newline46mondego>            return packageInfo.versionName;//EDIT: versionCode would be better<newline46mondego>    } catch (PackageManager.NameNotFoundException e) {<newline46mondego>            Log.e(TAG, <doubleQuotes46>Package name not found<doubleQuotes46>, e);<newline46mondego>    };<newline46mondego> }<newline46mondego>"
"223splitHere46","6620310splitHere46","FIFOPBQEvent"
"224splitHere46","6620310splitHere46","Comparable"
"225splitHere46","6620310splitHere46","FIFOEntry"
"226splitHere46","6620310splitHere46","E"
"227splitHere46","6620310splitHere46","extends Comparable<...>"
"228splitHere46","6620310splitHere46","FIFOPBQEvent"
"229splitHere46","6620310splitHere46","public class FIFOPBQEvent implements Comparable<FIFOPBQEvent> {<newline46mondego>"
