"1splitHere46","16802813splitHere46","JDialog dialog = new JDialog(parentFrame, true); // owner, modal<newline46mondego>"
"206splitHere46","16807792splitHere46","<inherits name=<doubleQuotes46>com.google.gwt.i18n.I18N<doubleQuotes46> /><newline46mondego>"
"207splitHere46","16807792splitHere46","<extend-property name=<doubleQuotes46>locale<doubleQuotes46> values=<doubleQuotes46>en,it<doubleQuotes46>/><newline46mondego><set-property-fallback name=<doubleQuotes46>locale<doubleQuotes46> value=<doubleQuotes46>en<doubleQuotes46>/><newline46mondego>"
"208splitHere46","16807792splitHere46","src/main/resources/foo/bar/client/i18n/MyMessages.properties<newline46mondego>src/main/resources/foo/bar/client/i18n/MyMessages_it.properties<newline46mondego>"
"209splitHere46","16807792splitHere46","<plugin><newline46mondego>            <groupId>org.codehaus.mojo</groupId><newline46mondego>            <artifactId>gwt-maven-plugin</artifactId><newline46mondego>            <version>1.3.1.google</version><newline46mondego>            <executions><newline46mondego>                <execution><newline46mondego>                    <goals><newline46mondego>                        <goal>i18n</goal><newline46mondego>                        <goal>generateAsync</goal><newline46mondego>                        <goal>compile</goal><newline46mondego>                    </goals><newline46mondego>                </execution><newline46mondego>            </executions><newline46mondego>            <configuration><newline46mondego>                <i18nMessagesBundles><newline46mondego>                    <resourceBundle>foo.bar.client.i18n.MyMessages</resourceBundle><newline46mondego>                </i18nMessagesBundles><newline46mondego>            </configuration><newline46mondego>        </plugin><newline46mondego>"
"210splitHere46","16807792splitHere46","mvn compile"
"211splitHere46","16807804splitHere46","UseGCOverheadLimit"
"212splitHere46","16807898splitHere46","android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46>"
"213splitHere46","16807898splitHere46","android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46>"
"214splitHere46","16808027splitHere46","org.mycompany.container.Container$ContainerType<newline46mondego>"
"215splitHere46","16808140splitHere46","CashRebate=[true], Platinum=[true], CoBrandCard=[true]{CoBrandType:Holt Renfrew}, ChargeCard=[true], ConsumerCard=[true], Product Type Code:null"
"216splitHere46","16808140splitHere46","pattern p = Pattern.compile(<doubleQuotes46>CardType:\\[(.*)\\]<doubleQuotes46>);<newline46mondego>Matcher m = p.matcher(value);<newline46mondego>"
"217splitHere46","16808140splitHere46","]"
"218splitHere46","16808260splitHere46","DECLARE ... HANDLER"
"219splitHere46","16808260splitHere46","SIGNAL"
"220splitHere46","16808260splitHere46","RESIGNAL"
"221splitHere46","16808260splitHere46","SET MESSAGE_TEXT"
"222splitHere46","16808260splitHere46","DECLARE EXIT HANDLER FOR SQLEXCEPTION<newline46mondego>  SIGNAL SQLSTATE '45000'<newline46mondego>  SET MESSAGE_TEXT := 'app_get_rpt_doctor_signature_all(text) OTHERS'<newline46mondego>;<newline46mondego>"
"223splitHere46","16808260splitHere46","RESIGNAL"
"224splitHere46","16808260splitHere46","DECLARE EXIT HANDLER FOR SQLEXCEPTION<newline46mondego>  RESIGNAL SQLSTATE '45000'<newline46mondego>;<newline46mondego>"
"225splitHere46","16808343splitHere46","com.sun.mail.util.MailLogger"
"226splitHere46","16808371splitHere46","ByteArrayBuffer"
"227splitHere46","16808371splitHere46","public final class ByteArrayBuffer  {<newline46mondego><newline46mondego>  private byte[] buffer;<newline46mondego>  private int len;<newline46mondego><newline46mondego>  public ByteArrayBuffer(int capacity) {<newline46mondego>      super();<newline46mondego>      if (capacity < 0) {<newline46mondego>       throw new IllegalArgumentException(<doubleQuotes46>Buffer capacity may not be negative<doubleQuotes46>);<newline46mondego>      }<newline46mondego>"
"228splitHere46","16808371splitHere46","length"
"229splitHere46","16808371splitHere46","capacity"
"230splitHere46","16808371splitHere46","int length = conn.getContentLength();<newline46mondego>"
"231splitHere46","16808415splitHere46","select * from <doubleQuotes46>user<doubleQuotes46>;<newline46mondego>"
"232splitHere46","16808498splitHere46","Types.DATE"
"233splitHere46","16808498splitHere46","DATE"
"234splitHere46","16808498splitHere46","Types.TIMESTAMP"
"235splitHere46","16808498splitHere46","new java.sql.Timestamp(entry.getDate().getTime())"
"236splitHere46","16808498splitHere46","new java.sql.Date(entry.getDate().getTime()), // EXECUTING_DATE"
"237splitHere46","16808705splitHere46","setVisibleRowCount(int visibleRowCount)"
"238splitHere46","16808720splitHere46","Math"
"239splitHere46","16808720splitHere46","Collections"
"240splitHere46","16808720splitHere46","Arrays"
"241splitHere46","16808720splitHere46","static class"
"242splitHere46","16808816splitHere46","for(int i = 0; i < MAX_VAL; i++) {<newline46mondego>    linkedList.add(MAX_VAL/2, i);<newline46mondego>}<newline46mondego>"
"243splitHere46","16808816splitHere46","i"
"244splitHere46","16808816splitHere46","O(i)"
"245splitHere46","16808816splitHere46","System.arraycopy"
"246splitHere46","16808816splitHere46","LinkedList"
"247splitHere46","16808816splitHere46","ArrayList"
"248splitHere46","16808816splitHere46","LinkedList"
"249splitHere46","16808816splitHere46","nanoTime"
"250splitHere46","16808836splitHere46","select d<newline46mondego>from T_DEBIT d<newline46mondego>where exists (<newline46mondego>    select r<newline46mondego>    from T_REQUEST r<newline46mondego>    where <newline46mondego>    r.debit.id = d.id and<newline46mondego>    r.status = SUCCESSFUL<newline46mondego>)<newline46mondego>"
"251splitHere46","16808836splitHere46","exists (select ... where condition)"
"252splitHere46","16808836splitHere46","not exists (select ... where NOT condition)"
"253splitHere46","16808836splitHere46","select d<newline46mondego>from T_DEBIT d<newline46mondego>where not exists (<newline46mondego>    select r<newline46mondego>    from T_REQUEST r<newline46mondego>    where <newline46mondego>    -- This is the join condition, so it should not be negated<newline46mondego>    r.debit.id = d.id and <newline46mondego>    -- This is the actual filtering condition, negate as this is a FOR ALL<newline46mondego>    not (r.status != SUCCESSFUL)<newline46mondego>)<newline46mondego>"
"254splitHere46","16808836splitHere46","select d<newline46mondego>from T_DEBIT d<newline46mondego>where not exists (<newline46mondego>    select r<newline46mondego>    from T_REQUEST r<newline46mondego>    where <newline46mondego>    r.debit.id = d.id and<newline46mondego>    r.status = SUCCESSFUL<newline46mondego>)<newline46mondego>"
"255splitHere46","16808941splitHere46","import static org.hamcrest.text.IsEqualIgnoringCase.equalToIgnoringCase;</p><newline46mondego><newline46mondego><p>List newFriends = select(firendsCollection,having(on(someFriends.class).getDescription(),     Matchers.contains(equalToIgnoringCase(<doubleQuotes46>michael<doubleQuotes46>))));"
"256splitHere46","16809288splitHere46","String test = <doubleQuotes46>sip:+8610086@dmcw.com<doubleQuotes46>;<newline46mondego>String test2 = <doubleQuotes46>8610086@dmcw.com<doubleQuotes46>;<newline46mondego>Pattern pattern = Pattern.compile(<doubleQuotes46>(.+?:)?(.+?)(?=@)<doubleQuotes46>);<newline46mondego>Matcher matcher = pattern.matcher(test);<newline46mondego>if (matcher.find()) {<newline46mondego>    System.out.println(matcher.group(2));<newline46mondego>}<newline46mondego>matcher = pattern.matcher(test2);<newline46mondego>if (matcher.find()) {<newline46mondego>    System.out.println(matcher.group(2));<newline46mondego>}<newline46mondego>"
"257splitHere46","16809288splitHere46","+8610086<newline46mondego>8610086<newline46mondego>"
"258splitHere46","16809307splitHere46","INSERT"
"259splitHere46","16809313splitHere46","\bAT\b<newline46mondego>"
"260splitHere46","16809358splitHere46","byte"
"261splitHere46","16809358splitHere46","byteValue & 0xFF"
"262splitHere46","16809373splitHere46","try"
"263splitHere46","16809373splitHere46","catch"
"264splitHere46","16809373splitHere46","System.exit(1)"
"265splitHere46","16809373splitHere46","return"
"266splitHere46","16809373splitHere46","return;"
"267splitHere46","16809373splitHere46","catch"
"268splitHere46","16809373splitHere46","catch (MyClassException){<newline46mondego>    // terminate<newline46mondego>    System.exit(1);<newline46mondego>    return;<newline46mondego>}<newline46mondego>"
"269splitHere46","16809373splitHere46","myObject"
"270splitHere46","16809373splitHere46","myObject.doSomething();"
"271splitHere46","16809373splitHere46","finally"
"272splitHere46","16809373splitHere46","finally"
"273splitHere46","16809373splitHere46","return"
"274splitHere46","16809373splitHere46","finally {<newline46mondego>    // compiler error<newline46mondego>    myObject.doSomething();<newline46mondego>}<newline46mondego>"
"275splitHere46","16809578splitHere46","repeats"
"276splitHere46","16809578splitHere46","procedure DFS(G,v):<newline46mondego>    increment v.timesVisited<newline46mondego>    for all edges e in G.adjacentEdges(v) do<newline46mondego>        if edge e.timesVisited < repeats then<newline46mondego>            w â†? G.adjacentVertex(v,e)<newline46mondego>            if vertex w.timesVisited < repeats then<newline46mondego>                e.timesVisited++<newline46mondego>                recursively call DFS(G,w)<newline46mondego>            else<newline46mondego>                label e as a back edge<newline46mondego>"
"277splitHere46","16809603splitHere46","package test;<newline46mondego><newline46mondego>import java.util.regex.Matcher;<newline46mondego>import java.util.regex.Pattern;<newline46mondego><newline46mondego>public class Main {<newline46mondego><newline46mondego>    /* <newline46mondego>     * Pattern for a single numerical, starting with optional -/+ sign, <newline46mondego>     * followed by an unidentified length integer,<newline46mondego>     * followed by optional <doubleQuotes46>,<doubleQuotes46> separator and unidentified length integer, <newline46mondego>     * followed by optional <doubleQuotes46>.<doubleQuotes46> separator and unidentified length integer decimals<newline46mondego>     */<newline46mondego>    private static final String SINGLE_NUMBER_PATTERN = <doubleQuotes46>([\\+-]?\\d+(,\\d+)?(\\.\\d+)?)<doubleQuotes46>;<newline46mondego>    /*<newline46mondego>     * Pattern for range indicator. Note that <doubleQuotes46>up to<doubleQuotes46> is not intended here as a prefix.   <newline46mondego>     */<newline46mondego>    private static final String RANGE_INDICATOR_PATTERN = <doubleQuotes46>(\\s?(-\\s|--|to|(up\\s?to))\\s?)<doubleQuotes46>;<newline46mondego>    /*<newline46mondego>     * Pattern combining one numerical, a range indicator, and another numerical. <newline46mondego>     * It starts with a negative look-behind reference to avoid starting the match if <newline46mondego>     * with preceded by a range indicator, and avoids ending the match if followed by a <newline46mondego>     * range indicator as well.  <newline46mondego>     */<newline46mondego>    private static final String RANGE_PATTERN = <doubleQuotes46>(?<!<doubleQuotes46><newline46mondego>            + RANGE_INDICATOR_PATTERN + <doubleQuotes46>)<doubleQuotes46> + SINGLE_NUMBER_PATTERN<newline46mondego>            + RANGE_INDICATOR_PATTERN + SINGLE_NUMBER_PATTERN + <doubleQuotes46>(?!<doubleQuotes46><newline46mondego>            + RANGE_INDICATOR_PATTERN + <doubleQuotes46>)<doubleQuotes46>;<newline46mondego>    /*<newline46mondego>     * Pattern defining a single number neither preceded nor followed by a range indicator.<newline46mondego>     */<newline46mondego>    private static final String ISOLATED_NUMBER_PATTERN = <doubleQuotes46>(?<!<doubleQuotes46><newline46mondego>            + RANGE_INDICATOR_PATTERN + <doubleQuotes46>)<doubleQuotes46> + SINGLE_NUMBER_PATTERN<newline46mondego>            + <doubleQuotes46>(?!<doubleQuotes46> + RANGE_INDICATOR_PATTERN + <doubleQuotes46>)<doubleQuotes46>;<newline46mondego>    /*<newline46mondego>     * Ultimate pattern combining single, isolated numbers and ranges. <newline46mondego>     */<newline46mondego>    private static final String WHOLE_PATTERN = <newline46mondego>            <doubleQuotes46>(<doubleQuotes46> + ISOLATED_NUMBER_PATTERN + <doubleQuotes46>)|(<doubleQuotes46> + RANGE_PATTERN + <doubleQuotes46>)<doubleQuotes46>;<newline46mondego>    public static void main(String[] args) {<newline46mondego>        // single numbers in various formats<newline46mondego>        String singleNumbers = <doubleQuotes46>0 -1000 30,000 3,000.00<doubleQuotes46>;<newline46mondego>        // various ranges with various numerical formats<newline46mondego>        String ranges = <doubleQuotes46>0 to 1 1000- 2,000 30,000--40,000.00 4.00 up to 5 10,000 to -5<doubleQuotes46>;<newline46mondego>        // mixed<newline46mondego>        String mixed = <doubleQuotes46>0 0 to 1 -1000 1000- 2,000 30,000 30,000--40,000.00 3,000.00 4.00 up to 5 10,000 to -5<doubleQuotes46>;<newline46mondego>        // testing single numbers<newline46mondego>        Pattern singleNumber = Pattern.compile(SINGLE_NUMBER_PATTERN);<newline46mondego>        Matcher singleNumberMatcher = singleNumber.matcher(singleNumbers);<newline46mondego>        while (singleNumberMatcher.find()) {<newline46mondego>            System.out.println(<doubleQuotes46>SINGLE NUMBER: <doubleQuotes46> + singleNumberMatcher.group());<newline46mondego>        }<newline46mondego>        // testing ranges<newline46mondego>        Pattern rangesPattern = Pattern.compile(RANGE_PATTERN);<newline46mondego>        Matcher rangesMatcher = rangesPattern.matcher(ranges);<newline46mondego>        while (rangesMatcher.find()) {<newline46mondego>            System.out.println(<doubleQuotes46>WHOLE RANGE: <doubleQuotes46> + rangesMatcher.group());<newline46mondego>            // note how tough it is to correctly guess group numbers<newline46mondego>            // if you use Java 7 you can actually name your groups<newline46mondego>            System.out.println(<doubleQuotes46>\tfirst number in range: <doubleQuotes46><newline46mondego>                    + rangesMatcher.group(4));<newline46mondego>            System.out.println(<doubleQuotes46>\tsecond number in range: <doubleQuotes46><newline46mondego>                    + rangesMatcher.group(10));<newline46mondego>        }<newline46mondego>        // testing mixed examples<newline46mondego>        Pattern mixedPattern = Pattern.compile(WHOLE_PATTERN);<newline46mondego>        Matcher mixedMatcher = mixedPattern.matcher(mixed);<newline46mondego>        while (mixedMatcher.find()) {<newline46mondego>            System.out.println(<doubleQuotes46>WHOLE MATCH: <doubleQuotes46> + mixedMatcher.group());<newline46mondego>            if (mixedMatcher.group(1) != null) {<newline46mondego>                System.out.println(<doubleQuotes46>\tsingle number: <doubleQuotes46> + mixedMatcher.group(1));<newline46mondego>            }<newline46mondego>            else if (mixedMatcher.group(11) != null) {<newline46mondego>                System.out.println(<doubleQuotes46>\trange: <doubleQuotes46> + mixedMatcher.group(11));<newline46mondego>                // note how CRAZY it is to correctly guess group numbers now!<newline46mondego>                // if you use Java 7 you can actually name your groups<newline46mondego>                System.out.println(<doubleQuotes46>\t\tfirst number in range: <doubleQuotes46><newline46mondego>                        + mixedMatcher.group(15));<newline46mondego>                System.out.println(<doubleQuotes46>\t\tsecond number in range: <doubleQuotes46><newline46mondego>                        + mixedMatcher.group(21));<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
