"1splitHere46","4540662splitHere46","-Djava.awt.headless=true"
"184splitHere46","4545514splitHere46","import ar.com.fdvs.dj.core.DynamicJasperHelper;<newline46mondego>import ar.com.fdvs.dj.core.layout.ClassicLayoutManager;<newline46mondego>import ar.com.fdvs.dj.domain.DynamicReport;<newline46mondego>import ar.com.fdvs.dj.domain.Style;<newline46mondego>import ar.com.fdvs.dj.domain.builders.ColumnBuilder;<newline46mondego>import ar.com.fdvs.dj.domain.builders.DynamicReportBuilder;<newline46mondego>import ar.com.fdvs.dj.domain.constants.Border;<newline46mondego>import ar.com.fdvs.dj.domain.constants.Font;<newline46mondego>import ar.com.fdvs.dj.domain.constants.HorizontalAlign;<newline46mondego>import ar.com.fdvs.dj.domain.constants.Page;<newline46mondego>import ar.com.fdvs.dj.domain.constants.Transparency;<newline46mondego>import ar.com.fdvs.dj.domain.constants.VerticalAlign;<newline46mondego>import ar.com.fdvs.dj.domain.entities.columns.AbstractColumn;<newline46mondego><newline46mondego>HttpServletResponse response = getContext().getResponse();<newline46mondego><newline46mondego>            response.setHeader(<doubleQuotes46>Cache-Control<doubleQuotes46>, <doubleQuotes46>no-cache<doubleQuotes46>);<newline46mondego>            response.setHeader(<doubleQuotes46>Pragma<doubleQuotes46>, <doubleQuotes46>no-cache<doubleQuotes46>);<newline46mondego>            response.setDateHeader(<doubleQuotes46>Expires<doubleQuotes46>, 0);<newline46mondego>            response.setCharacterEncoding(<doubleQuotes46>ISO-8859-1<doubleQuotes46>);<newline46mondego><newline46mondego>            response.setContentType(<doubleQuotes46>application/pdf<doubleQuotes46>);     <newline46mondego>            response.setHeader(<doubleQuotes46>Content-Disposition<doubleQuotes46>, <doubleQuotes46>attachment; filename=example.pdf<doubleQuotes46>);<newline46mondego><newline46mondego><newline46mondego>DynamicReportBuilder drb = new DynamicReportBuilder();<newline46mondego><newline46mondego>                Style detailStyle = new Style();<newline46mondego>                detailStyle.setBorderTop(Border.THIN);<newline46mondego>                detailStyle.setBorderBottom(Border.THIN);<newline46mondego>                detailStyle.setBorderLeft(Border.THIN);<newline46mondego>                detailStyle.setBorderRight(Border.THIN);<newline46mondego><newline46mondego>                Style headerStyle = new Style();<newline46mondego>                headerStyle.setFont(Font.ARIAL_MEDIUM_BOLD);<newline46mondego>                headerStyle.setBorderBottom(Border.THIN);<newline46mondego>                headerStyle.setBackgroundColor(Color.gray);<newline46mondego>                headerStyle.setTextColor(Color.white);<newline46mondego>                headerStyle.setHorizontalAlign(HorizontalAlign.CENTER);<newline46mondego>                headerStyle.setVerticalAlign(VerticalAlign.MIDDLE);<newline46mondego>                headerStyle.setTransparency(Transparency.OPAQUE);<newline46mondego><newline46mondego>                Style headerVariables = new Style();<newline46mondego>                headerVariables.setFont(Font.ARIAL_MEDIUM_BOLD);<newline46mondego>                headerVariables.setHorizontalAlign(HorizontalAlign.RIGHT);<newline46mondego>                headerVariables.setVerticalAlign(VerticalAlign.MIDDLE);<newline46mondego><newline46mondego>                Style titleStyle = new Style();<newline46mondego>                titleStyle.setFont(new Font(18, Font._FONT_VERDANA, true));<newline46mondego><newline46mondego>                Style importeStyle = new Style();<newline46mondego>                importeStyle.setHorizontalAlign(HorizontalAlign.RIGHT);<newline46mondego>                Style oddRowStyle = new Style();<newline46mondego>                oddRowStyle.setBorder(Border.NO_BORDER);<newline46mondego>                oddRowStyle.setBackgroundColor(Color.LIGHT_GRAY);<newline46mondego>                oddRowStyle.setTransparency(Transparency.OPAQUE);<newline46mondego><newline46mondego>                drb.addTitle(sessao.getNomeCliente());              <newline46mondego>                drb.addTitleStyle(titleStyle);<newline46mondego><newline46mondego>                drb.addSubtitle(<doubleQuotes46>Consulta O.S.<doubleQuotes46>);<newline46mondego><newline46mondego>                drb.addOddRowBackgroundStyle(oddRowStyle);<newline46mondego>                drb.addDefaultStyles(titleStyle, null, headerStyle, detailStyle);<newline46mondego><newline46mondego>                drb.addPageSizeAndOrientation(Page.Page_A4_Landscape());<newline46mondego><newline46mondego>                int top = 10;<newline46mondego>                int bottom = 10;<newline46mondego>                int left = 10;<newline46mondego>                int right = 10;<newline46mondego>drb.addMarginss(top, bottom, left, right);  <newline46mondego><newline46mondego><newline46mondego>if (searchResults.isThereThisField()) {<newline46mondego><newline46mondego>                    AbstractColumn columnState = ColumnBuilder.getInstance()<newline46mondego>                    .addColumnProperty(<doubleQuotes46>numeroOs<doubleQuotes46>, Integer.class.getName())         <newline46mondego>                    .addTitle(<doubleQuotes46>This Field<doubleQuotes46>)             <newline46mondego>                    .addWidth(5)<newline46mondego>                    .build();   <newline46mondego><newline46mondego>                    drb.addColumn(columnState);<newline46mondego><newline46mondego>                }<newline46mondego>"
"185splitHere46","4545514splitHere46","drb.addUseFullPageWidth(true);<newline46mondego><newline46mondego>                DynamicReport dr = drb.build();<newline46mondego><newline46mondego>JRDataSource ds = new JRBeanCollectionDataSource(lista);<newline46mondego><newline46mondego>                JasperPrint jp = DynamicJasperHelper.generateJasperPrint(dr, new ClassicLayoutManager(), ds );<newline46mondego><newline46mondego>                byte[] b = JasperExportManager.exportReportToPdf(jp);<newline46mondego>                response.getOutputStream().write(b);<newline46mondego><newline46mondego>                response.flushBuffer();<newline46mondego>                setPath(null);<newline46mondego>"
"186splitHere46","4545605splitHere46","JOptionPane.getWindowForComponent(parent)"
"187splitHere46","4545605splitHere46","if (parentComponent == null)<newline46mondego>    return getRootFrame();<newline46mondego>"
"188splitHere46","4545605splitHere46","SwingUtilities.getSharedOwnerFrame()"
"189splitHere46","4545605splitHere46","SwingUtilities.getSharedOwnerFrame()"
"190splitHere46","4545669splitHere46","MyInterface"
"191splitHere46","4545669splitHere46","public interface MyInterface {<newline46mondego>    public void display();<newline46mondego>}<newline46mondego>"
"192splitHere46","4545669splitHere46","interface"
"193splitHere46","4545669splitHere46","MyClass"
"194splitHere46","4545669splitHere46","public class MyClass implements MyInterface {<newline46mondego>    // All the stuff you already have inside MyClass<newline46mondego>    // (I don't feel like typing it all out)<newline46mondego>}<newline46mondego>"
"195splitHere46","4545669splitHere46","class"
"196splitHere46","4545669splitHere46","MyClass"
"197splitHere46","4545669splitHere46","MyClass myVariable = new MyClass();<newline46mondego>myVariable.display();<newline46mondego>"
"198splitHere46","4545669splitHere46","MyInterface myVariable = new MyClass();<newline46mondego>myVariable.display();<newline46mondego>"
"199splitHere46","4545669splitHere46","NullPointerException"
"200splitHere46","4545669splitHere46","display()"
"201splitHere46","4545669splitHere46","NullPointerException"
"202splitHere46","4545669splitHere46","my1.display();<newline46mondego>"
"203splitHere46","4545669splitHere46","NullPointerException"
"204splitHere46","4545669splitHere46","null"
"205splitHere46","4545669splitHere46","my1"
"206splitHere46","4545669splitHere46","null"
"207splitHere46","4545669splitHere46","NullPointerException"
"208splitHere46","4545669splitHere46","my1.display()"
"209splitHere46","4545669splitHere46","public class MyClass implements MyInterface {<newline46mondego><newline46mondego>    public void display() {<newline46mondego>        // The actual display code<newline46mondego>        System.out.println(<doubleQuotes46>I am displaying<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"210splitHere46","4545669splitHere46","my1"
"211splitHere46","4545669splitHere46","MyClass"
"212splitHere46","4545669splitHere46","public class MyClass implements MyInterface {<newline46mondego><newline46mondego>    private MyInterface my1;<newline46mondego><newline46mondego>    public MyClass(MyInterface someValue) {<newline46mondego>        my1 = someValue;<newline46mondego>    }<newline46mondego><newline46mondego>    public void display() {<newline46mondego>        my1.display();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"213splitHere46","4545680splitHere46","while"
"214splitHere46","4545680splitHere46","while(produttore.isAlive() || !queue.isempty())<newline46mondego>"
"215splitHere46","4545694splitHere46","get()"
"216splitHere46","4545694splitHere46","List<DynaBean> rowsList=this._mysqlDb.foobar();<newline46mondego>    Date timeStamp=null;<newline46mondego>    for (int i=0;i<rowsList.size();i++) {<newline46mondego>        DynaBean row = rowsList.get(i);<newline46mondego>        try {<newline46mondego>         timeStamp = this._mysqlDb.sqlTimestampToDate((java.sql.Timestamp)row.get(<doubleQuotes46>end_timestamp<doubleQuotes46>));<newline46mondego>        } catch (IllegalArgumentException e) {<newline46mondego>            log.error(<doubleQuotes46>could not find properties: {}<doubleQuotes46>,e.getMessage());<newline46mondego>            return false;<newline46mondego>        }<newline46mondego>}<newline46mondego>"
"217splitHere46","4545879splitHere46","MY_CONSTANT"
"218splitHere46","4545879splitHere46","Module"
"219splitHere46","4545879splitHere46","class MainDependency{<newline46mondego>  @Inject<newline46mondego>  public MainDependency(@Named(<doubleQuotes46>myConst<doubleQuotes46>) int myConst){<newline46mondego>    //...<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>class Module extends AbstractModule{<newline46mondego>  public void configure(){<newline46mondego>    bindConstant().annotatedWith(Names.named(<doubleQuotes46>myConst<doubleQuotes46>).to(MY_CONSTANT);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"220splitHere46","4545879splitHere46","MainDependency"
"221splitHere46","4545879splitHere46","interface MainDependencyFactory{<newline46mondego>  MainDependency create(int myConst);<newline46mondego>}<newline46mondego><newline46mondego>class MainDependency{<newline46mondego>  @Inject<newline46mondego>  public MainDependency(@Assisted int myConst){<newline46mondego>    //..<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>class Module extends AbstractModule{<newline46mondego>  public void configure(){<newline46mondego>    bind(MainDependencyFactory.class).toProvider(<newline46mondego>      FactoryProvider.newFactory(MainDependencyFactory.class, MainDependency.class));<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>//to use the above, instantiate your factory (or inject it somewhere)<newline46mondego>MainDependencyFactory f = injector.getInstance(MainDependencyFactory.class);<newline46mondego>//Then you can create MainDependency with any value<newline46mondego>MainDependency md = f.create(MY_CONSTANT);<newline46mondego>"
"222splitHere46","4545879splitHere46","MainDependencyFactory"
"223splitHere46","4545974splitHere46","Dog dog = (Dog) animal;<newline46mondego>"
"224splitHere46","4545974splitHere46","ClassCastException"
"225splitHere46","4545979splitHere46","new XmlBeanFactory(new ClassPathResource(<newline46mondego>                <doubleQuotes46>application-context.xml<doubleQuotes46>));<newline46mondego>"
"226splitHere46","4545979splitHere46","resource"
"227splitHere46","4546093splitHere46","String.split"
"228splitHere46","4546093splitHere46","String[] tokens = fileName.split(<doubleQuotes46>\\.(?=[^\\.]+$)<doubleQuotes46>);<newline46mondego>"
"229splitHere46","4546093splitHere46","<doubleQuotes46>test.cool.awesome.txt<doubleQuotes46>.split(<doubleQuotes46>\\.(?=[^\\.]+$)<doubleQuotes46>);<newline46mondego>"
"230splitHere46","4546093splitHere46","[<doubleQuotes46>test.cool.awesome<doubleQuotes46>, <doubleQuotes46>txt<doubleQuotes46>]<newline46mondego>"
"231splitHere46","4546101splitHere46","static"
"232splitHere46","4546254splitHere46","String str= <doubleQuotes46><html>First line<newline46mondego>Second line</html><doubleQuotes46><newline46mondego>"
"233splitHere46","4546274splitHere46","try {<newline46mondego>    Robot robot = new Robot();<newline46mondego><newline46mondego>    // Simulate a mouse click<newline46mondego>    robot.mousePress(InputEvent.BUTTON1_MASK);<newline46mondego>    robot.mouseRelease(InputEvent.BUTTON1_MASK);<newline46mondego><newline46mondego>    // Simulate a key press<newline46mondego>    robot.keyPress(KeyEvent.VK_SHIFT);<newline46mondego>    robot.keyPress(KeyEvent.VK_TAB);<newline46mondego>    robot.keyRelease(KeyEvent.VK_TAB);<newline46mondego>    robot.keyRelease(KeyEvent.VK_SHIFT);<newline46mondego>} catch (AWTException e) {<newline46mondego>    e.printStackTrace();<newline46mondego>}<newline46mondego>"
"234splitHere46","4546307splitHere46","Object"
"235splitHere46","4546307splitHere46","int hashCode()"
"236splitHere46","4546307splitHere46","System.identityHashCode(this)"
"237splitHere46","4546307splitHere46","Hashtable"
"238splitHere46","4546307splitHere46","hashCode()"
"239splitHere46","4546307splitHere46","Hashtable"
"240splitHere46","4546307splitHere46","HashMap"
"241splitHere46","4546307splitHere46","ConcurrentHashMap"
"242splitHere46","4546473splitHere46","java.sql.BatchUpdateException"
"243splitHere46","4546473splitHere46","PersistenceException"
"244splitHere46","4546473splitHere46","public static Throwable getRootCause(Throwable ex) {<newline46mondego>    while (true) {<newline46mondego>        Throwable cause = ex.getCause();<newline46mondego>        if (cause == null) return ex;<newline46mondego>        ex = cause;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"245splitHere46","4546473splitHere46","ret = getRootCause(ex).getMessage();<newline46mondego>"
"246splitHere46","4546504splitHere46","@UniqueConstraint"
"247splitHere46","4546504splitHere46","unique"
"248splitHere46","4546504splitHere46","@Column"
"249splitHere46","4546586splitHere46","public class ClientLocaleThreadLocal<Locale><newline46mondego>"
"250splitHere46","4546586splitHere46","ClientLocaleThreadLocal"
"251splitHere46","4546586splitHere46","Locale"
"252splitHere46","4546586splitHere46","private static ThreadLocal tLocal = new ThreadLocal();<newline46mondego>"
"253splitHere46","4546586splitHere46","Locale"
"254splitHere46","4546586splitHere46","public class ClientLocaleThreadLocal {<newline46mondego>    private static ThreadLocal<Locale> tLocal = new ThreadLocal<Locale>();<newline46mondego>"
"255splitHere46","4546586splitHere46","res.getLocale()"
"256splitHere46","4546588splitHere46","0x1e3"
"257splitHere46","4546588splitHere46","0x1e3d"
"258splitHere46","4546588splitHere46","e"
"259splitHere46","4546588splitHere46","d"
"260splitHere46","4546588splitHere46","double"
"261splitHere46","4546588splitHere46","1e3d"
"262splitHere46","4546588splitHere46","e"
"263splitHere46","4546588splitHere46","d"
"264splitHere46","4546588splitHere46","double"
"265splitHere46","4546588splitHere46","float"
"266splitHere46","4546588splitHere46","0x1p3"
"267splitHere46","4546650splitHere46","MyClass.class.getProtectionDomain().getCodeSource().getLocation().getPath()  <newline46mondego>"
"268splitHere46","4546650splitHere46","package org.life.java.so.questions;<newline46mondego>   /**<newline46mondego>     *<newline46mondego>     * @author jigar<newline46mondego>     */<newline46mondego>    public class GetClassPath {<newline46mondego>        public static void main(String[] args) {<newline46mondego>            System.out.println(GetClassPath.class.getProtectionDomain().getCodeSource().getLocation().getPath());      <newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"269splitHere46","4546650splitHere46","ClassLoader loader = GetClassPath.class.getClassLoader();<newline46mondego>System.out.println(loader.getResource(<doubleQuotes46>org/life/java/so/questions/GetClassPath.class<doubleQuotes46>));<newline46mondego>"
"270splitHere46","4546688splitHere46","Calendar cal = Calendar.getInstance();<newline46mondego>cal.set(Calendar.MONTH,someMonth);//month starts from 0<newline46mondego>cal.set(Calendar.YEAR,someYear);<newline46mondego>int noOfDayInMonthyear = cal.getActualMaximum(Calendar.DAY_OF_MONTH); //either 28,29,30,31<newline46mondego>"
"271splitHere46","4546688splitHere46","noOfDayInMonthyear"
"272splitHere46","4546837splitHere46","java:comp/env/persistence"
"273splitHere46","4546837splitHere46","<persistence-context-ref><newline46mondego>    <persistence-context-ref-name>persistence</persistence-context-ref-name><newline46mondego>    <persistence-unit-name>yourpu</persistence-unit-name><newline46mondego></persistence-context-ref><newline46mondego>"
